"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Data abstraction techniques are widely used in multiresolution visualization systems to reduce visual clutter and facilitate analysis from overview to detail. However, analysts are usually unaware of how well the abstracted data represent the original dataset, which can impact the reliability of results gleaned from the abstractions. In this paper, we define two data abstraction quality measures for computing the degree to which the abstraction conveys the original dataset: the histogram difference measure and the nearest neighbor measure. They have been integrated within XmdvTool, a public-domain multiresolution visualization system for multivariate data analysis that supports sampling as well as clustering to simplify data. Several interactive operations are provided, including adjusting the data abstraction level, changing selected regions, and setting the acceptable data abstraction quality level. Conducting these operations, analysts can select an optimal data abstraction level. Also, analysts can compare different abstraction methods using the measures to see how well relative data density and outliers are maintained, and then select an abstraction method that meets the requirement of their analytic tasks","https://ieeexplore.ieee.org/document/4015421/","LOCKED","4015421","Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA 01609","https://ieeexplore.ieee.org/author/37841616400","1","Qingguang Cui","37841616400","Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA 01609","https://ieeexplore.ieee.org/author/37268441700","2","Matthew Ward","37268441700","Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA 01609","https://ieeexplore.ieee.org/author/37279217900","3","Elke Rundensteiner","37279217900","University of North Carolina at Charlotte, 9201 University City Blvd, Charlotte, NC 28223","https://ieeexplore.ieee.org/author/37292632600","4","Jing Yang","37292632600","","","","","","","","","","","","","","","51","0","Journals","10.1109/TVCG.2006.161","716","https://ieeexplore.ieee.org/document/4015421/","Metrics","Clustering","","","Sampling","Multiresolution Visualization Authors 1:","","","","","","","Data visualization","Sampling methods","Data analysis","Nearest neighbor searches","Histograms","Displays","Delay","Coordinate measuring machines","Density measurement","Bioinformatics","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015421","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","68","709","Measuring Data Abstraction Quality in Multiresolution Visualizations","12"
"In the past decade, a lot of research work has been conducted to support collaborative visualization among remote users over the networks, allowing them to visualize and manipulate shared data for problem solving. There are many applications of collaborative visualization, such as oceanography, meteorology and medical science. To facilitate user interaction, a critical system requirement for collaborative visualization is to ensure that remote users would perceive a synchronized view of the shared data. Failing this requirement, the user's ability in performing the desirable collaborative tasks would be affected. In this paper, we propose a synchronization method to support collaborative visualization. It considers how interaction with dynamic objects is perceived by application participants under the existence of network latency, and remedies the motion trajectory of the dynamic objects. It also handles the false positive and false negative collision detection problems. The new method is particularly well designed for handling content changes due to unpredictable user interventions or object collisions. We demonstrate the effectiveness of our method through a number of experiments","https://ieeexplore.ieee.org/document/4015456/","LOCKED","4015456","Dept. of Comput. Sci., City Univ. of Hong Kong","https://ieeexplore.ieee.org/author/37835889100","1","Lewis W.f. Li","37835889100","","https://ieeexplore.ieee.org/author/37400967400","2","Frederick W.b. Li","37400967400","","https://ieeexplore.ieee.org/author/37271835000","3","Rynson W.h. Lau","37271835000","","","","","","","","","","","","","","","","","","","","19","0","Journals","10.1109/TVCG.2006.114","996","https://ieeexplore.ieee.org/document/4015456/","Collaborative visualization","network latency","","","motion synchronization","distributed synchronization.","","","","","","","Collaboration","Data visualization","Collaborative work","Delay","Problem-solving","Network servers","Meteorology","Virtual environment","Fluid dynamics","Broadcasting","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015456","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","69","989","A Trajectory-Preserving Synchronization Method for Collaborative Visualization","12"
"Many sophisticated techniques for the visualization of volumetric data such as medical data have been published. While existing techniques are mature from a technical point of view, managing the complexity of visual parameters is still difficult for nonexpert users. To this end, this paper presents new ideas to facilitate the specification of optical properties for direct volume rendering. We introduce an additional level of abstraction for parametric models of transfer functions. The proposed framework allows visualization experts to design high-level transfer function models which can intuitively be used by non-expert users. The results are user interfaces which provide semantic information for specialized visualization problems. The proposed method is based on principal component analysis as well as on concepts borrowed from computer animation","https://ieeexplore.ieee.org/document/4015460/","LOCKED","4015460","IEEE Computer Society","https://ieeexplore.ieee.org/author/37442697900","1","Christof Rezk Salama","37442697900","Comput. Graphics & Multimedia Syst. Group, Siegen Univ.","https://ieeexplore.ieee.org/author/37589324500","2","Maik Keller","37589324500","","https://ieeexplore.ieee.org/author/37623778100","3","Peter Kohlmann","37623778100","","","","","","","","","","","","","","","","","","","","69","4","Journals","10.1109/TVCG.2006.148","1028","https://ieeexplore.ieee.org/document/4015460/","Volume rendering","transfer function design","","","semantic models.","","","","","","","","User interfaces","Transfer functions","Data visualization","Rendering (computer graphics)","Animation","Application software","Computer graphics","Biomedical optical imaging","Nonlinear optics","Parametric statistics","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015460","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","70","1021","High-Level User Interfaces for Transfer Function Design with Semantics","12"
"We present a cluster-based volume rendering system for roaming very large volumes. This system allows to move a gigabyte-sized probe inside a total volume of several tens or hundreds of gigabytes in real-time. While the size of the probe is limited by the total amount of texture memory on the cluster, the size of the total data set has no theoretical limit. The cluster is used as a distributed graphics processing unit that both aggregates graphics power and graphics memory. A hardware-accelerated volume renderer runs in parallel on the cluster nodes and the final image compositing is implemented using a pipelined sort-last rendering algorithm. Meanwhile, volume bricking and volume paging allow efficient data caching. On each rendering node, a distributed hierarchical cache system implements a global software-based distributed shared memory on the cluster. In case of a cache miss, this system first checks page residency on the other cluster nodes instead of directly accessing local disks. Using two gigabit Ethernet network interfaces per node, we accelerate data fetching by a factor of 4 compared to directly accessing local disks. The system also implements asynchronous disk access and texture loading, which makes it possible to overlap data loading, volume slicing and rendering for optimal volume roaming","https://ieeexplore.ieee.org/document/4015495/","LOCKED","4015495","ALICE Group, INRIA, Lorraine","https://ieeexplore.ieee.org/author/37565750700","1","Laurent Castanie","37565750700","ALICE Group, INRIA, Lorraine","https://ieeexplore.ieee.org/author/37550851600","2","Christophe Mion","37550851600","ALICE Group, INRIA, Lorraine","https://ieeexplore.ieee.org/author/37442790400","3","Xavier Cavin","37442790400","ALICE Group, INRIA, Lorraine","https://ieeexplore.ieee.org/author/37554667100","4","Bruno Levy","37554667100","","","","","","","","","","","","","","","11","3","Journals","10.1109/TVCG.2006.135","1306","https://ieeexplore.ieee.org/document/4015495/","Large volumes","volume roaming","","","out-of-core","hierarchical caching","distributed shared memory","hardware-accelerated volume visualization","graphics hardware","parallel rendering","graphics cluster.","","Rendering (computer graphics)","Probes","Graphics","Data visualization","Clustering algorithms","Real time systems","Aggregates","Ethernet networks","Network interfaces","Acceleration","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015495","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","71","1299","Distributed Shared Memory for Roaming Large Volumes","12"
"Social network analysis (SNA) has emerged as a powerful method for understanding the importance of relationships in networks. However, interactive exploration of networks is currently challenging because: (1) it is difficult to find patterns and comprehend the structure of networks with many nodes and links, and (2) current systems are often a medley of statistical methods and overwhelming visual output which leaves many analysts uncertain about how to explore in an orderly manner. This results in exploration that is largely opportunistic. Our contributions are techniques to help structural analysts understand social networks more effectively. We present SocialAction, a system that uses attribute ranking and coordinated views to help users systematically examine numerous SNA measures. Users can (1) flexibly iterate through visualizations of measures to gain an overview, filter nodes, and find outliers, (2) aggregate networks using link structure, find cohesive subgroups, and focus on communities of interest, and (3) untangle networks by viewing different link types separately, or find patterns across different link types using a matrix overview. For each operation, a stable node layout is maintained in the network visualization so users can make comparisons. SocialAction offers analysts a strategy beyond opportunism, as it provides systematic, yet flexible, techniques for exploring social networks","https://ieeexplore.ieee.org/document/4015419/","LOCKED","4015419","Department of Computer Science, University of Maryland, College Park, MD 20742","https://ieeexplore.ieee.org/author/37294938400","1","Adam Perer","37294938400","Department of Computer Science, University of Maryland, College Park, MD 20742","https://ieeexplore.ieee.org/author/37283016400","2","Ben Shneiderman","37283016400","","","","","","","","","","","","","","","","","","","","","","","","","115","8","Journals","10.1109/TVCG.2006.122","700","https://ieeexplore.ieee.org/document/4015419/","Social networks","interactive graph visualization","","","attribute ranking","coordinated views","exploratory data analysis","","","","","","Social network services","Data visualization","Pattern analysis","Coordinate measuring machines","Data analysis","Statistical analysis","Gain measurement","Filters","Aggregates","Navigation","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015419","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","72","693","Balancing Systematic and Flexible Exploration of Social Networks","12"
"We propose a new metaphor for the visualization of prefixes propagation in the Internet. Such a metaphor is based on the concept of topographic map and allows to put in evidence the relative importance of the Internet Service Providers (ISPs) involved in the routing of the prefix. Based on the new metaphor we propose an algorithm for computing layouts and experiment with such algorithm on a test suite taken from the real Internet. The paper extends the visualization approach of the BGPlay service, which is an Internet routing monitoring tool widely used by ISP operators","https://ieeexplore.ieee.org/document/4015423/","LOCKED","4015423","Dipt. di Informatica e Automazione, Rome Univ.","https://ieeexplore.ieee.org/author/37544952000","1","Pier Francesco Cortese","37544952000","Dipt. di Informatica e Automazione, Rome Univ.","https://ieeexplore.ieee.org/author/37267058300","2","Giuseppe Di Battista","37267058300","Dipt. di Informatica e Automazione, Rome Univ.","https://ieeexplore.ieee.org/author/37827870000","3","Antonello Moneta","37827870000","Dipt. di Informatica e Automazione, Rome Univ.","https://ieeexplore.ieee.org/author/37267060000","4","Maurizio Patrignani","37267060000","Dipt. di Informatica e Automazione, Rome Univ.","https://ieeexplore.ieee.org/author/37294504700","5","Maurizio Pizzonia","37294504700","","","","","","","","","","16","0","Journals","10.1109/TVCG.2006.185","732","https://ieeexplore.ieee.org/document/4015423/","Interdomain Routing","Internet Visualization","","","Graph Drawing","Spring Embedder","","","","","","","Visualization","Web and internet services","Routing","IP networks","Testing","Monitoring","Springs","Local area networks","Displays","Real time systems","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015423","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","73","725","Topographic Visualization of Prefix Propagation in the Internet","12"
"Navigating through large-scale virtual environments such as simulations of the astrophysical Universe is difficult. The huge spatial range of astronomical models and the dominance of empty space make it hard for users to travel across cosmological scales effectively, and the problem of wayfinding further impedes the user's ability to acquire reliable spatial knowledge of astronomical contexts. We introduce a new technique called the scalable world-in-miniature (WIM) map as a unifying interface to facilitate travel and wayfinding in a virtual environment spanning gigantic spatial scales: power-law spatial seating enables rapid and accurate transitions among widely separated regions; logarithmically mapped miniature spaces offer a global overview mode when the full context is too large; 3D landmarks represented in the WIM are enhanced by scale, positional, and directional cues to augment spatial context awareness; a series of navigation models are incorporated into the scalable WIM to improve the performance of travel tasks posed by the unique characteristics of virtual cosmic exploration. The scalable WIM user interface supports an improved physical navigation experience and assists pragmatic cognitive understanding of a visualization context that incorporates the features of large-scale astronomy","https://ieeexplore.ieee.org/document/4015458/","LOCKED","4015458","Indiana University","https://ieeexplore.ieee.org/author/37835045200","1","Yinggang Li","37835045200","Hong Kong University of Science & Technology","https://ieeexplore.ieee.org/author/37336329800","2","Chi-wing Fu","37336329800","Indiana University","https://ieeexplore.ieee.org/author/37333439100","3","Andrew Hanson","37333439100","","","","","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2006.176","1012","https://ieeexplore.ieee.org/document/4015458/","Astrophysical visualization","large-scale exploration","","","interaction techniques","world-in-miniature (WIM)","","","","","","","Large-scale systems","Navigation","Virtual environment","Context modeling","Space exploration","Context awareness","Impedance","User interfaces","Visualization","Astronomy","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015458","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","74","1005","Scalable WIM: Effective Exploration in Large-scale Astrophysical Environments","12"
"Current practice in particle visualization renders particle position data directly onto the screen as points or glyphs. Using a camera placed at a fixed position, particle motions can be visualized by rendering trajectories or by animations. Applying such direct techniques to large, time dependent particle data sets often results in cluttered images in which the dynamic properties of the underlying system are difficult to interpret. In this case study we take an alternative approach to the visualization of ion motions. Instead of rendering ion position data directly, we first extract meaningful motion information from the ion position data and then map this information onto geometric primitives. Our goal is to produce high-level visualizations that reflect the physicists' way of thinking about ion dynamics. Parameterized geometric icons are defined to encode motion information of clusters of related ions. In addition, a parameterized camera control mechanism is used to analyze relative instead of only absolute ion motions. We apply the techniques to simulations of Fourier transform mass spectrometry (FTMS) experiments. The data produced by such simulations can amount to 5.104 ions and 105 timesteps. This paper discusses the requirements, design and informal evaluation of the implemented system","https://ieeexplore.ieee.org/document/4015462/","LOCKED","4015462","Center of Mathematics and ComputerScience, Amsterdam","https://ieeexplore.ieee.org/author/37828783300","1","Wojciech Burakiewicz","37828783300","Center of Mathematics and Computer Science,Amsterdam","https://ieeexplore.ieee.org/author/37282925600","2","Robert van Liere","37282925600","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2006.118","1044","https://ieeexplore.ieee.org/document/4015462/","Particle visualization","motion","","","motion features","","","","","","","","Analytical models","Motion analysis","Data visualization","Rendering (computer graphics)","Cameras","Animation","Data mining","Motion control","Fourier transforms","Mass spectroscopy","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015462","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","75","1037","Analyzing Complex FTMS Simulations: a Case Study in High-Level Visualization of Ion Motions","12"
"Accurately representing higher-order singularities of vector fields defined on piecewise linear surfaces is a non-trivial problem. In this work, we introduce a concise yet complete interpolation scheme of vector fields on arbitrary triangulated surfaces. The scheme enables arbitrary singularities to be represented at vertices. The representation can be considered as a facet-based ""encoding"" of vector fields on piecewise linear surfaces. The vector field is described in polar coordinates over each facet, with a facet edge being chosen as the reference to define the angle. An integer called the period jump is associated to each edge of the triangulation to remove the ambiguity when interpolating the direction of the vector field between two facets that share an edge. To interpolate the vector field, we first linearly interpolate the angle of rotation of the vectors along the edges of the facet graph. Then, we use a variant of Nielson's side-vertex scheme to interpolate the vector field over the entire surface. With our representation, we remove the bound imposed on the complexity of singularities that a vertex can represent by its connectivity. This bound is a limitation generally exists in vertex-based linear schemes. Furthermore, using our data structure, the index of a vertex of a vector field can be combinatorily determined","https://ieeexplore.ieee.org/document/4015497/","LOCKED","4015497","INRIA-Alice","https://ieeexplore.ieee.org/author/37558024300","1","Wan-chiu Li","37558024300","INRIA-Alice","https://ieeexplore.ieee.org/author/37828763300","2","Bruno Vallet","37828763300","","https://ieeexplore.ieee.org/author/37831619000","3","Nicolas Ray","37831619000","","https://ieeexplore.ieee.org/author/37554667100","4","Bruno Levy","37554667100","","","","","","","","","","","","","","","28","0","Journals","10.1109/TVCG.2006.173","1322","https://ieeexplore.ieee.org/document/4015497/","vector field visualization","higher-order singularities","","","line integral convolution","GPU","","","","","","","Vectors","Piecewise linear techniques","Topology","Interpolation","Data structures","Computational fluid dynamics","Data visualization","Integral equations","Convolution","Computational modeling","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015497","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","76","1315","Representing Higher-Order Singularities in Vector Fields on Piecewise Linear Surfaces","12"
"A compound graph is a frequently encountered type of data set. Relations are given between items, and a hierarchy is defined on the items as well. We present a new method for visualizing such compound graphs. Our approach is based on visually bundling the adjacency edges, i.e., non-hierarchical edges, together. We realize this as follows. We assume that the hierarchy is shown via a standard tree visualization method. Next, we bend each adjacency edge, modeled as a B-spline curve, toward the polyline defined by the path via the inclusion edges from one node to another. This hierarchical bundling reduces visual clutter and also visualizes implicit adjacency edges between parent nodes that are the result of explicit adjacency edges between their respective child nodes. Furthermore, hierarchical edge bundling is a generic method which can be used in conjunction with existing tree visualization techniques. We illustrate our technique by providing example visualizations and discuss the results based on an informal evaluation provided by potential users of such visualizations","https://ieeexplore.ieee.org/document/4015425/","LOCKED","4015425","Technische Univ. Eindhoven","https://ieeexplore.ieee.org/author/37827881300","1","Danny Holten","37827881300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507","14","Journals","10.1109/TVCG.2006.147","748","https://ieeexplore.ieee.org/document/4015425/","Network visualization","edge bundling","","","edge aggregation","edge concentration","curves","graph visualization","tree visualization","node-link diagrams","hierarchies","treemaps.","Data visualization","Tree graphs","Wires","Cables","Spline","Software systems","Social network services","Displays","Tree data structures","","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015425","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","77","741","Hierarchical Edge Bundles: Visualization of Adjacency Relations in Hierarchical Data","12"
"In this article we propose a box spline and its variants for reconstructing volumetric data sampled on the Cartesian lattice. In particular we present a tri-variate box spline reconstruction kernel that is superior to tensor product reconstruction schemes in terms of recovering the proper Cartesian spectrum of the underlying function. This box spline produces a C2 reconstruction that can be considered as a three dimensional extension of the well known Zwart-Powell element in 2D. While its smoothness and approximation power are equivalent to those of the tri-cubic B-spline, we illustrate the superiority of this reconstruction on functions sampled on the Cartesian lattice and contrast it to tensor product B-splines. Our construction is validated through a Fourier domain analysis of the reconstruction behavior of this box spline. Moreover, we present a stable method for evaluation of this box spline by means of a decomposition. Through a convolution, this decomposition reduces the problem to evaluation of a four directional box spline that we previously published in its explicit closed form","https://ieeexplore.ieee.org/document/4015500/","LOCKED","4015500","School of Computing Science, Simon Fraser University","https://ieeexplore.ieee.org/author/37268675600","1","Alireza Entezari","37268675600","School of Computing Science, Simon Fraser University","https://ieeexplore.ieee.org/author/37275858700","2","Torsten Moller","37275858700","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2006.141","1344","https://ieeexplore.ieee.org/document/4015500/","Volumetric data interpolation","reconstruction","","","box splines","","","","","","","","Spline","Lattices","Kernel","Tensile stress","Sampling methods","Frequency","Convolution","Interpolation","Design methodology","Reconstruction algorithms","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015500","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","78","1337","Extensions of the Zwart-Powell Box Spline for Volumetric Data Reconstruction on the Cartesian Lattice","12"
"When a heavy fluid is placed above a light fluid, tiny vertical perturbations in the interface create a characteristic structure of rising bubbles and falling spikes known as Rayleigh-Taylor instability. Rayleigh-Taylor instabilities have received much attention over the past half-century because of their importance in understanding many natural and man-made phenomena, ranging from the rate of formation of heavy elements in supernovae to the design of capsules for Inertial Confinement Fusion. We present a new approach to analyze Rayleigh-Taylor instabilities in which we extract a hierarchical segmentation of the mixing envelope surface to identify bubbles and analyze analogous segmentations of fields on the original interface plane. We compute meaningful statistical information that reveals the evolution of topological features and corroborates the observations made by scientists. We also use geometric tracking to follow the evolution of single bubbles and highlight merge/split events leading to the formation of the large and complex structures characteristic of the later stages. In particular we (i) Provide a formal definition of a bubble; (ii) Segment the envelope surface to identify bubbles; (iii) Provide a multi-scale analysis technique to produce statistical measures of bubble growth; (iv) Correlate bubble measurements with analysis of fields on the interface plane; (v) Track the evolution of individual bubbles over time. Our approach is based on the rigorous mathematical foundations of Morse theory and can be applied to a more general class of applications","https://ieeexplore.ieee.org/document/4015464/","LOCKED","4015464","Lawrence Livermore National Laboratory. Corresponding author: Daniel Laney","https://ieeexplore.ieee.org/author/37281901900","1","D. Laney","37281901900","Lawrence Livermore National Laboratory. Corresponding author: Daniel Laney","https://ieeexplore.ieee.org/author/37564112000","2","P.-t. Bremer","37564112000","Lawrence Livermore National Laboratory. Corresponding author: Daniel Laney","https://ieeexplore.ieee.org/author/37284319900","3","A. Mascarenhas","37284319900","Lawrence Livermore National Laboratory. Corresponding author: Daniel Laney","https://ieeexplore.ieee.org/author/37080335000","4","P. Miller","37080335000","Lawrence Livermore National Laboratory. Corresponding author: Daniel Laney","https://ieeexplore.ieee.org/author/37284312600","5","V. Pascucci","37284312600","","","","","","","","","","89","0","Journals","10.1109/TVCG.2006.186","1060","https://ieeexplore.ieee.org/document/4015464/","topology","multi-resolution","","","Morse theory","","","","","","","","Hydrodynamics","Acceleration","Extraterrestrial measurements","Particle measurements","Time measurement","Application software","Fluid dynamics","Analytical models","Large-scale systems","Shape","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015464","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","79","1053","Understanding the Structure of the Turbulent Mixing Layer in Hydrodynamic Instabilities","12"
"A common goal of multivariate visualization is to enable data inspection at discrete points, while also illustrating larger-scale continuous structures. In diffusion tensor visualization, glyphs are typically used to meet the first goal, and methods such as texture synthesis or fiber tractography can address the second. We adapt particle systems originally developed for surface modeling and anisotropic mesh generation to enhance the utility of glyph-based tensor visualizations. By carefully distributing glyphs throughout the field (either on a slice, or in the volume) into a dense packing, using potential energy profiles shaped by the local tensor value, we remove undue visual emphasis of the regular sampling grid of the data, and the underlying continuous features become more apparent. The method is demonstrated on a DT-MRI scan of a patient with a brain tumor","https://ieeexplore.ieee.org/document/4015499/","LOCKED","4015499","Dept. of Radiol., Harvard Med. Sch., Boston, MA","https://ieeexplore.ieee.org/author/37282742400","1","Gordon Kindlmann","37282742400","Dept. of Radiol., Harvard Med. Sch., Boston, MA","https://ieeexplore.ieee.org/author/37294318400","2","Carl-fredrik Westin","37294318400","","","","","","","","","","","","","","","","","","","","","","","","","63","1","Journals","10.1109/TVCG.2006.134","1336","https://ieeexplore.ieee.org/document/4015499/","Diffusion tensor","glyphs","","","particle systems","anisotropic sampling","fiber tractography","","","","","","Tensile stress","Data visualization","Anisotropic magnetoresistance","Sampling methods","Diffusion tensor imaging","Mesh generation","Potential energy","Convolution","Shape measurement","Laboratories","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015499","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","80","1329","Diffusion Tensor Visualization with Glyph Packing","12"
"This paper describes the Worldmapper project, which makes use of novel visualization techniques to represent a broad variety of social and economic data about the countries of the world. The goal of the project is to use the map projections known as cartograms to depict comparisons and relations between different territories, and its execution raises many interesting design challenges that were not all apparent at the outset. We discuss the approaches taken towards these challenges, some of which may have considerably broad application. We conclude by commenting on the positive initial response to the Worldmapper images published on the Web, which we believe is due, at least in part, to the particular effectiveness of the cartogram as a tool for communicating quantitative geographic data","https://ieeexplore.ieee.org/document/4015427/","LOCKED","4015427","Univ. of Sheffield","https://ieeexplore.ieee.org/author/37827878600","1","Danny Dorling","37827878600","Univ. of Sheffield","https://ieeexplore.ieee.org/author/37827879900","2","Anna Barford","37827879900","","https://ieeexplore.ieee.org/author/37840240600","3","Mark Newman","37840240600","","","","","","","","","","","","","","","","","","","","56","3","Journals","10.1109/TVCG.2006.202","764","https://ieeexplore.ieee.org/document/4015427/","Geographic Visualization","Computer Graphics","","","Worldmapper","Data Visualization","Social Visualization","Cartogram.","","","","","Data visualization","Power generation economics","Application software","Computer graphics","Educational institutions","Internet","Energy consumption","Shape","Area measurement","Statistics","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015427","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","81","757","Worldmapper: The World as You've Never Seen it Before","12"
"In this paper we investigate the effects of function composition in the form g(f(x)) = h(x) by means of a spectral analysis of h. We decompose the spectral description of h(x) into a scalar product of the spectral description of g(x) and a term that solely depends on f(x) and that is independent of g(x). We then use the method of stationary phase to derive the essential maximum frequency of g(f(x)) bounding the main portion of the energy of its spectrum. This limit is the product of the maximum frequency of g(x) and the maximum derivative of f(x). This leads to a proper sampling of the composition h of the two functions g and f. We apply our theoretical results to a fundamental open problem in volume rendering - the proper sampling of the rendering integral after the application of a transfer function. In particular, we demonstrate how the sampling criterion can be incorporated in adaptive ray integration, visualization with multi-dimensional transfer functions, and pre-integrated volume rendering","https://ieeexplore.ieee.org/document/4015502/","LOCKED","4015502","GrUVi-Lab at Simon Fraser University","https://ieeexplore.ieee.org/author/37418878100","1","Steven Bergner","37418878100","GrUVi-Lab at Simon Fraser University","https://ieeexplore.ieee.org/author/37275858700","2","Torsten Moller","37275858700","GrUVi-Lab at Simon Fraser University","https://ieeexplore.ieee.org/author/37268045000","3","Daniel Weiskopf","37268045000","Department of Mathematics at Simon Fraser University","https://ieeexplore.ieee.org/author/37836983300","4","David J. Muraki","37836983300","","","","","","","","","","","","","","","25","0","Journals","10.1109/TVCG.2006.113","1360","https://ieeexplore.ieee.org/document/4015502/","volume rendering","transfer function","","","signal processing","Fourier transform","adaptive sampling.","","","","","","Spectral analysis","Sampling methods","Visualization","Rendering (computer graphics)","Transfer functions","Signal sampling","Optical signal processing","Frequency","Image sampling","Adaptive signal processing","4015412","2160-9306","5","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4015502","Sept.-Oct. 2006","2945","IEEE Transactions on Visualization and Computer Graphics","2006","IEEE","82","1353","A Spectral Analysis of Function Composition and its Implications for Sampling in Direct Volume Visualization","12"
