"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The case study describes a system that allows the use of interactive volume rendering for routine clinical diagnosis. In this setup, a SGI RealityStation acts like a remote rendering system which is controlled by a user interface that was added to an existing clinical system. The paper describes some implementation aspects, including several system optimizations that were carried out in order to optimize rendering speed. Initial results are very promising; the authors present three examples of clinical findings that were made using this system. Because of the setup, clinicians are now much more aware of the possibilities that modern hardware offers for interactive volume visualization.","https://ieeexplore.ieee.org/document/568134/","LOCKED","568134","Inst. of Med. Image Sci., Univ. Hospital Utrecht, Netherlands","https://ieeexplore.ieee.org/author/37370740500","1","K.J. Zuiderveld","37370740500","","","","","","https://ieeexplore.ieee.org/author/37399434900","2","P.M.A. van Ooijen","37399434900","","https://ieeexplore.ieee.org/author/38270067800","3","J.W.C. Chin-A-Woeng","38270067800","","https://ieeexplore.ieee.org/author/38275060600","4","P.C. Buijs","38275060600","","https://ieeexplore.ieee.org/author/38273993000","5","M. Olree","38273993000","https://ieeexplore.ieee.org/author/37087000187","6","F.H. Posti","37087000187","","","","","","","","","","","","","","","","","4","5","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568134","370","Rendering (computer graphics)","Hardware","Data visualization","Biomedical imaging","Workstations","Medical diagnostic imaging","Control systems","Angiography","Image reconstruction","Pixel","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568134","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","48","367","Clinical evaluation of interactive volume visualization"
"Information visualization faces challenges presented by the need to represent abstract data and the relationships within the data. Previously, we presented a system for visualizing similarities between a single DNA sequence and a large database of other DNA sequences (E.H. Chi et al., 1995). Similarity algorithms generate similarity information in textual reports that can be hundreds or thousands of pages long. Our original system visualized the most important variables from these reports. However, the biologists we work with found this system so useful they requested visual representations of other variables. We present an enhanced system for interactive exploration of this multivariate data. We identify a larger set of useful variables in the information space. The new system involves more variables, so it focuses on exploring subsets of the data. We present an interactive system allowing mapping of different variables to different axes, incorporating animation using a time axis, and providing tools for viewing subsets of the data. Detail-on-demand is preserved by hyperlinks to the analysis reports. We present three case studies illustrating the use of these techniques. The combined technique of applying a time axis with a 3D scatter plot and query filters to visualization of biological sequence similarity data is both powerful and novel.","https://ieeexplore.ieee.org/document/567796/","LOCKED","567796","Dept. of Comput. Sci., Minnesota Univ. Med. Sch., Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37448030800","1","E.H.-H. Chi","37448030800","","","","","","https://ieeexplore.ieee.org/author/37282873000","2","J. Riedl","37282873000","","https://ieeexplore.ieee.org/author/37660278300","3","E. Shoop","37660278300","","https://ieeexplore.ieee.org/author/37564789400","4","J.V. Carlis","37564789400","","https://ieeexplore.ieee.org/author/37660264900","5","E. Retzel","37660264900","https://ieeexplore.ieee.org/author/37610041700","6","P. Barry","37610041700","","","","","","","","","","","","","","","","","10","3","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567796","140","Data visualization","Multidimensional systems","Visual databases","Computer science","Computational biology","DNA","Animation","Image analysis","Image sequence analysis","Biological system modeling","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567796","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","49","133","Flexible information visualization of multivariate data from biological sequence similarity searches"
"An isovalue contour of a function of two complex variables defines a surface in four-space. We present a robust technique for creating polygonal contours of complex-valued functions. The technique, contour meshing, generalizes well to larger dimensions.","https://ieeexplore.ieee.org/document/568103/","LOCKED","568103","Dept. of Comput. Sci., Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37282585600","1","C. Weigle","37282585600","","","","","","https://ieeexplore.ieee.org/author/37356983700","2","D.C. Banks","37356983700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568103","180","Numerical analysis","Computer graphics","Robustness","Chromium","Nonlinear equations","Optimization methods","Combinatorial mathematics","Computational geometry","Solid modeling","Mathematical model","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568103","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","50","173","Complex-valued contour meshing"
"Many scientific and medical visualization techniques produce irregular surfaces whose shape and structure need to be understood. Examples include tissue and tumor boundaries in medical imaging, molecular surfaces and force thresholds in chemical and pharmaceutical applications, and isosurfaces in a wide range of 3D domains. The 3D shape of such surfaces can be particularly difficult to interpret because of the unfamiliar, irregular shapes, the potential concavities and bulges, and the lack of parallel lines and right angles to provide perspective depth cues. Attempts to display multiple irregular surfaces by making some or all of them transparent further complicates the problem. Texture can provide valuable cues to aid in the interpretation of irregular surfaces. Opacity-modulating textures offer a mechanism for the display of multiple surfaces without the extreme loss of clarity of multiple transparent surfaces. This paper presents a method for creating simple repeating textures and mapping them onto irregular surfaces.","https://ieeexplore.ieee.org/document/568111/","LOCKED","568111","Dept. of Comput. Sci., Mississippi Univ., MS, USA","https://ieeexplore.ieee.org/author/37282292000","1","P. Rheingans","37282292000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","5","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568111","225","Surface texture","Shape","Isosurfaces","Visualization","Displays","Surface contamination","Computer science","Biomedical imaging","Neoplasms","Air pollution","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568111","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","51","219","Opacity-modulating triangular textures for irregular surfaces"
"This paper describes a minimally immersive interactive system for visualization of multivariate volumetric data. The system, SFA, uses glyph-based volume rendering which does not suffer the initial costs of isosurface rendering or voxel-based volume rendering, while offering the capability of viewing the entire volume. Glyph rendering also allows the simultaneous display of multiple data values per volume location. Two-handed interaction using three-space magnetic trackers and stereoscopic viewing are combined to produce a minimally immersive volumetric visualization system that enhances the user's three-dimensional perception of the data. We describe the usefulness of this system for visualizing volumetric scalar and vector data. SFA allows the three-dimensional volumetric visualization, manipulation, navigation, and analysis of multivariate, time-varying volumetric data, increasing the quantity and clarity of the information conveyed from the visualization system.","https://ieeexplore.ieee.org/document/568109/","LOCKED","568109","Maryland Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/37282598900","1","D.S. Ebert","37282598900","","","","","","https://ieeexplore.ieee.org/author/37358198200","2","C.D. Shaw","37358198200","","https://ieeexplore.ieee.org/author/37349401300","3","A. Zwa","37349401300","","https://ieeexplore.ieee.org/author/37845670000","4","C. Starr","37845670000","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568109","210","Data visualization","Computer science","NASA","Three dimensional displays","Magnetic heads","Rendering (computer graphics)","Interactive systems","Costs","Isosurfaces","Navigation","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568109","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","52","205","Two-handed interactive stereoscopic visualization"
"The paper describes the Field Encapsulation Library (FEL), which provides a grid independent application programmer's interface to gridded three dimensional field data. The C++ implementation of FEL is described, stressing the way in which the class hierarchy hides the underlying grid structure in a way that allows visualization algorithms to be written in a completely grid independent manner. Appropriately defined coordinate classes play an important role in providing this grid independence. High performance point location routines for data access are described and performance times are provided.","https://ieeexplore.ieee.org/document/568115/","LOCKED","568115","NASA Ames Res. Center, Moffett Field, CA, USA","","1","S. Bryson","","","","","","","","2","D. Kenwright","","","","3","M. Gerald-Yamasaki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568115","247","Encapsulation","Libraries","Data visualization","Computational modeling","NASA","Grid computing","High performance computing","Solid modeling","Geometry","Object oriented modeling","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568115","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","53","241","FEL: the Field Encapsulation Library"
"The paper describes time management and time critical computing for a near real time interactive unsteady visualization environment. Subtle issues regarding the flow of time are described, formalized and addressed. The resulting system correctly reflects time behavior while allowing the user to control the flow of time. The problem of time critical computation is discussed and a solution is presented. These time critical algorithms provide control over the frame rate of a visualization system, allowing interactive exploration.","https://ieeexplore.ieee.org/document/568117/","LOCKED","568117","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37388808200","1","S. Bryson","37388808200","","","","","","https://ieeexplore.ieee.org/author/37860236300","2","S. Johan","37860236300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","1","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568117","261","Time factors","Data visualization","Graphics","Computational modeling","Delay","NASA","Motion control","Feedback","Computer displays","Computer networks","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568117","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","54","255","Time management, simultaneity and time-critical computation in interactive unsteady visualization environments"
"Real time rendering of iso contour surfaces is problematic for large complex data sets. An algorithm is presented that allows very rapid representation of an interval set surrounding an iso contour surface. The algorithm draws upon three main ideas. A fast indexing scheme is used to select only those data points near the contour surface. Hardware assisted splatting is then employed on these data points to produce a volume rendering of the interval set. Finally, by shifting a small window through the indexing scheme or data space, animated volumes are produced showing the changing contour values. In addition to allowing fast selection and rendering of the data, the indexing scheme allows a much compressed representation of the data by eliminating ""noise"" data points.","https://ieeexplore.ieee.org/document/568119/","LOCKED","568119","Lawrence Livermore Nat. Lab., CA, USA","https://ieeexplore.ieee.org/author/37284273900","1","R.A. Crawfis","37284273900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568119","277","Indexing","Animation","Rendering (computer graphics)","Laboratories","Hardware","Isosurfaces","Rough surfaces","Surface roughness","Transfer functions","Data visualization","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568119","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","55","271","Real-time slicing of data space"
"The Visualization Toolkit (vtk) is a freely available C++ class library for 3D graphics and visualization. We describe core characteristics of the toolkit. This includes a description of object oriented models for graphics and visualization; methods for synchronizing system execution; a summary of data representation schemes; the role of C++; issues in portability across PC and Unix systems; and how we automatically wrap the C++ class library with interpreted languages such as Java and Tcl. We also demonstrate the capabilities of the system for scalar, vector, tensor, and other visualization techniques.","https://ieeexplore.ieee.org/document/567752/","LOCKED","567752","GE Corp. Res. & Dev., USA","","1","W.J. Schroeder","","","","","","","","2","K.M. Martin","","","","3","W.E. Lorensen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","3","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567752","100","Data visualization","Computer graphics","Application software","Computer industry","Java","Software tools","Software libraries","Buildings","Computer architecture","Object oriented modeling","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567752","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","56","93","The design and implementation of an object-oriented toolkit for 3D graphics and visualization"
"A technique is presented for the layout of high dimensional data in a low dimensional space. This technique builds upon the force based methods that have been used previously to make visualisations of various types of data such as bibliographies and sets of software modules. The canonical force based model, related to solutions of the N body problem, has a computational complexity of O(N/sup 2/) per iteration. The paper presents a stochastically based algorithm of linear complexity per iteration which produces good layouts, has low overhead, and is easy to implement. Its performance and accuracy are discussed, in particular with regard to the data to which it is applied. Experience with application to bibliographic and time series data, which may have a dimensionality in the tens of thousands, is described.","https://ieeexplore.ieee.org/document/567787/","LOCKED","567787","Union Bank of Switzerland, Switzerland","https://ieeexplore.ieee.org/author/37283487400","1","M. Chalmers","37283487400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","6","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567787","131","Data visualization","Information systems","Rendering (computer graphics)","Bibliographies","Computational complexity","Chromium","User interfaces","Graphics","Layout","Springs","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567787","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","57","127","A linear iteration time layout algorithm for visualising high-dimensional data"
"The marching cubes (MC) algorithm is a method for generating isosurfaces. It also generates an excessively large number of triangles to represent an isosurface; this increases the rendering time. This paper presents a decimation method to reduce the number of triangles generated. Decimation is carried out before creating a large number of triangles. Four major steps comprise the algorithm: surface tracking, merging, crack patching and triangulation. Surface tracking is an enhanced implementation of the MC algorithm. Starting from a seed point, the surface tracker visits only those cells likely to compose part of the desired isosurface. The cells making up the extracted surface are stored in an octree that is further processed. A bottom-up approach is taken in merging the cells containing a relatively flat approximating surface. The finer surface details are maintained. Cells are merged as long as the error due to such an operation is within a user-specified error parameter, or a cell acquires more than one connected surface component in it. A crack patching method is described that forces edges of smaller cells to lie along those of the larger neighboring cells. The overall saving in the number of triangles depends both on the specified error value and the nature of the data. Use of the hierarchical octree data structure also presents the potential of incremental representation of surfaces. We can generate a highly smoothed surface representation which can be progressively refined as the user-specified error value is decreased.","https://ieeexplore.ieee.org/document/568127/","LOCKED","568127","Biomed. Eng. Center, Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37270717100","1","R. Shekhar","37270717100","","","","","","https://ieeexplore.ieee.org/author/37860553000","2","E. Fayyad","37860553000","","https://ieeexplore.ieee.org/author/37342422500","3","R. Yagel","37342422500","","https://ieeexplore.ieee.org/author/37354614600","4","J.F. Cornhill","37354614600","","","","","","","","","","","","","","","","","","","","","","","","","","73","8","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568127","342","Surface cracks","Isosurfaces","Biomedical engineering","Biomedical computing","Information science","Merging","Data visualization","Frequency","Magnetic resonance imaging","Head","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568127","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","58","335","Octree-based decimation of marching cubes surfaces"
"Whilst there has been considerable effort in constructing force feedback devices for use in virtual environments, and in the use of touch as a prosthesis for the blind, there has been little work on the use of touch in the visualisation or more properly, perceptualisation of data. Touch potentially offers an additional dimension of perception where visualisation is limited by screen size, resolution, and visual overload. We describe some tactile mice and experiments in using tactile mice for a variety of perceptualisation tasks.","https://ieeexplore.ieee.org/document/568104/","LOCKED","568104","Sch. of Inf. Syst., Univ. of East Anglia, Norwich, UK","https://ieeexplore.ieee.org/author/37849388600","1","R.G. Hughes","37849388600","","","","","","https://ieeexplore.ieee.org/author/37365542800","2","A.R. Forrest","37365542800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568104","188","Mice","Books","Data visualization","Graphics","Spline","Force feedback","Virtual environment","Prosthetics","Humans","Visual system","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568104","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","59","181","Perceptualisation using a tactile mouse"
"Transparency can be a useful device for simultaneously depicting multiple superimposed layers of information in a single image. However, in computer-generated pictures-as in photographs and in directly viewed actual objects-it can often be difficult to adequately perceive the three-dimensional shape of a layered transparent surface or its relative depth distance from underlying structures. Inspired by artists' use of line to show shape, we have explored methods for automatically defining a distributed set of opaque surface markings that intend to portray the three-dimensional shape and relative depth of a smoothly curving layered transparent surface in an intuitively meaningful (and minimally occluding) way. This paper describes the perceptual motivation, artistic inspiration and practical implementation of an algorithm for ""texturing"" a transparent surface with uniformly distributed opaque short strokes, locally oriented in the direction of greatest normal curvature, and of length proportional to the magnitude of the surface curvature in the stroke direction. The driving application for this work is the visualization of layered surfaces in radiation therapy treatment planning data, and the technique is illustrated on transparent isointensity surfaces of radiation dose.","https://ieeexplore.ieee.org/document/568110/","LOCKED","568110","ICASE, NASA Langley Res. Center, USA","https://ieeexplore.ieee.org/author/37282637800","1","V. Interrante","37282637800","","","","","","https://ieeexplore.ieee.org/author/37285537200","2","H. Fuchs","37285537200","","https://ieeexplore.ieee.org/author/37284115400","3","S. Pizer","37284115400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568110","218","Shape","Surface treatment","Data visualization","NASA","Biomedical applications of radiation","Displays","Biomedical imaging","Layout","Optical refraction","Psychology","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568110","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","60","211","Illustrating transparent surfaces with curvature-directed strokes"
"Volume visualization techniques typically provide support for visual exploration of data, however additional information can be conveyed by allowing a user to see as well as feel virtual objects. We present a haptic interaction method that is suitable for both volume visualization and modeling applications. Point contact forces are computed directly from the volume data and are consistent with the isosurface and volume rendering methods, providing a strong correspondence between visual and haptic feedback. Virtual tools are simulated by applying three-dimensional filters to some properties of the data within the extent of the tool, and interactive visual feedback rates are obtained by using an accelerated ray casting method. This haptic interaction method was implemented using a PHANToM haptic interface.","https://ieeexplore.ieee.org/document/568108/","LOCKED","568108","Gen. Electr. Corp. Res. & Dev. Center, Schenectady, NY, USA","https://ieeexplore.ieee.org/author/37323905300","1","R.S. Avila","37323905300","","","","","","https://ieeexplore.ieee.org/author/37378488600","2","L.M. Sobierajski","37378488600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","21","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568108","204","Haptic interfaces","Force feedback","Data visualization","Pixel","Rendering (computer graphics)","Amorphous materials","Computer displays","Visual databases","Computer graphics","Costs","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568108","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","61","197","A haptic interaction method for volume visualization"
"Anatomy-based facial tissue modeling for surgical simulation is a field whose time has come. Real-time facial animation has been created in the last few years using models based on the anatomical structure of the human skin. Anatomy-based models are also under development in the field of medical visualization, with which facial surgery can be realistically simulated. In this article, we present an anatomy-based 3D finite element tissue model. Integrated into a computer-aided surgical planning system, this model allows the precise prediction of soft tissue changes resulting from the realignment of the underlying bone structure. The model has already been used in our Department of Oral and Maxillofacial Surgery and has improved craniofacial surgical planning procedures. The model is described in detail, and surgical simulation results are shown and discussed.","https://ieeexplore.ieee.org/document/567595/","LOCKED","567595","Telecommun. Inst., Erlangen-Nurnberg Univ., Germany","https://ieeexplore.ieee.org/author/37282573400","1","E. Keeve","37282573400","","","","","","https://ieeexplore.ieee.org/author/37823485800","2","S. Girod","37823485800","","https://ieeexplore.ieee.org/author/37845919000","3","P. Pfeifle","37845919000","","https://ieeexplore.ieee.org/author/37283315200","4","B. Girod","37283315200","","","","","","","","","","","","","","","","","","","","","","","","","","34","2","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567595","28","Finite element methods","Surgery","Medical simulation","Facial animation","Anatomical structure","Humans","Skin","Visualization","Computational modeling","Predictive models","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567595","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","62","21","Anatomy-based facial tissue modeling using the finite element method"
"We are investigating methods for simplifying complex models for interactive visualizations using texture based representations. The paper presents a simplification method which dynamically ""caches"" distant geometry into textures and trades off accurate rendering of the distant geometry for performance. Smooth transitions and continuous borders are defined between the geometry and textures thus the representations can be switched without sudden jumps (as is the case with many current texturing techniques). All the computations for the transitions can be done a priori without the need to change the textures each frame thereafter.","https://ieeexplore.ieee.org/document/567774/","LOCKED","567774","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","","1","D.G. Aliaga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","8","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567774","106","Visualization","Geometry","Solid modeling","Layout","Computer science","Partitioning algorithms","Image quality","Rendering (computer graphics)","Displays","Performance gain","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567774","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","63","101","Visualization of complex models using dynamic texture-based simplification"
"We present a method for producing real-time volume visualizations of continuously captured, arbitrarily-oriented 2D arrays (slices) of data. Our system constructs a 3D representation on-the-fly from incoming 2D ultrasound slices by modeling and rendering the slices as planar polygons with translucent surface textures. We use binary space partition (BSP) tree data structures to provide non-intersecting, visibility-ordered primitives for accurate opacity accumulation images. New in our system is a method of using parallel, time-shifted BSP trees to efficiently manage the continuously captured ultrasound data and to decrease the variability in image generation time between output frames. This technique is employed in a functioning real-time augmented reality system that a physician has used to examine human patients prior to breast biopsy procedures. We expect the technique can be used for real-time visualization of any 2D data being collected from a tracked sensor moving along an arbitrary path.","https://ieeexplore.ieee.org/document/568114/","LOCKED","568114","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/38179766700","1","W.F. Garrett","38179766700","","","","","","https://ieeexplore.ieee.org/author/37285537200","2","H. Fuchs","37285537200","","https://ieeexplore.ieee.org/author/37295176000","3","M.C. Whitton","37295176000","","https://ieeexplore.ieee.org/author/37565489200","4","A. State","37565489200","","","","","","","","","","","","","","","","","","","","","","","","","","11","56","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.568114","240","Ultrasonic imaging","Data visualization","Rendering (computer graphics)","Surface texture","Tree data structures","Image generation","Real time systems","Augmented reality","Humans","Breast biopsy","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=568114","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","64","235","Real-time incremental visualization of dynamic ultrasound volumes using parallel BSP trees"
"Direct Volume Rendering (DVR) allows the holistic visualization of huge volumetric data sets in a single image. Computational fluid dynamics data is in principle well suited for DVR. But efficient mappings of the directional information of vector fields are still to be found. We investigate how the raycasting technique can be used to directly render vector fields. Our approach is based on the perception that other flow visualization techniques use visualization objects that are locally tangential to the vector field together with directed light sources. From this, we developed the idea to shade streamlines at sampling points when raycasting a vector field. We extended this approach further to more abstract mappings where pseudo color is used. Combining opacity mapping, pseudo color mapping, and streamline shading we can express flow speed and flow direction together in one single image.","https://ieeexplore.ieee.org/document/567780/","LOCKED","567780","Fraunhofer Inst. for Comput. Graphics, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37845978600","1","T. Fruhauf","37845978600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","27 Oct.-1 Nov. 1996","San Francisco, CA, USA","Conferences","10.1109/VISUAL.1996.567780","120","Visualization","Animation","Streaming media","Color","Rendering (computer graphics)","Shape","Computer graphics","World Wide Web","Spatial resolution","Merging","12277","0-89791-864-9","Print ISBN","Historical","0-89791-864-9","96CB36006","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=567780","27 Oct.-1 Nov. 1996","4271","Proceedings of Seventh Annual IEEE Visualization '96","1996","IEEE","65","115","Raycasting vector fields"
