"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"As people continue to author and share increasing amounts of information in social media, the opportunity to leverage such information for relationship discovery tasks increases. In this paper, we describe a set of systems that mine, aggregate, and infer a social graph from social media inside an enterprise, resulting in over 73 million relationships between 450,000 people. We then describe SaNDVis, a novel visual analytics tool that supports people-centric tasks like expertise location, team building, and team coordination in the enterprise. We also provide details of a 12-month-long, large-scale deployment to almost 1,800 users from which we extract dominant use cases from log and interview data. By integrating social position, evidence, and facets into SaNDVis, we demonstrate how users can use a visual analytics tool to reflect on existing relationships as well as build new relationships in an enterprise setting.","https://ieeexplore.ieee.org/document/6102443/","LOCKED","6102443","IBM Research, USA","https://ieeexplore.ieee.org/author/37294938400","1","Adam Perer","37294938400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IBM Research, USA","https://ieeexplore.ieee.org/author/37826398500","2","Ido Guy","37826398500","IBM Research, USA","https://ieeexplore.ieee.org/author/38233626100","3","Erel Uziel","38233626100","IBM Research, USA","https://ieeexplore.ieee.org/author/38232518800","4","Inbal Ronen","38232518800","IBM Research, USA","https://ieeexplore.ieee.org/author/37990793800","5","Michal Jacovi","37990793800","","","","","","","","","","","","","","","","","","","","","","","","","","17","8","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102443","79","https://ieeexplore.ieee.org/document/6102443/","information discovery","social networks","social data mining","social visualization","","","","","","Social network services","Visual analytics","Tagging","Internet","Databases","Blogs","Information services","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102443","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","37","71","Visual social network analytics for relationship discovery in the enterprise"
"Existing research suggests that individual personality differences are correlated with a user's speed and accuracy in solving problems with different types of complex visualization systems. In this paper, we extend this research by isolating factors in personality traits as well as in the visualizations that could have contributed to the observed correlation. We focus on a personality trait known as “locus of control,” which represents a person's tendency to see themselves as controlled by or in control of external events. To isolate variables of the visualization design, we control extraneous factors such as color, interaction, and labeling, and specifically focus on the overall layout style of the visualizations. We conduct a user study with four visualizations that gradually shift from an indentation metaphor to a containment metaphor and compare the participants' speed, accuracy, and preference with their locus of control. Our findings demonstrate that there is indeed a correlation between the two: participants with an internal locus of control perform more poorly with visualizations that employ a containment metaphor, while those with an external locus of control perform well with such visualizations. We discuss a possible explanation for this relationship based in cognitive psychology and propose that these results can be used to better understand how people use visualizations and how to adapt visual analytics design to an individual user's needs.","https://ieeexplore.ieee.org/document/6102445/","LOCKED","6102445","Brown University, USA","https://ieeexplore.ieee.org/author/37548028800","1","Caroline Ziemkiewicz","37548028800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tufts University, USA","https://ieeexplore.ieee.org/author/38229914800","2","R. Jordan Crouser","38229914800","Winthrop University, USA","https://ieeexplore.ieee.org/author/38233580400","3","Ashley Rye Yauilla","38233580400","Tufts University, USA","https://ieeexplore.ieee.org/author/38240721700","4","Sara L. Su","38240721700","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37300425000","5","William Ribarsky","37300425000","Tufts University, USA","https://ieeexplore.ieee.org/author/37592409400","6","Remco Chang","37592409400","","","","","","","","","","","","","","","","","","","","","20","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102445","90","https://ieeexplore.ieee.org/document/6102445/","","","","","","","","","","Layout","Data visualization","Visual analytics","Particle measurements","Encoding","Correlation","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102445","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","38","81","How locus of control influences compatibility with visualization style"
"Asynchronous Collaborative Visual Analytics (ACVA) leverages group sensemaking by releasing the constraints on when, where, and who works collaboratively. A significant task to be addressed before ACVA can reach its full potential is effective common ground construction, namely the process in which users evaluate insights from individual work to develop a shared understanding of insights and collectively pool them. This is challenging due to the lack of instant communication and scale of collaboration in ACVA. We propose a novel visual analytics approach that automatically gathers, organizes, and summarizes insights to form common ground with reduced human effort. The rich set of visualization and interaction techniques provided in our approach allows users to effectively and flexibly control the common ground construction and review, explore, and compare insights in detail. A working prototype of the approach has been implemented. We have conducted a case study and a user study to demonstrate its effectiveness.","https://ieeexplore.ieee.org/document/6102447/","LOCKED","6102447","University of North Carolina at Charlotte, USA","https://ieeexplore.ieee.org/author/37600587200","1","Yang Chen","37600587200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kent State University, USA","https://ieeexplore.ieee.org/author/37846905500","2","Jamal Alsakran","37846905500","University of North Carolina at Charlotte, USA","https://ieeexplore.ieee.org/author/37591128900","3","Scott Barlowe","37591128900","University of North Carolina at Charlotte, USA","https://ieeexplore.ieee.org/author/37292632600","4","Jing Yang","37292632600","Kent State University, USA","https://ieeexplore.ieee.org/author/37277701200","5","Ye Zhao","37277701200","","","","","","","","","","","","","","","","","","","","","","","","","","10","1","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102447","110","https://ieeexplore.ieee.org/document/6102447/","Visual analytics","asynchronous collaboration","insight","multidimensional visualization","","","","","","Visual analytics","Collaboration","Semantics","Correlation","Animation","History","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102447","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","39","101","Supporting effective common ground construction in Asynchronous Collaborative Visual Analytics"
"To make informed decisions, an expert has to reason with multi-dimensional, heterogeneous data and analysis results of these. Items in such datasets are typically represented by features. However, as argued in cognitive science, features do not yield an optimal space for human reasoning. In fact, humans tend to organize complex information in terms of prototypes or known cases rather than in absolute terms. When confronted with unknown data items, humans assess them in terms of similarity to these prototypical elements. Interestingly, an analogues similarity-to-prototype approach, where prototypes are taken from the data, has been successfully applied in machine learning. Combining such a machine learning approach with human prototypical reasoning in a Visual Analytics context requires to integrate similarity-based classification with interactive visualizations. To that end, the data prototypes should be visually represented to trigger direct associations to cases familiar to the domain experts. In this paper, we propose a set of highly interactive visualizations to explore data and classification results in terms of dissimilarities to visually represented prototypes. We argue that this approach not only supports human reasoning processes, but is also suitable to enhance understanding of heterogeneous data. The proposed framework is applied to a risk assessment case study in Forensic Psychiatry.","https://ieeexplore.ieee.org/document/6102451/","LOCKED","6102451","Intelligent Systems Lab Amsterdam, University of Amsterdam, The Netherlands","https://ieeexplore.ieee.org/author/37589528300","1","M.A. Migut","37589528300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Expertise Center Forensic Psychiatry, Utrecht, The Netherlands","https://ieeexplore.ieee.org/author/37340470100","2","J.C. van Gemert","37340470100","Intelligent Systems Lab Amsterdam, University of Amsterdam, The Netherlands","https://ieeexplore.ieee.org/author/37267865600","3","M. Worring","37267865600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102451","149","https://ieeexplore.ieee.org/document/6102451/","dissimilarity based classification","dissimilarity based visualization","prototypes","interactive visualization","visual analytics","","","","","Prototypes","Data visualization","Humans","Data mining","Visual analytics","Image color analysis","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102451","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","40","141","Interactive decision making using dissimilarity to visually represented prototypes"
"In visual analytics, sensemaking is facilitated through interactive visual exploration of data. Throughout this dynamic process, users combine their domain knowledge with the dataset to create insight. Therefore, visual analytic tools exist that aid sensemaking by providing various interaction techniques that focus on allowing users to change the visual representation through adjusting parameters of the underlying statistical model. However, we postulate that the process of sensemaking is not focused on a series of parameter adjustments, but instead, a series of perceived connections and patterns within the data. Thus, how can models for visual analytic tools be designed, so that users can express their reasoning on observations (the data), instead of directly on the model or tunable parameters? Observation level (and thus “observation”) in this paper refers to the data points within a visualization. In this paper, we explore two possible observation-level interactions, namely exploratory and expressive, within the context of three statistical methods, Probabilistic Principal Component Analysis (PPCA), Multidimensional Scaling (MDS), and Generative Topographic Mapping (GTM). We discuss the importance of these two types of observation level interactions, in terms of how they occur within the sensemaking process. Further, we present use cases for GTM, MDS, and PPCA, illustrating how observation level interaction can be incorporated into visual analytic tools.","https://ieeexplore.ieee.org/document/6102449/","LOCKED","6102449","Department of Computer Science, Virginia Tech, USA","https://ieeexplore.ieee.org/author/37681759500","1","Alex Endert","37681759500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Statistics, Virginia Tech, USA","https://ieeexplore.ieee.org/author/38238038000","2","Chao Han","38238038000","Department of Statistics, Virginia Tech, USA","https://ieeexplore.ieee.org/author/38232394400","3","Dipayan Maiti","38232394400","Department of Statistics, Virginia Tech, USA","https://ieeexplore.ieee.org/author/38241765600","4","Leanna House","38241765600","Department of Statistics, Virginia Tech, USA","https://ieeexplore.ieee.org/author/38236156800","5","Scotland Leman","38236156800","Department of Computer Science, Virginia Tech, USA","https://ieeexplore.ieee.org/author/37419565900","6","Chris North","37419565900","","","","","","","","","","","","","","","","","","","","","67","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102449","130","https://ieeexplore.ieee.org/document/6102449/","observation-level interaction","visual analytics","statistical models","","","","","","","Data visualization","Data models","Visual analytics","Analytical models","Principal component analysis","Layout","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102449","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","41","121","Observation-level interaction with statistical models for visual analytics"
"We present a system for the interactive construction and analysis of decision trees that enables domain experts to bring in domain specific knowledge. We identify different user tasks and corresponding requirements, and develop a system incorporating a tight integration of visualization, interaction and algorithmic support. Domain experts are supported in growing, pruning, optimizing and analysing decision trees. Furthermore, we present a scalable decision tree visualization optimized for exploration. We show the effectiveness of our approach by applying the methods to two use cases. The first case illustrates the advantages of interactive construction, the second case demonstrates the effectiveness of analysis of decision trees and exploration of the structure of the data.","https://ieeexplore.ieee.org/document/6102453/","LOCKED","6102453","Eindhoven University of Technology, the Netherlands","https://ieeexplore.ieee.org/author/38233594700","1","Stef van den Elzen","38233594700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eindhoven University of Technology, the Netherlands","https://ieeexplore.ieee.org/author/37267249200","2","Jarke J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","5","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102453","160","https://ieeexplore.ieee.org/document/6102453/","","","","","","","","","","Data visualization","Decision trees","Histograms","Accuracy","Impurities","Algorithm design and analysis","Training","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102453","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","42","151","BaobabView: Interactive construction and analysis of decision trees"
"Route suggestion is an important feature of GPS navigation systems. Recently, Microsoft T-drive has been enabled to suggest routes chosen by experienced taxi drivers for given source/destination pairs in given time periods, which often take less time than the routes calculated according to distance. However, in real environments, taxi drivers may use different routes to reach the same destination, which we call route diversity. In this paper we first propose a trajectory visualization method that examines the regions where the diversity exists and then develop several novel visualization techniques to display the high dimensional attributes and statistics associated with different routes to help users analyze diversity patterns. Our techniques have been applied to the real trajectory data of thousands of taxis and some interesting findings about route diversity have been obtained. We further demonstrate that our system can be used not only to suggest better routes for drivers but also to analyze traffic bottlenecks for transportation management.","https://ieeexplore.ieee.org/document/6102455/","LOCKED","6102455","The Hong Kong University of Science and Technology, China","https://ieeexplore.ieee.org/author/37085959852","1","He Liu","37085959852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Hong Kong University of Science and Technology, China","https://ieeexplore.ieee.org/author/37085956285","2","Yuan Gao","37085956285","The Hong Kong University of Science and Technology, China","https://ieeexplore.ieee.org/author/38240091500","3","Lu Lu","38240091500","The Hong Kong University of Science and Technology, China","https://ieeexplore.ieee.org/author/37538552000","4","Siyuan Liu","37538552000","The Hong Kong University of Science and Technology, China","https://ieeexplore.ieee.org/author/37272637300","5","Huamin Qu","37272637300","The Hong Kong University of Science and Technology, China","https://ieeexplore.ieee.org/author/37273314400","6","Lionel M. Ni","37273314400","","","","","","","","","","","","","","","","","","","","","59","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102455","180","https://ieeexplore.ieee.org/document/6102455/","","","","","","","","","","Trajectory","Vehicles","Roads","Visualization","Data visualization","Layout","Cities and towns","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102455","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","43","171","Visual analysis of route diversity"
"In modeling infectious diseases, scientists are studying the mechanisms by which diseases spread, predicting the future course of the outbreak, and evaluating strategies applied to control an epidemic. While recent work has focused on accurately modeling disease spread, less work has been performed in developing interactive decision support tools for analyzing the future course of the outbreak and evaluating potential disease mitigation strategies. The absence of such tools makes it difficult for researchers, analysts and public health officials to evaluate response measures within outbreak scenarios. As such, our research focuses on the development of an interactive decision support environment in which users can explore epidemic models and their impact. This environment provides a spatiotemporal view where users can interactively utilize mitigative response measures and observe the impact of their decision over time. Our system also provides users with a linked decision history visualization and navigation tool that support the simultaneous comparison of mortality and infection rates corresponding to different response measures at different points in time.","https://ieeexplore.ieee.org/document/6102457/","LOCKED","6102457","Purdue University Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37601862300","1","Shehzad Afzal","37601862300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purdue University Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37396008400","2","Ross Maciejewski","37396008400","Purdue University Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37282598900","3","David S. Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102457","200","https://ieeexplore.ieee.org/document/6102457/","","","","","","","","","","History","Analytical models","Diseases","Spatiotemporal phenomena","Adaptation models","Visual analytics","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102457","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","44","191","Visual analytics decision support environment for epidemic modeling and response evaluation"
"Scalable and effective analysis of large text corpora remains a challenging problem as our ability to collect textual data continues to increase at an exponential rate. To help users make sense of large text corpora, we present a novel visual analytics system, Parallel-Topics, which integrates a state-of-the-art probabilistic topic model Latent Dirichlet Allocation (LDA) with interactive visualization. To describe a corpus of documents, ParallelTopics first extracts a set of semantically meaningful topics using LDA. Unlike most traditional clustering techniques in which a document is assigned to a specific cluster, the LDA model accounts for different topical aspects of each individual document. This permits effective full text analysis of larger documents that may contain multiple topics. To highlight this property of the model, ParallelTopics utilizes the parallel coordinate metaphor to present the probabilistic distribution of a document across topics. Such representation allows the users to discover single-topic vs. multi-topic documents and the relative importance of each topic to a document of interest. In addition, since most text corpora are inherently temporal, ParallelTopics also depicts the topic evolution over time. We have applied ParallelTopics to exploring and analyzing several text corpora, including the scientific proposals awarded by the National Science Foundation and the publications in the VAST community over the years. To demonstrate the efficacy of ParallelTopics, we conducted several expert evaluations, the results of which are reported in this paper.","https://ieeexplore.ieee.org/document/6102461/","LOCKED","6102461","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37606064200","1","Wenwen Dou","37606064200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37601069300","2","Xiaoyu Wang","37601069300","Tufts University, USA","https://ieeexplore.ieee.org/author/37592409400","3","Remco Chang","37592409400","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","1","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102461","240","https://ieeexplore.ieee.org/document/6102461/","","","","","","","","","","Probabilistic logic","Visualization","Entropy","Analytical models","Text analysis","Semantics","Text processing","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102461","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","45","231","ParallelTopics: A probabilistic approach to exploring document collections"
"Cellular biology deals with studying the behavior of cells. Current time-lapse imaging microscopes help us capture the progress of experiments at intervals that allow for understanding of the dynamic and kinematic behavior of the cells. On the other hand, these devices generate such massive amounts of data (250GB of data per experiment) that manual sieving of data to identify interesting patterns becomes virtually impossible. In this paper we propose an end-to-end system to analyze time-lapse images of the cultures of human neural stem cells (hNSC), that includes an image processing system to analyze the images to extract all the relevant geometric and statistical features within and between images, a database management system to manage and handle queries on the data, a visual analytic system to navigate through the data, and a visual query system to explore different relationships and correlations between the parameters. In each stage of the pipeline we make novel algorithmic and conceptual contributions, and the entire system design is motivated by many different yet unanswered exploratory questions pursued by our neurobiologist collaborators. With a few examples we show how such abstract biological queries can be analyzed and answered by our system.","https://ieeexplore.ieee.org/document/6102459/","LOCKED","6102459","Department of Computer Science, University of California, Irvine, USA","https://ieeexplore.ieee.org/author/38019808500","1","Ishwar Kulkarni","38019808500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Computer Science, University of California, Irvine, USA","https://ieeexplore.ieee.org/author/38232233400","2","Shanaz Y. Mistry","38232233400","Department of Anatomy and Neurobiology, University of California, Irvine, USA","https://ieeexplore.ieee.org/author/37374779700","3","Brian Cummings","37374779700","Department of Computer Science, University of California, Irvine, USA","https://ieeexplore.ieee.org/author/37271691400","4","M. Gopi","37271691400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102459","220","https://ieeexplore.ieee.org/document/6102459/","Neuroscience","stem cell segmentation","tracking","cell imaging","data management","visual analytics","navigation","exploration","query processing","Image segmentation","Navigation","Semantics","Data visualization","Cells (biology)","Visualization","Shape","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102459","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","46","211","A visual navigation system for querying neural stem cell imaging data"
"A perennially interesting research topic in the field of visual analytics is how to effectively develop systems that support organizational users' decision-making and reasoning processes. The problem is, however, most domain analytical practices generally vary from organization to organization. This leads to diverse designs of visual analytics systems in incorporating domain analytical processes, making it difficult to generalize the success from one domain to another. Exacerbating this problem is the dearth of general models of analytical workflows available to enable such timely and effective designs. To alleviate these problems, we present a two-stage framework for informing the design of a visual analytics system. This design framework builds upon and extends current practices pertaining to analytical workflow and focuses, in particular, on incorporating both general domain analysis processes as well as individual's analytical activities. We illustrate both stages and their design components through examples, and hope this framework will be useful for designing future visual analytics systems. We validate the soundness of our framework with two visual analytics systems, namely Entity Workspace [8] and PatViz [37].","https://ieeexplore.ieee.org/document/6102463/","LOCKED","6102463","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37601069300","1","Xiaoyu Wang","37601069300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37606064200","2","Wenwen Dou","37606064200","University of New Hampshire, USA","https://ieeexplore.ieee.org/author/37591215700","3","Thomas Butkiewicz","37591215700","Palo Alto Research Center, USA","https://ieeexplore.ieee.org/author/37282252000","4","Eric A. Bier","37282252000","UNC Charlotte, USA","https://ieeexplore.ieee.org/author/37300425000","5","William Ribarsky","37300425000","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102463","260","https://ieeexplore.ieee.org/document/6102463/","Design Theory","Visual Analytics","HCI","","","","","","","Visual analytics","Organizations","Context","Measurement","Human computer interaction","System analysis and design","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102463","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","47","251","A two-stage framework for designing visual analytics system in organizational environments"
"Tabular data are pervasive. Although tables often describe multivariate data without explicit network semantics, it may be advantageous to explore the data modeled as a graph or network for analysis. Even when a given table design conveys some static network semantics, analysts may want to look at multiple networks from different perspectives, at different levels of abstraction, and with different edge semantics. We present a system called Ploceus that offers a general approach for performing multi-dimensional and multi-level network-based visual analysis on multivariate tabular data. Powered by an underlying relational algebraic framework, Ploceus supports flexible construction and transformation of networks through a direct manipulation interface, and integrates dynamic network manipulation with visual exploration for a seamless analytic experience.","https://ieeexplore.ieee.org/document/6102440/","LOCKED","6102440","Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37592993600","1","Zhicheng Liu","37592993600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37284924800","2","Shamkant B. Navathe","37284924800","Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37267736900","3","John T. Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102440","50","https://ieeexplore.ieee.org/document/6102440/","","","","","","","","","","Semantics","Visualization","Data visualization","Organizations","Cities and towns","Relational databases","Aggregates","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102440","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","48","41","Network-based visual analysis of tabular data"
