"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"DT-MRI streamsurfaces, defined as surfaces that are everywhere tangential to the major and medium eigenvector fields, have been proposed as a tool for visualizing regions of predominantly planar behavior in diffusion tensor MRI. Even though it has long been known that their construction assumes that the involved eigenvector fields satisfy an integrability condition, it has never been tested systematically whether this condition is met in real-world data. We introduce a suitable and efficiently computable test to the visualization literature, demonstrate that it can be used to distinguish integrable from nonintegrable configurations in simulations, and apply it to whole-brain datasets of 15 healthy subjects. We conclude that streamsurface integrability is approximately satisfied in a substantial part of the brain, but not everywhere, including some regions of planarity. As a consequence, algorithms for streamsurface extraction should explicitly test local integrability. Finally, we propose a novel patch-based approach to streamsurface visualization that reduces visual artifacts, and is shown to more fully sample the extent of streamsurfaces.","https://ieeexplore.ieee.org/document/8440056/","LOCKED","8440056","University of Bonn","","1","Michael Ankele","","University of Bonn","","2","Thomas Schultz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2018.2864845","1121","https://ieeexplore.ieee.org/document/8440056/","Diffusion Tensor MRI","streamsurfaces","","Frobenius theorem","Lie bracket","","","","","","","Diffusion tensor imaging","Visualization","Tensile stress","Eigenvalues and eigenfunctions","Indexes","Tools","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440056","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","93","1112","DT-MRI Streamsurfaces Revisited","25"
"Analyzing social networks reveals the relationships between individuals and groups in the data. However, such analysis can also lead to privacy exposure (whether intentionally or inadvertently): leaking the real-world identity of ostensibly anonymous individuals. Most sanitization strategies modify the graph's structure based on hypothesized tactics that an adversary would employ. While combining multiple anonymization schemes provides a more comprehensive privacy protection, deciding the appropriate set of techniques-along with evaluating how applying the strategies will affect the utility of the anonymized results-remains a significant challenge. To address this problem, we introduce GraphProtector, a visual interface that guides a user through a privacy preservation pipeline. GraphProtector enables multiple privacy protection schemes which can be simultaneously combined together as a hybrid approach. To demonstrate the effectiveness of GraphPro tector, we report several case studies and feedback collected from interviews with expert users in various scenarios.","https://ieeexplore.ieee.org/document/8440807/","LOCKED","8440807","Zhejiang University","","1","Xumeng Wang","","Zhejiang University","","2","Wei Chen","","University of California, Davis","","3","Jia-Kai Chou","","University of California, Davis","","4","Chris Bryan","","Zhejiang UniversityAlibaba Group","","5","Huihua Guan","","Zhejiang University","","6","Wenlong Chen","","Zhejiang University","","7","Rusheng Pan","","University of California, Davis","","8","Kwan-Liu Ma","","","","","","","6","0","Journals","10.1109/TVCG.2018.2865021","203","https://ieeexplore.ieee.org/document/8440807/","Graph privacy","k-anonymity","","structural features","privacy preservation","","","","","","","Privacy","Data privacy","Data visualization","Pipelines","Visualization","Task analysis","Measurement","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440807","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","94","193","GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms","25"
"Event sequence data is common to a broad range of application domains, from security to health care to scholarly communication. This form of data captures information about the progression of events for an individual entity (e.g., a computer network device; a patient; an author) in the form of a series of time-stamped observations. Moreover, each event is associated with an event type (e.g., a computer login attempt, or a hospital discharge). Analyses of event sequence data have been shown to help reveal important temporal patterns, such as clinical paths resulting in improved outcomes, or an understanding of common career trajectories for scholars. Moreover, recent research has demonstrated a variety of techniques designed to overcome methodological challenges such as large volumes of data and high dimensionality. However, the effective identification and analysis of latent stages of progression, which can allow for variation within different but similarly evolving event sequences, remain a significant challenge with important real-world motivations. In this paper, we propose an unsupervised stage analysis algorithm to identify semantically meaningful progression stages as well as the critical events which help define those stages. The algorithm follows three key steps: (1) event representation estimation, (2) event sequence warping and alignment, and (3) sequence segmentation. We also present a novel visualization system, ET2, which interactively illustrates the results of the stage analysis algorithm to help reveal evolution patterns across stages. Finally, we report three forms of evaluation for ET2: (1) case studies with two real-world datasets, (2) interviews with domain expert users, and (3) a performance evaluation on the progression analysis algorithm and the visualization design.","https://ieeexplore.ieee.org/document/8440811/","LOCKED","8440811","East China Normal University","","1","Shunan Guo","","iDVX labTongji University","","2","Zhuochen Jin","","University of North Carolina, Chapel Hill","","3","David Gotz","","University of Maryland","","4","Fan Du","","East China Normal University","","5","Hongyuan Zha","","iDVX labTongji University","","6","Nan Cao","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2018.2864885","426","https://ieeexplore.ieee.org/document/8440811/","Progression Analysis","Visual Analysis","","Event Sequence Data","","","","","","","","Visualization","Diseases","Aggregates","Data visualization","Pattern matching","Interviews","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440811","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","95","417","Visual Progression Analysis of Event Sequence Data","25"
"Interactive wall-sized displays benefit data visualization. Due to their sheer display size, they make it possible to show large amounts of data in multiple coordinated views (MCV) and facilitate collaborative data analysis. In this work, we propose a set of important design considerations and contribute a fundamental input vocabulary and interaction mapping for MCV functionality. We also developed a fully functional application with more than 45 coordinated views visualizing a real-world, multivariate data set of crime activities, which we used in a comprehensive qualitative user study investigating how pairs of users behave. Most importantly, we found that flexible movement is essential and-depending on user goals-is connected to collaboration, perception, and interaction. Therefore, we argue that for future systems interaction from the distance is required and needs good support. We show that our consistent design for both direct touch at the large display and distant interaction using mobile phones enables the seamless exploration of large-scale MCV at wall-sized displays. Our MCV application builds on design aspects such as simplicity, flexibility, and visual consistency and, therefore, supports realistic workflows. We believe that in the future, many visual data analysis scenarios will benefit from wall-sized displays presenting numerous coordinated visualizations, for which our findings provide a valuable foundation.","https://ieeexplore.ieee.org/document/8440846/","LOCKED","8440846","Interactive Media Lab, Technische Universität Dresden, Germany","","1","Ricardo Langner","","Interactive Media Lab, Technische Universität Dresden, Germany","","2","Ulrike Kister","","Interactive Media Lab, Technische Universität Dresden, Germany","","3","Raimund Dachselt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2018.2865235","618","https://ieeexplore.ieee.org/document/8440846/","Multiple coordinated views","wall-sized displays","","mobile devices","distant interaction","physical navigation","user behavior","user movements","multi-user","collaborative data analysis","","Data visualization","Collaboration","Visualization","Mobile handsets","Data analysis","Tools","Task analysis","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440846","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","96","608","Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances","25"
"Visualization research often seeks designs that first establish an overview of the data, in accordance to the information seeking mantra: “Overview first, zoom and filter, then details on demand”. However, in computational fluid dynamics (CFD), as well as in other domains, there are many situations where such a spatial overview is not relevant or practical for users, for example when the experts already have a good mental overview of the data, or when an analysis of a large overall structure may not be related to the specific, information-driven tasks of users. Using scientific workflow theory and, as a vehicle, the problem of viscous finger evolution, we advocate an alternative model that allows domain experts to explore features of interest first, then explore the context around those features, and finally move to a potentially unfamiliar summarization overview. In a model instantiation, we show how a computational back-end can identify and track over time low-level, small features, then be used to filter the context of those features while controlling the complexity of the visualization, and finally to summarize and compare simulations. We demonstrate the effectiveness of this approach with an online web-based exploration of a total volume of data approaching half a billion seven-dimensional data points, and report supportive feedback provided by domain experts with respect to both the instantiation and the theoretical model.","https://ieeexplore.ieee.org/document/8440850/","OPEN_ACCESS","8440850","Electronic Visualization Laboratory, University of Illinois, Chicago","","1","Timothy Luciani","","Electronic Visualization Laboratory, University of Illinois, Chicago","","2","Andrew Burks","","Favo Urban Agriculture, Brazil","","3","Cassiano Sugiyama","","Department of Mechanical & Industrial Engineering, University of Illinois, Chicago","","4","Jonathan Komperda","","Electronic Visualization Laboratory, University of Illinois, Chicago","","5","G. Elisabeta Marai","","","","","","","","","","","","","","","","","","","","","","2","0","Journals","10.1109/TVCG.2018.2864849","1235","https://ieeexplore.ieee.org/document/8440850/","theory","visualization design","","details-first model","discourse paper","computational fluid dynamics","","","","","","Computational modeling","Data visualization","Feature extraction","Context modeling","Tracking","Visualization","Spatiotemporal phenomena","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440850","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","97","1225","Details-First, Show Context, Overview Last: Supporting Exploration of Viscous Fingers in Large-Scale Ensemble Simulations","25"
"Preattentive visual features such as hue or flickering can effectively draw attention to an object of interest - for instance, an important feature in a scientific visualization. These features appear to pop out and can be recognized by our visual system, independently from the number of distractors. Most cues do not take advantage of the fact that most humans have two eyes. In cases where binocular vision is applied, it is almost exclusively used to convey depth by exposing stereo pairs. We present Deadeye, a novel preattentive visualization technique based on presenting different stimuli to each eye. The target object is rendered for one eye only and is instantly detected by our visual system. In contrast to existing cues, Deadeye does not modify any visual properties of the target and, thus, is particularly suited for visualization applications. Our evaluation confirms that Deadeye is indeed perceived preattentively. We also explore a conjunction search based on our technique and show that, in contrast to 3D depth, the task cannot be processed in parallel.","https://ieeexplore.ieee.org/document/8440097/","LOCKED","8440097","Center of Visual Data Analysis and Computer Graphics (COVIDAG)University of Duisburg-Essen","","1","Andrey Krekhov","","Center of Visual Data Analysis and Computer Graphics (COVIDAG)University of Duisburg-Essen","","2","Jens Krüger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","Journals","10.1109/TVCG.2018.2864498","945","https://ieeexplore.ieee.org/document/8440097/","Popout","preattentive vision","","comparative visualization","dichoptic presentation","","","","","","","Visualization","Visual systems","Image color analysis","Three-dimensional displays","Feature extraction","Shape","Color","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440097","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","98","936","Deadeye: A Novel Preattentive Visualization Technique Based on Dichoptic Presentation","25"
"Human decisions are prone to biases, and this is no less true for decisions made within data visualizations. Bias mitigation strategies often focus on the person, by educating people about their biases, typically with little success. We focus instead on the system, presenting the first evidence that altering the design of an interactive visualization tool can mitigate a strong bias - the attraction effect. Participants viewed 2D scatterplots where choices between superior alternatives were affected by the placement of other suboptimal points. We found that highlighting the superior alternatives weakened the bias, but did not eliminate it. We then tested an interactive approach where participants completely removed locally dominated points from the view, inspired by the elimination by aspects strategy in the decision-making literature. This approach strongly decreased the bias, leading to a counterintuitive suggestion: tools that allow removing inappropriately salient or distracting data from a view may help lead users to make more rational decisions.","https://ieeexplore.ieee.org/document/8440809/","LOCKED","8440809","ISIR","","1","Evanthia Dimara","","ISIR","","2","Gilles Bailly","","Univ. Paris-Sud & CNRS (LRI)Inria","","3","Anastasia Bezerianos","","Northwestern Univ.","","4","Steven Franconeri","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2018.2865233","860","https://ieeexplore.ieee.org/document/8440809/","Decision making","cognitive bias","","bias alleviation","bias mitigation","debiasing","information visualization","attraction effect","","","","Data visualization","Training","Decision making","Cognition","Visualization","Task analysis","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440809","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","99","850","Mitigating the Attraction Effect with Visualizations","25"
"When analyzing a visualized network, users need to explore different sections of the network to gain insight. However, effective exploration of large networks is often a challenge. While various tools are available for users to explore the global and local features of a network, these tools usually require significant interaction activities, such as repetitive navigation actions to follow network nodes and edges. In this paper, we propose a structure-based suggestive exploration approach to support effective exploration of large networks by suggesting appropriate structures upon user request. Encoding nodes with vectorized representations by transforming information of surrounding structures of nodes into a high dimensional space, our approach can identify similar structures within a large network, enable user interaction with multiple similar structures simultaneously, and guide the exploration of unexplored structures. We develop a web-based visual exploration system to incorporate this suggestive exploration approach and compare performances of our approach under different vectorizing methods and networks. We also present the usability and effectiveness of our approach through a controlled user study with two datasets.","https://ieeexplore.ieee.org/document/8440813/","LOCKED","8440813","State Key Lab of CAD and CGZhejiang University","","1","Wei Chen","","State Key Lab of CAD and CGZhejiang University","","2","Fangzhou Guo","","State Key Lab of CAD and CGZhejiang University","","3","Dongming Han","","State Key Lab of CAD and CGZhejiang University","","4","Jacheng Pan","","State Key Lab of CAD and CGZhejiang University","","5","Xiaotao Nie","","Central South University","","6","Jiazhi Xia","","Pennsylvania State University","","7","Xiaolong Zhang","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2018.2865139","565","https://ieeexplore.ieee.org/document/8440813/","Large Network Exploration","Structure-Based Exploration","","Suggestive Exploration","","","","","","","","Visualization","Navigation","Engines","History","Tools","Systems support","Layout","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440813","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","100","555","Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks","25"
"With the rapid increase in raw volume data sizes, such as terabyte-sized microscopy volumes, the corresponding segmentation label volumes have become extremely large as well. We focus on integer label data, whose efficient representation in memory, as well as fast random data access, pose an even greater challenge than the raw image data. Often, it is crucial to be able to rapidly identify which segments are located where, whether for empty space skipping for fast rendering, or for spatial proximity queries. We refer to this process as culling. In order to enable efficient culling of millions of labeled segments, we present a novel hybrid approach that combines deterministic and probabilistic representations of label data in a data-adaptive hierarchical data structure that we call the label list tree. In each node, we adaptively encode label data using either a probabilistic constant-time access representation for fast conservative culling, or a deterministic logarithmic-time access representation for exact queries. We choose the best data structures for representing the labels of each spatial region while building the label list tree. At run time, we further employ a novel query-adaptive culling strategy. While filtering a query down the tree, we prune it successively, and in each node adaptively select the representation that is best suited for evaluating the pruned query, depending on its size. We show an analysis of the efficiency of our approach with several large data sets from connectomics, including a brain scan with more than 13 million labeled segments, and compare our method to conventional culling approaches. Our approach achieves significant reductions in storage size as well as faster query times.","https://ieeexplore.ieee.org/document/8444102/","LOCKED","8444102","Harvard University, Cambridge, MA, USA","","1","Johanna Beyer","","Harvard UniversityKAUST","","2","Haneen Mohammed","","King Abdullah University of Science and Technology (KAUST), Saudi Arabia","","3","Marco Agus","","KAUST, Saudi Aramco, Dhahran, Saudi Arabia","","4","Ali K. Al-Awami","","Harvard University, Cambridge, MA, USA","","5","Hanspeter Pfister","","King Abdullah University of Science and Technology (KAUST), Saudi Arabia","","6","Markus Hadwiger","","","","","","","","","","","","","","","","","2","0","Journals","10.1109/TVCG.2018.2864847","1141","https://ieeexplore.ieee.org/document/8444102/","Hierarchical Culling","Segmented Volume Data","","Bloom Filter","Volume Rendering","Spatial Queries","","","","","","Rendering (computer graphics)","Data structures","Image segmentation","Probabilistic logic","Data visualization","Encoding","Mice","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8444102","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","101","1132","Culling for Extreme-Scale Segmentation Volumes: A Hybrid Deterministic and Probabilistic Approach","25"
"Prewriting is the process of generating and organizing ideas before drafting a document. Although often overlooked by novice writers and writing tool developers, prewriting is a critical process that improves the quality of a final document. To better understand current prewriting practices, we first conducted interviews with writing learners and experts. Based on the learners' needs and experts' recommendations, we then designed and developed InkPlanner, a novel pen and touch visualization tool that allows writers to utilize visual diagramming for ideation during prewriting. InkPlanner further allows writers to sort their ideas into a logical and sequential narrative by using a novel widget- NarrativeLine. Using a NarrativeLine, InkPlanner can automatically generate a document outline to guide later drafting exercises. Inkplanner is powered by machine-generated semantic and structural suggestions that are curated from various texts. To qualitatively review the tool and understand how writers use InkPlanner for prewriting, two writing experts were interviewed and a user study was conducted with university students. The results demonstrated that InkPlanner encouraged writers to generate more diverse ideas and also enabled them to think more strategically about how to organize their ideas for later drafting.","https://ieeexplore.ieee.org/document/8440848/","LOCKED","8440848","University of Toronto","https://ieeexplore.ieee.org/author/37086547583","1","Zhicong Lu","37086547583","University of Toronto","https://ieeexplore.ieee.org/author/37086544991","2","Mingming Fan","37086544991","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086545328","3","Yun Wang","37086545328","FX Palo Alto Laboratory","https://ieeexplore.ieee.org/author/38024987300","4","Jian Zhao","38024987300","MishMashMakers","https://ieeexplore.ieee.org/author/37393694700","5","Michelle Annett","37393694700","University of Toronto","https://ieeexplore.ieee.org/author/37870405500","6","Daniel Wigdor","37870405500","","","","","","","","","","","","","","","","4","0","Journals","10.1109/TVCG.2018.2864887","287","https://ieeexplore.ieee.org/document/8440848/","Writing","prewriting","","diagraming","content and structure recommendation","pen and touch interfaces","","","","","","Writing","Data visualization","Computer aided instruction","Educational institutions","","","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440848","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","102","277","InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming","25"
"Occlusion is an issue in volumetric visualization as it prevents direct visualization of the region of interest. While many techniques such as transfer functions, volume segmentation or view distortion have been developed to address this, there is still room for improvement to better support the understanding of objects' vicinity. However, most existing Focus+Context fail to solve partial occlusion in datasets where the target and the occluder are very similar density-wise. For these reasons, we investigate a new technique which maintains the general structure of the investigated volumetric dataset while addressing occlusion issues. With our technique, the user interactively defines an area of interest where an occluded region or object is partially visible. Then our lens starts pushing at its border occluding objects, thus revealing hidden volumetric data. Next, the lens is modified with an extended field of view (fish-eye deformation) to better see the vicinity of the selected region. Finally, the user can freely explore the surroundings of the area under investigation within the lens. To provide real-time exploration, we implemented our lens using a GPU accelerated ray-casting framework to handle ray deformations, local lighting, and local viewpoint manipulation. We illustrate our technique with five application scenarios in baggage inspection, 3D fluid flow visualization, chest radiology, air traffic planning, and DTI fiber exploration.","https://ieeexplore.ieee.org/document/8467383/","LOCKED","8467383","ENACFrench Civil Aviation University","","1","Michael Traoré","","ENACFrench Civil Aviation University","","2","Christophe Hurter","","Institute Johan BernoulliUniversity of Groningen","","3","Alexandru Telea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","Journals","10.1109/TVCG.2018.2864690","1039","https://ieeexplore.ieee.org/document/8467383/","Interaction techniques","focus + context","","volume visualization","volume rendering","raycasting","","","","","","Lenses","Strain","Data visualization","Transfer functions","Three-dimensional displays","Animation","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8467383","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","103","1029","Interactive obstruction-free lensing for volumetric data visualization","25"
"Publication records and collaboration networks are important for assessing the expertise and experience of researchers. Existing digital libraries show the raw publication lists in author profiles, whereas visualization techniques focus on specific subproblems. Instead, we look at publication records from various perspectives mixing low-level publication data with high-level abstractions and background information. This work presents VIS Author Profiles, a novel approach to generate integrated textual and visual descriptions to highlight patterns in publication records. We leverage template-based natural language generation to summarize notable publication statistics, evolution of research topics, and collaboration relationships. Seamlessly integrated visualizations augment the textual description and are interactively connected with each other and the text. The underlying publication data and detailed explanations of the analysis are available on demand. We compare our approach to existing systems by taking into account information needs of users and demonstrate its usefulness in two realistic application examples.","https://ieeexplore.ieee.org/document/8440852/","LOCKED","8440852","Paluno, University of Duisburg, Essen, Germany","https://ieeexplore.ieee.org/author/37085662755","1","Shahid Latif","37085662755","Paluno, University of Duisburg, Essen, Germany","https://ieeexplore.ieee.org/author/37586060300","2","Fabian Beck","37586060300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2018.2865022","161","https://ieeexplore.ieee.org/document/8440852/","Natural language generation","document visualization","","interactive documents","sparklines","digital libraries","","","","","","Data visualization","Collaboration","Libraries","Computer science","Natural languages","Visual analytics","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440852","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","104","152","VIS Author Profiles: Interactive Descriptions of Publication Records Combining Text and Visualization","25"
"We report the results of interviewing thirty professional data analysts working in a range of industrial, academic, and regulatory environments. This study focuses on participants' descriptions of exploratory activities and tool usage in these activities. Highlights of the findings include: distinctions between exploration as a precursor to more directed analysis versus truly open-ended exploration; confirmation that some analysts see “finding something interesting” as a valid goal of data exploration while others explicitly disavow this goal; conflicting views about the role of intelligent tools in data exploration; and pervasive use of visualization for exploration, but with only a subset using direct manipulation interfaces. These findings provide guidelines for future tool development, as well as a better understanding of the meaning of the term “data exploration” based on the words of practitioners “in the wild”.","https://ieeexplore.ieee.org/document/8440815/","LOCKED","8440815","UC, Berkeley","","1","Sara Alspaugh","","UC, Berkeley","","2","Nava Zokaei","","UC, Berkeley","","3","Andrea Liu","","UC, Berkeley","","4","Cindy Jin","","UC, Berkeley","","5","Marti A. Hearst","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2018.2865040","31","https://ieeexplore.ieee.org/document/8440815/","EDA","exploratory data analysis","","interview study","visual analytics tools","","","","","","","Interviews","Tools","Data science","Python","Business intelligence","Data visualization","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440815","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","105","22","Futzing and Moseying: Interviews with Professional Data Analysts on Exploration Practices","25"
"The results of anomaly detection are sensitive to the choice of detection algorithms as they are specialized for different properties of data, especially for multidimensional data. Thus, it is vital to select the algorithm appropriately. To systematically select the algorithms, ensemble analysis techniques have been developed to support the assembly and comparison of heterogeneous algorithms. However, challenges remain due to the absence of the ground truth, interpretation, or evaluation of these anomaly detectors. In this paper, we present a visual analytics system named EnsembleLens that evaluates anomaly detection algorithms based on the ensemble analysis process. The system visualizes the ensemble processes and results by a set of novel visual designs and multiple coordinated contextual views to meet the requirements of correlation analysis, assessment and reasoning of anomaly detection algorithms. We also introduce an interactive analysis workflow that dynamically produces contextualized and interpretable data summaries that allow further refinements of exploration results based on user feedback. We demonstrate the effectiveness of EnsembleLens through a quantitative evaluation, three case studies with real-world data and interviews with two domain experts.","https://ieeexplore.ieee.org/document/8440102/","LOCKED","8440102","Hong Kong University of Science and Technology","","1","Ke Xu","","Hong Kong University of Science and Technology","","2","Meng Xia","","Hong Kong University of Science and Technology","","3","Xing Mu","","Hong Kong University of Science and Technology","","4","Yun Wang","","iDVx LabTongji University","","5","Nan Cao","","","","","","","","","","","","","","","","","","","","","","3","0","Journals","10.1109/TVCG.2018.2864825","119","https://ieeexplore.ieee.org/document/8440102/","Algorithm Evaluation","Ensemble Analysis","","Anomaly Detection","Visual Analysis","Multidimensional Data","","","","","","Anomaly detection","Correlation","Data visualization","Detectors","Visual analytics","Feature extraction","","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440102","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","106","109","EnsembleLens: Ensemble-based Visual Exploration of Anomaly Detection Algorithms with Multidimensional Data","25"
"Many real-world datasets are large, multivariate, and relational in nature and relevant associated decisions frequently require a simultaneous consideration of both attributes and connections. Existing visualization systems and approaches, however, often make an explicit trade-off between either affording rich exploration of individual data units and their attributes or exploration of the underlying network structure. In doing so, important analysis opportunities and insights are potentially missed. In this study, we aim to address this gap by (1) considering visualizations and interaction techniques that blend the spectrum between unit and network visualizations, (2) discussing the nature of different forms of contexts and the challenges in implementing them, and (3) demonstrating the value of our approach for visual exploration of multivariate, relational data for a real-world use case. Specifically, we demonstrate through a system called Graphicle how network structure can be layered on top of unit visualization techniques to create new opportunities for visual exploration of physician characteristics and referral data. We report on the design, implementation, and evaluation of the system and effectiveness of our blended approach.","https://ieeexplore.ieee.org/document/8440854/","LOCKED","8440854","Georgia Institute of Technology","","1","Timothy Major","","Georgia Institute of Technology","","2","Rahul C. Basole","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2018.2865151","585","https://ieeexplore.ieee.org/document/8440854/","Unit visualization","network visualization","","context","","","","","","","","Data visualization","Layout","Visualization","Medical services","Aggregates","Bars","Organizations","8547224","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8440854","Jan. 2019","2945","IEEE Transactions on Visualization and Computer Graphics","2019","IEEE","107","576","Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach","25"
