"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title" 
"Understanding and analyzing complex volumetrically varying data is a difficult problem. Many computational visualization techniques have had only limited success in succinctly portraying the structure of three-dimensional turbulent flow. Motivated by both the extensive history and success of illustration and photographic flow visualization techniques, we have developed a new interactive volume rendering and visualization system for flows and volumes that simulates and enhances traditional illustration, experimental advection, and photographic flow visualization techniques. Our system uses a combination of varying focal and contextual illustrative styles, new advanced two-dimensional transfer functions, enhanced Schlieren and shadowgraphy shaders, and novel oriented structure enhancement techniques to allow interactive visualization, exploration, and comparative analysis of scalar, vector, and time-varying volume datasets. Both traditional illustration techniques and photographic flow visualization techniques effectively reduce visual clutter by using compact oriented structure information to convey three-dimensional structures. Therefore, a key to the effectiveness of our system is using one-dimensional (Schlieren and shadowgraphy) and two-dimensional (silhouette) oriented structural information to reduce visual clutter, while still providing enough three-dimensional structural information for the user's visual system to understand complex three-dimensional flow data. By combining these oriented feature visualization techniques with flexible transfer function controls, we can visualize scalar and vector data, allow comparative visualization of flow properties in a succinct, informative manner, and provide continuity for visualizing time-varying datasets.","https://ieeexplore.ieee.org/document/1532858/","LOCKED","1532858","Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37565760800","1","N.A. Svakhine","37565760800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37557344300","2","Y. Jang","37557344300","Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37282598900","3","D. Ebert","37282598900","","https://ieeexplore.ieee.org/author/37282571800","4","K. Gaither","37282571800","","","","","","","","","","","","","","","","","","","","","","","","","","","18","1","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532858","694","https://ieeexplore.ieee.org/document/1532858/","","","","","","Photography","Data visualization","Computer graphics","Transfer functions","Visual system","Temperature","Color","Stress","Electric shock","Space vehicles","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532858","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","71","687","Illustration and photography inspired visualization of flows and volumes"
"We present a higher-order approach to the extraction of isosurfaces from unstructured meshes. Existing methods use linear interpolation along each mesh edge to find isosurface intersections. In contrast, our method determines intersections by performing barycentric interpolation over diamonds formed by the tetrahedra incident to each edge. Our method produces smoother, more accurate isosurfaces. Additionally, interpolating over diamonds, rather than linearly interpolating edge endpoints. enables us to identify up to two isosurface intersections per edge. This paper details how our new technique extracts isopoints, and presents a simple connection strategy for forming a triangle mesh isosurface.","https://ieeexplore.ieee.org/document/1532825/","LOCKED","1532825","Comput. Sci. Dept., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37403588300","1","J.C. Anderson","37403588300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Comput. Sci. Dept., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37551867600","2","J.C. Bennett","37551867600","Comput. Sci. Dept., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37267811400","3","K.I. Joy","37267811400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532825","429","https://ieeexplore.ieee.org/document/1532825/","","","","","","Isosurfaces","Interpolation","Data analysis","Data visualization","Computer science","Aircraft","Data mining","Chromium","Computer graphics","Surface cracks","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532825","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","72","423","Marching diamonds for unstructured meshes"
"We present build-by-number, a technique for quickly designing architectural structures that can be rendered photorealistically at interactive rates. We combine image-based capturing and rendering with procedural modeling techniques to allow the creation of novel structures in the style of real-world structures. Starting with a simple model recovered from a sparse image set, the model is divided into feature regions, such as doorways, windows, and brick. These feature regions essentially comprise a mapping from model space to image space, and can be recombined to texture a novel model. Procedural rules for the growth and reorganization of the model are automatically derived to allow for very fast editing and design. Further, the redundancies marked by the feature labeling can be used to perform automatic occlusion replacement and color equalization in the finished scene, which is rendered using view-dependent texture mapping on standard graphics hardware. Results using four captured scenes show that a great variety of novel structures can be created very quickly once a captured scene is available, and rendered with a degree of realism comparable to the original scene.","https://ieeexplore.ieee.org/document/1532789/","LOCKED","1532789","Dept. of Comput. Sci., Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37550938300","1","D. Bekins","37550938300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37270561900","2","D.G. Aliaga","37270561900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532789","150","https://ieeexplore.ieee.org/document/1532789/","","","","","","Visualization","Layout","Rendering (computer graphics)","Buildings","Computer graphics","Image reconstruction","Design automation","Urban planning","Computer science","Labeling","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532789","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","73","143","Build-by-number: rearranging the real world to visualize novel architectural spaces"
"Analysis of phenomena that simultaneously occur on different spatial and temporal scales requires adaptive, hierarchical schemes to reduce computational and storage demands. Adaptive mesh refinement (AMR) schemes support both refinement in space that results in a time-dependent grid topology, as well as refinement in time that results in updates at higher rates for refined levels. Visualization of AMR data requires generating data for absent refinement levels at specific time steps. We describe a solution starting from a given set of ""key frames"" with potentially different grid topologies. The presented work was developed in a project involving several research institutes that collaborate in the field of cosmology and numerical relativity. AMR data results from simulations that are run on dedicated compute machines and is thus stored centrally, whereas the analysis of the data is performed on the local computers of the scientists. We built a distributed solution using remote procedure calls (RPC). To keep the application responsive, we split the bulk data transfer from the RPC response and deliver it asynchronously as a binary stream. The number of network round-trips is minimized by using high level operations. In summary, we provide an application for exploratory visualization of remotely stored AMR data.","https://ieeexplore.ieee.org/document/1532793/","LOCKED","1532793","Zuse-lnstitute Berlin, Germany","https://ieeexplore.ieee.org/author/37550810200","1","R. Kaehler","37550810200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Zuse-lnstitute Berlin, Germany","https://ieeexplore.ieee.org/author/37282634700","2","S. Prohaska","37282634700","","https://ieeexplore.ieee.org/author/37284778600","3","A. Hutanu","37284778600","","https://ieeexplore.ieee.org/author/37282272000","4","H.-C. Hege","37282272000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532793","182","https://ieeexplore.ieee.org/document/1532793/","","","","","","Data visualization","Adaptive mesh refinement","Data analysis","Topology","Collaborative work","Computational modeling","Analytical models","Computer simulation","Performance analysis","Application software","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532793","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","74","175","Visualization of time-dependent remote adaptive mesh refinement data"
"We present a system for three-dimensional visualization of complex liquid chromatography-mass spectrometry (LCMS) data. Every LCMS data point has three attributes: time, mass, and intensity. Instead of the traditional visualization of two-dimensional subsets of the data, we visualize it as a height field or terrain in 3D. Unlike traditional terrains, LCMS data has non-linear sampling and consists mainly of tall needle-like features. We adapt the level-of-detail techniques of geometry clipmaps for hardware-accelerated rendering of LCMS data. The data is cached in video memory as a set of nested rectilinear grids centered about the view frustum. We introduce a simple compression scheme and dynamically stream data from the CPU to the GPU as the viewpoint moves. Our system allows interactive investigation of complex LCMS data with close to one billion data points at up to 130 frames per second, depending on the view conditions.","https://ieeexplore.ieee.org/document/1532827/","LOCKED","1532827","Waters Corp., Milford, MA, USA","https://ieeexplore.ieee.org/author/37565717200","1","J. de Corral","37565717200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37275698100","2","H. Pfister","37275698100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532827","446","https://ieeexplore.ieee.org/document/1532827/","","","","","","Data visualization","Mass spectroscopy","Rendering (computer graphics)","Geometry","Video compression","Software tools","Sampling methods","Streaming media","Chromium","Computer graphics","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532827","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","75","439","Hardware-accelerated 3D visualization of mass spectrometry data"
"This paper presents a strategy for seeding streamlines in 3D flow fields. Its main goal is to capture the essential flow patterns and to provide sufficient coverage in the field while reducing clutter. First, critical points of the flow field are extracted to identify regions with important flow patterns that need to be presented. Different seeding templates are then used around the vicinity of the different critical points. Because there is significant variability in the flow pattern even for the same type of critical point, our template can change shape depending on how far the critical point is from transitioning into another type of critical point. To accomplish this, we introduce the /spl alpha/-/spl beta/ map of 3D critical points. Next, we use Poisson seeding to populate the empty regions. Finally, we filter the streamlines based on their geometric and spatial properties. Altogether, this multi-step strategy reduces clutter and yet captures the important 3D flow features.","https://ieeexplore.ieee.org/document/1532831/","LOCKED","1532831","Comput. Sci. Dept., UCSC, USA","https://ieeexplore.ieee.org/author/37553759000","1","Xiangong Ye","37553759000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37339406400","2","D. Kao","37339406400","","https://ieeexplore.ieee.org/author/37267352000","3","A. Pang","37267352000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532831","478","https://ieeexplore.ieee.org/document/1532831/","","","","","","Streaming media","Visualization","Computer science","Shape","NASA","Chromium","Computer graphics","Spatial resolution","Level set","Pattern matching","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532831","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","76","471","Strategy for seeding 3D streamlines"
"VisIt is a richly featured visualization tool that is used to visualize some of the largest simulations ever run. The scale of these simulations requires that optimizations are incorporated into every operation VisIt performs. But the set of applicable optimizations that VisIt can perform is dependent on the types of operations being done. Complicating the issue, VisIt has a plugin capability that allows new, unforeseen components to be added, making it even harder to determine which optimizations can be applied. We introduce the concept of a contract to the standard data flow network design. This contract enables each component of the data flow network to modify the set of optimizations used. In addition, the contract allows for new components to be accommodated gracefully within VisIt's data flow network system.","https://ieeexplore.ieee.org/document/1532795/","LOCKED","1532795","California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37411882800","1","H. Childs","37411882800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37550795800","2","E. Brugger","37550795800","","https://ieeexplore.ieee.org/author/37550791600","3","K. Bonnell","37550791600","","https://ieeexplore.ieee.org/author/37346846400","4","J. Meredith","37346846400","","https://ieeexplore.ieee.org/author/37421706200","5","M. Miller","37421706200","","https://ieeexplore.ieee.org/author/37393104100","6","B. Whitlock","37393104100","https://ieeexplore.ieee.org/author/37267387800","7","N. Max","37267387800","","","","","","","","","","","","","43","1","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532795","198","https://ieeexplore.ieee.org/document/1532795/","","","","","","Contracts","Data visualization","Pipelines","Rendering (computer graphics)","Laboratories","Data analysis","Concurrent computing","Graphics","Hardware","Geometry","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532795","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","77","191","A contract based system for large data visualization"
"We have developed a real-time experiment-control and data-display system for a novel microscope, the 3D-force microscope (3DFM), which is designed for nanometer-scale and nanoNewton-force biophysical experiments. The 3DFM software suite synthesizes the several data sources from the 3DFM into a coherent view and provides control over data collection and specimen manipulation. Herein, we describe the system architecture designed to handle the several feedback loops and data flows present in the microscope and its control system. We describe the visualization techniques used in the 3DFM software suite, where used, and on which types of data. We present feedback from our scientist-users regarding the usefulness of these techniques, and we also present lessons learned from our successive implementations.","https://ieeexplore.ieee.org/document/1532829/","LOCKED","1532829","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37565765400","1","D. Marshburn","37565765400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37282585600","2","C. Weigle","37282585600","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37317839500","3","B.G. Wilde","37317839500","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/38183525100","4","R.M. Taylor","38183525100","","https://ieeexplore.ieee.org/author/37305546200","5","K. Desai","37305546200","","https://ieeexplore.ieee.org/author/37307858300","6","J.K. Fisher","37307858300","https://ieeexplore.ieee.org/author/37320590500","7","J. Cribb","37320590500","https://ieeexplore.ieee.org/author/37085988766","8","E.T. O'Brien","37085988766","https://ieeexplore.ieee.org/author/37271669900","9","R. Superfine","37271669900","","","","","0","0","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532829","462","https://ieeexplore.ieee.org/document/1532829/","","","","","","Magnetic flux","Atomic force microscopy","Visualization","Magnetic force microscopy","Hardware","Probes","Physics","Real time systems","Control systems","Computer graphics","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532829","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","78","455","The software interface to the 3D-force microscope"
"In a visualization of a three-dimensional dataset, the insights gained are dependent on what is occluded and what is not. Suggestion of interesting viewpoints can improve both the speed and efficiency of data understanding. This paper presents a view selection method designed for volume rendering. It can be used to find informative views for a given scene, or to find a minimal set of representative views which capture the entire scene. It becomes particularly useful when the visualization process is non-interactive - for example, when visualizing large datasets or time-varying sequences. We introduce a viewpoint ""goodness"" measure based on the formulation of entropy from information theory. The measure takes into account the transfer function, the data distribution and the visibility of the voxels. Combined with viewpoint properties like view-likelihood and view-stability, this technique can be used as a guide, which suggests ""interesting"" viewpoints for further exploration. Domain knowledge is incorporated into the algorithm via an importance transfer function or volume. This allows users to obtain view selection behaviors tailored to their specific situations. We generate a view space partitioning, and select one representative view for each partition. Together, this set of views encapsulates the ""interesting"" and distinct views of the data. Viewpoints in this set can be used as starting points for interactive exploration of the data, thus reducing the human effort in visualization. In non-interactive situations, such a set can be used as a representative visualization of the dataset from all directions.","https://ieeexplore.ieee.org/document/1532833/","LOCKED","1532833","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/38481208600","1","U.D. Bordoloi","38481208600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37279493500","2","H.-W. Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","1","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532833","494","https://ieeexplore.ieee.org/document/1532833/","","","","","","Data visualization","Partitioning algorithms","Entropy","Transfer functions","Rendering (computer graphics)","Cameras","Layout","Design methodology","Information theory","Humans","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532833","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","79","487","View selection for volume rendering"
"The multi triangulation framework (MT) is a very general approach for managing adaptive resolution in triangle meshes. The key idea is arranging mesh fragments at different resolution in a directed acyclic graph (DAG) which encodes the dependencies between fragments, thereby encompassing a wide class of multiresolution approaches that use hierarchies or DAGs with predefined topology. On current architectures, the classic MT is however unfit for real-time rendering, since DAG traversal costs vastly dominate raw rendering costs. In this paper, we redesign the MT framework in a GPU friendly fashion, moving its granularity from triangles to precomputed optimized triangle patches. The patches can be conveniently tri-stripped and stored in secondary memory to be loaded on demand, ready to be sent to the GPU using preferential paths. In this manner, central memory only contains the DAG structure and CPU workload becomes negligible. The major contributions of this work are: a new out-of-core multiresolution framework, that, just like the MT, encompasses a wide class of multiresolution structures; a robust and elegant way to build a well conditioned MT DAG by introducing the concept of V-partitions, that can encompass various state of the art multiresolution algorithms; an efficient multithreaded rendering engine and a general subsystem for the external memory processing and simplification of huge meshes.","https://ieeexplore.ieee.org/document/1532797/","LOCKED","1532797","ISTI, CNR, Italy","https://ieeexplore.ieee.org/author/37265783400","1","P. Cignoni","37265783400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ISTI, CNR, Italy","https://ieeexplore.ieee.org/author/37265786900","2","F. Ganovelli","37265786900","ISTI, CNR, Italy","https://ieeexplore.ieee.org/author/37346861300","3","E. Gobbetti","37346861300","ISTI, CNR, Italy","https://ieeexplore.ieee.org/author/37550808100","4","F. Marton","37550808100","ISTI, CNR, Italy","https://ieeexplore.ieee.org/author/37265788700","5","F. Ponchio","37265788700","ISTI, CNR, Italy","https://ieeexplore.ieee.org/author/37270887900","6","R. Scopigno","37270887900","","","","","","","","","","","","","","","","","10","0","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532797","214","https://ieeexplore.ieee.org/document/1532797/","","","","","","Graphics","Rendering (computer graphics)","Solid modeling","Hardware","Costs","World Wide Web","Topology","Robustness","Engines","Investments","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532797","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","80","207","Batched multi triangulation"
"Recent years have seen an immense increase in the complexity of geometric data sets. Today's gigabyte-sized polygon models can no longer be completely loaded into the main memory of common desktop PCs. Unfortunately, current mesh formats, which were designed years ago when meshes were orders of magnitudes smaller, do not account for this. Using such formats to store large meshes is inefficient and complicates all subsequent processing. We describe a streaming format for polygon meshes that is simple enough to replace current offline mesh formats and is more suitable for representing large data sets. Furthermore, it is an ideal input and output format for I/O-efficient out-of-core algorithms that process meshes in a streaming, possibly pipelined, fashion. This paper chiefly concerns the underlying theory and the practical aspects of creating and working with this new representation. In particular, we describe desirable qualities for streaming meshes and methods for converting meshes from a traditional to a streaming format. A central theme of this paper is the issue of coherent and compatible layouts of the mesh vertices and polygons. We present metrics and diagrams that characterize the coherence of a mesh layout and suggest appropriate strategies for improving its ""streamability"". To this end, we outline several out-of-core algorithms for reordering meshes with poor coherence, and present results for a menagerie of well known and generally incoherent surface meshes.","https://ieeexplore.ieee.org/document/1532800/","LOCKED","1532800","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37281897600","1","M. Isenburg","37281897600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37269320000","2","P. Lindstrom","37269320000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","2","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532800","238","https://ieeexplore.ieee.org/document/1532800/","","","","","","Personal communication networks","Coherence","Laboratories","Surface reconstruction","Isosurfaces","Data visualization","Computational modeling","Face","Operating systems","","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532800","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","81","231","Streaming meshes"
"This paper describes the adaptation and evaluation of existing nested-surface visualization techniques for the problem of displaying intersecting surfaces. For this work, we collaborated with a neurosurgeon who is comparing multiple tumor segmentations with the goal of increasing the segmentation accuracy and reliability. A second collaborator, a physicist, aims to validate geometric models of specimens against atomic-force microscope images of actual specimens. These collaborators are interested in comparing both surface shape and inter-surface distances. Many commonly employed techniques for visually comparing multiple surfaces (side-by-side, wireframe, colormaps, uniform translucence) do not simultaneously convey inter-surface distance and the shapes of two or more surfaces. This paper describes a simple geometric partitioning of intersecting surfaces that enables the application of existing nested-surface techniques, such as texture-modulated translucent rendering of exteriors, to a broader range of visualization problems. Three user studies investigate the performance of existing techniques and a new shadow-casting glyph technique. The results of the first user study show that texture glyphs on partitioned, intersecting surfaces can convey inter-surface distance better than directly mapping distance to a red-gray-blue color scale on a single surface. The results of the second study show similar results for conveying local surface orientation. The results of the third user study show that adding cast shadows to texture glyphs can increase the understanding of inter-surface distance in static images, but can be overpowered by the shape cues from a simple rocking motion.","https://ieeexplore.ieee.org/document/1532835/","LOCKED","1532835","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37282585600","1","C. Weigle","37282585600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/38183525100","2","R.M. Taylor","38183525100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532835","510","https://ieeexplore.ieee.org/document/1532835/","","","","","","Image segmentation","Shape","Data visualization","Collaborative work","Neurosurgery","Surface texture","Computational modeling","Neoplasms","Solid modeling","Humans","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532835","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","82","503","Visualizing intersecting surfaces with nested-surface techniques"
"GPU-based raycasting offers an interesting alternative to conventional slice-based volume rendering due to the inherent flexibility and the high quality of the generated images. Recent advances in graphics hardware allow for the ray traversal and volume sampling to be executed on a per-fragment level completely on the GPU leading to interactive framerates. In this work we present optimization techniques that improve the performance and quality of GPU-based volume raycasting. We apply a hybrid image/object space approach to accelerate the ray traversal in animation sequences that works for both isosurface rendering and semi-transparent volume rendering. An empty-space-leaping technique that exploits the spatial coherence between consecutively rendered images is used to estimate the optimal initial ray sampling point for each image pixel. These can double the rendering performance for typical volumetric data sets without sacrificing image quality. The achieved speed-up allows for further improvements of image quality. We demonstrate an object space antialiasing technique based on selective super-sampling at sharp creases and silhouette edges which also benefits from exploiting frame-to-frame coherence.","https://ieeexplore.ieee.org/document/1532799/","LOCKED","1532799","Inst. for Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37267810600","1","T. Klein","37267810600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inst. for Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37295481500","2","M. Strengert","37295481500","Inst. for Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37267809900","3","S. Stegmaier","37267809900","Inst. for Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37085368197","4","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","23-28 Oct. 2005","Minneapolis, MN, USA","Conferences","10.1109/VISUAL.2005.1532799","230","https://ieeexplore.ieee.org/document/1532799/","","","","","","Acceleration","Graphics","Hardware","Rendering (computer graphics)","Image sampling","Image quality","Image generation","Animation","Isosurfaces","Spatial coherence","32702","0-7803-9462-3","Print ISBN","Historical","0-7803-9462-3","05CH37721","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1532799","23-28 Oct. 2005","10269","VIS 05. IEEE Visualization, 2005.","2005","IEEE","83","223","Exploiting frame-to-frame coherence for accelerating high-quality volume raycasting on graphics hardware"
