"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Transfer function design is an integrated component in volume visualization and data exploration. The common trial-and-error approach for transfer function searching is a very difficult and time consuming process. A goal oriented and parameterized transfer function model is therefore crucial in guiding the transfer function searching process for better and more meaningful visualization results. The paper presents an image based transfer function model that integrates 3D image processing tools into the volume visualization pipeline to facilitate the search for an image based transfer function in volume data visualization and exploration. The model defines a transfer function as a sequence of 3D image processing procedures, and allows the users to adjust a set of qualitative and descriptive parameters to achieve their subjective visualization goals. 3D image enhancement and boundary detection tools, and their integration methods with volume visualization algorithms are described. The application of this approach for 3D microscopy data exploration and analysis is also discussed.","https://ieeexplore.ieee.org/document/745319/","LOCKED","745319","Dept. of Comput. & Inf. Sci., Indiana Univ., Indianapolis, IN, USA","https://ieeexplore.ieee.org/author/37289749900","1","Shiaofen Fang","37289749900","https://ieeexplore.ieee.org/author/37372276300","2","T. Biddlecome","37372276300","https://ieeexplore.ieee.org/author/37372277000","3","M. Tuceryan","37372277000","","","","","","","","","","","","","","","","","","","","","","","","","28","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745319","326","Transfer functions","Data visualization","Rendering (computer graphics)","Image processing","Microscopy","Displays","Biomedical imaging","Medical diagnostic imaging","Computed tomography","Material properties","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745319","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","47","319","Image-based transfer function design for data exploration in volume visualization"
"Rendering objects transparently gives additional insight in complex and overlapping structures. However, traditional techniques for the rendering of transparent objects such as alpha blending are not very well suited for the rendering of multiple transparent objects in dynamic scenes. Screen door transparency is a technique to render transparent objects in a simple and efficient way: no sorting is required and intersecting polygons can be handled without further preprocessing. With this technique, polygons are rendered through a mask: only where the mask is present, pixels are set. However, artifacts such as incorrect opacities and distracting patterns can easily occur if the masks are not carefully designed. The requirements on the masks are considered. Next, three algorithms are presented for the generation of pixel masks. One algorithm is designed for the creation of small (e.g. 4/spl times/4) masks. The other two algorithms can be used for the creation of larger masks (e.g. 32/spl times/32). For each of these algorithms, results are presented and discussed.","https://ieeexplore.ieee.org/document/745323/","LOCKED","745323","Center for Math. & Comput. Sci., CWI, Amsterdam, Netherlands","https://ieeexplore.ieee.org/author/37275714300","1","J.D. Mulder","37275714300","https://ieeexplore.ieee.org/author/37266134600","2","F.C.A. Groen","37266134600","https://ieeexplore.ieee.org/author/37267249200","3","J.J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","5","20","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745323","358","Rendering (computer graphics)","Layout","Computer graphics","Computer science","Computer displays","Data visualization","Computational modeling","Optical refraction","Mathematics","Sorting","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745323","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","48","351","Pixel masks for screen-door transparency"
"In this article, we build a multi-resolution framework intended to be used for the visualization of continuous piecewise linear functions defined over triangular planar or spherical meshes. In particular, the data set can be viewed at different level of detail, that's to say as a piecewise linear function defined over any simplification of the base mesh. In his multi-resolution form, the function requires strictly the same volume of data than the original input: It is then possible to go through consecutive levels by the use of so-called detail coefficients, with exact reconstruction if desired. We also show how to choose a decimation sequence that leads to a good compromise between the resulting approximation error and the number of removed vertices. The theoretical tools used here are inspired from wavelet-based techniques and extended in the sense that they can handle non-nested approximation spaces.","https://ieeexplore.ieee.org/document/745287/","LOCKED","745287","CNRS, Grenoble, France","https://ieeexplore.ieee.org/author/37368609100","1","G.-P. Bonneau","37368609100","https://ieeexplore.ieee.org/author/37371998500","2","A. Gerussi","37371998500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745287","77","Data visualization","Greedy algorithms","Piecewise linear techniques","Cost function","Tail","Approximation error","Piecewise linear approximation","Continuous wavelet transforms","Tin","","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745287","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","49","73","Level of detail visualization of scalar data sets on irregular surface meshes"
"A novel approach is introduced to define a quantitative measure of closeness between vector fields. The usefulness of this measurement can be seen when comparing computational and experimental flow fields under the same conditions. Furthermore, its applicability can be extended to more cumbersome tasks, such as navigating through a large database, searching for similar topologies. This new measure relies on the use of critical points, which are a key feature in vector field topology. In order to characterize critical points, /spl alpha/ and /spl beta/ parameters are introduced. They are used to form a closed set of eight unique patterns for simple critical points. These patterns are also basic building blocks for higher-order nonlinear vector fields. In order to study and compare a given set of vector fields, a measure of distance between different patterns of critical points is introduced. The basic patterns of critical points are mapped onto a unit circle in /spl alpha/-/spl beta/ space. The concept of the ""Earth mover's distance"" is used to compute the closeness between various pairs of vector fields, and a nearest-neighbor query is thus produced to illustrate the relationship between the given set of vector fields. This approach quantitatively measures the similarity and dissimilarity between vector fields. It is ideal for data compression of a large flow field, since only the number and types of critical points along with their corresponding /spl alpha/ and /spl beta/ parameters are necessary to reconstruct the whole field. It can also be used to better quantify the changes in time-varying data sets.","https://ieeexplore.ieee.org/document/745291/","LOCKED","745291","Dept. of Phys., Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37372012600","1","Y. Lavin","37372012600","https://ieeexplore.ieee.org/author/37282555600","2","R. Batra","37282555600","https://ieeexplore.ieee.org/author/37274095200","3","L. Hesselink","37274095200","","","","","","","","","","","","","","","","","","","","","","","","","25","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745291","109","Earth","Extraterrestrial measurements","Topology","Stress","Humans","Physics","Electric variables measurement","Fluid flow measurement","Navigation","Spatial databases","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745291","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","50","103","Feature comparisons of vector fields using Earth mover's distance"
"This paper describes by example a strategy for plotting and interacting with data in multiple metric spaces. The example system was designed for use with time-varying computational fluid dynamics (CFD) data sets, but the methodology is directly applicable to other types of field data. The central objects embodied by the tool are portraits, which show the data in various coordinate systems, while preserving their spatial connectivity and temporal variability. The coordinates are derived in various ways from the field data, and an important feature is that new and derived portraits can be created interactively. The primary operations supported by the tool are brushing and linking: the user can select a subset of a given portrait, and this subset is highlighted in all portraits. The user can combine highlighted subsets from an arbitrary number of portraits with the usual logical operators, thereby indicating where an arbitrarily complex set of conditions holds. The system is useful for exploratory visualization and feature detection in multivariate data.","https://ieeexplore.ieee.org/document/745289/","LOCKED","745289","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37373380100","1","C. Henze","37373380100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745289","94","Computer vision","Data visualization","Computational fluid dynamics","Space technology","Computational modeling","NASA","Software tools","Design engineering","Information systems","Computer interfaces","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745289","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","51","87","Feature detection in linked derived spaces"
"Presents an efficient algorithm for the reconstruction of a multivariate function from multiple sets of scattered data. Given N sets of scattered data representing N distinct dependent variables that have been sampled independently over a common domain and N error tolerance values, the algorithm constructs a triangulation of the domain of the data and associates multivariate values with the vertices of the triangulation. The resulting linear interpolation of these multivariate values yields a multivariate function, called a co-triangulation, that represents all of the dependent data up to the given error tolerance. A simple iterative algorithm for the construction of a co-triangulation from any number of data sets is presented and analyzed. The main contribution of this paper lies in the description of a highly efficient framework for the realization of this approximation algorithm. While the asymptotic time complexity of the algorithm certainly remains within the theoretical bounds, we demonstrate that it is possible to achieve running times that depend only linearly on the number of data even for very large problems with more than two million samples. This efficient realization of the algorithm uses adapted dynamic data structures and careful caching in an integrated framework.","https://ieeexplore.ieee.org/document/745293/","LOCKED","745293","Rice Univ., Houston, TX, USA","https://ieeexplore.ieee.org/author/37359801600","1","H. Weimer","37359801600","https://ieeexplore.ieee.org/author/37272377400","2","J. Warren","37272377400","https://ieeexplore.ieee.org/author/37372002000","3","J. Troutner","37372002000","https://ieeexplore.ieee.org/author/37372001300","4","W. Wiggins","37372001300","https://ieeexplore.ieee.org/author/37371998300","5","J. Shrout","37371998300","","","","","","","","","","","","","","","","","2","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745293","126","Iterative algorithms","Acoustic scattering","Image reconstruction","Interpolation","Computational geometry","Multidimensional systems","Biomedical imaging","Magnetic resonance imaging","Land surface temperature","Humidity","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745293","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","52","119","Efficient co-triangulation of large data sets"
"Many real world polygonal surfaces contain topological singularities that represent a challenge for processes such as simplification, compression, smoothing, etc. We present an algorithm for removing such singularities, thus converting non manifold sets of polygons to manifold polygonal surfaces (orientable if necessary). We identify singular vertices and edges, multiply singular vertices, and cut through singular edges. In an optional stitching phase, we join surface boundary edges that were cut, or whose endpoints are sufficiently close, while guaranteeing that the surface is a manifold. We study two different stitching strategies called ""edge pinching"" and ""edge snapping""; when snapping, special care is required to avoid re-creating singularities. The algorithm manipulates the polygon vertex indices (surface topology) and essentially ignores vertex coordinates (surface geometry). Except for the optional stitching, the algorithm has a linear complexity in the number of vertices edges and faces, and require no floating point operation.","https://ieeexplore.ieee.org/document/745327/","LOCKED","745327","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372281700","1","A. Gueziec","37372281700","https://ieeexplore.ieee.org/author/37282608000","2","G. Taubin","37282608000","https://ieeexplore.ieee.org/author/37372282900","3","F. Lazarus","37372282900","https://ieeexplore.ieee.org/author/37361807200","4","W. Horn","37361807200","","","","","","","","","","","","","","","","","","","","","15","11","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745327","390","Software algorithms","Smoothing methods","Topology","Computer bugs","Error correction","Facial animation","Solid modeling","Visualization","Biomedical imaging","Fans","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745327","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","53","383","Converting sets of polygons to manifold surfaces by cutting and stitching"
"The success of using a streamline technique for visualizing a vector field usually depends largely on the choice of adequate seed points. G. Turk and D. Banks (1996) developed an elegant technique for automatically placing seed points to achieve a uniform distribution of streamlines on a 2D vector field. Their method uses an energy function calculated from the low-pass filtered streamline image to guide the optimization process of the streamline distribution. This paper proposes a new technique for creating evenly distributed streamlines on 3D parametric surfaces found in curvilinear grids. We make use of Turk and Banks's 2D algorithm by first mapping the vectors on a 3D surface into the computational space of the curvilinear grid. To take into the consideration the mapping distortion caused by the uneven grid density in a curvilinear grid, a new energy function is designed and used for guiding the placement of streamlines in the computational space with desired local densities.","https://ieeexplore.ieee.org/document/745295/","LOCKED","745295","Dept. of Comput. & Media Eng., Yamanashi Univ., Kofu, Japan","https://ieeexplore.ieee.org/author/37275999300","1","X. Mao","37275999300","https://ieeexplore.ieee.org/author/37361235200","2","Y. Hatanaka","37361235200","https://ieeexplore.ieee.org/author/37372000800","3","H. Higashida","37372000800","https://ieeexplore.ieee.org/author/37272095800","4","A. Imamiya","37272095800","","","","","","","","","","","","","","","","","","","","","24","2","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745295","142","Streaming media","Visualization","Surface treatment","Grid computing","Physics computing","Low pass filters","Topology","Space shuttles","Optimization methods","Density measurement","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745295","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","54","135","Image-guided streamline placement on curvilinear grid surfaces"
"Vortices are important features in many research and engineering fields. Visualization is an important step in gaining more understanding and control of vortices. Vortex detection criteria fall into two categories: point based scalar quantities, calculated at single points, and curve based geometric criteria, calculated for, e.g., streamlines. The first category is easy to compute, but does not work in all cases. The second category is more intuitive and should work in all cases, but currently only works in 2D (or 3D projected) flows. We show applications of both approaches in hydrodynamic flows.","https://ieeexplore.ieee.org/document/745333/","LOCKED","745333","Dept. of Comput. Sci., Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37372009600","1","I.A. Sadarjoen","37372009600","https://ieeexplore.ieee.org/author/37295045800","2","F.H. Post","37295045800","https://ieeexplore.ieee.org/author/37363531700","3","Bing Ma","37363531700","https://ieeexplore.ieee.org/author/37356983700","4","D.C. Banks","37356983700","https://ieeexplore.ieee.org/author/37372011800","5","H.-G. Pagendarm","37372011800","","","","","","","","","","","","","","","","","26","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745333","422","Visualization","Hydrodynamics","Computer science","Tensile stress","Design optimization","Physics","Aerodynamics","Turbomachinery","Fluid dynamics","Eigenvalues and eigenfunctions","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745333","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","55","419","Selective visualization of vortices in hydrodynamic flows"
"We propose a new approach to polygonal isosurface extraction that is based on extracting only the visible portion of the isosurface. The visibility tests are done in two phases. First, coarse visibility tests are performed in software to determine the visible cells. These tests are based on hierarchical tiles and shear-warp factorization. The second phase resolves the visible portions of the extracted triangles and is accomplished by the graphics hardware. While the latest isosurface extraction methods have effectively eliminated the search phase bottleneck, the cost of constructing and rendering the isosurface remains high. Many of today's large datasets contain very large and complex isosurfaces that can easily overwhelm even state-of-the-art graphics hardware. The proposed approach is output sensitive and is thus well suited for remote visualization applications where the extraction and rendering phases are done on a separate machines.","https://ieeexplore.ieee.org/document/745300/","LOCKED","745300","Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37282553200","1","Y. Livnat","37282553200","https://ieeexplore.ieee.org/author/37266777200","2","C. Hansen","37266777200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745300","180","Isosurfaces","Graphics","Hardware","Rendering (computer graphics)","Software testing","Performance evaluation","Software performance","Tiles","Costs","Visualization","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745300","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","56","175","View dependent isosurface extraction"
"The anterior surface of the eye ('cornea') is extremely important for good sight. Instruments measuring corneal shape conventionally visualize the surface characteristics by mapping the instantaneous radius of curvature onto a rainbow colour scale. This technique is known to have important drawbacks. Firstly, not corneal shape itself is visualized, but rather second order surface properties. Secondly, the type of colouring produces well documented artifacts. We discuss visualization techniques for a more direct representation of the data. In a three part display, shape deviations are presented as a height surface in one window, height lines superimposed over the input image in another, and a colour mapped representation of the mean normal radius of curvature in a third. With the aid of some typical examples, it is shown that these visualizations are easy to interpret by the physician and overcome the limitations of the conventional techniques.","https://ieeexplore.ieee.org/document/745335/","LOCKED","745335","Delft Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37271678400","1","F.M. Vos","37271678400","https://ieeexplore.ieee.org/author/37284264400","2","H.J.W. Spoelder","37284264400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745335","430","Shape measurement","Surface topography","Cornea","Instruments","Ellipsoids","Surface reconstruction","Data visualization","Physics","Charge-coupled image sensors","Extraterrestrial measurements","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745335","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","57","427","Visualization in corneal topography"
"We present a novel out-of-core technique for the interactive computation of isosurfaces from volume data. Our algorithm minimizes the main memory and disk space requirements on the visualization workstation, while speeding up isosurface extraction queries. Our overall approach is a two-level indexing scheme. First, by our meta-cell technique, we partition the original dataset into clusters of cells, called meta-cells. Secondly, we produce meta-intervals associated with the meta-cells, and build an indexing data structure on the meta-intervals. We separate the cell information, kept only in meta-cells on disk, from the indexing structure, which is also on disk and only contains pointers to meta-cells. Our meta-cell technique is an I/O-efficient approach for computing a k-d-tree-like partition of the dataset. Our indexing data structure, the binary blocked I/O interval tree, is a new I/O-optimal data structure to perform stabbing queries that report from a set of meta-intervals (or intervals) those containing a query value q. Our tree is simpler to implement, and is also more space-efficient in practice than existing structures. To perform an isosurface query, we first query the indexing structure, and then use the reported meta-cell pointers to read from disk the active meta-cells intersected by the isosurface. The isosurface itself can then be generated from active meta-cells. Rather than being a single cost indexing approach, our technique exhibits a smooth trade-off between query time and disk space.","https://ieeexplore.ieee.org/document/745299/","LOCKED","745299","","https://ieeexplore.ieee.org/author/37362725400","1","Y.-J. Chiang","37362725400","https://ieeexplore.ieee.org/author/37275249200","2","C.T. Silva","37275249200","https://ieeexplore.ieee.org/author/37282730100","3","W.J. Schroeder","37282730100","","","","","","","","","","","","","","","","","","","","","","","","","48","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745299","174","Isosurfaces","Indexing","Data mining","Tree data structures","Clustering algorithms","Partitioning algorithms","Data visualization","Workstations","Data structures","Costs","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745299","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","58","167","Interactive out-of-core isosurface extraction"
"The paper discusses a concept for virtual reality tools for use in design reviews of mechanical products. In this discussion, the special requirements of a virtual environment are given consideration. The focus of this paper is on suggestions for the visualization and arrangement of a product, its structure, its components and their alternatives together in one environment. The realization of these concepts results in a 3D-interface that allows users, especially engineers, to evaluate different configurations of a product and gives them direct access to the product structure. By applying various visualization techniques, product components and their attributes, e.g., their price, can be brought together into one visualization. Thus, in contrast to state-of-the-art software, the product structure, three-dimensional, real-sized components, and attribute values can be combined together in 3D-visualizations. This research was done in cooperation with Christoph Brandt, member of the Heinz Nixdorf Institute's virtual reality group.","https://ieeexplore.ieee.org/document/745304/","LOCKED","745304","Heinz Nixdorf Inst., Paderborn Univ., Germany","https://ieeexplore.ieee.org/author/37371920800","1","K. Kremer","37371920800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745304","210","Virtual reality","Visualization","Virtual environment","Computer graphics","Design automation","Prototypes","Virtual prototyping","User interfaces","Computer interfaces","Physics computing","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745304","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","59","205","A concept for virtual reality tools for design reviews"
"This paper discusses techniques for visualizing structure in video data and other data sets that represent time snapshots of physical phenomena. Individual frames of a movie are treated as vectors and projected onto a low-dimensional subspace spanned by principal components. Movies can be compared and their differences visualized by analyzing the nature of the subspace and the projections of multiple movies onto the same subspace. The approach is demonstrated on an application in neurobiology in which the electrical response of a visual cortex to optical stimulation is imaged onto a high-speed photodiode array to produce a cortical movie. Techniques for sampling movies over a single trial and multiple trials are discussed. The approach provides the traditional benefits of principal component analysis (compression, noise reduction and classification) and also allows the visual separation of spatial and temporal behavior.","https://ieeexplore.ieee.org/document/745306/","LOCKED","745306","Div. of Comput. Sci., Texas Univ., San Antonio, TX, USA","https://ieeexplore.ieee.org/author/37282602100","1","K.A. Robbins","37282602100","https://ieeexplore.ieee.org/author/37282602800","2","D.M. Senseman","37282602800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745306","224","Motion pictures","Data visualization","Optical arrays","High speed optical techniques","Stimulated emission","Optical noise","Photodiodes","Image sampling","Principal component analysis","Image coding","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745306","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","60","217","Visualizing differences in movies of cortical activity"
"There are a variety of application areas in which there is a need for simplifying complex polygonal surface models. These models often have material properties such as colors, textures, and surface normals. Our surface simplification algorithm, based on iterative edge contraction and quadric error metrics, can rapidly produce high quality approximations of such models. We present a natural extension of our original error metric that can account for a wide range of vertex attributes.","https://ieeexplore.ieee.org/document/745312/","LOCKED","745312","Carnegie Mellon Univ., Pittsburgh, PA, USA","https://ieeexplore.ieee.org/author/37272036400","1","M. Garland","37272036400","https://ieeexplore.ieee.org/author/37372245200","2","P.S. Heckbert","37372245200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161","19","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745312","269","Surface texture","Iterative algorithms","Material properties","Computer errors","Computer graphics","Application software","Costs","Chromium","Visualization","Solid modeling","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745312","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","61","263","Simplifying surfaces with color and texture using quadric error metrics"
"Real-time rendering of triangulated surfaces has attracted growing interest in the last few years. However, interactive visualization of very large scale grid digital elevation models is still difficult. The graphics load must be controlled by adaptive surface triangulation and by taking advantage of different levels of detail. Furthermore, management of the visible scene requires efficient access to the terrain database. We describe an all-in-one visualization system which integrates adaptive triangulation, dynamic scene management and spatial data handling. The triangulation model is based on the restricted quadtree triangulation. Furthermore, we present new algorithms of restricted quadtree triangulation. These include among others exact error approximation, progressive meshing, performance enhancements and spatial access.","https://ieeexplore.ieee.org/document/745280/","LOCKED","745280","Inst. of Theor. Comput. Sci., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282193800","1","R. Pajarola","37282193800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","15","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745280","26","Large-scale systems","Visualization","Layout","Rendering (computer graphics)","Digital elevation models","Graphics","Programmable control","Adaptive control","Spatial databases","Visual databases","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745280","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","62","19","Large scale terrain visualization using the restricted quadtree triangulation"
"Large textures cause bottlenecks in real time applications that often lead to a loss of interactivity. These performance bottlenecks occur because of disk and network transfer, texture translation, and memory swapping. We present a software solution that alleviates the problems associated with large textures by treating texture as a bandwidth limited resource rather than a finite resource. As a result the display of large textures is reduced to a caching problem in which texture memory serves as the primary cache for texture data, main memory the secondary cache, and local disk the tertiary cache. By using this cache hierarchy, applications are able to maintain real time performance while displaying textures hundreds of times larger than can fit into texture memory.","https://ieeexplore.ieee.org/document/745322/","LOCKED","745322","Dept. of Comput. Sci., Brigham Young Univ., Provo, UT, USA","https://ieeexplore.ieee.org/author/37305635000","1","D. Cline","37305635000","https://ieeexplore.ieee.org/author/37298442300","2","P.K. Egbert","37298442300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","4","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745322","350","Layout","Image coding","Computer displays","Hardware","Graphics","Application software","Workstations","Computer science","Chromium","Surface fitting","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745322","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","63","343","Interactive display of very large textures"
