"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Climatological data about thunderstorms is traditionally collected by balloons or planes traveling through the storm along straight tracts. Such data lends itself to simple 2D representations. The data described in this paper was gathered by a sail plane spiraling in an updraft within a thundercloud. The more complex organization of data samples demands more complex representation methods. This paper describes a system developed using the Visualization Toolkit (VTK) to explore such data. The data consists of several scalar values and a set of vector values associated with positional data on the measuring devices. The goal of this visualization is to explore the location of point charges suggested by the electromagnetic field vectors and determine if any correlation exists between the point charge location and standard cloud microstructure scalar measurements such as temperature. There are several problems associated with visualizing this rather unique set of data. They stem from the fact that the data is a sparse spiraling sample of scalars and vectors. The system allows the track of the plane to be displayed as a line, a tube or a ribbon; scalar values can be displayed as transparent isosurfaces; and the vector data as an arrow plot along that track, given a color that is constant, based on orientation or related to the value of a scalar. Any combination of methods can be used to display the data. A single primitive can be overloaded in many ways, or several different variables can all be displayed simultaneously.","https://ieeexplore.ieee.org/document/663926/","LOCKED","663926","Dept. of Comput. Sci., Mississippi Univ., MS, USA","https://ieeexplore.ieee.org/author/37617709900","1","D. Drake","37617709900","","","","","","","","","https://ieeexplore.ieee.org/author/37608356300","2","T. Simpson","37608356300","https://ieeexplore.ieee.org/author/37612252200","3","L. Smithmier","37612252200","https://ieeexplore.ieee.org/author/37282292000","4","P. Rheingans","37282292000","","","","","","","","","","","","","","","","","","","","","","","","","1","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663926","482","Clouds","Data visualization","Electromagnetic measurements","Temperature measurement","Storms","Position measurement","Electromagnetic fields","Measurement standards","Microstructure","Current measurement","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663926","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","46","479","Determination of unknown particle charges in a thunder cloud based upon detected electric field vectors"
"Presents a new approach to isosurface extraction from volume data using particle systems. Particle behavior is dynamic and can be based on laws of physics or artificial rules. For isosurface extraction, we program particles to be attracted towards a specific surface value while simultaneously repelling adjacent particles. The repulsive forces are based on the curvature of the surface at that location. A birth-death process results in a denser concentration of particles in areas of high curvature and sparser populations in areas of lower curvature. The overall level of detail is controlled through a scaling factor that increases or decreases the repulsive forces of the particles. Once particles reach equilibrium, their locations are used as vertices in generating a triangular mesh of the surface. The advantages of our approach include: vertex densities are based on surface features rather than on the sampling rate of the volume; a single scaling factor simplifies level-of-detail control; and meshing is efficient because it uses neighbor information that has already been generated during the force calculations.","https://ieeexplore.ieee.org/document/663930/","LOCKED","663930","Dept. of Comput. Sci., New Mexico Univ., Albuquerque, NM, USA","https://ieeexplore.ieee.org/author/37282576500","1","P. Crossno","37282576500","","","","","","","","","https://ieeexplore.ieee.org/author/37284249400","2","E. Angel","37284249400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663930","498","Isosurfaces","Data mining","Force control","Deformable models","Computer science","Physics","Mesh generation","Sampling methods","Solid modeling","Animation","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663930","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","47","495","Isosurface extraction using particle systems"
"The paper discusses techniques for extracting feature lines from three-dimensional unstructured grids. The twin objectives are to facilitate the interactive manipulation of these typically very large and dense meshes, and to clarify the visualization of the solution data that accompanies them. The authors describe the perceptual importance of specific viewpoint-dependent and view-independent features, discuss the relative advantages and disadvantages of several alternative algorithms for identifying these features (taking into consideration both local and global criteria), and demonstrate the results of these methods on a variety of different data sets.","https://ieeexplore.ieee.org/document/663894/","LOCKED","663894","Inst. for Comput. Applications in Sci. & Eng., NASA Langley Res. Center, Hampton, VA, USA","https://ieeexplore.ieee.org/author/37275869400","1","Kwan-Liu Ma","37275869400","","","","","","","","","https://ieeexplore.ieee.org/author/37282637800","2","V. Interrante","37282637800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663894","292","Feature extraction","Displays","Rendering (computer graphics)","Surface treatment","Switches","Computer applications","NASA","Data mining","Numerical simulation","Shape","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663894","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","48","285","Extracting feature lines from 3D unstructured grids"
"Numerical finite element simulations of the behaviour of a car body in frontal, side or rear impact collision scenarios have become increasingly complex as well as reliable and precise. They are well-established as a standard evaluation tool in the automotive development process. Both the increased complexity and the advances in computer graphics technology have resulted in the need for new visualization techniques to facilitate the analysis of the immense amount of data originating from such scientific engineering computations. Expanding the effectiveness of traditional post-processing techniques is one key to achieve shorter design cycles and faster time-to-market. In this paper, we describe how the extensive use of texture mapping and new visualization mappings like force tubing can considerably enhance the post-processing of structural and physical properties of car components in crash simulations. We show that, using these techniques, both the calculation costs and the rendering costs are reduced, and the quality of the visualization is improved.","https://ieeexplore.ieee.org/document/663928/","LOCKED","663928","Comput. Graphics Group, Erlangen-Nurnberg Univ., Germany","https://ieeexplore.ieee.org/author/37612264300","1","S. Kuschfeldt","37612264300","","","","","","","","","https://ieeexplore.ieee.org/author/37268023800","2","T. Ertl","37268023800","https://ieeexplore.ieee.org/author/37612266200","3","M. Holzner","37612266200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663928","490","Computer crashes","Vehicle crash testing","Automotive engineering","Data visualization","Costs","Finite element methods","Computational modeling","Numerical simulation","Standards development","Computer graphics","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663928","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","49","487","Case study: efficient visualization of physical and structural properties in crash-worthiness simulations"
"The paper presents a framework for multiresolution compression and geometric reconstruction of arbitrarily dimensioned data designed for distributed applications. Although being restricted to uniform sampled data, the versatile approach enables the handling of a large variety of real world elements. Examples include nonparametric, parametric and implicit lines, surfaces or volumes, all of which are common to large scale data sets. The framework is based on two fundamental steps: compression is carried out by a remote server and generates a bit-stream transmitted over the underlying network. Geometric reconstruction is performed by the local client and renders a piecewise linear approximation of the data. More precisely, the compression scheme consists of a newly developed pipeline starting from an initial B-spline wavelet precoding. The fundamental properties of wavelets allow progressive transmission and interactive control of the compression gain by means of global and local oracles. In particular the authors discuss the problem of oracles in semiorthogonal settings and propose sophisticated oracles to remove unimportant coefficients. In addition, geometric constraints such as boundary lines can be compressed in a lossless manner and are incorporated into the resulting bit-stream. The reconstruction pipeline performs a piecewise adaptive linear approximation of data using a fast and easy to use point removal strategy which works with any subsequent triangulation technique.","https://ieeexplore.ieee.org/document/663901/","LOCKED","663901","Dept. of Comput. Sci., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37355334600","1","O.G. Staadt","37355334600","","","","","","","","","https://ieeexplore.ieee.org/author/37275694700","2","M.H. Gross","37275694700","https://ieeexplore.ieee.org/author/37273480100","3","R. Weber","37273480100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663901","346","Image coding","Pipelines","Isosurfaces","Computer graphics","Application software","Surface reconstruction","Piecewise linear approximation","Computational geometry","World Wide Web","Web server","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663901","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","50","337","Multiresolution compression and reconstruction"
"The authors introduce the contour spectrum, a user interface component that improves qualitative user interaction and provides real-time exact quantification in the visualization of isocontours. The contour spectrum is a signature consisting of a variety of scalar data and contour attributes, computed over the range of scalar values /spl omega//spl isin/R. They explore the use of surface, area, volume, and gradient integral of the contour that are shown to be univariate B-spline functions of the scalar value /spl omega/ for multi-dimensional unstructured triangular grids. These quantitative properties are calculated in real-time and presented to the user as a collection of signature graphs (plots of functions of /spl omega/) to assist in selecting relevant isovalues /spl omega//sub 0/ for informative visualization. For time-varying data, these quantitative properties can also be computed over time, and displayed using a 2D interface, giving the user an overview of the time-varying function, and allowing interaction in both isovalue and time step. The effectiveness of the current system and potential extensions are discussed.","https://ieeexplore.ieee.org/document/663875/","LOCKED","663875","Shastra Lab., Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37282899200","1","C.L. Bajaj","37282899200","","","","","","","","","https://ieeexplore.ieee.org/author/37284312600","2","V. Pascucci","37284312600","https://ieeexplore.ieee.org/author/37355637500","3","D.R. Schikore","37355637500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663875","173","Data visualization","Computer interfaces","User interfaces","Spline","Image analysis","Computer displays","Postal services","Data acquisition","","","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663875","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","51","167","The contour spectrum"
"3D virtual colonoscopy has recently been proposed as a non-invasive alternative procedure for the visualization of the human colon. Surface rendering is sufficient for implementing such a procedure to obtain an overview of the interior surface of the colon at interactive rendering speeds. Unfortunately, physicians can not use it to explore tissues beneath the surface to differentiate between benign and malignant structures. In this paper, we present a direct volume rendering approach based on perspective ray casting, as a supplement to the surface navigation. To accelerate the rendering speed, surface-assistant techniques are used to adapt the resampling rates by skipping the empty space inside the colon. In addition, a parallel version of the algorithm has been implemented on a shared-memory multiprocessing architecture. Experiments have been conducted on both simulation and patient data sets.","https://ieeexplore.ieee.org/document/663915/","LOCKED","663915","Center for Visual Comput., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37611469100","1","Suya You","37611469100","","","","","","","","","https://ieeexplore.ieee.org/author/37347459100","2","Lichan Hong","37347459100","https://ieeexplore.ieee.org/author/37362958300","3","Ming Wan","37362958300","https://ieeexplore.ieee.org/author/37086987465","4","K. Junyaprasert","37086987465","https://ieeexplore.ieee.org/author/37268052800","5","A. Kaufman","37268052800","https://ieeexplore.ieee.org/author/37086990917","6","S. Muraki","37086990917","https://ieeexplore.ieee.org/author/37067734000","7","Yong Zhou","37067734000","https://ieeexplore.ieee.org/author/37354296000","8","M. Wax","37354296000","https://ieeexplore.ieee.org/author/37273115400","9","Zhengrong Liang","37273115400","","","","","2","23","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663915","436","Virtual colonoscopy","Colon","Navigation","Colonography","Visualization","Biomedical optical imaging","Computed tomography","Computer graphics","Solid modeling","Rendering (computer graphics)","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663915","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","52","433","Interactive volume rendering for virtual colonoscopy"
"Triangle decimation techniques reduce the number of triangles in a mesh, typically to improve interactive rendering performance or reduce data storage and transmission requirements. Most of these algorithms are designed to preserve the original topology of the mesh. Unfortunately, this characteristic is a strong limiting factor in overall reduction capability, since objects with a large number of holes or other topological constraints cannot be effectively reduced. The author presents an algorithm that yields a guaranteed reduction level, modifying topology as necessary to achieve the desired result. In addition, the algorithm is based on a fast local decimation technique, and its operations can be encoded for progressive storage, transmission, and reconstruction. He describes the new progressive decimation algorithm, introduces mesh splitting operations and shows how they can be encoded as a progressive mesh. He also demonstrates the utility of the algorithm on models ranging in size from 1,132 to 1.68 million triangles and reduction ratios of up to 200:1.","https://ieeexplore.ieee.org/document/663883/","LOCKED","663883","","https://ieeexplore.ieee.org/author/37282730100","1","W.J. Schroeder","37282730100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","5","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663883","212","Topology","Computer graphics","Algorithm design and analysis","Research and development","Hardware","Animation","Computer simulation","Laser modes","Satellites","Merging","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663883","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","53","205","A topology modifying progressive decimation algorithm"
"An interactive cerebral blood vessel exploration system is described. It has been designed on the basis of neurosurgeons' requirements in order to assist them in the diagnosis of vascular pathologies. The system is based on the construction of a symbolic model of the vascular tree, with automatic identification and labelling of vessel bifurcations, aneurysms and stenoses. It provides several types of visualization: individual MRA (magnetic resonance angiography) slices, MIP (maximum intensity projection), shaded rendering, symbolic schemes and surface reconstruction.","https://ieeexplore.ieee.org/document/663917/","LOCKED","663917","Polytech. Univ. of Catalonia, Spain","https://ieeexplore.ieee.org/author/37615709500","1","A. Puig","37615709500","","","","","","","","","https://ieeexplore.ieee.org/author/37396861000","2","D. Tost","37396861000","https://ieeexplore.ieee.org/author/37612266700","3","I. Navazo","37612266700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663917","446","Blood vessels","Neurosurgery","Pathology","Labeling","Bifurcation","Aneurysm","Visualization","Magnetic resonance","Angiography","Surface reconstruction","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663917","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","54","443","An interactive cerebral blood vessel exploration system"
"The paper discusses the problem of subdividing unstructured mesh topologies containing hexahedra, prisms, pyramids and tetrahedra into a consistent set of only tetrahedra, while preserving the overall mesh topology. Efficient algorithms for volume rendering, iso-contouring and particle advection exist for mesh topologies comprised solely of tetrahedra. General finite-element simulations however, consist mainly of hexahedra, and possibly prisms, pyramids and tetrahedra. Arbitrary subdivision of these mesh topologies into tetrahedra can lead to discontinuous behaviour across element faces. This will show up as visible artifacts in the iso-contouring and volume rendering algorithms, and lead to impossible face adjacency graphs for many algorithms. The authors present various properties of tetrahedral subdivisions, and an algorithm SOP determining a consistent subdivision containing a minimal set of tetrahedra.","https://ieeexplore.ieee.org/document/663885/","LOCKED","663885","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37419436600","1","G. Albertelli","37419436600","","","","","","","","","https://ieeexplore.ieee.org/author/37284273900","2","R.A. Crawfis","37284273900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663885","219","Finite element methods","Topology","Interpolation","Data visualization","Lead compounds","Information science","Solids","Computational fluid dynamics","Computational modeling","Robustness","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663885","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","55","213","Efficient subdivision of finite-element datasets into consistent tetrahedra"
"The task of reconstructing the derivative of a discrete function is essential for its shading and rendering as well as being widely used in image processing and analysis. We survey the possible methods for normal estimation in volume rendering and divide them into two classes based on the delivered numerical accuracy. The three members of the first class determine the normal in two steps by employing both interpolation and derivative filters. Among these is a new method which has never been realized. The members of the first class are all equally accurate. The second class has only one member and employs a continuous derivative filter obtained through the analytic derivation of an interpolation filter. We use the new method to analytically compare the accuracy of the first class with that of the second. As a result of our analysis we show that even inexpensive schemes can in fact be more accurate than high order methods. We describe the theoretical computational cost of applying the schemes in a volume rendering application and provide guidelines for helping one choose a scheme for estimating derivatives. In particular we find that the new method can be very inexpensive and can compete with the normal estimations which pre-shade and pre-classify the volume (M. Levoy, 1988).","https://ieeexplore.ieee.org/document/663848/","LOCKED","663848","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37275858700","1","T. Moller","37275858700","","","","","","","","","https://ieeexplore.ieee.org/author/37269516700","2","R. Machiraju","37269516700","https://ieeexplore.ieee.org/author/37273119700","3","K. Mueller","37273119700","https://ieeexplore.ieee.org/author/37342422500","4","R. Yagel","37342422500","","","","","","","","","","","","","","","","","","","","","","","","","33","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663848","26","Interpolation","Image reconstruction","Rendering (computer graphics)","Image analysis","Costs","Computational modeling","Digital filters","Information science","Art","Image processing","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663848","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","56","19","A comparison of normal estimation schemes"
"Since 1991, our team of computer scientists, chemists and physicists have worked together to develop an advanced, virtual-environment interface to scanned-probe microscopes. The interface has provided insights and useful capabilities well beyond those of the traditional interface. This paper lists the particular visualization and control techniques that have enabled actual scientific discovery, including specific examples of insight gained using each technique. This information can help scientists determine which features are likely to be useful in their particular application, and which would be just sugar coating. It can also guide computer scientists to suggest the appropriate type of interface to help solve a particular problem. We have found benefit in advanced rendering with natural viewpoint control (but not always), from semi-automatic control techniques, from force feedback during manipulation, and from storing/replaying data for an entire experiment. These benefits come when the system is well-integrated into the existing tool and allows export of the data to standard visualization packages.","https://ieeexplore.ieee.org/document/663923/","LOCKED","663923","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/38183525100","1","R.M. Taylor","38183525100","https://ieeexplore.ieee.org/author/37271671300","11","S. Washburn","37271671300","https://ieeexplore.ieee.org/author/37271669900","12","R. Superfine","37271669900","https://ieeexplore.ieee.org/author/38272881700","2","Jun Chen","38272881700","https://ieeexplore.ieee.org/author/38277471700","3","S. Okimoto","38277471700","https://ieeexplore.ieee.org/author/38270707400","4","N. Llopis-Artime","38270707400","https://ieeexplore.ieee.org/author/37623416900","5","V.L. Chi","37623416900","https://ieeexplore.ieee.org/author/37295063200","6","F.P. Brooks","37295063200","https://ieeexplore.ieee.org/author/37305862000","7","M. Falvo","37305862000","https://ieeexplore.ieee.org/author/37447873500","8","S. Paulson","37447873500","https://ieeexplore.ieee.org/author/37086987720","9","P. Thiansathaporn","37086987720","https://ieeexplore.ieee.org/author/37620455200","10","D. Glick","37620455200","14","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663923","470","Probes","Microscopy","Computer interfaces","Force control","Physics computing","Visualization","Application software","Coatings","Rendering (computer graphics)","Force feedback","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663923","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","57","467","Pearls found on the way to the ideal interface for scanned probe microscopes"
"VizWiz is a Java applet that provides basic interactive scientific visualization functionality, such as isosurfaces, cutting planes, and elevation plots, for 2D and 3D datasets that can be loaded into the applet by the user via, the applet's Web server. VizWiz is unique in that it is a completely platform independent scientific visualization tool, and is usable over the Web, without being manually downloaded or installed. Its 3D graphics are implemented using only the Java AWT API, making them portable across all Java supporting platforms. The paper describes the implementation of VizWiz, including design tradeoffs. Graphics performance figures are provided for a number of different platforms. A solution to the problem of uploading user data files into a Java applet, working around security limitations, is demonstrated. The lessons learned from this project are discussed.","https://ieeexplore.ieee.org/document/663891/","LOCKED","663891","Dept. of Comput. Sci. & Eng., California Univ., San Diego, La Jolla, CA, USA","https://ieeexplore.ieee.org/author/37623369100","1","C. Michaels","37623369100","","","","","","","","","https://ieeexplore.ieee.org/author/37280473500","2","M. Bailey","37280473500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663891","267","Java","Data visualization","Graphics","Testing","Computer science","Data engineering","Drives","User interfaces","Web server","Data security","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663891","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","58","261","VizWiz: a Java applet for interactive 3D scientific visualization on the Web"
"The measurement, analysis and visualization of plant growth is of primary interest to plant biologists. We are developing software tools to support such investigations. There are two parts in this investigation, namely growth visualization of (i) a plant root and (ii) a plant stem. For both domains, the input data is a stream of images taken by cameras. The tools being developed make it possible to measure various time-varying quantities, such as differential growth. For both domains, the plant is modeled by using flexible templates to represent non-rigid motions.","https://ieeexplore.ieee.org/document/663925/","LOCKED","663925","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37619552000","1","J.J. Loomis","37619552000","","","","","","","","","https://ieeexplore.ieee.org/author/37367390500","2","Xiuwen Liu","37367390500","https://ieeexplore.ieee.org/author/37615115900","3","Zhaohua Ding","37615115900","https://ieeexplore.ieee.org/author/38231429900","4","K. Fujimura","38231429900","https://ieeexplore.ieee.org/author/37614269500","5","M.L. Evans","37614269500","https://ieeexplore.ieee.org/author/37615793800","6","H. Ishikawa","37615793800","","","","","","","","","","","","","","","","","1","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663925","478","Plants (biology)","Data visualization","Cameras","Computational biology","Streaming media","Motion analysis","Gravity","Image reconstruction","Humans","Length measurement","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663925","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","59","475","Visualization of plant growth"
"Virtualized reality is a modeling technique that constructs full 3D virtual representations of dynamic events from multiple video streams. Image-based stereo is used to compute a range image corresponding to each intensity image in each video stream. Each range and intensity image pair encodes the scene structure and appearance of the scene visible to the camera at that moment, and is therefore called a visible surface model (VSM). A single time instant of the dynamic event can be modeled as a collection of VSMs from different viewpoints, and the full event can be modeled as a sequence of static scenes-the 3D equivalent of video. Alternatively, the collection of VSMs at a single time can be fused into a global 3D surface model, thus creating a traditional virtual representation out of real world events. Global modeling has the added benefit of eliminating the need to hand-edit the range images to correct errors made in stereo, a drawback of previous techniques. Like image-based rendering models, these virtual representations can be used to synthesize nearly any view of the virtualized event. For this reason, the paper includes a detailed comparison of existing view synthesis techniques with the authors' own approach. In the virtualized representations, however, scene structure is explicitly represented and therefore easily manipulated, for example by adding virtual objects to (or removing virtualized objects from) the model without interfering with real event. Virtualized reality, then, is a platform not only for image-based rendering but also for 3D scene manipulation.","https://ieeexplore.ieee.org/document/663893/","LOCKED","663893","Robotics Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA","https://ieeexplore.ieee.org/author/37371914000","1","P. Rander","37371914000","","","","","","","","","https://ieeexplore.ieee.org/author/37298506200","2","P.J. Narayanan","37298506200","https://ieeexplore.ieee.org/author/37283735000","3","T. Kanade","37283735000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","142","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663893","283","Layout","Rendering (computer graphics)","Virtual reality","Streaming media","Cameras","Image analysis","Robots","Error correction","Platform virtualization","Chromium","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663893","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","60","277","Virtualized reality: constructing time-varying virtual worlds from real world events"
