"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title" 
"Proteins are essential parts in all living organisms. They consist of sequences of amino acids. An interaction with reactive agent can stimulate a mutation at a specific position in the sequence. This mutation may set off a chain reaction, which effects other amino acids in the protein. Chain reactions need to be analyzed, as they may invoke unwanted side effects in drug treatment. A mutation chain is represented by a directed acyclic graph, where amino acids are connected by their mutation dependencies. As each amino acid may mutate individually, many mutation graphs exist. To determine important impacts of mutations, experts need to analyze and compare common patterns in these mutations graphs. Experts, however, lack suitable tools for this purpose. We present a new system for the search and the exploration of frequent patterns (i.e., motifs) in mutation graphs. We present a fast pattern search algorithm specifically developed for finding biologically relevant patterns in many mutation graphs (i.e., many labeled acyclic directed graphs). Our visualization system allows an interactive exploration and comparison of the found patterns. It enables locating the found patterns in the mutation graphs and in the 3D protein structures. In this way, potentially interesting patterns can be discovered. These patterns serve as starting point for a further biological analysis. In cooperation with biologists, we use our approach for analyzing a real world data set based on multiple HIV protease sequences.","https://ieeexplore.ieee.org/document/7042485/","LOCKED","7042485","GRIS, TU Darmstadt","https://ieeexplore.ieee.org/author/37085594991","1","Olav Lenz","37085594991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computational Biology, TU Darmstadt","https://ieeexplore.ieee.org/author/37085588817","2","Frank Keul","37085588817","GRIS, TU Darmstadt","https://ieeexplore.ieee.org/author/37586274500","3","Sebastian Bremm","37586274500","Computational Biology, TU Darmstadt","https://ieeexplore.ieee.org/author/37085594999","4","Kay Hamacher","37085594999","GRIS, TU Darmstadt","https://ieeexplore.ieee.org/author/37586276100","5","Tatiana von Landesberger","37586276100","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042485","102","https://ieeexplore.ieee.org/document/7042485/","Biologic Visualization","Graph Visualization","Motif Search","Motif Visualization","Biology","Mutations","Pattern Visualization","","Amino acids","Visualization","Proteins","Drugs","Three-dimensional displays","Algorithm design and analysis","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042485","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","91","93","Visual analysis of patterns in multiple amino acid mutation graphs"
"Logging user activities is essential to data analysis for internet products and services. Twitter has built a unified logging infrastructure that captures user activities across all clients it owns, making it one of the largest datasets in the organization. This paper describes challenges and opportunities in applying information visualization to log analysis at this massive scale, and shows how various visualization techniques can be adapted to help data scientists extract insights. In particular, we focus on two scenarios: (1) monitoring and exploring a large collection of log events, and (2) performing visual funnel analysis on log data with tens of thousands of event types. Two interactive visualizations were developed for these purposes: we discuss design choices and the implementation of these systems, along with case studies of how they are being used in day-to-day operations at Twitter.","https://ieeexplore.ieee.org/document/7042487/","LOCKED","7042487","Twitter, Inc.","https://ieeexplore.ieee.org/author/37670523200","1","Krist Wongsuphasawat","37670523200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Twitter, Inc.","https://ieeexplore.ieee.org/author/37085579678","2","Jimmy Lin","37085579678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042487","122","https://ieeexplore.ieee.org/document/7042487/","Information Visualization","Visual Analytics","Log Analysis","Log Visualization","Session Analysis","Funnel Analysis","","","Data visualization","Twitter","Radar","Monitoring","Visualization","Vegetation","Data analysis","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042487","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","92","113","Using visualizations to monitor changes and harvest insights from a global-scale logging infrastructure at Twitter"
"Polygonal meshes can be created in several different ways. In this paper we focus on the reconstruction of meshes from point clouds, which are sets of points in 3D. Several algorithms that tackle this task already exist, but they have different benefits and drawbacks, which leads to a large number of possible reconstruction results (i.e., meshes). The evaluation of those techniques requires extensive comparisons between different meshes which is up to now done by either placing images of rendered meshes side-by-side, or by encoding differences by heat maps. A major drawback of both approaches is that they do not scale well with the number of meshes. This paper introduces a new comparative visual analysis technique for 3D meshes which enables the simultaneous comparison of several meshes and allows for the interactive exploration of their differences. Our approach gives an overview of the differences of the input meshes in a 2D view. By selecting certain areas of interest, the user can switch to a 3D representation and explore the spatial differences in detail. To inspect local variations, we provide a magic lens tool in 3D. The location and size of the lens provide further information on the variations of the reconstructions in the selected area. With our comparative visualization approach, differences between several mesh reconstruction algorithms can be easily localized and inspected.","https://ieeexplore.ieee.org/document/7042491/","LOCKED","7042491","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37077239600","1","Johanna Schmidt","37077239600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37085534574","2","Reinhold Preiner","37085534574","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/38233357100","3","Thomas Auzinger","38233357100","Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/38191309900","4","Michael Wimmer","38191309900","Vienna University of Technology, Vienna, Austria","https://ieeexplore.ieee.org/author/37282552200","5","M. Eduard Gröller","37282552200","University of Bergen, Norway","https://ieeexplore.ieee.org/author/37265895700","6","Stefan Bruckner","37265895700","","","","","","","","","","","","","","","","","","","","","11","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042491","162","https://ieeexplore.ieee.org/document/7042491/","Visual analysis","comparative visualization","3D data exploration","focus+context","mesh comparison","","","","Three-dimensional displays","Lenses","Context","Surface reconstruction","Reconstruction algorithms","Kernel","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042491","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","93","153","YMCA — Your mesh comparison application"
"We present a new approach to visualizing the climate data of multi-dimensional, time-series, and geo-related characteristics. Our approach integrates three new highly interrelated visualization techniques, and uses the same input data types as in the traditional model-based analysis methods. As the main visualization view, Global Radial Map is used to identify the overall state of climate changes and provide users with a compact and intuitive view for analyzing spatial and temporal patterns at the same time. Other two visualization techniques, providing complementary views, are specialized in analysing time trend and detecting abnormal cases, which are two important analysis tasks in any climate change study. Case studies and expert reviews have been conducted, through which the effectiveness and scalability of the proposed approach has been confirmed.","https://ieeexplore.ieee.org/document/7042489/","LOCKED","7042489","School of Computer Science and Technology, Tianjin University, and National Ocean Technology Center, Tianjin, China","https://ieeexplore.ieee.org/author/37085431300","1","Jie Li","37085431300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Computer Science, The University of Texas at Dallas, USA","https://ieeexplore.ieee.org/author/37277192000","2","Kang Zhang","37277192000","School of Computer Software, Tianjin University, China","https://ieeexplore.ieee.org/author/37085382201","3","Zhao-Peng Meng","37085382201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042489","142","https://ieeexplore.ieee.org/document/7042489/","Climate changes","spatiotemporal visualization","station-based observation data","radial layout","visual analytics","","","","Data visualization","Meteorology","Time series analysis","Spatiotemporal phenomena","Image color analysis","Visualization","Layout","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042489","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","94","133","Vismate: Interactive visual analysis of station-based observation data on climate changes"
"Exploration and discovery in a large text corpus requires investigation at multiple levels of abstraction, from a zoomed-out view of the entire corpus down to close-ups of individual passages and words. At each of these levels, there is a wealth of information that can inform inquiry - from statistical models, to metadata, to the researcher's own knowledge and expertise. Joining all this information together can be a challenge, and there are issues of scale to be combatted along the way. In this paper, we describe an approach to text analysis that addresses these challenges of scale and multiple information sources, using probabilistic topic models to structure exploration through multiple levels of inquiry in a way that fosters serendipitous discovery. In implementing this approach into a tool called Serendip, we incorporate topic model data and metadata into a highly reorderable matrix to expose corpus level trends; extend encodings of tagged text to illustrate probabilistic information at a passage level; and introduce a technique for visualizing individual word rankings, along with interaction techniques and new statistical methods to create links between different levels and information types. We describe example uses from both the humanities and visualization research that illustrate the benefits of our approach.","https://ieeexplore.ieee.org/document/7042493/","LOCKED","7042493","Department of Computer Sciences at the University of Wisconsin-Madison","https://ieeexplore.ieee.org/author/37085354962","1","Eric Alexander","37085354962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Computer Sciences at the University of Wisconsin-Madison","https://ieeexplore.ieee.org/author/38232562600","2","Joe Kohlmann","38232562600","Department of English at the University of Wisconsin-Madison","https://ieeexplore.ieee.org/author/37085342629","3","Robin Valenza","37085342629","Folger Shakespeare Library in Washington, D. C.","https://ieeexplore.ieee.org/author/37085352871","4","Michael Witmore","37085352871","Department of Computer Sciences at the University of Wisconsin-Madison.","https://ieeexplore.ieee.org/author/37282585700","5","Michael Gleicher","37282585700","","","","","","","","","","","","","","","","","","","","","","","","","","44","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042493","182","https://ieeexplore.ieee.org/document/7042493/","Text visualization","topic modeling","","","","","","","Measurement","Market research","Data models","Data visualization","Probabilistic logic","Adaptation models","Vectors","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042493","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","95","173","Serendip: Topic model-driven visual exploration of text corpora"
"A key analytical task across many domains is model building and exploration for predictive analysis. Data is collected, parsed and analyzed for relationships, and features are selected and mapped to estimate the response of a system under exploration. As social media data has grown more abundant, data can be captured that may potentially represent behavioral patterns in society. In turn, this unstructured social media data can be parsed and integrated as a key factor for predictive intelligence. In this paper, we present a framework for the development of predictive models utilizing social media data. We combine feature selection mechanisms, similarity comparisons and model cross-validation through a variety of interactive visualizations to support analysts in model building and prediction. In order to explore how predictions might be performed in such a framework, we present results from a user study focusing on social media data as a predictor for movie box-office success.","https://ieeexplore.ieee.org/document/7042495/","LOCKED","7042495","Arizona State University","https://ieeexplore.ieee.org/author/37085342409","1","Yafeng Lu","37085342409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37077786200","2","Robert Krüger","37077786200","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/38233559700","3","Dennis Thom","38233559700","Arizona State University","https://ieeexplore.ieee.org/author/37085369135","4","Feng Wang","37085369135","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37593029700","5","Steffen Koch","37593029700","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37085368197","6","Thomas Ertl","37085368197","Arizona State University","https://ieeexplore.ieee.org/author/37396008400","7","Ross Maciejewski","37396008400","","","","","","","","","","","","","","","","24","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042495","202","https://ieeexplore.ieee.org/document/7042495/","Social Media","Predictive Analytics","Feature Selection","","","","","","Motion pictures","Media","Analytical models","Predictive models","Twitter","YouTube","Correlation","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042495","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","96","193","Integrating predictive analytics and social media"
"The size and importance of visual multimedia collections grew rapidly over the last years, creating a need for sophisticated multimedia analytics systems enabling large-scale, interactive, and insightful analysis. These systems need to integrate the human's natural expertise in analyzing multimedia with the machine's ability to process large-scale data. The paper starts off with a comprehensive overview of representation, learning, and interaction techniques from both the human's and the machine's point of view. To this end, hundreds of references from the related disciplines (visual analytics, information visualization, computer vision, multimedia information retrieval) have been surveyed. Based on the survey, a novel general multimedia analytics model is synthesized. In the model, the need for semantic navigation of the collection is emphasized and multimedia analytics tasks are placed on the exploration-search axis. The axis is composed of both exploration and search in a certain proportion which changes as the analyst progresses towards insight. Categorization is proposed as a suitable umbrella task realizing the exploration-search axis in the model. Finally, the pragmatic gap, defined as the difference between the tight machine categorization model and the flexible human categorization model is identified as a crucial multimedia analytics topic.","https://ieeexplore.ieee.org/document/7042476/","LOCKED","7042476","University of Amsterdam","https://ieeexplore.ieee.org/author/37085525587","1","Jan Zahálka","37085525587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Amsterdam","https://ieeexplore.ieee.org/author/37267865600","2","Marcel Worring","37267865600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042476","12","https://ieeexplore.ieee.org/document/7042476/","Multimedia (image/video/music) visualization","machine learning","","","","","","","Multimedia communication","Semantics","Visualization","Browsers","Streaming media","Data visualization","Feature extraction","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042476","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","97","3","Towards interactive, intelligent, and integrated multimedia analytics"
"The extraction of relevant and meaningful information from multivariate or high-dimensional data is a challenging problem. One reason for this is that the number of possible representations, which might contain relevant information, grows exponentially with the amount of data dimensions. Also, not all views from a possibly large view space, are potentially relevant to a given analysis task or user. Focus+Context or Semantic Zoom Interfaces can help to some extent to efficiently search for interesting views or data segments, yet they show scalability problems for very large data sets. Accordingly, users are confronted with the problem of identifying interesting views, yet the manual exploration of the entire view space becomes ineffective or even infeasible. While certain quality metrics have been proposed recently to identify potentially interesting views, these often are defined in a heuristic way and do not take into account the application or user context. We introduce a framework for a feedback-driven view exploration, inspired by relevance feedback approaches used in Information Retrieval. Our basic idea is that users iteratively express their notion of interestingness when presented with candidate views. From that expression, a model representing the user's preferences, is trained and used to recommend further interesting view candidates. A decision support system monitors the exploration process and assesses the relevance-driven search process for convergence and stability. We present an instantiation of our framework for exploration of Scatter Plot Spaces based on visual features. We demonstrate the effectiveness of this implementation by a case study on two real-world datasets. We also discuss our framework in light of design alternatives and point out its usefulness for development of user- and context-dependent visual exploration systems.","https://ieeexplore.ieee.org/document/7042480/","LOCKED","7042480","Universität Konstanz, Germany","https://ieeexplore.ieee.org/author/38551542600","1","Michael Behrisch","38551542600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Universität Konstanz, Germany","https://ieeexplore.ieee.org/author/37077498900","2","Fatih Korkmaz","37077498900","Universität Konstanz, Germany","https://ieeexplore.ieee.org/author/37085541736","3","Lin Shao","37085541736","Universität Konstanz, Germany","https://ieeexplore.ieee.org/author/37282557600","4","Tobias Schreck","37282557600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042480","52","https://ieeexplore.ieee.org/document/7042480/","View Space Exploration Framework","Interesting View Problem","Relevance Feedback","User Preference Model","","","","","Data visualization","Space exploration","Decision trees","Visualization","Vectors","Decision support systems","Data models","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042480","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","98","43","Feedback-driven interactive exploration of large multidimensional data supported by visual classifier"
"While many sports use statistics and video to analyze and improve game play, baseball has led the charge throughout its history. With the advent of new technologies that allow all players and the ball to be tracked across the entire field, it is now possible to bring this understanding to another level. From discrete positions across time, we present techniques to reconstruct entire baseball games and visually explore each play. This provides opportunities to not only derive new metrics for the game, but also allow us to investigate existing measures with targeted visualizations. In addition, our techniques allow users to filter on demand so specific situations can be analyzed both in general and according to those situations. We show that gameplay can be accurately reconstructed from the raw position data and discuss how visualization and statistical methods can combine to better inform baseball analyses.","https://ieeexplore.ieee.org/document/7042478/","LOCKED","7042478","","https://ieeexplore.ieee.org/author/37867422200","1","Carlos Dietrich","37867422200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NYU","https://ieeexplore.ieee.org/author/37647314800","2","David Koop","37647314800","NYU","https://ieeexplore.ieee.org/author/37549893300","3","Huy T. Vo","37549893300","NYU","https://ieeexplore.ieee.org/author/37275249200","4","Cláudio T. Silva","37275249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042478","32","https://ieeexplore.ieee.org/document/7042478/","sports visualization","sports analytics","baseball","game reconstruction","baseball metrics","event data","","","Games","Sports equipment","Data visualization","Measurement","Visualization","Trajectory","Heating","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042478","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","99","23","Baseball4D: A tool for baseball game reconstruction & visualization"
"We present a method for evaluating visualizations using both tasks and exploration, and demonstrate this method in a study of spatiotemporal network designs for a visual analytics system. The method is well suited for studying visual analytics applications in which users perform both targeted data searches and analyses of broader patterns. In such applications, an effective visualization design is one that helps users complete tasks accurately and efficiently, and supports hypothesis generation during open-ended exploration. To evaluate both of these aims in a single study, we developed an approach called layered insight- and task-based evaluation (LITE) that interposes several prompts for observations about the data model between sequences of predefined search tasks. We demonstrate the evaluation method in a user study of four network visualizations for spatiotemporal data in a visual analytics application. Results include findings that might have been difficult to obtain in a single experiment using a different methodology. For example, with one dataset we studied, we found that on average participants were faster on search tasks using a force-directed layout than using our other designs; at the same time, participants found this design least helpful in understanding the data. Our contributions include a novel evaluation method that combines well-defined tasks with exploration and observation, an evaluation of network visualization designs for spatiotemporal visual analytics, and guidelines for using this evaluation method.","https://ieeexplore.ieee.org/document/7042482/","LOCKED","7042482","Brown University","https://ieeexplore.ieee.org/author/38489539100","1","Steven R. Gomez","38489539100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brown University","https://ieeexplore.ieee.org/author/38489241200","2","Hua Guo","38489241200","Aptima, Inc","https://ieeexplore.ieee.org/author/37548028800","3","Caroline Ziemkiewicz","37548028800","Brown University","https://ieeexplore.ieee.org/author/37275712600","4","David H. Laidlaw","37275712600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042482","72","https://ieeexplore.ieee.org/document/7042482/","Evaluation methodology","insight-based evaluation","visual analytics","network visualization","information visualization","","","","Data visualization","Visual analytics","Data models","Spatiotemporal phenomena","Layout","Accuracy","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042482","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","100","63","An insight- and task-based methodology for evaluating spatiotemporal visual analytics"
"This paper focuses on the integration of a family of visual analytics techniques for analyzing high-dimensional, multivariate network data that features spatial and temporal information, network connections, and a variety of other categorical and numerical data types. Such data types are commonly encountered in transportation, shipping, and logistics industries. Due to the scale and complexity of the data, it is essential to integrate techniques for data analysis, visualization, and exploration. We present new visual representations, Petal and Thread, to effectively present many-to-many network data including multi-attribute vectors. In addition, we deploy an information-theoretic model for anomaly detection across varying dimensions, displaying highlighted anomalies in a visually consistent manner, as well as supporting a managed process of exploration. Lastly, we evaluate the proposed methodology through data exploration and an empirical study.","https://ieeexplore.ieee.org/document/7042484/","LOCKED","7042484","Purdue University","https://ieeexplore.ieee.org/author/37853300200","1","Sungahnn Ko","37853300200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purdue University","https://ieeexplore.ieee.org/author/37601862300","2","Shehzad Afzal","37601862300","Oxford University","https://ieeexplore.ieee.org/author/37085549160","3","Simon Walton","37085549160","Purdue University","https://ieeexplore.ieee.org/author/37085560666","4","Yang Yang","37085560666","Purdue University","https://ieeexplore.ieee.org/author/37085564725","5","Junghoon Chae","37085564725","Purdue University","https://ieeexplore.ieee.org/author/37397435000","6","Abish Malik","37397435000","Sejong University","https://ieeexplore.ieee.org/author/37557344300","7","Yun Jang","37557344300","Oxford University","https://ieeexplore.ieee.org/author/37280982800","8","Min Chen","37280982800","Purdue University","https://ieeexplore.ieee.org/author/37282598900","9","David Ebert","37282598900","","","","","","10","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042484","92","https://ieeexplore.ieee.org/document/7042484/","I.3.6 [Computer Graphics]: Methodology and Techniques — Interaction techniques","I.3.8 [Computer Graphics]: Applications — Visual Analytics","","","","","","","Delays","Data visualization","Visualization","Instruction sets","Airports","Calendars","Educational institutions","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042484","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","101","83","Analyzing high-dimensional multivaríate network links with integrated anomaly detection, highlighting and exploration"
"Transport assessment plays a vital role in urban planning and traffic control, which are influenced by multi-faceted traffic factors involving road infrastructure and traffic flow. Conventional solutions can hardly meet the requirements and expectations of domain experts. In this paper we present a data-driven solution by leveraging a visual analysis system to evaluate the real traffic situations based on taxi trajectory data. A sketch-based visual interface is designed to support dynamic query and visual reasoning of traffic situations within multiple coordinated views. In particular, we propose a novel road-based query model for analysts to interactively conduct evaluation tasks. This model is supported by a bi-directional hash structure, TripHash, which enables real-time responses to the data queries over a huge amount of trajectory data. Case studies with a real taxi GPS trajectory dataset (> 30GB) show that our system performs well for on-demand transport assessment and reasoning.","https://ieeexplore.ieee.org/document/7042486/","LOCKED","7042486","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085517058","1","Fei Wang","37085517058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37291847800","2","Wei Chen","37291847800","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085516214","3","Feiran Wu","37085516214","Kent State University","https://ieeexplore.ieee.org/author/37277701200","4","Ye Zhao","37277701200","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085505633","5","Han Hong","37085505633","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085516108","6","Tianyu Gu","37085516108","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085506836","7","Long Wang","37085506836","Zhejiang University of Technology","https://ieeexplore.ieee.org/author/37429998500","8","Ronghua Liang","37429998500","State Key Lab of CAD&CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085504609","9","Hujun Bao","37085504609","","","","","","23","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042486","112","https://ieeexplore.ieee.org/document/7042486/","Road-based Query","Taxi Trajectory","Hash Index","Visual Analysis","","","","","Roads","Trajectory","Global Positioning System","Topology","Visualization","Indexes","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042486","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","102","103","A visual reasoning approach for data-driven transport assessment on urban roads"
