"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We present a new algorithm for simplifying the shape of 3D objects by manipulating their medial axis transform (MAT). From an unorganized set of boundary points, our algorithm computes the MAT, decomposes the axis into parts, then selectively removes a subset of these parts in order to reduce the complexity of the overall shape. The result is simplified MAT that can be used for a variety of shape operations. In addition, a polygonal surface of the resulting shape can be directly generated from the filtered MAT using a robust surface reconstruction method. The algorithm presented is shown to have a number of advantages over other existing approaches.","https://ieeexplore.ieee.org/document/1250410/","LOCKED","1250410","Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC, Canada","https://ieeexplore.ieee.org/author/37267823200","1","R. Tam","37267823200","Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC, Canada","https://ieeexplore.ieee.org/author/37269011000","2","W. Heidrich","37269011000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250410","488","https://ieeexplore.ieee.org/document/1250410/","Shape","Surface reconstruction","Topology","Computer graphics","Image reconstruction","Solid modeling","Laboratories","Computer science","Robustness","Reconstruction algorithms","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250410","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","42","481","Shape simplification based on the medial axis transform"
"Tracking and visualizing local features from a time-varying volumetric data allows the user to focus on selected regions of interest, both in space and time, which can lead to a better understanding of the underlying dynamics. In this paper, we present an efficient algorithm to track time-varying isosurfaces and interval volumes using isosurfacing in higher dimensions. Instead of extracting the data features such as isosurfaces or interval volumes separately from multiple time steps and computing the spatial correspondence between those features, our algorithm extracts the correspondence directly from the higher dimensional geometry and thus can more efficiently follow the user selected local features in time. In addition, by analyzing the resulting higher dimensional geometry, it becomes easier to detect important topological events and the corresponding critical time steps for the selected features. With our algorithm, the user can interact with the underlying time-varying data more easily. The computation cost for performing time-varying volume tracking is also minimized.","https://ieeexplore.ieee.org/document/1250374/","LOCKED","1250374","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37840642900","1","Guangfeng Ji","37840642900","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37279493500","2","Han-Wei Shen","37279493500","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37284274100","3","R. Wenger","37284274100","","","","","","","","","","","","","","","","","","","","","","","","","","","17","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250374","216","https://ieeexplore.ieee.org/document/1250374/","Isosurfaces","Data visualization","Data mining","Feature extraction","High performance computing","Animation","Bifurcation","Information science","Computational geometry","Event detection","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250374","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","43","209","Volume tracking using higher dimensional isosurfacing"
"In this paper we show how out-of-core mesh processing techniques can be adapted to perform their computations based on the new processing sequence paradigm (Isenburg, et al., 2003), using mesh simplification as an example. We believe that this processing concept will also prove useful for other tasks, such a parameterization, remeshing, or smoothing, for which currently only in-core solutions exist. A processing sequence represents a mesh as a particular interleaved ordering of indexed triangles and vertices. This representation allows streaming very large meshes through main memory while maintaining information about the visitation status of edges and vertices. At any time, only a small portion of the mesh is kept in-core, with the bulk of the mesh data residing on disk. Mesh access is restricted to a fixed traversal order, but full connectivity and geometry information is available for the active elements of the traversal. This provides seamless and highly efficient out-of-core access to very large meshes for algorithms that can adapt their computations to this fixed ordering. The two abstractions that are naturally supported by this representation are boundary-based and buffer-based processing. We illustrate both abstractions by adapting two different simplification methods to perform their computation using a prototype of our mesh processing sequence API. Both algorithms benefit from using processing sequences in terms of improved quality, more efficient execution, and smaller memory footprints.","https://ieeexplore.ieee.org/document/1250408/","LOCKED","1250408","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37281897600","1","M. Isenburg","37281897600","","https://ieeexplore.ieee.org/author/37269320000","2","P. Lindstrom","37269320000","","https://ieeexplore.ieee.org/author/37565742800","3","S. Gumhold","37565742800","","https://ieeexplore.ieee.org/author/37282623700","4","J. Snoeyink","37282623700","","","","","","","","","","","","","","","","","","","","","","37","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250408","472","https://ieeexplore.ieee.org/document/1250408/","Information geometry","Solid modeling","Data structures","Laboratories","Lifting equipment","Gold","Smoothing methods","Prototypes","Chromium","Computer graphics","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250408","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","44","465","Large mesh simplification using processing sequences"
"Volume rendering is a flexible technique for visualizing dense 3D volumetric datasets. A central element of volume rendering is the conversion between data values and observable quantities such as color and opacity. This process is usually realized through the use of transfer functions that are precomputed and stored in lookup tables. For multidimensional transfer functions applied to multivariate data, these lookup tables become prohibitively large. We propose the direct evaluation of a particular type of transfer functions based on a sum of Gaussians. Because of their simple form (in terms of number of parameters), these functions and their analytic integrals along line segments can be evaluated efficiently on current graphics hardware, obviating the need for precomputed lookup tables. We have adopted these transfer functions because they are well suited for classification based on a unique combination of multiple data values that localize features in the transfer function domain. We apply this technique to the visualization of several multivariate datasets (CT, cryosection) that are difficult to classify and render accurately at interactive rates using traditional approaches.","https://ieeexplore.ieee.org/document/1250412/","LOCKED","1250412","Inst. of Sci. Comput. & Imaging, Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37324263400","1","J. Kniss","37324263400","","https://ieeexplore.ieee.org/author/38149547900","2","S. premoze","38149547900","","https://ieeexplore.ieee.org/author/37426872100","3","M. Ikits","37426872100","","https://ieeexplore.ieee.org/author/38198885000","4","A. Lefohn","38198885000","","https://ieeexplore.ieee.org/author/37266777200","5","C. Hansen","37266777200","https://ieeexplore.ieee.org/author/37266873200","6","E. Praun","37266873200","","","","","","","","","","","","","40","7","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250412","504","https://ieeexplore.ieee.org/document/1250412/","Transfer functions","Data visualization","Rendering (computer graphics)","Table lookup","Multidimensional systems","Computer graphics","Geometrical optics","Hardware","Scientific computing","Computed tomography","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250412","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","45","497","Gaussian transfer functions for multi-field volume visualization"
"One of the reasons that topological methods have a limited popularity for the visualization of complex 3D flow fields is the fact that such topological structures contain a number of separating stream surfaces. Since these stream surfaces tend to hide each other as well as other topological features, for complex 3D topologies the visualizations become cluttered and hardly interpretable. This paper proposes to use particular stream lines called saddle connectors instead of separating stream surfaces and to depict single surfaces only on user demand. We discuss properties and computational issues of saddle connectors and apply these methods to complex flow data. We show that the use of saddle connectors makes topological skeletons available as a valuable visualization tool even for topologically complex 3D flow data.","https://ieeexplore.ieee.org/document/1250376/","LOCKED","1250376","MPI Informatik Saarbrucken, Germany","https://ieeexplore.ieee.org/author/37266875400","1","H. Theisel","37266875400","","https://ieeexplore.ieee.org/author/37282635100","2","T. Weinkauf","37282635100","","https://ieeexplore.ieee.org/author/37282272000","3","H.-C. Hege","37282272000","","https://ieeexplore.ieee.org/author/37271851300","4","H.-P. Seidel","37271851300","","","","","","","","","","","","","","","","","","","","","","59","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250376","232","https://ieeexplore.ieee.org/document/1250376/","Connectors","Skeleton","Data visualization","Topology","Jacobian matrices","Eigenvalues and eigenfunctions","Switches","Data flow computing","Chromium","Computer graphics","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250376","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","46","225","Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields"
"In this paper, we propose a quasi-static approximation (QSA) approach to simulate the movement of the movable object in 6-degrees-of-freedom (DOF) haptic rendering. In our QSA approach, we solve for static equilibrium during each haptic time step, ignoring any dynamical properties such as inertia. The major contribution of this approach is to overcome the computational instability problem in overly stiff systems arising from numerical integration of second-order differential equations in previous dynamic models. Our primary experimental results on both simulated aircraft geometry and a large-scale real-world aircraft engine showed that our QSA approach was capable of maintaining the 1000Hz haptic refresh rate with more robust collision avoidance and more reliable force and torque feedback.","https://ieeexplore.ieee.org/document/1250380/","LOCKED","1250380","The Boeing Co., Seattle, WA, USA","https://ieeexplore.ieee.org/author/37362958300","1","Ming Wan","37362958300","The Boeing Co., Seattle, WA, USA","https://ieeexplore.ieee.org/author/37619958500","2","W.A. McNeely","37619958500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250380","262","https://ieeexplore.ieee.org/document/1250380/","Haptic interfaces","Computational modeling","Aircraft propulsion","Force feedback","Differential equations","Solid modeling","Geometry","Large-scale systems","Maintenance","Robustness","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250380","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","47","257","Quasi-static approach approximation for 6 degrees-of-freedom haptic rendering"
"Direct volume rendering of scalar fields uses a transfer function to map locally measured data properties to opacities and colors. The domain of the transfer function is typically the one-dimensional space of scalar data values. This paper advances the use of curvature information in multi-dimensional transfer functions, with a methodology for computing high-quality curvature measurements. The proposed methodology combines an implicit formulation of curvature with convolution-based reconstruction of the field. We give concrete guidelines for implementing the methodology, and illustrate the importance of choosing accurate filters for computing derivatives with convolution. Curvature-based transfer functions are shown to extend the expressivity and utility of volume rendering through contributions in three different application areas: nonphotorealistic volume rendering, surface smoothing via anisotropic diffusion, and visualization of isosurface uncertainty.","https://ieeexplore.ieee.org/document/1250414/","LOCKED","1250414","Inst. of Sci. Comput. & Imaging, Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37282742400","1","G. Kindlmann","37282742400","Inst. of Sci. Comput. & Imaging, Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37267322600","2","R. Whitaker","37267322600","Inst. of Sci. Comput. & Imaging, Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37265762400","3","T. Tasdizen","37265762400","","https://ieeexplore.ieee.org/author/37275858700","4","T. Moller","37275858700","","","","","","","","","","","","","","","","","","","","","","145","12","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250414","520","https://ieeexplore.ieee.org/document/1250414/","Transfer functions","Volume measurement","Concrete","Guidelines","Filters","Convolution","Surface reconstruction","Smoothing methods","Anisotropic magnetoresistance","Visualization","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250414","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","48","513","Curvature-based transfer functions for direct volume rendering: methods and applications"
"In this paper we present an interactive texture-based technique for visualizing three-dimensional vector fields. The goal of the algorithm is to provide a general volume rendering framework allowing the user to compute three-dimensional flow textures interactively, and to modify the appearance of the visualization on the fly. To achieve our goal, we decouple the visualization pipeline into two disjoint stages. First, streamlines are generated from the 3D vector data. Various geometric properties of the streamlines are extracted and converted into a volumetric form using a hardware-assisted slice sweeping algorithm. In the second phase of the algorithm, the attributes stored in the volume are used as texture coordinates to look up an appearance texture to generate both informative and aesthetic representations of the underlying vector field. Users can change the input textures and instantaneously visualize the rendering results. With our algorithm, visualizations with enhanced structural perception using various visual cues can be rendered in real time. A myriad of existing geometry-based and texture-based visualization techniques can also be emulated.","https://ieeexplore.ieee.org/document/1250378/","LOCKED","1250378","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37558766900","1","Guo-Shi Li","37558766900","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/38481208600","2","U.D. Bordoloi","38481208600","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37279493500","3","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250378","248","https://ieeexplore.ieee.org/document/1250378/","Data visualization","Rendering (computer graphics)","Computer graphics","Pipelines","Shape","Data flow computing","Information science","Tornadoes","Data mining","Chromium","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250378","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","49","241","Chameleon: an interactive texture-based rendering framework for visualizing three-dimensional vector fields"
"We introduce a method for the animation of fire propagation and the burning consumption of objects represented as volumetric data sets. Our method uses a volumetric fire propagation model based on an enhanced distance field. It can simulate the spreading of multiple fire fronts over a specified isosurface without actually having to create that isosurface. The distance field is generated from a specific shell volume that rapidly creates narrow spatial bands around the virtual surface of any given isovalue. The complete distance field is then obtained by propagation from the initial bands. At each step multiple fire fronts can evolve simultaneously on the volumetric object. The flames of the fire are constructed from streams of particles whose movement is regulated by a velocity field generated with the hardware-accelerated Lattice Boltzmann Model (LBM). The LBM provides a physically-based simulation of the air flow around the burning object. The object voxels and the splats associated with the flame particles are rendered in the same pipeline so that the volume data with its external and internal structures can be displayed along with the fire.","https://ieeexplore.ieee.org/document/1250382/","LOCKED","1250382","Center for Visual Comput., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37067591000","1","Ye Zhao","37067591000","Center for Visual Comput., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37279025800","2","Xiaoming Wei","37279025800","Center for Visual Comput., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37273608100","3","Zhe Fan","37273608100","Center for Visual Comput., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37268052800","4","A. Kaufman","37268052800","Center for Visual Comput., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37276553900","5","Hong Qin","37276553900","","","","","","","","","","","","","","","","","7","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250382","278","https://ieeexplore.ieee.org/document/1250382/","Fires","Computational modeling","Lattice Boltzmann methods","Computer graphics","Visualization","Animation","Isosurfaces","Fuels","Computer science","Rendering (computer graphics)","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250382","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","50","271","Voxels on fire [computer animation]"
"We describe a visualization application intended for operational use in formulating business strategy in the customer service arena. The visualization capability provided in this application implicitly allows the user to better formulate the objective function for large optimization runs which act to minimize costs based on certain input parameters. Visualization is necessary because many of the inputs to the optimization runs are themselves strategic business decisions which are not pre-ordained. Both information visualization presentations and three-dimensional visualizations are included to help users better understand the cost/benefit tradeoffs of these strategic business decisions. Here, visualization explicitly provides value not possible algorithmically, as the perceived benefit of different combinations of service level does not have an a priori mathematical formulation. Thus, we take advantage of the fundamental power of visualization, bringing the user's intuition and pattern recognition skills into the solution, while simultaneously taking advantage of the strength of algorithmic approaches to quickly and accurately find an optimal solution to a well-defined problem.","https://ieeexplore.ieee.org/document/1250416/","LOCKED","1250416","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37378534100","1","D.L. Gresh","37378534100","","https://ieeexplore.ieee.org/author/38198667500","2","E.I. Kelton","38198667500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250416","538","https://ieeexplore.ieee.org/document/1250416/","Visualization","Computer aided software engineering","Hardware","Customer service","Cost function","Pattern recognition","Chromium","Computer graphics","Optimization methods","Land transportation","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250416","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","51","531","Visualization, optimization, business strategy: a case study"
"We present techniques for discovering and exploiting regularity in large curvilinear data sets. The data can be based on a single mesh or a mesh composed of multiple submeshes (also known as zones). Multi-zone data are typical in Computational Fluid Dynamics (CFD) simulations. Regularities include axis-aligned rectilinear and cylindrical meshes as well as cases where one zone is equivalent to a rigid body transformation of another. Our algorithms can also discover rigid-body motion of meshes in time-series data. Next, we describe a data model where we can utilize the results from the discovery process in order to accelerate large data visualizations. Where possible, we replace general curvilinear zones with rectilinear or cylindrical zones. In rigid-body motion cases, we replace a time-series of meshes with a transformed mesh object where a reference mesh is dynamically transformed based on a given time value in order to satisfy geometry requests, on demand. The data model enables us to make these substitutions and dynamic transformations transparently with respect to the visualization algorithms. We present results with large data sets where we combine our mesh replacement and transformation techniques with out-of-core paging in order to achieve analysis speedups ranging from 1.5 to 2.","https://ieeexplore.ieee.org/document/1250420/","LOCKED","1250420","Adv. Manage. Technol. Inc., NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37282594500","1","D. Ellsworth","37282594500","","https://ieeexplore.ieee.org/author/37264891100","2","P.J. Moran","37264891100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250420","568","https://ieeexplore.ieee.org/document/1250420/","Acceleration","Data analysis","Data models","Data visualization","Algorithm design and analysis","NASA","Computational fluid dynamics","Pattern analysis","Postal services","Interpolation","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250420","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","52","561","Accelerating large data analysis by exploiting regularities"
"Nowadays, direct volume rendering via 3D textures has positioned itself as an efficient tool for the display and visual analysis of volumetric scalar fields. It is commonly accepted, that for reasonably sized data sets appropriate quality at interactive rates can be achieved by means of this technique. However, despite these benefits one important issue has received little attention throughout the ongoing discussion of texture based volume rendering: the integration of acceleration techniques to reduce per-fragment operations. In this paper, we address the integration of early ray termination and empty-space skipping into texture based volume rendering on graphical processing units (GPU). Therefore, we describe volume ray-casting on programmable graphics hardware as an alternative to object-order approaches. We exploit the early z-test to terminate fragment processing once sufficient opacity has been accumulated, and to skip empty space along the rays of sight. We demonstrate performance gains up to a factor of 3 for typical renditions of volumetric data sets on the ATI 9700 graphics card.","https://ieeexplore.ieee.org/document/1250384/","LOCKED","1250384","Comput. Graphics & Visualization Group, Tech. Univ. Munich, Germany","https://ieeexplore.ieee.org/author/37548560500","1","J. Kruger","37548560500","Comput. Graphics & Visualization Group, Tech. Univ. Munich, Germany","https://ieeexplore.ieee.org/author/37444424000","2","R. Westermann","37444424000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247","48","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250384","292","https://ieeexplore.ieee.org/document/1250384/","Acceleration","Rendering (computer graphics)","Hardware","Computer graphics","Sampling methods","Data visualization","Three dimensional displays","Computer displays","Performance gain","Chromium","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250384","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","53","287","Acceleration techniques for GPU-based volume rendering"
"The extraction of planar sections from volume images is the most commonly used technique for inspecting and visualizing anatomic structures. We propose to generalize the concept of planar section to the extraction of curved cross-sections (free form surfaces). Compared with planar slices, curved cross-sections may easily follow the trajectory of tubular structures and organs such as the aorta or the colon. They may be extracted from a 3D volume, displayed as a 3D view and possibly flattened. Flattening of curved cross-sections allows to inspect spatially complex relationship between anatomic structures and their neighborhood. They also allow to carry out measurements along a specific orientation. For the purpose of facilitating the interactive specification of free form surfaces, users may navigate in real time within the body and select the slices on which the surface control points will be positioned. Immediate feedback is provided by displaying boundary curves as cylindrical markers within a 3D view composed of anatomic organs, planar slices and possibly free form surface sections. Extraction of curved surface sections is an additional service that is available online as a Java applet (http://visiblehuman.epfl.ch). It may be used as an advanced tool for exploring and teaching anatomy.","https://ieeexplore.ieee.org/document/1250351/","LOCKED","1250351","Ecole Polytechnique Federale de Lausanne, Switzerland","https://ieeexplore.ieee.org/author/37563163700","1","L. Saroul","37563163700","Ecole Polytechnique Federale de Lausanne, Switzerland","https://ieeexplore.ieee.org/author/37415825900","2","S. Gerlach","37415825900","Ecole Polytechnique Federale de Lausanne, Switzerland","","3","R.D. Herch","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","7","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250351","34","https://ieeexplore.ieee.org/document/1250351/","Visualization","Biomedical imaging","Colon","Navigation","Feedback","Java","Education","Anatomy","","","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250351","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","54","27","Exploring curved anatomic structures with surface sections"
"This paper describes a set of techniques developed for the visualization of high-resolution volume data generated from industrial computed tomography for nondestructive testing (NDT) applications. Because the data are typically noisy and contain fine features, direct volume rendering methods do not always give us satisfactory results. We have coupled region growing techniques and a 2D histogram interface to facilitate volumetric feature extraction. The new interface allows the user to conveniently identify, separate or composite, and compare features in the data. To lower the cost of segmentation, we show how partial region growing results can suggest a reasonably good classification function for the rendering of the whole volume. The NDT applications that we work on demand visualization tasks including not only feature extraction and visual inspection, but also modeling and measurement of concealed structures in volumetric objects. An efficient filtering and modeling process for generating surface representation of extracted features is also introduced. Four CT data sets for preliminary NDT are used to demonstrate the effectiveness of the new visualization strategy that we have developed.","https://ieeexplore.ieee.org/document/1250418/","LOCKED","1250418","California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37288597500","1","R. Huang","37288597500","California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","https://ieeexplore.ieee.org/author/37282708700","3","P. McCormick","37282708700","","https://ieeexplore.ieee.org/author/38203215500","4","W. Ward","38203215500","","","","","","","","","","","","","","","","","","","","","","13","8","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250418","554","https://ieeexplore.ieee.org/document/1250418/","Data visualization","Nondestructive testing","Computed tomography","Feature extraction","Rendering (computer graphics)","Computer industry","Histograms","Cost function","Inspection","Volume measurement","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250418","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","55","547","Visualizing industrial CT volume data for nondestructive testing applications"
"This paper describes the work of a team of researchers in computer graphics, geometric computing, and civil engineering to produce a visualization of the September 2001 attack on the Pentagon. The immediate motivation for the project was to understand the behavior of the building under the impact. The longer term motivation was to establish a path for producing high-quality visualizations of large scale simulations. The first challenge was managing the enormous complexity of the scene to fit within the limits of state-of-the art simulation software systems and supercomputing resources. The second challenge was to integrate the simulation results into a high-quality visualization. To meet this challenge, we implemented a custom importer that simplifies and loads the massive simulation data in a commercial animation system. The surrounding scene is modeled using image-based techniques and is also imported in the animation system where the visualization is produced. A specific issue for us was to federate the simulation and the animation systems, both commercial systems not under our control and following internally different conceptualizations of geometry and animation. This had to be done such that scalability was achieved. The reusable link created between the two systems allows communicating the results to non-specialists and the public at large, as well as facilitating communication in teams with members having diverse technical backgrounds.","https://ieeexplore.ieee.org/document/1250422/","LOCKED","1250422","Purdue Univ., USA","https://ieeexplore.ieee.org/author/37272425500","1","V. Popescu","37272425500","Purdue Univ., USA","https://ieeexplore.ieee.org/author/37359029500","2","C. Hoffmann","37359029500","Purdue Univ., USA","https://ieeexplore.ieee.org/author/38196945000","3","S. Kilic","38196945000","Purdue Univ., USA","https://ieeexplore.ieee.org/author/38197908500","4","M. Sozen","38197908500","Purdue Univ., USA","https://ieeexplore.ieee.org/author/37442441900","5","S. Meador","37442441900","","","","","","","","","","","","","","","","","3","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250422","580","https://ieeexplore.ieee.org/document/1250422/","Large-scale systems","Animation","Computational modeling","Layout","Data visualization","Computer graphics","Civil engineering","Resource management","Art","Software systems","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250422","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","56","575","Producing high-quality visualizations of large-scale simulation"
