"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Event sequence data such as electronic health records, a person's academic records, or car service records, are ordered series of events which have occurred over a period of time. Analyzing collections of event sequences can reveal common or semantically important sequential patterns. For example, event sequence analysis might reveal frequently used care plans for treating a disease, typical publishing patterns of professors, and the patterns of service that result in a well-maintained car. It is challenging, however, to visually explore large numbers of event sequences, or sequences with large numbers of event types. Existing methods focus on extracting explicitly matching patterns of events using statistical analysis to create stages of event progression over time. However, these methods fail to capture latent clusters of similar but not identical evolutions of event sequences. In this paper, we introduce a novel visualization system named EventThread which clusters event sequences into threads based on tensor analysis and visualizes the latent stage categories and evolution patterns by interactively grouping the threads by similarity into time-specific clusters. We demonstrate the effectiveness of EventThread through usage scenarios in three different application domains and via interviews with an expert user.","https://ieeexplore.ieee.org/document/8017612/","LOCKED","8017612","East China Normal University","https://ieeexplore.ieee.org/author/37086547434","1","Shunan Guo","37086547434","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086887730","2","Ke Xu","37086887730","iDVx LabTongji University","https://ieeexplore.ieee.org/author/37086889300","3","Rongwen Zhao","37086889300","University of North Carolina, Chapel Hill","https://ieeexplore.ieee.org/author/37601397400","4","David Gotz","37601397400","East China Normal University","https://ieeexplore.ieee.org/author/37271683100","5","Hongyuan Zha","37271683100","iDVx LabTongji University","https://ieeexplore.ieee.org/author/37604309600","6","Nan Cao","37604309600","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2017.2745320","65","https://ieeexplore.ieee.org/document/8017612/","Visual Knowledge Representation","Visual Knowledge Discovery","Data Clustering","Time Series Data","Illustrative Visualization","","","","","","Data visualization","Visualization","Automobiles","Hidden Markov models","Algorithm design and analysis","Semantics","Clustering algorithms","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017612","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","76","56","EventThread: Visual Summarization and Stage Analysis of Event Sequence Data","24"
"Branched covering spaces are a mathematical concept which originates from complex analysis and topology and has applications in tensor field topology and geometry remeshing. Given a manifold surface and an $N$-way rotational symmetry field, a branched covering space is a manifold surface that has an $N$-to-1 map to the original surface except at the ramification points, which correspond to the singularities in the rotational symmetry field. Understanding the notion and mathematical properties of branched covering spaces is important to researchers in tensor field visualization and geometry processing, and their application areas. In this paper, we provide a framework to interactively design and visualize the branched covering space (BCS) of an input mesh surface and a rotational symmetry field defined on it. In our framework, the user can visualize not only the BCSs but also their construction process. In addition, our system allows the user to design the geometric realization of the BCS using mesh deformation techniques as well as connecting tubes. This enables the user to verify important facts about BCSs such as that they are manifold surfaces around singularities, as well as the Riemann-Hurwitz formula which relates the Euler characteristic of the BCS to that of the original mesh. Our system is evaluated by student researchers in scientific visualization and geometry processing as well as faculty members in mathematics at our university who teach topology. We include their evaluations and feedback in the paper.","https://ieeexplore.ieee.org/document/8017576/","LOCKED","8017576","Roy Family Homeschool","https://ieeexplore.ieee.org/author/37086255270","1","Lawrence Roy","37086255270","Oregon State University","https://ieeexplore.ieee.org/author/37086255123","2","Prashant Kumar","37086255123","Oregon State University","https://ieeexplore.ieee.org/author/37086258292","3","Sanaz Golbabaei","37086258292","Oregon State University","https://ieeexplore.ieee.org/author/37086257785","4","Yue Zhang","37086257785","Oregon State University","https://ieeexplore.ieee.org/author/37398562200","5","Eugene Zhang","37398562200","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2017.2744038","852","https://ieeexplore.ieee.org/document/8017576/","Tensor field topology","math visualization","branched covering spaces visualization","rotational symmetries","ramification points","","","","","","Visualization","Tensile stress","Topology","Geometry","Manifolds","Electron tubes","Surface treatment","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017576","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","77","843","Interactive Design and Visualization of Branched Covering Spaces","24"
"Using different methods for laying out a graph can lead to very different visual appearances, with which the viewer perceives different information. Selecting a “good” layout method is thus important for visualizing a graph. The selection can be highly subjective and dependent on the given task. A common approach to selecting a good layout is to use aesthetic criteria and visual inspection. However, fully calculating various layouts and their associated aesthetic metrics is computationally expensive. In this paper, we present a machine learning approach to large graph visualization based on computing the topological similarity of graphs using graph kernels. For a given graph, our approach can show what the graph would look like in different layouts and estimate their corresponding aesthetic metrics. An important contribution of our work is the development of a new framework to design graph kernels. Our experimental study shows that our estimation calculation is considerably faster than computing the actual layouts and their aesthetic metrics. Also, our graph kernels outperform the state-of-the-art ones in both time and accuracy. In addition, we conducted a user study to demonstrate that the topological similarity computed with our graph kernel matches perceptual similarity assessed by human users.","https://ieeexplore.ieee.org/document/8017580/","LOCKED","8017580","University of California, Davis","https://ieeexplore.ieee.org/author/37085484504","1","Oh-Hyun Kwon","37085484504","University of California, Davis","https://ieeexplore.ieee.org/author/37597152500","2","Tarik Crnovrsanin","37597152500","University of California, Davis","https://ieeexplore.ieee.org/author/37085432740","3","Kwan-Liu Ma","37085432740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0","Journals","10.1109/TVCG.2017.2743858","488","https://ieeexplore.ieee.org/document/8017580/","Graph visualization","graph layout","aesthetics","machine learning","graph kernel","graphlet","","","","","Kernel","Layout","Measurement","Visualization","Inspection","Data visualization","Support vector machines","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017580","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","78","478","What Would a Graph Look Like in this Layout? A Machine Learning Approach to Large Graph Visualization","24"
"Visualizations often appear in multiples, either in a single display (e.g., small multiples, dashboard) or across time or space (e.g., slideshow, set of dashboards). However, existing visualization design guidelines typically focus on single rather than multiple views. Solely following these guidelines can lead to effective yet inconsistent views (e.g., the same field has different axes domains across charts), making interpretation slow and error-prone. Moreover, little is known how consistency balances with other design considerations, making it difficult to incorporate consistency mechanisms in visualization authoring software. We present a wizard-of-oz study in which we observed how Tableau users achieve and sacrifice consistency in an exploration-to-presentation visualization design scenario. We extend (from our prior work) a set of encoding-specific constraints defining consistency across multiple views. Using the constraints as a checklist in our study, we observed cases where participants spontaneously maintained consistent encodings and warned cases where consistency was overlooked. In response to the warnings, participants either revised views for consistency or stated why they thought consistency should be overwritten. We categorize participants' actions and responses as constraint validations and exceptions, depicting the relative importance of consistency and other design considerations under various circumstances (e.g., data cardinality, available encoding resources, chart layout). We discuss automatic consistency checking as a constraint-satisfaction problem and provide design implications for communicating inconsistencies to users.","https://ieeexplore.ieee.org/document/8017651/","LOCKED","8017651","University of Washington","https://ieeexplore.ieee.org/author/37086218547","1","Zening Qu","37086218547","University of Washington","https://ieeexplore.ieee.org/author/38016234500","2","Jessica Hullman","38016234500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","Journals","10.1109/TVCG.2017.2744198","477","https://ieeexplore.ieee.org/document/8017651/","Visualization Design","Qualitative Study","Evaluation","","","","","","","","Encoding","Data visualization","Image color analysis","Visualization","Adaptation models","Color","Guidelines","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017651","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","79","468","Keeping Multiple Views Consistent: Constraints, Validations, and Exceptions in Visualization Authoring","24"
"Clustering, the process of grouping together similar items into distinct partitions, is a common type of unsupervised machine learning that can be useful for summarizing and aggregating complex multi-dimensional data. However, data can be clustered in many ways, and there exist a large body of algorithms designed to reveal different patterns. While having access to a wide variety of algorithms is helpful, in practice, it is quite difficult for data scientists to choose and parameterize algorithms to get the clustering results relevant for their dataset and analytical tasks. To alleviate this problem, we built Clustervision, a visual analytics tool that helps ensure data scientists find the right clustering among the large amount of techniques and parameters available. Our system clusters data using a variety of clustering techniques and parameters and then ranks clustering results utilizing five quality metrics. In addition, users can guide the system to produce more relevant results by providing task-relevant constraints on the data. Our visual user interface allows users to find high quality clustering results, explore the clusters using several coordinated visualization techniques, and select the cluster result that best suits their task. We demonstrate this novel approach using a case study with a team of researchers in the medical domain and showcase that our system empowers users to choose an effective representation of their complex data.","https://ieeexplore.ieee.org/document/8019866/","LOCKED","8019866","IBM T.J. Watson Research Center, NY, USA","https://ieeexplore.ieee.org/author/37085677185","1","Bum Chul Kwon","37085677185","Massachusetts Institute of Technology, Cambridge, MA, USA","https://ieeexplore.ieee.org/author/37086231814","2","Ben Eysenbach","37086231814","IBM T.J. Watson Research Center, NY, USA","https://ieeexplore.ieee.org/author/37086157821","3","Janu Verma","37086157821","IBM T.J. Watson Research Center, NY, USA","https://ieeexplore.ieee.org/author/37085638117","4","Kenney Ng","37085638117","Inova Heart and Vascular Institute, Fairfax, VA, USA","https://ieeexplore.ieee.org/author/37086239400","5","Christopher De Filippi","37086239400","Sutter Health Research, Walnut Creek, California, USA","https://ieeexplore.ieee.org/author/37085649720","6","Walter F. Stewart","37085649720","IBM T.J. Watson Research Center, NY, USA","https://ieeexplore.ieee.org/author/37294938400","7","Adam Perer","37294938400","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2017.2745085","151","https://ieeexplore.ieee.org/document/8019866/","Unsupervised Clustering","Visual Analytics","Quality Metrics","Interactive Visual Clustering","","","","","","","Clustering algorithms","Measurement","Visual analytics","Partitioning algorithms","Data visualization","Indexes","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8019866","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","80","142","Clustervision: Visual Supervision of Unsupervised Clustering","24"
"Mass spectrometry imaging (MSI) is a transformative imaging method that supports the untargeted, quantitative measurement of the chemical composition and spatial heterogeneity of complex samples with broad applications in life sciences, bioenergy, and health. While MSI data can be routinely collected, its broad application is currently limited by the lack of easily accessible analysis methods that can process data of the size, volume, diversity, and complexity generated by MSI experiments. The development and application of cutting-edge analytical methods is a core driver in MSI research for new scientific discoveries, medical diagnostics, and commercial-innovation. However, the lack of means to share, apply, and reproduce analyses hinders the broad application, validation, and use of novel MSI analysis methods. To address this central challenge, we introduce the Berkeley Analysis and Storage Toolkit (BASTet), a novel framework for shareable and reproducible data analysis that supports standardized data and analysis interfaces, integrated data storage, data provenance, workflow management, and a broad set of integrated tools. Based on BASTet, we describe the extension of the OpenMSI mass spectrometry imaging science gateway to enable web-based sharing, reuse, analysis, and visualization of data analyses and derived data products. We demonstrate the application of BASTet and OpenMSI in practice to identify and compare characteristic substructures in the mouse brain based on their chemical composition measured via MSI.","https://ieeexplore.ieee.org/document/8017614/","LOCKED","8017614","Computational Research DivisionLawrence Berkeley National Laboratory (LBNL)","https://ieeexplore.ieee.org/author/38549423900","1","Oliver Rübel","38549423900","Environmental Genomics & Systems Biology DivisionLBNL","https://ieeexplore.ieee.org/author/37085673535","2","Benjamin P. Bowen","37085673535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","Journals","10.1109/TVCG.2017.2744479","1035","https://ieeexplore.ieee.org/document/8017614/","Mass spectrometry imaging","Data provenance","Visualization","Data management","Analysis Workflows","Data sharing","","","","","Data visualization","Imaging","Data analysis","Mass spectroscopy","Tools","Software","Ions","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017614","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","81","1025","BASTet: Shareable and Reproducible Analysis and Visualization of Mass Spectrometry Imaging Data via OpenMSI","24"
"Tree boosting, which combines weak learners (typically decision trees) to generate a strong learner, is a highly effective and widely used machine learning method. However, the development of a high performance tree boosting model is a time-consuming process that requires numerous trial-and-error experiments. To tackle this issue, we have developed a visual diagnosis tool, BOOSTVis, to help experts quickly analyze and diagnose the training process of tree boosting. In particular, we have designed a temporal confusion matrix visualization, and combined it with a t-SNE projection and a tree visualization. These visualization components work together to provide a comprehensive overview of a tree boosting model, and enable an effective diagnosis of an unsatisfactory training process. Two case studies that were conducted on the Otto Group Product Classification Challenge dataset demonstrate that BOOSTVis can provide informative feedback and guidance to improve understanding and diagnosis of tree boosting algorithms.","https://ieeexplore.ieee.org/document/8017582/","CCBY - IEEE is not the copyright holder of this material. Please follow the instructions via https://creativecommons.org/licenses/by/4.0/ to obtain full-text articles and stipulations in the API documentation.","8017582","Tsinghua University and National Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/37406039100","1","Shixia Liu","37406039100","Tsinghua University and National Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/37086228278","2","Jiannan Xiao","37086228278","Tsinghua University and National Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/37085883613","3","Junlin Liu","37085883613","Microsoft Research","https://ieeexplore.ieee.org/author/37085460249","4","Xiting Wang","37085460249","Cardiff University","https://ieeexplore.ieee.org/author/37086225533","5","Jing Wu","37086225533","Tsinghua University and National Engineering Lab for Big Data Software","https://ieeexplore.ieee.org/author/38490433400","6","Jun Zhu","38490433400","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2017.2744378","173","https://ieeexplore.ieee.org/document/8017582/","tree boosting","model analysis","temporal confusion matrix","tree visualization","","","","","","","Boosting","Training","Decision trees","Tools","Vegetation","Visualization","Analytical models","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017582","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","82","163","Visual Diagnosis of Tree Boosting Methods","24"
"Scatterplot matrices (SPLOMs) are widely used for exploring multidimensional data. Scatterplot diagnostics (scagnostics) approaches measure characteristics of scatterplots to automatically find potentially interesting plots, thereby making SPLOMs more scalable with the dimension count. While statistical measures such as regression lines can capture orientation, and graph-theoretic scagnostics measures can capture shape, there is no scatterplot characterization measure that uses both descriptors. Based on well-known results in shape analysis, we propose a scagnostics approach that captures both scatterplot shape and orientation using skeletons (or medial axes). Our representation can handle complex spatial distributions, helps discovery of principal trends in a multiscale way, scales visually well with the number of samples, is robust to noise, and is automatic and fast to compute. We define skeleton-based similarity metrics for the visual exploration and analysis of SPLOMs. We perform a user study to measure the human perception of scatterplot similarity and compare the outcome to our results as well as to graph-based scagnostics and other visual quality metrics. Our skeleton-based metrics outperform previously defined measures both in terms of closeness to perceptually-based similarity and computation time efficiency.","https://ieeexplore.ieee.org/document/8017649/","LOCKED","8017649","Institute of Computer Science, Westfälische Wilhelms-Universität Münster, Germany","https://ieeexplore.ieee.org/author/37086217387","1","José Matute","37086217387","Johann Bernoulli Institute for Mathematics and Computer Science, University of Groningen, Groningen, The Netherlands","https://ieeexplore.ieee.org/author/37268047100","2","Alexandru C. Telea","37268047100","Institute of Computer Science, Westfälische Wilhelms-Universität Münster, Germany","https://ieeexplore.ieee.org/author/37266826500","3","Lars Linsen","37266826500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","Journals","10.1109/TVCG.2017.2744339","552","https://ieeexplore.ieee.org/document/8017649/","Multidimensional Data (primary keyword)","High-Dimensional Data","","","","","","","","","Shape","Two dimensional displays","Visualization","Shape measurement","Skeleton","Correlation","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017649","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","83","542","Skeleton-Based Scagnostics","24"
"A myriad of design rules for what constitutes a “good” colormap can be found in the literature. Some common rules include order, uniformity, and high discriminative power. However, the meaning of many of these terms is often ambiguous or open to interpretation. At times, different authors may use the same term to describe different concepts or the same rule is described by varying nomenclature. These ambiguities stand in the way of collaborative work, the design of experiments to assess the characteristics of colormaps, and automated colormap generation. In this paper, we review current and historical guidelines for colormap design. We propose a specified taxonomy and provide unambiguous mathematical definitions for the most common design rules.","https://ieeexplore.ieee.org/document/8017653/","LOCKED","8017653","Los Alamos National Laboratory","https://ieeexplore.ieee.org/author/37085421815","1","Roxana Bujack","37085421815","University of Texas, Austin","https://ieeexplore.ieee.org/author/37086219721","2","Terece L. Turton","37086219721","University of Texas, Austin","https://ieeexplore.ieee.org/author/37085461049","3","Francesca Samsel","37085461049","University of New Hampshire","https://ieeexplore.ieee.org/author/37265850800","4","Colin Ware","37265850800","Los Alamos National Laboratory","https://ieeexplore.ieee.org/author/37085461682","5","David H. Rogers","37085461682","Los Alamos National Laboratory","https://ieeexplore.ieee.org/author/37282713700","6","James Ahrens","37282713700","","","","","","","","","","","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2017.2743978","933","https://ieeexplore.ieee.org/document/8017653/","colormap","survey","taxonomy","order","uniformity","discriminative power","smoothness","monotonicity","linearity","speed","Image color analysis","Linearity","Color","Taxonomy","Sensitivity","Brightness","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017653","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","84","923","The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps","24"
"Interactive visual data analysis is most productive when users can focus on answering the questions they have about their data, rather than focusing on how to operate the interface to the analysis tool. One viable approach to engaging users in interactive conversations with their data is a natural language interface to visualizations. These interfaces have the potential to be both more expressive and more accessible than other interaction paradigms. We explore how principles from language pragmatics can be applied to the flow of visual analytical conversations, using natural language as an input modality. We evaluate the effectiveness of pragmatics support in our system Evizeon, and present design considerations for conversation interfaces to visual analytics tools.","https://ieeexplore.ieee.org/document/8019833/","OPEN_ACCESS","8019833","Stanford University","https://ieeexplore.ieee.org/author/37396283400","1","Enamul Hoque","37396283400","Tableau Research","https://ieeexplore.ieee.org/author/37392286200","2","Vidya Setlur","37392286200","Tableau Research","https://ieeexplore.ieee.org/author/37275861300","3","Melanie Tory","37275861300","Rice University","https://ieeexplore.ieee.org/author/37086246880","4","Isaac Dykeman","37086246880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","Journals","10.1109/TVCG.2017.2744684","318","https://ieeexplore.ieee.org/document/8019833/","natural language","interaction","language pragmatics","visual analytics","ambiguity","feedback","","","","","Pragmatics","Visual analytics","Natural languages","Data visualization","Coherence","Tools","","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8019833","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","85","309","Applying Pragmatics Principles for Interaction with Visual Analytics","24"
"Clustering of trajectories of moving objects by similarity is an important technique in movement analysis. Existing distance functions assess the similarity between trajectories based on properties of the trajectory points or segments. The properties may include the spatial positions, times, and thematic attributes. There may be a need to focus the analysis on certain parts of trajectories, i.e., points and segments that have particular properties. According to the analysis focus, the analyst may need to cluster trajectories by similarity of their relevant parts only. Throughout the analysis process, the focus may change, and different parts of trajectories may become relevant. We propose an analytical workflow in which interactive filtering tools are used to attach relevance flags to elements of trajectories, clustering is done using a distance function that ignores irrelevant elements, and the resulting clusters are summarized for further analysis. We demonstrate how this workflow can be useful for different analysis tasks in three case studies with real data from the domain of air traffic. We propose a suite of generic techniques and visualization guidelines to support movement data analysis by means of relevance-aware trajectory clustering.","https://ieeexplore.ieee.org/document/8017616/","LOCKED","8017616","Fraunhofer IAIS, City University, London","https://ieeexplore.ieee.org/author/37283047100","1","Gennady Andrienko","37283047100","Fraunhofer IAIS, City University, London","https://ieeexplore.ieee.org/author/37283047700","2","Natalia Andrienko","37283047700","Fraunhofer Institute IAIS","https://ieeexplore.ieee.org/author/37283008400","3","Georg Fuchs","37283008400","CRIDA (Reference Center for Research, Development and Innovation in ATM)","https://ieeexplore.ieee.org/author/37086257523","4","Jose Manuel Cordero Garcia","37086257523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2017.2744322","44","https://ieeexplore.ieee.org/document/8017616/","Visual analytics","movement data analysis","trajectory clustering","air traffic","","","","","","","Trajectory","Data visualization","Three-dimensional displays","Guidelines","Visualization","Clustering algorithms","Algorithm design and analysis","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017616","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","86","34","Clustering Trajectories by Relevant Parts for Air Traffic Analysis","24"
"Deep neural networks are now rivaling human accuracy in several pattern recognition problems. Compared to traditional classifiers, where features are handcrafted, neural networks learn increasingly complex features directly from the data. Instead of handcrafting the features, it is now the network architecture that is manually engineered. The network architecture parameters such as the number of layers or the number of filters per layer and their interconnections are essential for good performance. Even though basic design guidelines exist, designing a neural network is an iterative trial-and-error process that takes days or even weeks to perform due to the large datasets used for training. In this paper, we present DeepEyes, a Progressive Visual Analytics system that supports the design of neural networks during training. We present novel visualizations, supporting the identification of layers that learned a stable set of patterns and, therefore, are of interest for a detailed analysis. The system facilitates the identification of problems, such as superfluous filters or layers, and information that is not being captured by the network. We demonstrate the effectiveness of our system through multiple use cases, showing how a trained network can be compressed, reshaped and adapted to different problems.","https://ieeexplore.ieee.org/document/8019872/","LOCKED","8019872","Intelligent Systems department, Delft University of Technology, Delft, The Netherlands","https://ieeexplore.ieee.org/author/38528612200","1","Nicola Pezzotti","38528612200","Intelligent Systems department, Delft University of Technology, Delft, The Netherlands","https://ieeexplore.ieee.org/author/37846851700","2","Thomas Höllt","37846851700","Intelligent Systems department, Delft University of Technology, Delft, The Netherlands","https://ieeexplore.ieee.org/author/37340470100","3","Jan Van Gemert","37340470100","Department of Radiology, Division of Image Processing, Leiden University Medical Center, Leiden, The Netherlands","https://ieeexplore.ieee.org/author/37294130400","4","Boudewijn P.F. Lelieveldt","37294130400","Intelligent Systems department, Delft University of Technology, Delft, The Netherlands","https://ieeexplore.ieee.org/author/37829332900","5","Elmar Eisemann","37829332900","Intelligent Systems department, Delft University of Technology, Delft, The Netherlands","https://ieeexplore.ieee.org/author/37282551500","6","Anna Vilanova","37282551500","","","","","","","","","","","","","","","","","","","","","40","0","Journals","10.1109/TVCG.2017.2744358","108","https://ieeexplore.ieee.org/document/8019872/","Progressive visual analytics","deep neural networks","machine learning","","","","","","","","Neurons","Training","Visual analytics","Neural networks","Three-dimensional displays","Layout","Kernel","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8019872","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","87","98","DeepEyes: Progressive Visual Analytics for Designing Deep Neural Networks","24"
"In this paper, we present story curves, a visualization technique for exploring and communicating nonlinear narratives in movies. A nonlinear narrative is a storytelling device that portrays events of a story out of chronological order, e.g., in reverse order or going back and forth between past and future events. Many acclaimed movies employ unique narrative patterns which in turn have inspired other movies and contributed to the broader analysis of narrative patterns in movies. However, understanding and communicating nonlinear narratives is a difficult task due to complex temporal disruptions in the order of events as well as no explicit records specifying the actual temporal order of the underlying story. Story curves visualize the nonlinear narrative of a movie by showing the order in which events are told in the movie and comparing them to their actual chronological order, resulting in possibly meandering visual patterns in the curve. We also present Story Explorer, an interactive tool that visualizes a story curve together with complementary information such as characters and settings. Story Explorer further provides a script curation interface that allows users to specify the chronological order of events in movies. We used Story Explorer to analyze 10 popular nonlinear movies and describe the spectrum of narrative patterns that we discovered, including some novel patterns not previously described in the literature. Feedback from experts highlights potential use cases in screenplay writing and analysis, education and film production. A controlled user study shows that users with no expertise are able to understand visual patterns of nonlinear narratives using story curves.","https://ieeexplore.ieee.org/document/8017584/","LOCKED","8017584","John A. Paulson School of Engineering and Applied SciencesHarvard University","https://ieeexplore.ieee.org/author/37085685242","1","Nam Wook Kim","37085685242","John A. Paulson School of Engineering and Applied SciencesHarvard University","https://ieeexplore.ieee.org/author/37085687578","2","Benjamin Bach","37085687578","Independent scholar","https://ieeexplore.ieee.org/author/37086220821","3","Hyejin Im","37086220821","Disney Research, Zürich","https://ieeexplore.ieee.org/author/37086213483","4","Sasha Schriber","37086213483","Disney Research, Zürich","https://ieeexplore.ieee.org/author/37275694700","5","Markus Gross","37275694700","John A. Paulson School of Engineering and Applied SciencesHarvard University","https://ieeexplore.ieee.org/author/37275698100","6","Hanspeter Pfister","37275698100","","","","","","","","","","","","","","","","","","","","","2","0","Journals","10.1109/TVCG.2017.2744118","604","https://ieeexplore.ieee.org/document/8017584/","Nonlinear narrative","storytelling","visualization","","","","","","","","Visualization","Motion pictures","Metadata","Tools","Writing","Production","Games","8165924","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8017584","Jan. 2018","2945","IEEE Transactions on Visualization and Computer Graphics","2018","IEEE","88","595","Visualizing Nonlinear Narratives with Story Curves","24"
