title,author,year,ee
journals/cga/Turner02,The Premier CG & A Digital Media Issue.,Alan Turner,2002,https://doi.org/10.1109/MCG.2002.1016689::http://doi.ieeecomputersociety.org/10.1109/MCG.2002.1016689
journals/cga/Dionisio97,Virtual Hell: A Trip Through the Flames.,José Dionísio,1997,https://doi.org/10.1109/38.586012::http://doi.ieeecomputersociety.org/10.1109/38.586012
journals/cga/KanaiSK00,Metamorphosis of Arbitrary Triangular Meshes.,Takashi Kanai::Hiromasa Suzuki::Fumihiko Kimura,2000,https://doi.org/10.1109/38.824544::http://doi.ieeecomputersociety.org/10.1109/38.824544
journals/cga/Singh09b,Digital Master.,Gary Singh,2009,https://doi.org/10.1109/MCG.2009.40::http://doi.ieeecomputersociety.org/10.1109/MCG.2009.40::https://www.wikidata.org/entity/Q38449444
journals/cga/Blinn91b,A trip down the graphics pipeline: pixel coordinates.,James F. Blinn,1991,https://doi.org/10.1109/38.126885
journals/cga/MachoverEW98,Guest Editors' Introduction.,Carl Machover::Nick England::Turner Whitted,1998,https://doi.org/10.1109/MCG.1998.637265::http://doi.ieeecomputersociety.org/10.1109/MCG.1998.637265
journals/cga/Bruyne86,Compact Large-Area Graphic Digitizer for Personal Computers.,Pieter de Bruyne,1986,https://doi.org/10.1109/MCG.1986.276589::http://doi.ieeecomputersociety.org/10.1109/MCG.1986.276589
journals/cga/Taubin12c,Introduction to Geometric Processing through Optimization.,Gabriel Taubin,2012,https://doi.org/10.1109/MCG.2012.80::http://doi.ieeecomputersociety.org/10.1109/MCG.2012.80::https://www.wikidata.org/entity/Q51349401
journals/cga/GossardZS88,"Representing dimensions, tolerances, and features in MCAE systems.",David C. Gossard::Robert P. Zuffante::Hiroshi Sakurai,1988,https://doi.org/10.1109/38.503::http://doi.ieeecomputersociety.org/10.1109/38.503
journals/cga/Hornung84,A Method for Solving the Visibility Problem.,Christoph Hornung,1984,https://doi.org/10.1109/MCG.1984.275874::http://doi.ieeecomputersociety.org/10.1109/MCG.1984.275874
journals/cga/Reina0E14,Incorporating Modern OpenGL into Computer Graphics Education.,Guido Reina::Thomas Müller 0005::Thomas Ertl,2014,https://doi.org/10.1109/MCG.2014.69::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.69::https://www.wikidata.org/entity/Q50654296
journals/cga/MontefuscoC84,Using Interactive Graphics for Fitting Surfaces to Scattered Data.,Laura Bacchelli Montefusco::Giulio Casciola,1984,https://doi.org/10.1109/MCG.1984.275878::http://doi.ieeecomputersociety.org/10.1109/MCG.1984.275878
journals/cga/Shneiderman20,Tribute to Alfred Inselberg (1936-2019).,Ben Shneiderman,2020,https://doi.org/10.1109/MCG.2020.2981223
journals/cga/Zhang22a,Visual Analysis and Processing of Diverse Data.,Richard Zhang 0002,2022,https://doi.org/10.1109/MCG.2022.3180573
journals/cga/Charles98,Light Shaping Digital Space.,John Charles,1998,https://doi.org/10.1109/MCG.1998.674964::http://doi.ieeecomputersociety.org/10.1109/MCG.1998.674964
journals/cga/Polys24,@theSource: Welcome.,Nicholas F. Polys,2024,https://doi.org/10.1109/MCG.2024.3384728
journals/cga/Paquette96,3D scanning in apparel design and human engineering.,Steven Paquette,1996,https://doi.org/10.1109/38.536269::http://doi.ieeecomputersociety.org/10.1109/38.536269
journals/cga/X04a,2003 Top 10 New Products.,,2004,http://doi.ieeecomputersociety.org/10.1109/MCG.2004.10010
journals/cga/Singh07d,Beauty in Chaos.,Gary Singh,2007,https://doi.org/10.1109/MCG.2007.120::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.120::https://www.wikidata.org/entity/Q38460259
journals/cga/Szirmay-KalosUTSS10,Volumetric Ambient Occlusion for Real-Time Rendering and Games.,László Szirmay-Kalos::Tamás Umenhoffer::Balázs Tóth::László Szécsi::Mateu Sbert,2010,https://doi.org/10.1109/MCG.2010.19::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.19::https://www.wikidata.org/entity/Q51761025
journals/cga/Glassner98d,Know When to Fold.,Andrew S. Glassner,1998,https://doi.org/10.1109/38.708563::http://doi.ieeecomputersociety.org/10.1109/38.708563
journals/cga/Ma07,Machine Learning to Boost the Next Generation of Visualization Technology.,Kwan-Liu Ma,2007,https://doi.org/10.1109/MCG.2007.129::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.129::https://www.wikidata.org/entity/Q36959050
journals/cga/KimKKPLK18,"ThunderPunch: A bare-hand, gesture-based, large interactive display interface with upper-body-part detection in a top view.",Daehwan Kim::Hye-mi Kim::Hang-Kee Kim::Su-Ran Park::Ki-Suk Lee::Ki-Hong Kim,2018,https://doi.org/10.1109/MCG.2018.053491734::http://doi.ieeecomputersociety.org/10.1109/MCG.2018.053491734::https://www.wikidata.org/entity/Q57122696
journals/cga/Nielson86,Rectangular v-Splines.,Gregory M. Nielson,1986,https://doi.org/10.1109/MCG.1986.276690::http://doi.ieeecomputersociety.org/10.1109/MCG.1986.276690
journals/cga/TiddemanBP01,Prototyping and Transforming Facial Textures for Perception Research.,Bernard Tiddeman::Michael Burt::David I. Perrett,2001,https://doi.org/10.1109/38.946630::http://doi.ieeecomputersociety.org/10.1109/38.946630::https://www.wikidata.org/entity/Q63437853
journals/cga/CarsonM86,The Reference Model for Computer Graphics.,George S. Carson::Eileen McGinnis,1986,https://doi.org/10.1109/MCG.1986.276765::http://doi.ieeecomputersociety.org/10.1109/MCG.1986.276765
journals/cga/AgnusNS15,Illumination Independent and Accurate Marker Tracking Using Cross-Ratio Invariance.,Vincent Agnus::Stéphane Nicolau::Luc Soler,2015,https://doi.org/10.1109/MCG.2015.72::http://doi.ieeecomputersociety.org/10.1109/MCG.2015.72::https://www.wikidata.org/entity/Q40724093
journals/cga/Perin21,What Students Learn With Personal Data Physicalization.,Charles Perin,2021,https://doi.org/10.1109/MCG.2021.3115417
journals/cga/RosenfeldZSP04,Physical Objects as Bidirectional User Interface Elements.,Dan Rosenfeld::Michael Zawadzki::Jeremi Sudol::Ken Perlin,2004,https://doi.org/10.1109/MCG.2004.1255808::https://www.wikidata.org/entity/Q51611570
journals/cga/Krikke04,Streaming Video Transforms the Media Industry.,Jan Krikke,2004,https://doi.org/10.1109/MCG.2004.17::http://doi.ieeecomputersociety.org/10.1109/MCG.2004.17::https://www.wikidata.org/entity/Q35997812
journals/cga/Musgrave99,Towards a Synthetic Universe.,F. Kenton Musgrave,1999,https://doi.org/10.1109/MCG.1999.799711::http://doi.ieeecomputersociety.org/10.1109/MCG.1999.799711
journals/cga/LattaO94,A conceptual virtual reality model.,John N. Latta::David J. Oberg,1994,https://doi.org/10.1109/38.250915::http://doi.ieeecomputersociety.org/10.1109/38.250915
journals/cga/Sims94b,Decriminalizing the fingerprint.,Dave Sims,1994,https://doi.org/10.1109/38.291524
journals/cga/ChaudharyJSAMVH19,Cross-Platform Ubiquitous Volume Rendering Using Programmable Shaders in VTK for Scientific and Medical Visualization.,Aashish Chaudhary::Sankhesh Jhaveri::Alvaro Sanchez::Lisa Sobierajski Avila::Kenneth M. Martin::Allison Vacanti::Marcus D. Hanwell::William J. Schroeder,2019,https://doi.org/10.1109/MCG.2018.2880818::https://www.wikidata.org/entity/Q92353012
journals/cga/Magnenat-Thalmann87a,The Direction of Synthetic Actors in the Film Rendez-Vous a Montreal.,Nadia Magnenat-Thalmann::Daniel Thalmann,1987,https://doi.org/10.1109/MCG.1987.276934::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.276934
journals/cga/CatardC96,Interaction with databases.,T. Catard::Tiziana Catarci,1996,https://doi.org/10.1109/38.486684::http://doi.ieeecomputersociety.org/10.1109/38.486684
journals/cga/Moller18a,A Breezy Summer Read.,Torsten Möller,2018,https://doi.org/10.1109/MCG.2018.042731649::http://doi.ieeecomputersociety.org/10.1109/MCG.2018.042731649
journals/cga/WangMS92,A processor architecture for 3D graphics.,Yulun Wang::Amante Mangaser::Partha Srinivasan,1992,https://doi.org/10.1109/38.156019::http://doi.ieeecomputersociety.org/10.1109/38.156019
journals/cga/Ma23,Pushing Visualization Research Frontiers: Essential Topics Not Addressed by Machine Learning.,Kwan-Liu Ma,2023,https://doi.org/10.1109/MCG.2022.3225692
journals/cga/KumarKM96,Interactive display of large solid models for walkthroughs.,Subodh Kumar 0001::Shankar Krishnan::Dinesh Manocha,1996,https://doi.org/10.1109/38.486674::http://doi.ieeecomputersociety.org/10.1109/38.486674
journals/cga/Whitted99,Draw on the Wall.,Turner Whitted,1999,https://doi.org/10.1109/38.773957::http://doi.ieeecomputersociety.org/10.1109/38.773957
journals/cga/Foley14,The Best and Brightest.,Jim Foley 0001,2014,https://doi.org/10.1109/MCG.2014.75::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.75
journals/cga/Glassner01e,"Quantum Computing, Part 3.",Andrew S. Glassner,2001,https://doi.org/10.1109/38.969611
journals/cga/Singh19a,Going Permanent.,Gary Singh,2019,https://doi.org/10.1109/MCG.2019.2893119::https://www.wikidata.org/entity/Q92596576
journals/cga/VannierPBBC91,Facial surface scanner.,Michael W. Vannier::Thomas K. Pilgram::Gulab Bhatia::Barry S. Brunsden::Paul K. Commean,1991,https://doi.org/10.1109/38.103396::http://doi.ieeecomputersociety.org/10.1109/38.103396
journals/cga/Bailey11,"Using GPU Shaders for Visualization, Part 2.",Mike Bailey,2011,https://doi.org/10.1109/MCG.2011.29::http://doi.ieeecomputersociety.org/10.1109/MCG.2011.29::https://www.wikidata.org/entity/Q87833759
journals/cga/Stork23,Greetings From the New EIC.,André Stork,2023,https://doi.org/10.1109/MCG.2022.3228148
journals/cga/LimperJBSFSK13,"Fast, Progressive Loading of Binary-Encoded Declarative-3D Web Content.",Max Limper::Yvonne Jung::Johannes Behr::Timo Sturm::Tobias Alexander Franke::Karsten Schwenk::Arjan Kuijper,2013,https://doi.org/10.1109/MCG.2013.52::http://doi.ieeecomputersociety.org/10.1109/MCG.2013.52::https://www.wikidata.org/entity/Q43962893
journals/cga/ChapmanBD10,We All Live in a Virtual Submarine.,Paul Chapman::Kim Bale::Pierre Drap,2010,https://doi.org/10.1109/MCG.2010.20::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.20::https://www.wikidata.org/entity/Q51641163
journals/cga/Naps05,JHAVÉ: Supporting Algorithm Visualization.,Thomas L. Naps,2005,https://doi.org/10.1109/MCG.2005.110::http://doi.ieeecomputersociety.org/10.1109/MCG.2005.110::https://www.wikidata.org/entity/Q81319557
journals/cga/BadlerMW87,Articulated Figure Positioning by Multiple Constraints.,Norman I. Badler::Kamran H. Manoochehri::Graham Walters,1987,https://doi.org/10.1109/MCG.1987.276894::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.276894
journals/cga/GeorgievLC11,Using Focused Plenoptic Cameras for Rich Image Capture.,Todor G. Georgiev::Andrew Lumsdaine::Georgi Chunev,2011,https://doi.org/10.1109/MCG.2011.12::http://doi.ieeecomputersociety.org/10.1109/MCG.2011.12::https://www.wikidata.org/entity/Q87833674
journals/cga/LeeKS96,Near-real-time satellite image processing: metacomputing in CC++.,Craig A. Lee::Carl Kesselman::Stephen Schwab,1996,https://doi.org/10.1109/38.511859::http://doi.ieeecomputersociety.org/10.1109/38.511859
journals/cga/Singh24a,Holon Loosely [About the Cover].,Gary Singh,2024,https://doi.org/10.1109/MCG.2024.3359899
journals/cga/Zintel08a,Tools and Products.,Ed Zintel,2008,https://doi.org/10.1109/MCG.2008.84::http://doi.ieeecomputersociety.org/10.1109/MCG.2008.84
journals/cga/Shen22,Data-Driven Sketch Beautification With Neural Feature Representation.,I-Chao Shen,2022,https://doi.org/10.1109/MCG.2021.3115181
journals/cga/Sarraga90,Computer modeling of surfaces with arbitrary shapes.,Ramon F. Sarraga,1990,https://doi.org/10.1109/38.50675::http://doi.ieeecomputersociety.org/10.1109/38.50675
journals/cga/BarskyD90,Geometric continuity of parametric curves: constructions of geometrically continuous splines.,Brian A. Barsky::Tony DeRose,1990,https://doi.org/10.1109/38.45811::http://doi.ieeecomputersociety.org/10.1109/38.45811
journals/cga/Stork24a,EIC's Editorial.,André Stork,2024,https://doi.org/10.1109/MCG.2024.3358128
journals/cga/ZhengCBM14,Using Global Illumination in Volume Visualization of Rheumatoid Arthritis CT Data.,Lin Zheng::Abhijit J. Chaudhari::Ramsey Derek Badawi::Kwan-Liu Ma,2014,https://doi.org/10.1109/MCG.2014.120::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.120::https://www.wikidata.org/entity/Q30868824
journals/cga/LaViolaJ15,Natural User Interfaces for Adjustable Autonomy in Robot Control.,Joseph J. LaViola::Odest Chadwicke Jenkins,2015,https://doi.org/10.1109/MCG.2015.61::http://doi.ieeecomputersociety.org/10.1109/MCG.2015.61::https://www.wikidata.org/entity/Q85653803
journals/cga/KasikDJKW20,Interactive Graphics in Industry: The Early Days.,David J. Kasik::John C. Dill::Chris R. Johnson 0001::Dave Kasik::Mary C. Whitton,2020,https://doi.org/10.1109/MCG.2020.3012228::https://www.wikidata.org/entity/Q98654082
journals/cga/NoimarkC03,Streaming Scenes to MPEG-4 Video-Enabled Devices.,Yuval Noimark::Daniel Cohen-Or,2003,https://doi.org/10.1109/MCG.2003.1159614::http://doi.ieeecomputersociety.org/10.1109/MCG.2003.1159614
journals/cga/Hertzmann23,The Curse of Performative User Studies.,Aaron Hertzmann,2023,https://doi.org/10.1109/MCG.2023.3315759
journals/cga/MaxG88,Spherical harmonic molecular surfaces.,Nelson L. Max::Elizabeth D. Getzoff,1988,https://doi.org/10.1109/38.7748::http://doi.ieeecomputersociety.org/10.1109/38.7748
journals/cga/Moher85,Videocassette Course Development Using Microcomputer Graphics.,Thomas G. Moher,1985,https://doi.org/10.1109/MCG.1985.276497::http://doi.ieeecomputersociety.org/10.1109/MCG.1985.276497
journals/cga/ArgelaguetA09,Efficient 3D Pointing Selection in Cluttered Virtual Environments.,Ferran Argelaguet::Carlos Andújar,2009,https://doi.org/10.1109/MCG.2009.117::http://doi.ieeecomputersociety.org/10.1109/MCG.2009.117::https://www.wikidata.org/entity/Q87830855
journals/cga/Lee99,Simulating Oriental Black-Ink Painting.,Jintae Lee,1999,https://doi.org/10.1109/38.761553::http://doi.ieeecomputersociety.org/10.1109/38.761553
journals/cga/MendelbaumF89,CASDA: synthesized graphic design of real-time systems.,H. G. Mendelbaum::David Finkelman,1989,https://doi.org/10.1109/38.20332::http://doi.ieeecomputersociety.org/10.1109/38.20332
journals/cga/Riekert93,Extracting area objects from raster image data.,Wolf-Fritz Riekert,1993,https://doi.org/10.1109/38.204969::http://doi.ieeecomputersociety.org/10.1109/38.204969
journals/cga/KrausKFKSSR21,The Value of Immersive Visualization.,Matthias Kraus 0002::Karsten Klein 0001::Johannes Fuchs 0001::Daniel A. Keim::Falk Schreiber::Michael Sedlmair::Theresa-Marie Rhyne,2021,https://doi.org/10.1109/MCG.2021.3075258
journals/cga/GrabowskiG87,IGES Model Comparison System: A Tool for Tsting and Validating IGES Processors.,Hans Grabowski::Rainer Glatz,1987,https://doi.org/10.1109/MCG.1987.277070::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.277070
journals/cga/PopescuBRCW14,A Flexible Pinhole Camera Model for Coherent Nonuniform Sampling.,Voicu Popescu::Bedrich Benes::Paul Rosen 0001::Jian Cui 0002::Lili Wang 0006,2014,https://doi.org/10.1109/MCG.2014.21::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.21::https://www.wikidata.org/entity/Q87425249
journals/cga/GhoshJ93,An algebra of geometric shapes.,Pijush K. Ghosh::Pradeep K. Jain,1993,https://doi.org/10.1109/38.232114::http://doi.ieeecomputersociety.org/10.1109/38.232114
journals/cga/DietrichGY07,Massive-Model Rendering Techniques: A Tutorial.,Andreas Dietrich 0001::Enrico Gobbetti::Sung-Eui Yoon,2007,https://doi.org/10.1109/MCG.2007.154::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.154::https://www.wikidata.org/entity/Q37008770
journals/cga/Singh02c,Surrendering Control.,Gary Singh,2002,https://doi.org/10.1109/MCG.2002.1016690::http://doi.ieeecomputersociety.org/10.1109/MCG.2002.1016690
journals/cga/Johnson04,Top Scientific Visualization Research Problems.,Chris R. Johnson 0001,2004,https://doi.org/10.1109/MCG.2004.20::http://doi.ieeecomputersociety.org/10.1109/MCG.2004.20::https://www.wikidata.org/entity/Q51981095
journals/cga/Domik12,Fostering Collaboration and Self-Motivated Learning: Best Practices in a One-Semester Visualization Course.,Gitta Domik,2012,https://doi.org/10.1109/MCG.2012.18::http://doi.ieeecomputersociety.org/10.1109/MCG.2012.18::https://www.wikidata.org/entity/Q48019610
journals/cga/WyvillWM87,Solid Texturing of Soft Objects.,Geoff Wyvill::Brian Wyvill::Craig McPheeters,1987,https://doi.org/10.1109/MCG.1987.276935::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.276935
journals/cga/Kosara22,More Than Meets the Eye: A Closer Look at Encodings in Visualization.,Robert Kosara,2022,https://doi.org/10.1109/MCG.2021.3138608
journals/cga/MoezziKKJ96,Reality modeling and visualization from multiple video sequences.,Saied Moezzi::Arun Katkere::Don Y. Kuramura::Ramesh C. Jain,1996,https://doi.org/10.1109/38.544073::http://doi.ieeecomputersociety.org/10.1109/38.544073
journals/cga/Singh14b,CultLab3D: Digitizing Cultural Heritage.,Gary Singh,2014,https://doi.org/10.1109/MCG.2014.48::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.48
journals/cga/LewisA10,Direct Manipulation Blendshapes.,John P. Lewis::Ken-ichi Anjyo,2010,https://doi.org/10.1109/MCG.2010.41::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.41::https://www.wikidata.org/entity/Q38371723
journals/cga/KimSSL07,Fast Simulation of Laplacian Growth.,Theodore Kim::Jason Sewall::Avneesh Sud::Ming C. Lin,2007,https://doi.org/10.1109/MCG.2007.33::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.33::https://www.wikidata.org/entity/Q51918922
journals/cga/GillmannPSSSP21,Visualizing Multimodal Deep Learning for Lesion Prediction.,Christina Gillmann::Lucas Peter::Carlo Schmidt::Dorothee Saur::Gerik Scheuermann::Mike Potel,2021,https://doi.org/10.1109/MCG.2021.3099881
journals/cga/WuVLSWACCY18,Toward a Multimodal Diagnostic Exploratory Visualization of Focal Cortical Dysplasia.,Shin-Ting Wu::Raphael Voltoline::Wallace Souza Loos::José Angel Iván Rubianes Silva::Lionis de Souza Watanabe::Barbara Amorim::Ana Carolina Coan::Fernando Cendes::Clarissa L. Yasuda,2018,https://doi.org/10.1109/MCG.2018.032421655::http://doi.ieeecomputersociety.org/10.1109/MCG.2018.032421655::https://www.wikidata.org/entity/Q89021075
journals/cga/Singh06b,A Fractal Voyage.,Gary Singh,2006,https://doi.org/10.1109/MCG.2006.51::http://doi.ieeecomputersociety.org/10.1109/MCG.2006.51
journals/cga/Singh03d,Improvising from Life.,Gary Singh,2003,https://doi.org/10.1109/MCG.2003.1231170::http://doi.ieeecomputersociety.org/10.1109/MCG.2003.1231170
journals/cga/LambertiS08,Extensible GUIs for Remote Application Control on Mobile Devices.,Fabrizio Lamberti::Andrea Sanna,2008,https://doi.org/10.1109/MCG.2008.70::http://doi.ieeecomputersociety.org/10.1109/MCG.2008.70::https://www.wikidata.org/entity/Q37229366
journals/cga/CalvertBDSW93,Desktop animation of multiple human figures.,Tom Calvert::Armin Bruderlin::John Dill::Thecla Schiphorst::Chris Weilman,1993,https://doi.org/10.1109/38.210487::http://doi.ieeecomputersociety.org/10.1109/38.210487
journals/cga/LotteranerHM23,The Challenge of Interdisciplinarity at the Intersection of Groundwater Management and Visualization Research.,Laura Lotteraner::Thilo Hofmann::Torsten Möller,2023,https://doi.org/10.1109/MCG.2023.3309090
journals/cga/KleinSRS13,XML3D and Xflow: Combining Declarative 3D for the Web with Generic Data Flows.,Felix Klein 0002::Kristian Sons::Dmitri Rubinstein::Philipp Slusallek,2013,https://doi.org/10.1109/MCG.2013.67::http://doi.ieeecomputersociety.org/10.1109/MCG.2013.67::https://www.wikidata.org/entity/Q30816480
journals/cga/Riesenfeld22,The Development of B-Splines for CAD.,Richard F. Riesenfeld,2022,https://doi.org/10.1109/MCG.2022.3147990
journals/cga/ZiemkiewiczK10,Beyond Bertin: Seeing the Forest despite the Trees.,Caroline Ziemkiewicz::Robert Kosara,2010,https://doi.org/10.1109/MCG.2010.83::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.83::https://www.wikidata.org/entity/Q87832292
journals/cga/AkimotoMS91,Pixel-selected ray tracing.,Takaaki Akimoto::Kenji Mase::Yasuhito Suenaga,1991,https://doi.org/10.1109/38.126876::http://doi.ieeecomputersociety.org/10.1109/38.126876
journals/cga/MorelandSULMPKS16,VTK-m: Accelerating the Visualization Toolkit for Massively Threaded Architectures.,Kenneth Moreland::Christopher M. Sewell::William Usher 0001::Li-Ta Lo::Jeremy S. Meredith::David Pugmire::James Kress::Hendrik A. Schroots::Kwan-Liu Ma::Hank Childs::Matthew Larsen::Chun-Ming Chen::Robert Maynard::Berk Geveci,2016,https://doi.org/10.1109/MCG.2016.48::http://doi.ieeecomputersociety.org/10.1109/MCG.2016.48::https://www.wikidata.org/entity/Q38766964
journals/cga/Max90,Antialiasing scan-line data.,Nelson L. Max,1990,https://doi.org/10.1109/38.45807::http://doi.ieeecomputersociety.org/10.1109/38.45807
journals/cga/MarcolinSUNVDFS21,Affective Virtual Reality: How to Design Artificial Experiences Impacting Human Emotions.,Federica Marcolin::Giulia Wally Scurati::Luca Ulrich::Francesca Nonis::Enrico Vezzetti::Nicolò Dozio::Francesco Ferrise,2021,https://doi.org/10.1109/MCG.2021.3115015
journals/cga/ParisD09,Activity-Driven Populace: A Cognitive Approach to Crowd Simulation.,Sébastien Paris::Stéphane Donikian,2009,https://doi.org/10.1109/MCG.2009.58::http://doi.ieeecomputersociety.org/10.1109/MCG.2009.58::https://www.wikidata.org/entity/Q84618362
journals/cga/Strauss90,A realistic lighting model for computer animators.,Paul S. Strauss,1990,https://doi.org/10.1109/38.62696::http://doi.ieeecomputersociety.org/10.1109/38.62696
journals/cga/Miller12,Real-Time Visualization of Domain Coverage by Dynamically Moving Sensors.,James R. Miller,2012,https://doi.org/10.1109/MCG.2012.84::http://doi.ieeecomputersociety.org/10.1109/MCG.2012.84::https://www.wikidata.org/entity/Q51349417
journals/cga/Woo93,Efficient shadow computations in ray tracing.,Andrew Woo,1993,https://doi.org/10.1109/38.232102::http://doi.ieeecomputersociety.org/10.1109/38.232102
journals/cga/ShinagawaK91,Constructing a Reeb graph automatically from cross sections.,Yoshihisa Shinagawa::Tosiyasu L. Kunii,1991,https://doi.org/10.1109/38.103393::http://doi.ieeecomputersociety.org/10.1109/38.103393
journals/cga/JohnsonLCSJ02,Virtual Harlem.,Andrew E. Johnson 0001::Jason Leigh::Bryan Carter::Jim Sosnoski::Steve Jones 0001,2002,https://doi.org/10.1109/MCG.2002.1028727::http://doi.ieeecomputersociety.org/10.1109/MCG.2002.1028727
journals/cga/Singh02,Digital Visions from the Subatomic Realm.,Gary Singh,2002,http://doi.ieeecomputersociety.org/10.1109/MCG.2002.10000
journals/cga/MaoKFN87,Hierarchical Representations of 2D/3D Gray-Scale Images and Their 2D/3D Two-Way Conversion.,Xiaoyang Mao::Tosiyasu L. Kunii::Issei Fujishiro::Tsukasa Noma,1987,https://doi.org/10.1109/MCG.1987.276937::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.276937
journals/cga/Blinn90c,The ultimate design tool.,James F. Blinn,1990,https://doi.org/10.1109/38.62699
journals/cga/Singh19,Economies of exascale.,Gary Singh,2019,https://doi.org/10.1109/MCG.2018.2880102::https://www.wikidata.org/entity/Q92368606
journals/cga/Singh05d,Stringing the Fractals.,Gary Singh,2005,https://doi.org/10.1109/MCG.2005.114::http://doi.ieeecomputersociety.org/10.1109/MCG.2005.114::https://www.wikidata.org/entity/Q38471689
journals/cga/Glassner04e,"Crop Art, Part 2.",Andrew S. Glassner,2004,https://doi.org/10.1109/MCG.2004.48::http://doi.ieeecomputersociety.org/10.1109/MCG.2004.48::https://www.wikidata.org/entity/Q81098886
journals/cga/RhyneMD06,Guest Editors' Introduction: Exploring Geovisualization.,Theresa-Marie Rhyne::Alan M. MacEachren::Jason Dykes,2006,https://doi.org/10.1109/MCG.2006.80::http://doi.ieeecomputersociety.org/10.1109/MCG.2006.80
journals/cga/X05f,Tools and Products.,,2005,https://doi.org/10.1109/MCG.2005.142::http://doi.ieeecomputersociety.org/10.1109/MCG.2005.142
journals/cga/AmorBSHD05,A Meshing Scheme for Efficient Hardware Implementation of Butterfly Subdivision Using Displacement Mapping.,Margarita Amor::Montserrat Bóo::Wolfgang Straßer::Johannes Hirche::Michael C. Doggett,2005,https://doi.org/10.1109/MCG.2005.30::http://doi.ieeecomputersociety.org/10.1109/MCG.2005.30::https://www.wikidata.org/entity/Q53590096
journals/cga/ShalfB03,The Grid and Future Visualization System Architectures.,John Shalf::E. Wes Bethel,2003,https://doi.org/10.1109/MCG.2003.1185573::http://doi.ieeecomputersociety.org/10.1109/MCG.2003.1185573
journals/cga/MachirajuGO14,Visual Analytics for Biological Data.,Raghu Machiraju::Carsten Görg::Arthur J. Olson,2014,https://doi.org/10.1109/MCG.2014.38::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.38
journals/cga/PoulinR12,Material Appearance.,Pierre Poulin::Holly E. Rushmeier,2012,https://doi.org/10.1109/MCG.2012.40::http://doi.ieeecomputersociety.org/10.1109/MCG.2012.40
journals/cga/NielsonFHL91,Visualizing and modeling scattered multivariate data.,Gregory M. Nielson::Thomas A. Foley::Bernd Hamann::David A. Lane,1991,https://doi.org/10.1109/38.79453::http://doi.ieeecomputersociety.org/10.1109/38.79453
journals/cga/Earnshaw97,3D and Multimedia on the Information Superhighway.,Rae A. Earnshaw,1997,https://doi.org/10.1109/MCG.1997.574673::http://doi.ieeecomputersociety.org/10.1109/MCG.1997.574673
journals/cga/Glassner98a,Circular Reasoning.,Andrew S. Glassner,1998,https://doi.org/10.1109/38.656793::http://doi.ieeecomputersociety.org/10.1109/38.656793
journals/cga/WangZMLYZ11,Combining Building and Behavior Models for Evacuation Planning.,Yanhui Wang::Liqiang Zhang::Jingtao Ma::Liu Liu::Dongqin You::Lixin Zhang 0001,2011,https://doi.org/10.1109/MCG.2010.44::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.44::https://www.wikidata.org/entity/Q41982489
journals/cga/Levoy88,Display of surfaces from volume data.,Marc Levoy,1988,https://doi.org/10.1109/38.511::http://doi.ieeecomputersociety.org/10.1109/38.511
journals/cga/CeraRBSF02,A Collaborative 3D Environment for Authoring Design Semantics.,Christopher D. Cera::William C. Regli::Ilya Braude::Yuri Shapirstein::Cheryl V. Foster,2002,https://doi.org/10.1109/MCG.2002.999787::http://doi.ieeecomputersociety.org/10.1109/MCG.2002.999787
journals/cga/Manocha94,Solving systems of polynomial equations.,Dinesh Manocha,1994,https://doi.org/10.1109/38.267470::http://doi.ieeecomputersociety.org/10.1109/38.267470
journals/cga/KangYKKSC24,Integrated Augmented and Virtual Reality Technologies for Realistic Fire Drill Training.,Ho-San Kang::Jinseong Yang::Beom-Seok Ko::Bo-Seong Kim::Oh-Young Song::Soo-Mi Choi,2024,https://doi.org/10.1109/MCG.2023.3303028
journals/cga/Galton89,An efficient three-point arc algorithm.,Ian Galton,1989,https://doi.org/10.1109/38.41468::http://doi.ieeecomputersociety.org/10.1109/38.41468
journals/cga/Sanchez-Reyes97,A Simple Technique for NURBS Shape Modification.,Javier Sánchez-Reyes,1997,https://doi.org/10.1109/38.576858::http://doi.ieeecomputersociety.org/10.1109/38.576858
