key,title,author,year,ee
conf/vissym/RosenSSH20,TopoLines: Topological Smoothing for Line Charts.,Paul Rosen 0001::Ashley Suh 0001::Christopher Salgado::Mustafa Hajij,2020,https://doi.org/10.2312/evs.20201053
conf/vissym/BenderHS99,A Client-side Approach towards Platform Independent Molecular Visualization over the World Wide Web.,Michael Bender::Hans Hagen::Axel Seck,1999,https://doi.org/10.1007/978-3-7091-6803-5_16::https://doi.org/10.2312/vissym19991003
conf/vissym/AhmedDHMSW05,Visualisation and Analysis of Large and Complex Scale-free Networks.,Adel Ahmed::Tim Dwyer::Seok-Hee Hong 0001::Colin Murray::Le Song::Ying Xin Wu,2005,https://doi.org/10.2312/VisSym/EuroVis05/239-246
conf/vissym/MicallefSAACKPS19,The Human User in Progressive Visual Analytics.,Luana Micallef::Hans-Jörg Schulz::Marco Angelini::Michaël Aupetit 0001::Remco Chang::Jörn Kohlhammer::Adam Perer::Giuseppe Santucci,2019,https://doi.org/10.2312/evs.20191164
conf/vissym/BaoKSI22,Application-oriented Analysis of Material Interface Reconstruction Algorithms in Time-varying Bijel Simulations.,Xueyi Bao::Nikhil Karthikeyan::Ulf D. Schiller::Federico Iuricich,2022,https://doi.org/10.2312/evs.20221104
conf/vissym/SteinparzHSS19,Visualization of Rubik's Cube Solution Algorithms.,Christian Alexander Steinparz::Andreas P. Hinterreiter::Holger Stitz::Marc Streit,2019,https://doi.org/10.2312/eurova.20191119
conf/vissym/ArtnerMVG05,High-Quality Volume Rendering with Resampling in the Frequency Domain.,Martin Artner::Torsten Möller::Ivan Viola::M. Eduard Gröller,2005,https://doi.org/10.2312/VisSym/EuroVis05/085-092
conf/vissym/WatersCJ05,Isosurface Extraction Using Fixed-Sized Buckets.,Kenneth W. Waters::Christopher S. Co::Kenneth I. Joy,2005,https://doi.org/10.2312/VisSym/EuroVis05/207-214
conf/vissym/NuhicAMO0M24,Visual Analytics for Planning Left Atrial Appendage Occlusion: A Case Study on In-silico Hemodynamic Assessment.,Jasna Nuhic::Carlos Albors::Jordi Mill::Andy L. Olivares::Oscar Camara 0001::Monique Meuschke,2024,https://doi.org/10.2312/evs.20241065
conf/vissym/He22,Scientific Convergence and Divergence in Visualization and Visual Analytics.,Jiangen He,2022,https://doi.org/10.2312/evp.20221105
conf/vissym/KaurK17,Visualization Taxonomy based on the Specification of User's Goal and Data Dimensions.,Pawandeep Kaur::Birgitta König-Ries,2017,https://doi.org/10.2312/eurp.20171161
conf/vissym/LaksonoSJ24,Gridded-glyphmaps for supporting Geographic Multicriteria Decision Analysis.,Dany Laksono::Aidan Slingsby::Radu Jianu,2024,https://doi.org/10.2312/evs.20241062
conf/vissym/WeidnerL18,Colored Stochastic Shadow Mapping for Direct Volume Rendering.,Johannes Weidner::Lars Linsen,2018,https://doi.org/10.2312/eurovisshort.20181072
conf/vissym/CoPJ04,Meshless Isosurface Generation from Multiblock Data.,Christopher S. Co::Serban D. Porumbescu::Kenneth I. Joy,2004,https://doi.org/10.2312/VisSym/VisSym04/273-282::http://dl.acm.org/citation.cfm?id=2384268
conf/vissym/CaatMR05,Tiled Parallel Coordinates for the Visualization of Time-Varying Multichannel EEG Data.,Michael ten Caat::Natasha M. Maurits::Jos B. T. M. Roerdink,2005,https://doi.org/10.2312/VisSym/EuroVis05/061-068
conf/vissym/MarasoiuBSS16,Clarifying Hypotheses by Sketching Data.,Mariana Marasoiu::Alan F. Blackwell::Advait Sarkar::Martin Spott,2016,https://doi.org/10.2312/eurovisshort.20161173
conf/vissym/VogogiasKA16,Hierarchical Clustering with Multiple-Height Branch-Cut Applied to Short Time-Series Gene Expression Data.,Athanasios Vogogias::Jessie Kennedy::Daniel Archambault,2016,https://doi.org/10.2312/eurp.20161127
conf/vissym/KypridemouZB20,The Effect of Graph Layout on the Perception of Graph Properties.,Elektra Kypridemou::Michele Zito 0001::Marco Bertamini,2020,https://doi.org/10.2312/evs.20201039
conf/vissym/LuoKDP03,Visualizing Spatial Distribution Data Sets.,Alison Luo::David L. Kao::Jennifer L. Dungan::Alex Pang,2003,https://doi.org/10.2312/VisSym/VisSym03/029-038::http://dl.acm.org/citation.cfm?id=769925
conf/vissym/ZohrevandiWLY20,Design of a Real Time Visual Analytics Support Tool for Conflict Detection and Resolution in Air Traffic Control.,Elmira Zohrevandi::Carl A. L. Westin::Jonas Lundberg::Anders Ynnerman,2020,https://doi.org/10.2312/evs.20201044
conf/vissym/JohanssonMC07,Flexible And Topologically Localized Segmentation.,Gunnar Johansson::Ken Museth::Hamish A. Carr,2007,https://doi.org/10.2312/VisSym/EuroVis07/179-186
conf/vissym/LjungLY06,Multiresolution Interblock Interpolation in Direct Volume Rendering.,Patric Ljung::Claes Lundström::Anders Ynnerman,2006,https://doi.org/10.2312/VisSym/EuroVis06/259-266
conf/vissym/JackleSKSSK15,Ambient Grids: Maintain Context-Awareness via Aggregated Off-Screen Visualization.,Dominik Jäckle::Florian Stoffel::Bum Chul Kwon::Dominik Sacha::Andreas Stoffel::Daniel A. Keim,2015,https://doi.org/10.2312/eurovisshort.20151125
conf/vissym/SpechtenhauserP18,DiffPin: Interactive Specification of References for Comparative Small-Multiple Displays.,Florian Spechtenhauser::Harald Piringer,2018,https://doi.org/10.2312/eurovisshort.20181087
conf/vissym/TianG20,Progressive Rendering of Transparent Integral Surfaces.,Xingze Tian::Tobias Günther,2020,https://doi.org/10.2312/evs.20201063
conf/vissym/AhmadM24,Impacts of Student LLM Usage on Creativity in Data Visualization Education.,Mak Ahmad::Kwan-Liu Ma,2024,https://doi.org/10.2312/eved.20241055
conf/vissym/HalmOF05,BioBrowser: A Framework for Fast Protein Visualization.,Andreas Halm::Lars Offen::Dieter W. Fellner,2005,https://doi.org/10.2312/VisSym/EuroVis05/287-294
conf/vissym/TianG19,Simulation and Visualization of Fluid Flows Around Real Objects in Augmented Reality.,Xingze Tian::Tobias Günther,2019,https://doi.org/10.2312/evs.20191171
conf/vissym/PulidoPBAA21,Selection of Optimal Salient Time Steps by Non-negative Tucker Tensor Decomposition.,Jesus Pulido::John Patchett::Manish Bhattarai::Boian S. Alexandrov::James P. Ahrens,2021,https://doi.org/10.2312/evs.20211055
conf/vissym/PeltFCV14,Characterization of Blood-Flow Patterns from Phase-Contrast MRI Velocity Fields.,Roy van Pelt::Andrea Fuster::Geert Claassen::Anna Vilanova,2014,https://doi.org/10.2312/eurovisshort.20141158
conf/vissym/QiLCW18,Visual Analysis of Parallel Interval Events.,Ji Qi::Cong Liu::Bram C. M. Cappers::Huub van de Wetering,2018,https://doi.org/10.2312/eurovisshort.20181074
conf/vissym/YuanC04,Illustrating Surfaces in Volume.,Xiaoru Yuan::Baoquan Chen,2004,https://doi.org/10.2312/VisSym/VisSym04/009-016::http://dl.acm.org/citation.cfm?id=2384227
conf/vissym/BektasC0D15,A Testbed Combining Visual Perception Models for Geographic Gaze Contingent Displays.,Kenan Bektas::Arzu Çöltekin::Jens Krüger 0001::Andrew T. Duchowski,2015,https://doi.org/10.2312/eurovisshort.20151127
conf/vissym/JagerMOSPBK16,Lessons on Combining Topology and Geography - Visual Analytics for Electrical Outage Management.,Alexander Jäger::Sebastian Mittelstädt::Daniela Oelke::Sonja Sander::Axel Platz::Gies Bouwman::Daniel A. Keim,2016,https://doi.org/10.2312/eurova.20161116
conf/vissym/KrausKF19,Real-Time Gaze Mapping in Virtual Environments.,Matthias Kraus 0002::Timon Urs Kilian::Johannes Fuchs 0001,2019,https://doi.org/10.2312/eurp.20191135
conf/vissym/WischgollS02,Locating Closed Streamlines in 3D Vector Fields.,Thomas Wischgoll::Gerik Scheuermann,2002,https://doi.org/10.2312/VisSym/VisSym02/227-232
conf/vissym/LumWM04,High-Quality Lighting for Pre-Integrated Volume Rendering.,Eric B. Lum::Brett Wilson::Kwan-Liu Ma,2004,https://doi.org/10.2312/VisSym/VisSym04/025-034::http://dl.acm.org/citation.cfm?id=2384229
conf/vissym/GerstnerRW99,A Comparison of Error Indicators for Multilevel Visualization on Nested Grids.,Thomas Gerstner::Martin Rumpf::Ulrich Weikard,1999,https://doi.org/10.1007/978-3-7091-6803-5_19::https://doi.org/10.2312/vissym19991004
conf/vissym/KwonLCLCC22,DASH: Visual Analytics for Debiasing Image Classification via User-Driven Synthetic Data Augmentation.,Bum Chul Kwon::Jungsoo Lee::Chaeyeon Chung::Nyoungwoo Lee::Ho-Jin Choi::Jaegul Choo,2022,https://doi.org/10.2312/evs.20221099
conf/vissym/BorsGM18,Visually Exploring Data Provenance and Quality of Open Data.,Christian Bors::Theresia Gschwandtner::Silvia Miksch,2018,https://doi.org/10.2312/eurp.20181117
conf/vissym/HumayounAAE17a,An Interactive Visual Representation to Explore Association with Hierarchical Social Circles.,Shah Rukh Humayoun::Syed Hammad Ali::Ragaad AlTarawneh::Achim Ebert,2017,https://doi.org/10.2312/eurp.20171163
conf/vissym/KruszynskiLK06,An Interactive Visualization System for Quantifying Coral Structures.,Krzysztof Jakub Kruszynski::Robert van Liere::Jaap A. Kaandorp,2006,https://doi.org/10.2312/VisSym/EuroVis06/283-290
conf/vissym/SahnerWH05,Galilean Invariant Extraction and Iconic Representation of Vortex Core Lines.,Jan Sahner::Tino Weinkauf::Hans-Christian Hege,2005,https://doi.org/10.2312/VisSym/EuroVis05/151-160
conf/vissym/BiglerGGHP06,A Case Study: Visualizing Material Point Method Data.,James Bigler::James Guilkey::Christiaan P. Gribble::Charles D. Hansen::Steven G. Parker,2006,https://doi.org/10.2312/VisSym/EuroVis06/299-306
conf/vissym/LatifLB18,Exploring Interactive Linking Between Text and Visualization.,Shahid Latif::Diao Liu::Fabian Beck 0001,2018,https://doi.org/10.2312/eurovisshort.20181084
conf/vissym/Mohammadi-AraghJ05,MoireTrees: Visualization and Interaction for Multi-Hierarchical Data.,Mahnas Jean Mohammadi-Aragh::T. J. Jankun-Kelly,2005,https://doi.org/10.2312/VisSym/EuroVis05/231-238
conf/vissym/SharmaDHC021,OSPRay Studio: Enabling Multi-Workflow Visualizations with OSPRay.,Isha Sharma::David E. DeMarle::Alok Hota::Bruce Cherniak::Johannes Günther 0001,2021,https://doi.org/10.2312/visgap.20211086
conf/vissym/HaaseBHKKSTW99,Where Weather Meets the Eye - A Case Study on a Wide Range of Meteorological Visualizations for Diverse Audiences.,Helmut Haase::Markus Bock::Elke Hergenröther::Christian Knöpfle::Hans-Joachim Koppert::Florian Schröder::Andrzej Trembilski::Jens Weidenhausen,1999,https://doi.org/10.1007/978-3-7091-6803-5_25::https://doi.org/10.2312/vissym19991027
conf/vissym/TzengM04,A Cluster-Space Visual Interface for Arbitrary Dimensional Classification of Volume Data.,Fan-Yin Tzeng::Kwan-Liu Ma,2004,https://doi.org/10.2312/VisSym/VisSym04/017-024::http://dl.acm.org/citation.cfm?id=2384228
conf/vissym/PazHVKN23,Visual Linkage and Interactive Features of Evidente for an Enhanced Analysis of SNP-based Phylogenies.,Mathias Witte Paz::Theresa Anisja Harbig::Dolores Varga::Eileen Kränzle::Kay Nieselt,2023,https://doi.org/10.2312/evp.20231075
conf/vissym/GillmannAHHW17,Intuitive Error Space Exploration of Medical Image Data in Clinical Daily Routine.,Christina Gillmann::Pablo Arbeláez::José Tiberio Hernández::Hans Hagen::Thomas Wischgoll,2017,https://doi.org/10.2312/eurovisshort.20171148
conf/vissym/BrunetNG06,Integrating Dynamic Deformations into Interactive Volume Visualization.,Tom Brunet::K. Evan Nowak::Michael Gleicher,2006,https://doi.org/10.2312/VisSym/EuroVis06/219-226
conf/vissym/CenedaGMMST18,Guidance or No Guidance? A Decision Tree Can Help.,Davide Ceneda::Theresia Gschwandtner::Thorsten May::Silvia Miksch::Marc Streit::Christian Tominski,2018,https://doi.org/10.2312/eurova.20181107
conf/vissym/WangBL18,Visualizing Functional Regions by Analysis of Geo-textual Data.,Yunzhe Wang::George Baciu::Chenhui Li,2018,https://doi.org/10.2312/eurovisshort.20181073
conf/vissym/Roerdink01,Multiresolution Maximum Intensity Volume Rendering by Morphological Pyramids.,Jos B. T. M. Roerdink,2001,https://doi.org/10.1007/978-3-7091-6215-6_6::https://doi.org/10.2312/VisSym/VisSym01/045-054
conf/vissym/BoukhelifaBL15,A Mixed Approach for the Evaluation of a Guided Exploratory Visualization System.,Nadia Boukhelifa::Anastasia Bezerianos::Evelyne Lutton,2015,https://doi.org/10.2312/eurorv3.20151147
conf/vissym/McNeillH19,Viz-Blocks: Building Visualizations and Documents in the Browser.,Graham McNeill::Scott A. Hale,2019,https://doi.org/10.2312/evs.20191177
conf/vissym/StegmaierEORT21,Property-Based Testing for Visualization Development.,Michael Stegmaier::Dominik Engel::Jannik Olbrich::Timo Ropinski::Matthias Tichy,2021,https://doi.org/10.2312/visgap.20211087
conf/vissym/BacherNK16,Using Icicle Trees to Encode the Hierarchical Structure of Source Code.,Ivan Bacher::Brian Mac Namee::John D. Kelleher,2016,https://doi.org/10.2312/eurovisshort.20161168
conf/vissym/VadCRG15,"Reproducibility, Verification, and Validation of Experiments on the Marschner-Lobb Test Signal.",Viktor Vad::Balázs Csébfalvi::Peter Rautek::M. Eduard Gröller,2015,https://doi.org/10.2312/eurorv3.20151140
conf/vissym/ReindersPS99,Attribute-Based Feature Tracking.,Freek Reinders::Frits H. Post::Hans J. W. Spoelder,1999,https://doi.org/10.1007/978-3-7091-6803-5_7::https://doi.org/10.2312/vissym19991002
conf/vissym/KhanGL17,Towards an Adaptive Framework for Real-Time Visualization of Streaming Big Data.,Amin M. Khan::Daniel Gonçalves 0002::Duarte C. Leão,2017,https://doi.org/10.2312/eurp.20171155
conf/vissym/HumerEHS22,Interactive Attribution-based Explanations for Image Segmentation.,Christina Humer::Mohamed Elharty::Andreas P. Hinterreiter::Marc Streit,2022,https://doi.org/10.2312/evp.20221130
conf/vissym/BodtAA17,Interactive Visualization of Massive Location Data using Multi-Scale Trajectories.,Thomas De Bodt::Bart Adams::Jan Aerts,2017,https://doi.org/10.2312/eurp.20171170
conf/vissym/CeballosMVBMMAN17,Semi-automatic Colonic Content Analysis for Diagnostic.,Víctor Ceballos::Eva Monclús::Pere-Pau Vázquez::Álvaro Bendezú::Marianela Mego::Xavier Merino::Fernando Azpiroz::Isabel Navazo,2017,https://doi.org/10.2312/eurp.20171184
conf/vissym/SehgalRGGSS18,Visual Predictive Analytics using iFuseML.,Gunjan Sehgal::Mrinal Rawat::Bindu Gupta::Garima Gupta::Geetika Sharma::Gautam Shroff,2018,https://doi.org/10.2312/eurova.20181106
conf/vissym/KucherK19,Text Visualization Revisited: The State of the Field in 2019.,Kostiantyn Kucher::Andreas Kerren,2019,https://doi.org/10.2312/eurp.20191138
conf/vissym/UrnessILMG04,Techniques for Visualizing Multi-Valued Flow Data.,Timothy Urness::Victoria Interrante::Ellen Longmire::Ivan Marusic::Bharathram Ganapathisubramani,2004,https://doi.org/10.2312/VisSym/VisSym04/165-172::http://dl.acm.org/citation.cfm?id=2384251
conf/vissym/BecherGWMREMW23,Multi-attribute Visualization and Improved Depth Perception for the Interactive Analysis of 3D Truss Structures.,Michael Becher::Anja Groß::Peter Werner::Mathias Maierhofer::Guido Reina::Thomas Ertl::Achim Menges::Daniel Weiskopf,2023,https://doi.org/10.2312/evs.20231044
conf/vissym/LawWK16,Experiences on Validation of Multi-Component System Simulations for Medical Training Applications.,Yuen C. Law::Benjamin Weyers::Torsten W. Kuhlen,2016,https://doi.org/10.2312/eurorv3.20161113
conf/vissym/BoglBGM18,Categorizing Uncertainties in the Process of Segmenting and Labeling Time Series Data.,Markus Bögl::Christian Bors::Theresia Gschwandtner::Silvia Miksch,2018,https://doi.org/10.2312/eurp.20181126
conf/vissym/TominskiGKDS14,A Survey on Interactive Lenses in Visualization.,Christian Tominski::Stefan Gladisch::Ulrike Kister::Raimund Dachselt::Heidrun Schumann,2014,https://doi.org/10.2312/eurovisstar.20141172
conf/vissym/BaurBC12,arcs.fm - A Backdrop Visualization for Music Talk.,Dominikus Baur::Andreas Butz::Sheelagh Carpendale,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/109-113
conf/vissym/BlechaHNS21,Visual Analysis of the Relation Between Stiffness Tensor and the Cauchy-Green Tensor.,Christian Blecha::Chiara Hergl::Thomas Nagel::Gerik Scheuermann,2021,https://doi.org/10.2312/evs.20211052
conf/vissym/KamwAZYY019,Visually Analyzing Latent Accessibility Clusters of Urban POIs.,Farah Kamw::Shamal Al-Dohuki::Ye Zhao 0003::Jing Yang 0001::Xinyue Ye::Wei Chen 0001,2019,https://doi.org/10.2312/eurova.20191123
conf/vissym/SchmidtO20,Visualization in Notebook-Style Interfaces.,Johanna Schmidt::Thomas Ortner,2020,https://doi.org/10.2312/visgap.20201104
conf/vissym/HazwaniAWIEB23,Interaction Tasks for Explainable Recommender Systems.,Ibrahim Al Hazwani::Turki Alahmadi::Kathrin Wardatzky::Oana Inel::Mennatallah El-Assady::Jürgen Bernard,2023,https://doi.org/10.2312/evp.20231062
conf/vissym/ReiterBGR18,Comparative Visual Analysis of Pelvic Organ Segmentations.,Oliver Reiter::Marcel Breeuwer::M. Eduard Gröller::Renata Georgia Raidou,2018,https://doi.org/10.2312/eurovisshort.20181075
conf/vissym/WetzelsMLHG24,Exploring Electron Density Evolution using Merge Tree Mappings.,Florian Wetzels::Talha Bin Masood::Nanna Holmgaard List::Ingrid Hotz::Christoph Garth,2024,https://doi.org/10.2312/evs.20241069
conf/vissym/TietjenMSPHS06,Enhancing Slice-based Visualizations of Medical Volume Data.,Christian Tietjen::Björn Meyer::Stefan Schlechtweg::Bernhard Preim::Ilka Hertel::Gero Strauß,2006,https://doi.org/10.2312/VisSym/EuroVis06/123-130
conf/vissym/GodwinS17,"Nodes, Paths, and Edges: Using Mental Maps to Augment Crime Data Analysis in Urban Spaces.",Alex Godwin::John T. Stasko,2017,https://doi.org/10.2312/eurovisshort.20171127
conf/vissym/DangN18,ComModeler: Topic Modeling Using Community Detection.,Tommy Dang::Vinh The Nguyen 0001,2018,https://doi.org/10.2312/eurova.20181104
conf/vissym/TennekesP23,cols4all: a Color Palette Analysis Tool.,Martijn Tennekes::Marco J. H. Puts,2023,https://doi.org/10.2312/evs.20231040
conf/vissym/SehgalS16,An Art-based Approach to Visual Analytics.,Gunjan Sehgal::Geetika Sharma,2016,https://doi.org/10.2312/eurova.20161120
conf/vissym/SahafMMAMS17,PipeVis: Interactive Visual Exploration of Pipeline Incident Data.,Zahra Sahaf::Mahshid Marbouti::Roberta Cabral Mota::Haleh Alemasoom::Frank Maurer::Mario Costa Sousa,2017,https://doi.org/10.2312/eurova.20171116
conf/vissym/RheingansJ99,Visualization of Molecules with Positional Uncertainty.,Penny Rheingans::Shrikant Joshi,1999,https://doi.org/10.1007/978-3-7091-6803-5_30::https://doi.org/10.2312/vissym19991025
conf/vissym/RupprechtHWAE16,IN2CO - A Visualization Framework for Intuitive Collaboration.,Franca-Alexandra Rupprecht::Bernd Hamann::Christian Weidig::Jan C. Aurich::Achim Ebert,2016,https://doi.org/10.2312/eurovisshort.20161174
conf/vissym/BertramTH03,Adaptive Smooth Scattered Data Approximation for Large-scale Terrain Visualization.,Martin Bertram 0001::Xavier Tricoche::Hans Hagen,2003,https://doi.org/10.2312/VisSym/VisSym03/177-184::http://dl.acm.org/citation.cfm?id=769942
conf/vissym/BremmHLF12,PCDC - On the Highway to Data - A Tool for the Fast Generation of Large Synthetic Data Sets.,Sebastian Bremm::Martin Hess::Tatiana von Landesberger::Dieter W. Fellner,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/007-011
conf/vissym/CarneckyBBWHP14,Vortex Detection in 4D MRI Data: Using the Proper Orthogonal Decomposition for Improved Noise-Robustness.,Robert Carnecky::Thomas Brunner::Silvia Born::Jürgen Waser::Christian Heine 0002::Ronald Peikert,2014,https://doi.org/10.2312/eurovisshort.20141169
conf/vissym/KruigerTH17,Projection Navigation In Extremely Large Datasets (PNIELD).,Johannes F. Kruiger::Alexandru C. Telea::Christophe Hurter,2017,https://doi.org/10.2312/eurp.20171181
conf/vissym/Scott-BrownP17,Visualization of Temporal Logic Specifications.,James Scott-Brown::Antonis Papachristodoulou,2017,https://doi.org/10.2312/eurp.20171183
conf/vissym/WiebelGS05,Localized Flow Analysis of 2D and 3D Vector Fields.,Alexander Wiebel::Christoph Garth::Gerik Scheuermann,2005,https://doi.org/10.2312/VisSym/EuroVis05/143-150
conf/vissym/HeinzlKKG06,Robust Surface Detection for Variance Comparison and Dimensional Measurement.,Christoph Heinzl::R. Klingesberger::Johann Kastner::M. Eduard Gröller,2006,https://doi.org/10.2312/VisSym/EuroVis06/075-082
conf/vissym/BlancoDVGF12,MorphingProjections: Interactive Visualization of Electric Power Demand Time Series.,Ignacio Díaz Blanco::Manuel Domínguez-González::Abel Alberto Cuadrado Vega::Alberto B. Diez González::Juan J. Fuertes-Martínez,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/121-125
conf/vissym/ChewarMNNPT02,Secondary Task Display Attributes - Optimizing Visualizations for Cognitive Task Suitability and Interference Avoidance.,Christa M. Chewar::D. Scott McCrickard::Ali Ndiwalana::Chris North 0001::Jon Pryor::David Tessendorf,2002,https://doi.org/10.2312/VisSym/VisSym02/165-171
conf/vissym/DiehlGK01,Preserving the Mental Map using Foresighted Layout.,Stephan Diehl 0001::Carsten Görg::Andreas Kerren,2001,https://doi.org/10.1007/978-3-7091-6215-6_19::https://doi.org/10.2312/VisSym/VisSym01/175-184
conf/vissym/ChulpongsatornY20,Exploring Design Opportunities for Visually Congruent Proxemics in Information Visualization: A Design Space.,Neil Chulpongsatorn::Jackie Yu::Søren Knudsen,2020,https://doi.org/10.2312/evs.20201051
conf/vissym/BeyerHP14,A Survey of GPU-Based Large-Scale Volume Visualization.,Johanna Beyer::Markus Hadwiger::Hanspeter Pfister,2014,https://doi.org/10.2312/eurovisstar.20141175
conf/vissym/ParkYNCSKPC21,VATUN: Visual Analytics for Testing and Understanding Convolutional Neural Networks.,Cheonbok Park::Soyoung Yang::Inyoup Na::Sunghyo Chung::Sungbok Shin::Bum Chul Kwon::Deokgun Park 0001::Jaegul Choo,2021,https://doi.org/10.2312/evs.20211047
conf/vissym/EblingSW05,Analysis and Visualization of 3-C PIV Images from HART II using Image Processing Methods.,Julia Ebling::Gerik Scheuermann::Berend G. van der Wall,2005,https://doi.org/10.2312/VisSym/EuroVis05/161-168
conf/vissym/ClyneD99,Interactive Direct Volume Rendering of Time-Varying Data.,John P. Clyne::John M. Dennis,1999,https://doi.org/10.1007/978-3-7091-6803-5_11::https://doi.org/10.2312/vissym19991011
conf/vissym/WindhagerSM19,On Inconvenient Images: Exploring the Design Space of Engaging Climate Change Visualizations for Public Audiences.,Florian Windhager::Günther Schreder::Eva Mayr,2019,https://doi.org/10.2312/envirvis.20191098
conf/vissym/EntezariMBM06,A Granular Three Dimensional Multiresolution Transform.,Alireza Entezari::Tai Meng::Steven Bergner::Torsten Möller,2006,https://doi.org/10.2312/VisSym/EuroVis06/267-274
conf/vissym/GuchevAA16,Understanding Networks beyond Overlapping Clusters.,Vladimir Guchev::Simone Angelini::Giambattista Amati,2016,https://doi.org/10.2312/eurp.20161147
conf/vissym/PeikertS07,Visualization Methods for Vortex Rings and Vortex Breakdown Bubbles.,Ronald Peikert::Filip Sadlo,2007,https://doi.org/10.2312/VisSym/EuroVis07/211-218
conf/vissym/BodesinskyAGM15,Exploration and Assessment of Event Data.,Peter Bodesinsky::Bilal Alsallakh::Theresia Gschwandtner::Silvia Miksch,2015,https://doi.org/10.2312/eurova.20151106
conf/vissym/PlateTCF02,Octreemizer: A Hierarchical Approach for Interactive Roaming Through Very Large Volumes.,John Plate::Michael Tirtasana::Rhadamés Carmona::Bernd Fröhlich 0001,2002,https://doi.org/10.2312/VisSym/VisSym02/053-060
conf/vissym/HattabMAS20,MODELAR: A MODular and EvaLuative framework to improve surgical Augmented Reality visualization.,Georges Hattab::Felix Meyer::Remke Dirk Albrecht::Stefanie Speidel,2020,https://doi.org/10.2312/evs.20201066
conf/vissym/SnyderRKHH24,Interaction Techniques for Exploratory Data Visualization on Mobile Devices.,Luke S. Snyder::Ryan A. Rossi::Eunyee Koh::Jeffrey Heer::Jane Hoffswell,2024,https://doi.org/10.2312/evs.20241057
conf/vissym/NieblingBS14,Per-Fragment Image-based Flow Visualization using Interactive Surface Extraction from Unstructured Grids.,Florian Niebling::Martin Becker::Thomas Schlegel,2014,https://doi.org/10.2312/eurovisshort.20141160
conf/vissym/WhildenKSDQL22,Blocks: Creating Rich Tables with Drag-and-Drop Interaction.,Allison Whilden::Dirk Karis::Vidya Setlur::Rodion Degtyar::Jonathan Que::Filippos Lymperopoulos,2022,https://doi.org/10.2312/evs.20221094
conf/vissym/SeebacherFSKE19,Visual Analytics of Conversational Dynamics.,Daniel Seebacher::Maximilian T. Fischer::Rita Sevastjanova::Daniel A. Keim::Mennatallah El-Assady,2019,https://doi.org/10.2312/eurova.20191130
conf/vissym/AndujarCFV20,A Tool for N-way Analysis of Programming Exercises.,Carlos Andújar::Marc Comino::Marta Fairén::Àlvar Vinacua,2020,https://doi.org/10.2312/eurp.20201122
conf/vissym/HollL023,A Business Intelligence Dashboard for the Phone: Small-scale Visualizations Embedded into a Mobile Analysis and Monitoring Solution.,Nils Höll::Shahid Latif::Fabian Beck 0001,2023,https://doi.org/10.2312/evs.20231037
conf/vissym/AttfieldHW10,Sensemaking in Visual Analytics: Processes and Challenges.,Simon Attfield::Sukhvinder K. Hara::B. L. William Wong,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/001-006
conf/vissym/HohnWBL20,Width-Scale Bar Charts for Data with Large Value Range.,Markus Höhn::Marcel Wunderlich::Kathrin Ballweg::Tatiana von Landesberger,2020,https://doi.org/10.2312/evs.20201056
conf/vissym/BoglAFGLMR15,Integrating Predictions in Time Series Model Selection.,Markus Bögl::Wolfgang Aigner::Peter Filzmoser::Theresia Gschwandtner::Tim Lammarsch::Silvia Miksch::Alexander Rind,2015,https://doi.org/10.2312/eurova.20151107
conf/vissym/AndrewsS17,Responsive Data Visualisation.,Keith Andrews::Ales Smrdel,2017,https://doi.org/10.2312/eurp.20171182
conf/vissym/SharmaSPAS14,Interactively Visualizing Summaries of Rules and Exceptions.,Geetika Sharma::Gautam Shroff::Aditeya Pandey::Puneet Agarwal::Ashwin Srinivasan 0001,2014,https://doi.org/10.2312/eurova.20141146
conf/vissym/Garcia-Fernandez13,Stability Comparison of Dimensionality Reduction Techniques Attending to Data and Parameter Variations.,Francisco J. García-Fernández::Michel Verleysen::John A. Lee 0001::Ignacio Díaz Blanco,2013,https://doi.org/10.2312/PE.VAMP.VAMP2013.005-009
conf/vissym/NusratK15,Task Taxonomy for Cartograms.,Sabrina Nusrat::Stephen G. Kobourov,2015,https://doi.org/10.2312/eurovisshort.20151126
conf/vissym/CrouserOSM20,Investigating the Role of Locus of Control in Moderating Complex Analytic Workflows.,R. Jordan Crouser::Alvitta Ottley::Kendra Swanson::Ananda Montoly,2020,https://doi.org/10.2312/evs.20201050
conf/vissym/HeinemannBFE17,Power Efficiency of Volume Raycasting on Mobile Devices.,Moritz Heinemann::Valentin Bruder::Steffen Frey::Thomas Ertl,2017,https://doi.org/10.2312/eurp.20171166
conf/vissym/LarameeGSH06,Texture Advection on Stream Surfaces: A Novel Hybrid Visualization Applied to CFD Simulation Results.,Robert S. Laramee::Christoph Garth::Jürgen Schneider::Helwig Hauser,2006,https://doi.org/10.2312/VisSym/EuroVis06/155-162
conf/vissym/RautekCGBG06,D2VR: High-Quality Volume Rendering of Projection-based Volumetric Data.,Peter Rautek::Balázs Csébfalvi::Sören Grimm::Stefan Bruckner::M. Eduard Gröller,2006,https://doi.org/10.2312/VisSym/EuroVis06/211-218
