"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Abstract-We propose a data-driven space-filling curve method for 2D and 3D visualization. Our flexible curve traverses the data elements in the spatial domain in a way that the resulting linearization better preserves features in space compared to existing methods. We achieve such data coherency by calculating a Hamiltonian path that approximately minimizes an objective function that describes the similarity of data values and location coherency in a neighborhood. Our extended variant even supports multiscale data via quadtrees and octrees. Our method is useful in many areas of visualization including multivariate or comparative visualization ensemble visualization of 2D and 3D data on regular grids or multiscale visual analysis of particle simulations. The effectiveness of our method is evaluated with numerical comparisons to existing techniques and through examples of ensemble and multivariate datasets.","https://ieeexplore.ieee.org/document/9222374/","LOCKED","9222374","National Institute of Health Data Science, Peking University","https://ieeexplore.ieee.org/author/37073908100","1","Liang Zhou","37073908100","","","","","","","","","","","","","","","","SCI Institute, University of Utah","https://ieeexplore.ieee.org/author/37276931400","2","Chris R. Johnson","37276931400","Visualization Research Center (VISUS), University of Stuttgart","https://ieeexplore.ieee.org/author/37268045000","3","Daniel Weiskopf","37268045000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030473","1600","https://ieeexplore.ieee.org/document/9222374/","Space-filling curves","comparative visualization","ensemble visualization","multivariate visualization","","","","","","","Three-dimensional displays","Two dimensional displays","Data visualization","Brushes","Linear programming","Rendering (computer graphics)","Faces","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222374","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","127","1591","Data-Driven Space-Filling Curves","27"
"This paper presents a visual analytics system for exploring, analyzing and comparing argument structures in essay corpora. We provide an overview of the corpus by a list of ArguLines which represent the argument units of each essay by a sequence of glyphs. Each glyph encodes the stance, the depth and the relative position of an argument unit. The overview can be ordered in various ways to reveal patterns and outliers. Subsets of essays can be selected and analyzed in detail using the Argument Unit Occurrence Tree which aggregates the argument structures using hierarchical histograms. This hierarchical view facilitates the estimation of statistics and trends concerning the progression of the argumentation in the essays. It also provides insights into the commonalities and differences between selected subsets. The text view is the necessary textual basis to verify conclusions from the other views and the annotation process. Linking the views and interaction techniques for visual filtering, studying the evolution of stance within a subset of essays and scrutinizing the order of argumentative units enable a deep analysis of essay corpora. Our expert reviews confirmed the utility of the system and revealed detailed and previously unknown information about the argumentation in our sample corpus.","https://ieeexplore.ieee.org/document/9222553/","LOCKED","9222553","Bauhaus-Universität Weimar","https://ieeexplore.ieee.org/author/37086696433","1","Dora Kiesel","37086696433","","","","","","","","","","","","","","","","Bauhaus-Universität Weimar","https://ieeexplore.ieee.org/author/38262580000","2","Patrick Riehmann","38262580000","Paderborn University","https://ieeexplore.ieee.org/author/37088656814","3","Henning Wachsmuth","37088656814","Bauhaus-Universität Weimar","https://ieeexplore.ieee.org/author/37605608600","4","Benno Stein","37605608600","Bauhaus-Universität Weimar","https://ieeexplore.ieee.org/author/37282977500","5","Bernd Froehlich","37282977500","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030425","1148","https://ieeexplore.ieee.org/document/9222553/","Information Visualization","Text Analysis","User Interfaces","Visual Analytics","Argumentation Visualization","Glyph-based Techniques","Text and Document Data","Tree-based Visualization","Coordinated and Multiple Views","Close and Distant Reading","Task analysis","Annotations","Skin","Visual analytics","Histograms","Data visualization","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222553","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","128","1139","Visual Analysis of Argumentation in Essays","27"
"This paper introduces Polyphorm, an interactive visualization and model fitting tool that provides a novel approach for investigating cosmological datasets. Through a fast computational simulation method inspired by the behavior of Physarum polycephalum, an unicellular slime mold organism that efficiently forages for nutrients, astrophysicists are able to extrapolate from sparse datasets, such as galaxy maps archived in the Sloan Digital Sky Survey, and then use these extrapolations to inform analyses of a wide range of other data, such as spectroscopic observations captured by the Hubble Space Telescope. Researchers can interactively update the simulation by adjusting model parameters, and then investigate the resulting visual output to form hypotheses about the data. We describe details of Polyphorm's simulation model and its interaction and visualization modalities, and we evaluate Polyphorm through three scientific use cases that demonstrate the effectiveness of our approach.","https://ieeexplore.ieee.org/document/9240061/","LOCKED","9240061","Dept. of Computational Media, University of California, Santa Cruz","https://ieeexplore.ieee.org/author/38667473900","1","Oskar Elek","38667473900","","","","","","","","","","","","","","","","Dept. of Astronomy and Astrophysics, University of California, Santa Cruz","https://ieeexplore.ieee.org/author/37088655628","2","Joseph N. Burchett","37088655628","Dept. of Astronomy and Astrophysics, University of California, Santa Cruz","https://ieeexplore.ieee.org/author/37088655542","3","J. Xavier Prochaska","37088655542","Dept. of Computational Media, University of California, Santa Cruz","https://ieeexplore.ieee.org/author/38180697500","4","Angus G. Forbes","38180697500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030407","816","https://ieeexplore.ieee.org/document/9240061/","Astrophysics visualization","agent-based modeling","intergalactic media","Physarum polycephalum","Cosmic Web","","","","","","Computational modeling","Data models","Three-dimensional displays","Data visualization","Analytical models","Task analysis","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9240061","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","129","806","Polyphorm: Structural Analysis of Cosmological Datasets via Interactive Physarum Polycephalum Visualization","27"
"Modern automobiles have evolved from just being mechanical machines to having full-fledged electronics systems that enhance vehicle dynamics and driver experience. However, these complex hardware and software systems, if not properly designed, can experience failures that can compromise the safety of the vehicle, its occupants, and the surrounding environment. For example, a system to activate the brakes to avoid a collision saves lives when it functions properly, but could lead to tragic outcomes if the brakes were applied in a way that's inconsistent with the design. Broadly speaking, the analysis performed to minimize such risks falls into a systems engineering domain called Functional Safety. In this paper, we present SafetyLens, a visual data analysis tool to assist engineers and analysts in analyzing automotive Functional Safety datasets. SafetyLens combines techniques including network exploration and visual comparison to help analysts perform domain-specific tasks. This paper presents the design study with domain experts that resulted in the design guidelines, the tool, and user feedback.","https://ieeexplore.ieee.org/document/9222266/","LOCKED","9222266","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37087083944","1","Arpit Narechania","37087083944","","","","","","","","","","","","","","","","Ford Motor Company","https://ieeexplore.ieee.org/author/37890708900","2","Ahsan Qamar","37890708900","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37681759500","3","Alex Endert","37681759500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030382","1697","https://ieeexplore.ieee.org/document/9222266/","Visual data analysis","Design study","Network visualization","Functional safety","Automotive engineering","","","","","","Hazards","Acceleration","Visualization","Automotive engineering","Brakes","Tools","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222266","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","130","1688","SafetyLens: Visual Data Analysis of Functional Safety of Vehicles","27"
"Information visualization research has developed powerful systems that enable users to author custom data visualizations without textual programming. These systems can support graphics-driven practices by bridging lazy data-binding mechanisms with vector-graphics editing tools. Yet, despite their expressive power, visualization authoring systems often assume that users want to generate visual representations that they already have in mind rather than explore designs. They also impose a data-to-graphics workflow, where binding data dimensions to graphical properties is a necessary step for generating visualization layouts. In this paper, we introduce StructGraphics, an approach for creating data-agnostic and fully reusable visualization designs. StructGraphics enables designers to construct visualization designs by drawing graphics on a canvas and then structuring their visual properties without relying on a concrete dataset or data schema. In StructGraphics, tabular data structures are derived directly from the structure of the graphics. Later, designers can link these structures with real datasets through a spreadsheet user interface. StructGraphics supports the design and reuse of complex data visualizations by combining graphical property sharing, by-example design specification, and persistent layout constraints. We demonstrate the power of the approach through a gallery of visualization examples and reflect on its strengths and limitations in interaction with graphic designers and data visualization experts.","https://ieeexplore.ieee.org/document/9222091/","LOCKED","9222091","Inria & CNRS, Université Paris-Saclay, France","https://ieeexplore.ieee.org/author/37085357220","1","Theophanis Tsandilas","37085357220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030476","325","https://ieeexplore.ieee.org/document/9222091/","Visualization design","graphical structures","visualization grammars","layout constraints","infographics","flexible data binding","","","","","Data visualization","Layout","Visualization","Tools","Programming","Task analysis","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222091","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","131","315","StructGraphics: Flexible Visualization Design through Data-Agnostic and Reusable Graphical Structures","27"
"3D Lines are a widespread rendering primitive for the visualization of data from research fields like fluid dynamics or fiber tractography. Global illumination effects and transparent rendering improve the perception of three-dimensional features and decrease occlusion within the data set, thus enabling better understanding of complex line data. We present an efficient approach for high quality GPU-based rendering of line data with ambient occlusion and transparency effects. Our approach builds on GPU-based raycasting of rounded cones, which are geometric primitives similar to truncated cones, but with spherical endcaps. Object space ambient occlusion is provided by an efficient voxel cone tracing approach. Our core contribution is a new fragment visibility sorting strategy that allows for interactive visualization of line data sets with millions of line segments. We improve performance further by exploiting hierarchical opacity maps.","https://ieeexplore.ieee.org/document/9216549/","LOCKED","9216549","Chair of Computer Graphics & Visualization, TU-Dresden, Dresden, Germany","https://ieeexplore.ieee.org/author/37088656043","1","David Groß","37088656043","","","","","","","","","","","","","","","","Chair of Computer Graphics & Visualization, TU-Dresden, Dresden, Germany","https://ieeexplore.ieee.org/author/37565742800","2","Stefan Gumhold","37565742800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3028954","624","https://ieeexplore.ieee.org/document/9216549/","Scientific visualization","ray-casting","line rendering","transparency","","","","","","","Rendering (computer graphics)","Geometry","Lighting","Data visualization","Electron tubes","Casting","Graphics processing units","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9216549","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","132","614","Advanced Rendering of Line Data with Ambient Occlusion and Transparency","27"
"Many processes, from gene interaction in biology to computer networks to social media, can be modeled more precisely as temporal hypergraphs than by regular graphs. This is because hypergraphs generalize graphs by extending edges to connect any number of vertices, allowing complex relationships to be described more accurately and predict their behavior over time. However, the interactive exploration and seamless refinement of such hypergraph-based prediction models still pose a major challenge. We contribute Hyper-Matrix, a novel visual analytics technique that addresses this challenge through a tight coupling between machine-learning and interactive visualizations. In particular, the technique incorporates a geometric deep learning model as a blueprint for problem-specific models while integrating visualizations for graph-based and category-based data with a novel combination of interactions for an effective user-driven exploration of hypergraph models. To eliminate demanding context switches and ensure scalability, our matrix-based visualization provides drill-down capabilities across multiple levels of semantic zoom, from an overview of model predictions down to the content. We facilitate a focused analysis of relevant connections and groups based on interactive user-steering for filtering and search tasks, a dynamically modifiable partition hierarchy, various matrix reordering techniques, and interactive model feedback. We evaluate our technique in a case study and through formative evaluation with law enforcement experts using real-world internet forum communication data. The results show that our approach surpasses existing solutions in terms of scalability and applicability, enables the incorporation of domain knowledge, and allows for fast search-space traversal. With the proposed technique, we pave the way for the visual analytics of temporal hypergraphs in a wide variety of domains.","https://ieeexplore.ieee.org/document/9222341/","LOCKED","9222341","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37088656787","1","Maximilian T. Fischer","37088656787","","","","","","","","","","","","","","","","University of Amsterdam, The Netherlands","https://ieeexplore.ieee.org/author/37087049116","2","Devanshu Arya","37087049116","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37085610904","3","Dirk Streeb","37085610904","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37085831457","4","Daniel Seebacher","37085831457","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","5","Daniel A. Keim","37283138700","University of Amsterdam, The Netherlands","https://ieeexplore.ieee.org/author/37267865600","6","Marcel Worring","37267865600","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030408","560","https://ieeexplore.ieee.org/document/9222341/","Hypergraph","communication analysis","geometric deep learning","semantic zoom","matrix ordering","visual analytics","","","","","Visualization","Computational modeling","Machine learning","Predictive models","Analytical models","Semantics","Data models","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222341","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","133","550","Visual Analytics for Temporal Hypergraph Model Exploration","27"
"We present P6, a declarative language for building high performance visual analytics systems through its support for specifying and integrating machine learning and interactive visualization methods. As data analysis methods based on machine learning and artificial intelligence continue to advance, a visual analytics solution can leverage these methods for better exploiting large and complex data. However, integrating machine learning methods with interactive visual analysis is challenging. Existing declarative programming libraries and toolkits for visualization lack support for coupling machine learning methods. By providing a declarative language for visual analytics, P6 can empower more developers to create visual analytics applications that combine machine learning and visualization methods for data analysis and problem solving. Through a variety of example applications, we demonstrate P6's capabilities and show the benefits of using declarative specifications to build visual analytics systems. We also identify and discuss the research opportunities and challenges for declarative visual analytics.","https://ieeexplore.ieee.org/document/9246282/","LOCKED","9246282","University of California, Davis","https://ieeexplore.ieee.org/author/37085994008","1","Jianping Kelvin Li","37085994008","","","","","","","","","","","","","","","","University of California, Davis","https://ieeexplore.ieee.org/author/37085432740","2","Kwan-Liu Ma","37085432740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030453","389","https://ieeexplore.ieee.org/document/9246282/","visual analytics","interactive visualization","machine learning","toolkits","declarative specification","","","","","","Visual analytics","Machine learning","Data visualization","Libraries","Python","Data analysis","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9246282","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","134","380","P6: A Declarative Language for Integrating Machine Learning in Visual Analytics","27"
"We present a novel deep learning based technique for volumetric ambient occlusion in the context of direct volume rendering. Our proposed Deep Volumetric Ambient Occlusion (DVAO) approach can predict per-voxel ambient occlusion in volumetric data sets, while considering global information provided through the transfer function. The proposed neural network only needs to be executed upon change of this global information, and thus supports real-time volume interaction. Accordingly, we demonstrate DVAO's ability to predict volumetric ambient occlusion, such that it can be applied interactively within direct volume rendering. To achieve the best possible results, we propose and analyze a variety of transfer function representations and injection strategies for deep neural networks. Based on the obtained results we also give recommendations applicable in similar volume learning scenarios. Lastly, we show that DVAO generalizes to a variety of modalities, despite being trained on computed tomography data only.","https://ieeexplore.ieee.org/document/9222376/","LOCKED","9222376","Ulm University","https://ieeexplore.ieee.org/author/37088655910","1","Dominik Engel","37088655910","","","","","","","","","","","","","","","","Ulm University and Linköping University, Norrköping","https://ieeexplore.ieee.org/author/37295281400","2","Timo Ropinski","37295281400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030344","1278","https://ieeexplore.ieee.org/document/9222376/","Volume illumination","deep learning","direct volume rendering","","","","","","","","Rendering (computer graphics)","Transfer functions","Lighting","Training","Three-dimensional displays","Neural networks","Deep learning","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222376","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","135","1268","Deep Volumetric Ambient Occlusion","27"
"Design study is an established approach of conducting problem-driven visualization research. The academic visualization community has produced a large body of work for reporting on design studies, informed by a handful of theoretical frameworks, and applied to a broad range of application areas. The result is an abundance of reported insights into visualization design, with an emphasis on novel visualization techniques and systems as the primary contribution of these studies. In recent work we proposed a new, interpretivist perspective on design study and six companion criteria for rigor that highlight the opportunities for researchers to contribute knowledge that extends beyond visualization idioms and software. In this work we conducted a year-long collaboration with evolutionary biologists to develop an interactive tool for visual exploration of multivariate datasets and phylogenetic trees. During this design study we experimented with methods to support three of the rigor criteria: ABUNDANT, REFLEXIVE, and TRANSPARENT. As a result we contribute two novel visualization techniques for the analysis of multivariate phylogenetic datasets, three methodological recommendations for conducting design studies drawn from reflections over our process of experimentation, and two writing devices for reporting interpretivist design study. We offer this work as an example for implementing the rigor criteria to produce a diverse range of knowledge contributions.","https://ieeexplore.ieee.org/document/9222089/","LOCKED","9222089","University of Utah","https://ieeexplore.ieee.org/author/37088656265","1","Jen Rogers","37088656265","","","","","","","","","","","","","","","","Washington State University","https://ieeexplore.ieee.org/author/37088656394","2","Austin H. Patton","37088656394","University of Idaho","https://ieeexplore.ieee.org/author/37088656917","3","Luke Harmon","37088656917","University of Utah","https://ieeexplore.ieee.org/author/37395933400","4","Alexander Lex","37395933400","University of Utah","https://ieeexplore.ieee.org/author/37564728700","5","Miriah Meyer","37564728700","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030405","1116","https://ieeexplore.ieee.org/document/9222089/","Methodologies","Application Motivated Visualization","Guidelines","Life Sciences Visualization","Health","Medicine","Biology","Bioinformatics","Genomics","","Visualization","Human computer interaction","Software","Collaboration","Tools","Phylogeny","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222089","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","136","1106","Insights From Experiments With Rigor in an EvoBio Design Study","27"
"This paper describes a localized algorithm for the topological simplification of scalar data, an essential pre-processing step of topological data analysis (TDA). Given a scalar field $f$ and a selection of extrema to preserve, the proposed localized topological simplification (LTS) derives a function g that is close to $f$ and only exhibits the selected set of extrema. Specifically, sub- and superlevel set components associated with undesired extrema are first locally flattened and then correctly embedded into the global scalar field, such that these regions are guaranteed-from a combinatorial perspective-to no longer contain any undesired extrema. In contrast to previous global approaches, LTS only and independently processes regions of the domain that actually need to be simplified, which already results in a noticeable speedup. Moreover, due to the localized nature of the algorithm, LTS can utilize shared-memory parallelism to simplify regions simultaneously with a high parallel efficiency (70%). Hence, LTS significantly improves interactivity for the exploration of simplification parameters and their effect on subsequent topological analysis. For such exploration tasks, LTS brings the overall execution time of a plethora of TDA pipelines from minutes down to seconds, with an average observed speedup over state-of-the-art techniques of up to $\times 36$. Furthermore, in the special case where preserved extrema are selected based on topological persistence, an adapted version of LTS partially computes the persistence diagram and simultaneously simplifies features below a predefined persistence threshold. The effectiveness of LTS, its parallel efficiency, and its resulting benefits for TDA are demonstrated on several simulated and acquired datasets from different application domains, including physics, chemistry, and biomedical imaging.","https://ieeexplore.ieee.org/document/9222093/","LOCKED","9222093","Arizona State University","https://ieeexplore.ieee.org/author/37086218677","1","Jonas Lukasczyk","37086218677","","","","","","","","","","","","","","","","Technische Universitat Kaiserslautern","https://ieeexplore.ieee.org/author/37282573700","2","Christoph Garth","37282573700","Arizona State University","https://ieeexplore.ieee.org/author/37396008400","3","Ross Maciejewski","37396008400","Sorbonne Universite, CNRS","https://ieeexplore.ieee.org/author/37298870300","4","Julien Tierny","37298870300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030353","582","https://ieeexplore.ieee.org/document/9222093/","Topological data analysis","scalar data","simplification","feature extraction","parallel computing","","","","","","Computational modeling","Parallel processing","Data visualization","Data analysis","Atmospheric measurements","Particle measurements","Topology","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222093","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","137","572","Localized Topological Simplification of Scalar Data","27"
"The growing use of automated decision-making in critical applications, such as crime prediction and college admission, has raised questions about fairness in machine learning. How can we decide whether different treatments are reasonable or discriminatory? In this paper, we investigate discrimination in machine learning from a visual analytics perspective and propose an interactive visualization tool, DiscriLens, to support a more comprehensive analysis. To reveal detailed information on algorithmic discrimination, DiscriLens identifies a collection of potentially discriminatory itemsets based on causal modeling and classification rules mining. By combining an extended Euler diagram with a matrix-based visualization, we develop a novel set visualization to facilitate the exploration and interpretation of discriminatory itemsets. A user study shows that users can interpret the visually encoded information in DiscriLens quickly and accurately. Use cases demonstrate that DiscriLens provides informative guidance in understanding and reducing algorithmic discrimination.","https://ieeexplore.ieee.org/document/9222272/","LOCKED","9222272","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086543277","1","Qianwen Wang","37086543277","","","","","","","","","","","","","","","","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37088656714","2","Zhenhua Xu","37088656714","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085793208","3","Zhutian Chen","37085793208","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085635207","4","Yong Wang","37085635207","Tsinghua University","https://ieeexplore.ieee.org/author/37406039100","5","Shixia Liu","37406039100","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","6","Huamin Qu","37272637300","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030471","1480","https://ieeexplore.ieee.org/document/9222272/","Machine Learning","Discrimination","Data Visualization","","","","","","","","Itemsets","Visualization","Data visualization","Tools","Machine learning","Data models","Predictive models","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222272","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","138","1470","Visual Analysis of Discrimination in Machine Learning","27"
"Online services are used for all kinds of activities, like news, entertainment, publishing content or connecting with others. But information technology enables new threats to privacy by means of global mass surveillance, vast databases and fast distribution networks. Current news are full of misuses and data leakages. In most cases, users are powerless in such situations and develop an attitude of neglect for their online behaviour. On the other hand, the GDPR (General Data Protection Regulation) gives users the right to request a copy of all their personal data stored by a particular service, but the received data is hard to understand or analyze by the common internet user. This paper presents TransparencyVis - a web-based interface to support the visual and interactive exploration of data exports from different online services. With this approach, we aim at increasing the awareness of personal data stored by such online services and the effects of online behaviour. This design study provides an online accessible prototype and a best practice to unify data exports from different sources.","https://ieeexplore.ieee.org/document/9246571/","LOCKED","9246571","Fraunhofer IGD, Darmstadt, TU, Germany","https://ieeexplore.ieee.org/author/37086832096","1","Marija Schufrin","37086832096","","","","","","","","","","","","","","","","Fraunhofer IGD, Darmstadt, TU, Germany","https://ieeexplore.ieee.org/author/37088656455","2","Steven Lamarr Reynolds","37088656455","Fraunhofer IGD, Darmstadt, TU, Germany","https://ieeexplore.ieee.org/author/37270495600","3","Arjan Kuijper","37270495600","Fraunhofer IGD, Darmstadt, TU, Germany","https://ieeexplore.ieee.org/author/37449689200","4","Jorn Kohlhammer","37449689200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3028946","1849","https://ieeexplore.ieee.org/document/9246571/","Information visualization","usable privacy","privacy awareness","transparency-enhancing technologies","user-centered design","","","","","","Data visualization","Tools","Data privacy","Privacy","Internet","Data collection","Social networking (online)","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9246571","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","139","1840","A Visualization Interface to Improve the Transparency of Collected Personal Data on the Internet","27"
