"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Public genealogical databases are becoming increasingly populated with historical data and records of the current population's ancestors. As this increasing amount of available information is used to link individuals to their ancestors, the resulting trees become deeper and more dense, which justifies the need for using organized, space-efficient layouts to display the data. Existing layouts are often only able to show a small subset of the data at a time. As a result, it is easy to become lost when navigating through the data or to lose sight of the overall tree structure. On the contrary, leaving space for unknown ancestors allows one to better understand the tree's structure, but leaving this space becomes expensive and allows fewer generations to be displayed at a time. In this work, we propose that the H-tree based layout be used in genealogical software to display ancestral trees. We will show that this layout presents an increase in the number of displayable generations, provides a nicely arranged, symmetrical, intuitive and organized fractal structure, increases the user's ability to understand and navigate through the data, and accounts for the visualization requirements necessary for displaying such trees. Finally, user-study results indicate potential for user acceptance of the new layout.","https://ieeexplore.ieee.org/document/5613444/","LOCKED","5613444","University of Utah","https://ieeexplore.ieee.org/author/37605477900","1","Claurissa Tuttle","37605477900","Universidade do Sao Paulo, Brazil","https://ieeexplore.ieee.org/author/37590974800","2","Luis Gustavo Nonato","37590974800","University of Utah","https://ieeexplore.ieee.org/author/37275249200","3","Claudio Silva","37275249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2010.185","1072","https://ieeexplore.ieee.org/document/5613444/","Genealogy","Pedigree","H-Tree","","","","","","","Layout","Data visualization","Binary trees","Navigation","Software","Shape","Context","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613444","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","69","1063","PedVis: A Structured, Space-Efficient Technique for Pedigree Visualization","16"
"Histology is the study of the structure of biological tissue using microscopy techniques. As digital imaging technology advances, high resolution microscopy of large tissue volumes is becoming feasible; however, new interactive tools are needed to explore and analyze the enormous datasets. In this paper we present a visualization framework that specifically targets interactive examination of arbitrarily large image stacks. Our framework is built upon two core techniques: display-aware processing and GPU-accelerated texture compression. With display-aware processing, only the currently visible image tiles are fetched and aligned on-the-fly, reducing memory bandwidth and minimizing the need for time-consuming global pre-processing. Our novel texture compression scheme for GPUs is tailored for quick browsing of image stacks. We evaluate the usability of our viewer for two histology applications: digital pathology and visualization of neural structure at nanoscale-resolution in serial electron micrographs.","https://ieeexplore.ieee.org/document/5613479/","LOCKED","5613479","Harvard University","https://ieeexplore.ieee.org/author/37268212100","1","Won-Ki Jeong","37268212100","King Abdullar University of Science and Technology","https://ieeexplore.ieee.org/author/37560044500","2","Jens Schneider","37560044500","Harvard University","https://ieeexplore.ieee.org/author/37591057300","3","Stephen Turney","37591057300","BIDMC Pathology and Harvard Medical School","https://ieeexplore.ieee.org/author/37592056800","4","Beverly E Faulkner-Jones","37592056800","Technische Universität München","https://ieeexplore.ieee.org/author/37605382600","5","Dominik Meyer","37605382600","Technische Universität München","https://ieeexplore.ieee.org/author/37444424000","6","Rudiger Westermann","37444424000","Harvard Medical School","https://ieeexplore.ieee.org/author/37391007300","7","R. Clay Reid","37391007300","Harvard University","https://ieeexplore.ieee.org/author/37294231800","8","Jeff Lichtman","37294231800","Harvard University","https://ieeexplore.ieee.org/author/37275698100","9","Hanspeter Pfister","37275698100","23","3","Journals","10.1109/TVCG.2010.168","1395","https://ieeexplore.ieee.org/document/5613479/","Gigapixel viewer","biomedical image processing","GPU","texture compression","","","","","","Microscopy","Image coding","Image resolution","Pathology","Graphics processing unit","Data structures","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613479","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","70","1386","Interactive Histology of Large-Scale Biomedical Image Stacks","16"
"Numerical weather prediction ensembles are routinely used for operational weather forecasting. The members of these ensembles are individual simulations with either slightly perturbed initial conditions or different model parameterizations, or occasionally both. Multi-member ensemble output is usually large, multivariate, and challenging to interpret interactively. Forecast meteorologists are interested in understanding the uncertainties associated with numerical weather prediction; specifically variability between the ensemble members. Currently, visualization of ensemble members is mostly accomplished through spaghetti plots of a single midtroposphere pressure surface height contour. In order to explore new uncertainty visualization methods, the Weather Research and Forecasting (WRF) model was used to create a 48-hour, 18 member parameterization ensemble of the 13 March 1993 ""Superstorm"". A tool was designed to interactively explore the ensemble uncertainty of three important weather variables: water-vapor mixing ratio, perturbation potential temperature, and perturbation pressure. Uncertainty was quantified using individual ensemble member standard deviation, inter-quartile range, and the width of the 95% confidence interval. Bootstrapping was employed to overcome the dependence on normality in the uncertainty metrics. A coordinated view of ribbon and glyph-based uncertainty visualization, spaghetti plots, iso-pressure colormaps, and data transect plots was provided to two meteorologists for expert evaluation. They found it useful in assessing uncertainty in the data, especially in finding outliers in the ensemble run and therefore avoiding the WRF parameterizations that lead to these outliers. Additionally, the meteorologists could identify spatial regions where the uncertainty was significantly high, allowing for identification of poorly simulated storm environments and physical interpretation of these model issues.","https://ieeexplore.ieee.org/document/5613483/","LOCKED","5613483","Mississippi State University","https://ieeexplore.ieee.org/author/37567906800","1","Jibonananda Sanyal","37567906800","Mississippi State University","https://ieeexplore.ieee.org/author/37277708500","2","Song Zhang","37277708500","Mississippi State University","https://ieeexplore.ieee.org/author/37408980300","3","Jamie Dyer","37408980300","Mississippi State University","https://ieeexplore.ieee.org/author/37590976900","4","Andrew Mercer","37590976900","Mississippi State University","https://ieeexplore.ieee.org/author/37411386700","5","Philip Amburn","37411386700","Mississippi State University","https://ieeexplore.ieee.org/author/37282559500","6","Robert Moorhead","37282559500","","","","","","","","","","","","","","","","135","0","Journals","10.1109/TVCG.2010.181","1430","https://ieeexplore.ieee.org/document/5613483/","Uncertainty visualization","weather ensemble","geographic/geospatial visualization","glyph-based techniques","timevarying data","qualitative evaluation","","","","Uncertainty","Data visualization","Weather forecasting","Numerical models","Atmospheric modeling","Predictive models","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613483","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","71","1421","Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty","16"
"Graphs are a versatile structure and abstraction for binary relationships between objects. To gain insight into such relationships, their corresponding graph can be visualized. In the past, many classes of graphs have been defined, e.g. trees, planar graphs, directed acyclic graphs, and visualization algorithms were proposed for these classes. Although many graphs may only be classified as ""general"" graphs, they can contain substructures that belong to a certain class. Archambault proposed the TopoLayout framework: rather than draw any arbitrary graph using one method, split the graph into components that are homogeneous with respect to one graph class and then draw each component with an algorithm best suited for this class. Graph products constitute a class that arises frequently in graph theory, but for which no visualization algorithm has been proposed until now. In this paper, we present an algorithm for drawing graph products and the aesthetic criterion graph product's drawings are subject to. We show that the popular High-Dimensional Embedder approach applied to cartesian products already respects this aestetic criterion, but has disadvantages. We also present how our method is integrated as a new component into the TopoLayout framework. Our implementation is used for further research of graph products in a biological context.","https://ieeexplore.ieee.org/document/5613446/","LOCKED","5613446","Institute for Computer Science, University of Leipzig, Germany","https://ieeexplore.ieee.org/author/38243241100","1","Stefan Jänicke","38243241100","Institute for Computer Science, University of Leipzig, Germany","https://ieeexplore.ieee.org/author/37410427900","2","Christian Heine","37410427900","Institute for Computer Science, University of Leipzig, Germany","https://ieeexplore.ieee.org/author/37590949800","3","Marc Hellmuth","37590949800","Institute for Computer Science, University of Leipzig, Germany","https://ieeexplore.ieee.org/author/37271818100","4","Peter F. Stadler","37271818100","Institute for Computer Science, University of Leipzig, Germany","","5","Gerik Scheuermann","","","","","","","","","","","","","","","","","","","","","","8","0","Journals","10.1109/TVCG.2010.217","1089","https://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=5613446","Graph drawing","graph products","TopoLayout.","","","","","","","Layout","Visualization","Image edge detection","Springs","Complexity theory","Signal processing algorithms","Shape","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613446","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","72","1082","Visualization of Graph Products","16"
"The choices we take when listening to music are expressions of our personal taste and character. Storing and accessing our listening histories is trivial due to services like Last.fm, but learning from them and understanding them is not. Existing solutions operate at a very abstract level and only produce statistics. By applying techniques from information visualization to this problem, we were able to provide average people with a detailed and powerful tool for accessing their own musical past. LastHistory is an interactive visualization for displaying music listening histories, along with contextual information from personal photos and calendar entries. Its two main user tasks are (1) analysis, with an emphasis on temporal patterns and hypotheses related to musical genre and sequences, and (2) reminiscing, where listening histories and context represent part of one's past. In this design study paper we give an overview of the field of music listening histories and explain their unique characteristics as a type of personal data. We then describe the design rationale, data and view transformations of LastHistory and present the results from both a laband a large-scale online study. We also put listening histories in contrast to other lifelogging data. The resonant and enthusiastic feedback that we received from average users shows a need for making their personal data accessible. We hope to stimulate such developments through this research.","https://ieeexplore.ieee.org/document/5613450/","LOCKED","5613450","University of Munich (LMU)","https://ieeexplore.ieee.org/author/37590949400","1","Dominikus Baur","37590949400","University of Munich (LMU)","https://ieeexplore.ieee.org/author/37590946700","2","Frederik Seiffert","37590946700","University of Munich (LMU)","https://ieeexplore.ieee.org/author/37590945600","3","Michael Sedlmair","37590945600","University of Munich (LMU)","https://ieeexplore.ieee.org/author/37299647500","4","Sebastian Boring","37299647500","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","Journals","10.1109/TVCG.2010.206","1128","","Information visualization","lifelogging","design study","music","listening history","timelines","photos","calendars","","History","Data visualization","Calendars","Context","Noise","Psychology","Image color analysis","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613450","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","73","1119","The Streams of Our Lives: Visualizing Listening Histories in Context","16"
"This paper presents an interactive visualization tool to study and analyze hyperspectral images (HSI) of historical documents. This work is part of a collaborative effort with the Nationaal Archief of the Netherlands (NAN) and Art Innovation, a manufacturer of hyperspectral imaging hardware designed for old and fragile documents. The NAN is actively capturing HSI of historical documents for use in a variety of tasks related to the analysis and management of archival collections, from ink and paper analysis to monitoring the effects of environmental aging. To assist their work, we have developed a comprehensive visualization tool that offers an assortment of visualization and analysis methods, including interactive spectral selection, spectral similarity analysis, time-varying data analysis and visualization, and selective spectral band fusion. This paper describes our visualization software and how it is used to facilitate the tasks needed by our collaborators. Evaluation feedback from our collaborators on how this tool benefits their work is included.","https://ieeexplore.ieee.org/document/5613485/","LOCKED","5613485","National University of Singapore","https://ieeexplore.ieee.org/author/37598033500","1","Seon Joo Kim","37598033500","National University of Singapore","https://ieeexplore.ieee.org/author/37531677100","2","Shaojie Zhuo","37531677100","National University of Singapore","https://ieeexplore.ieee.org/author/37589876300","3","Fanbo Deng","37589876300","Nanyang Technological University","https://ieeexplore.ieee.org/author/37336329800","4","Chi-Wing Fu","37336329800","National University of Singapore","https://ieeexplore.ieee.org/author/37277811200","5","Michael Brown","37277811200","","","","","","","","","","","","","","","","","","","","","18","1","Journals","10.1109/TVCG.2010.172","1448","https://ieeexplore.ieee.org/document/5613485/","Hyperspectral visualization","data exploration","image fusion","document processing and analysis","","","","","","Aging","Data visualization","Hyperspectral imaging","Strips","Lighting","Humidity","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613485","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","74","1441","Interactive Visualization of Hyperspectral Images of Historical Documents","16"
"A standard approach for visualizing multivariate networks is to use one or more multidimensional views (for example, scatterplots) for selecting nodes by various metrics, possibly coordinated with a node-link view of the network. In this paper, we present three novel approaches for achieving a tighter integration of these views through hybrid techniques for multidimensional visualization, graph selection and layout. First, we present the FlowVizMenu, a radial menu containing a scatterplot that can be popped up transiently and manipulated with rapid, fluid gestures to select and modify the axes of its scatterplot. Second, the FlowVizMenu can be used to steer an attribute-driven layout of the network, causing certain nodes of a node-link diagram to move toward their corresponding positions in a scatterplot while others can be positioned manually or by force-directed layout. Third, we describe a novel hybrid approach that combines a scatterplot matrix (SPLOM) and parallel coordinates called the Parallel Scatterplot Matrix (P-SPLOM), which can be used to visualize and select features within the network. We also describe a novel arrangement of scatterplots called the Scatterplot Staircase (SPLOS) that requires less space than a traditional scatterplot matrix. Initial user feedback is reported.","https://ieeexplore.ieee.org/document/5613448/","LOCKED","5613448","École de technologie supérieure","https://ieeexplore.ieee.org/author/37590930300","1","Christophe Viau","37590930300","École de technologie supérieure","https://ieeexplore.ieee.org/author/38526446600","2","Michael J. McGuffin","38526446600","Université du Québec à Chicoutimi","https://ieeexplore.ieee.org/author/37282997400","3","Yves Chiricota","37282997400","Ontario Cancer Institute","https://ieeexplore.ieee.org/author/37353445900","4","Igor Jurisica","37353445900","","","","","","","","","","","","","","","","","","","","","","","","","","43","1","Journals","10.1109/TVCG.2010.205","1108","https://ieeexplore.ieee.org/document/5613448/","interactive graph drawing","network layout","attribute-driven layout","parallel coordinates","scatterplot matrix","radial menu","","","","Layout","Three dimensional displays","Visualization","Measurement","Joining processes","Data visualization","Principal component analysis","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613448","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","75","1100","The FlowVizMenu and Parallel Scatterplot Matrix: Hybrid Multidimensional Visualizations for Network Exploration","16"
"Data visualization is regularly promoted for its ability to reveal stories within data, yet these “data stories” differ in important ways from traditional forms of storytelling. Storytellers, especially online journalists, have increasingly been integrating visualizations into their narratives, in some cases allowing the visualization to function in place of a written story. In this paper, we systematically review the design space of this emerging class of visualizations. Drawing on case studies from news media to visualization research, we identify distinct genres of narrative visualization. We characterize these design differences, together with interactivity and messaging, in terms of the balance between the narrative flow intended by the author (imposed by graphical elements and the interface) and story discovery on the part of the reader (often through interactive exploration). Our framework suggests design strategies for narrative visualization, including promising under-explored approaches to journalistic storytelling and educational media.","https://ieeexplore.ieee.org/document/5613452/","LOCKED","5613452","Stanford University","https://ieeexplore.ieee.org/author/37590964100","1","Edward Segel","37590964100","Stanford University","https://ieeexplore.ieee.org/author/37550791300","2","Jeffrey Heer","37550791300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319","2","Journals","10.1109/TVCG.2010.179","1148","https://ieeexplore.ieee.org/document/5613452/","Narrative visualization","storytelling","design methods","case study","journalism","social data analysis","","","","Data visualization","Visualization","Media","Image color analysis","Engineering profession","Economics","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613452","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","76","1139","Narrative Visualization: Telling Stories with Data","16"
"In this paper we present World Lines as a novel interactive visualization that provides complete control over multiple heterogeneous simulation runs. In many application areas, decisions can only be made by exploring alternative scenarios. The goal of the suggested approach is to support users in this decision making process. In this setting, the data domain is extended to a set of alternative worlds where only one outcome will actually happen. World Lines integrate simulation, visualization and computational steering into a single unified system that is capable of dealing with the extended solution space. World Lines represent simulation runs as causally connected tracks that share a common time axis. This setup enables users to interfere and add new information quickly. A World Line is introduced as a visual combination of user events and their effects in order to present a possible future. To quickly find the most attractive outcome, we suggest World Lines as the governing component in a system of multiple linked views and a simulation component. World Lines employ linking and brushing to enable comparative visual analysis of multiple simulations in linked views. Analysis results can be mapped to various visual variables that World Lines provide in order to highlight the most compelling solutions. To demonstrate this technique we present a flooding scenario and show the usefulness of the integrated approach to support informed decision making.","https://ieeexplore.ieee.org/document/5613487/","LOCKED","5613487","VRVis Vienna","https://ieeexplore.ieee.org/author/38111592300","1","Jurgen Waser","38111592300","ETH Zürich","https://ieeexplore.ieee.org/author/38099765400","2","Raphael Fuchs","38099765400","VRVis Vienna","https://ieeexplore.ieee.org/author/38229386600","3","Hrvoje Ribičič","38229386600","ETH Zürich","https://ieeexplore.ieee.org/author/38102461400","4","Benjamin Schindler","38102461400","TU Vienna","https://ieeexplore.ieee.org/author/38229402400","5","Gunther Blöschl","38229402400","TU Vienna","https://ieeexplore.ieee.org/author/37282552200","6","Eduard Gröller","37282552200","","","","","","","","","","","","","","","","66","0","Journals","10.1109/TVCG.2010.223","1467","https://ieeexplore.ieee.org/document/5613487/","Problem solving environment","decision making","simulation steering","parallel worlds","CFD","smoothed particle hydrodynamics","","","","Visualization","Target tracking","Computational modeling","Data visualization","Analytical models","Navigation","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613487","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","77","1458","World Lines","16"
"We investigate the use of a Fourier-domain derivative error kernel to quantify the error incurred while estimating the gradient of a function from scalar point samples on a regular lattice. We use the error kernel to show that gradient reconstruction quality is significantly enhanced merely by shifting the reconstruction kernel to the centers of the principal lattice directions. Additionally, we exploit the algebraic similarities between the scalar and derivative error kernels to design asymptotically optimal gradient estimation filters that can be factored into an infinite impulse response interpolation prefilter and a finite impulse response directional derivative filter. This leads to a significant performance gain both in terms of accuracy and computational efficiency. The interpolation prefilter provides an accurate scalar approximation and can be re-used to cheaply compute directional derivatives on-the-fly without the need to store gradients. We demonstrate the impact of our filters in the context of volume rendering of scalar data sampled on the Cartesian and Body-Centered Cubic lattices. Our results rival those obtained from other competitive gradient estimation methods while incurring no additional computational or storage overhead.","https://ieeexplore.ieee.org/document/5613491/","LOCKED","5613491","Simon Fraser University,Burnaby, BC, Canada","https://ieeexplore.ieee.org/author/37402559800","1","Usman Alim","37402559800","Simon Fraser University, Burnaby, BC, Canada","https://ieeexplore.ieee.org/author/37275858700","2","Torsten Möller","37275858700","GREYC, A joint CNRS-UCBN-ENSICAEN Research Unit, Cedex,France","https://ieeexplore.ieee.org/author/37294569700","3","Laurent Condat","37294569700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","Journals","10.1109/TVCG.2010.160","1504","https://ieeexplore.ieee.org/document/5613491/","Derivative","Gradient","Reconstruction","Sampling","Lattice","Body Centered Cubic Lattice","Interpolation","Approximation","Frequency Error Kernel","Spline","Kernel","Lattices","Image reconstruction","Estimation","Interpolation","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613491","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","78","1495","Gradient Estimation Revitalized","16"
"In order to use new visualizations, most toolkits require application developers to rebuild their applications and distribute new versions to users. The WebCharts Framework take a different approach by hosting Javascript from within an application and providing a standard data and events interchange.. In this way, applications can be extended dynamically, with a wide variety of visualizations. We discuss the benefits of this architectural approach, contrast it to existing techniques, and give a variety of examples and extensions of the basic system.","https://ieeexplore.ieee.org/document/5613454/","LOCKED","5613454","Microsoft Research","https://ieeexplore.ieee.org/author/37542391000","1","Danyel Fisher","37542391000","Microsoft Research","https://ieeexplore.ieee.org/author/37585786500","2","Steven Drucker","37585786500","Microsoft Research","https://ieeexplore.ieee.org/author/37603822300","3","Roland Fernandez","37603822300","Microsoft","https://ieeexplore.ieee.org/author/37591246900","4","Scott Ruble","37591246900","","","","","","","","","","","","","","","","","","","","","","","","","","12","2","Journals","10.1109/TVCG.2010.222","1163","https://ieeexplore.ieee.org/document/5613454/","Visualization systems","toolkit design","data transformation and representation","","","","","","","Data visualization","Browsers","Rendering (computer graphics)","Internet","Image color analysis","Google","Libraries","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613454","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","79","1157","Visualizations everywhere: A Multiplatform Infrastructure for Linked Visualizations","16"
"Industrial cone-beam X-Ray computed tomography (CT) systems often face problems due to artifacts caused by a bad placement of the specimen on the rotary plate. This paper presents a visual-analysis tool for CT systems, which provides a simulation-based preview and estimates artifacts and deviations of a specimen's placement using the corresponding 3D geometrical surface model as input. The presented tool identifies potentially good or bad placements of a specimen and regions of a specimen, which cause the major portion of artefacts. The tool can be used for a preliminary analysis of the specimen before CT scanning, in order to determine the optimal way of placing the object. The analysis includes: penetration lengths, placement stability and an investigation in Radon space. Novel visualization techniques are applied to the simulation data. A stability widget is presented for determining the placement parameters' robustness. The performance and the comparison of results provided by the tool compared with real world data is demonstrated using two specimens.","https://ieeexplore.ieee.org/document/5613489/","LOCKED","5613489","Institute of Computer Graphics and Algorithms, Vienna University of Technology","https://ieeexplore.ieee.org/author/37590979900","1","Artem Amirkhanov","37590979900","Upper Austrian University of Applied Sciences, Wels Campus","https://ieeexplore.ieee.org/author/37400391300","2","Christoph Heinzl","37400391300","Upper Austrian University of Applied Sciences, Wels Campus","https://ieeexplore.ieee.org/author/37593834800","3","Michael Reiter","37593834800","Institute of Computer Graphics and Algorithms, Vienna University of Technology","https://ieeexplore.ieee.org/author/37282552200","4","Eduard Gröller","37282552200","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2010.214","1486","https://ieeexplore.ieee.org/document/5613489/","Industrial 3DCT","simulation","Radon-space analysis","stability analysis","penetration-length analysis","","","","","Face","Stability analysis","Visualization","Computed tomography","Solid modeling","Three dimensional displays","Computational modeling","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613489","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","80","1477","Visual Optimality and Stability Analysis of 3DCT Scan Positions","16"
"Practical volume visualization pipelines are never without compromises and errors. A delicate and often-studied component is the interpolation of off-grid samples, where aliasing can lead to misleading artifacts and blurring, potentially hiding fine details of critical importance. The verifiable visualization framework we describe aims to account for these errors directly in the volume generation stage, and we specifically target volumetric data obtained via computed tomography (CT) reconstruction. In this case the raw data are the X-ray projections obtained from the scanner and the volume data generation process is the CT algorithm. Our framework informs the CT reconstruction process of the specific filter intended for interpolation in the subsequent visualization process, and this in turn ensures an accurate interpolation there at a set tolerance. Here, we focus on fast trilinear interpolation in conjunction with an octree-type mixed resolution volume representation without T-junctions. Efficient rendering is achieved by a space-efficient and locality-optimized representation, which can straightforwardly exploit fast fixed-function pipelines on GPUs.","https://ieeexplore.ieee.org/document/5613493/","LOCKED","5613493","Stony Brook University","https://ieeexplore.ieee.org/author/37599599100","1","Ziyi Zheng","37599599100","Stony Brook University","https://ieeexplore.ieee.org/author/37597172500","2","Wei Xu","37597172500","Stony Brook University","https://ieeexplore.ieee.org/author/37273119700","3","Klaus Mueller","37273119700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2010.211","1524","https://ieeexplore.ieee.org/document/5613493/","Direct volume rendering","computed tomography","filtered back-projection","verifiable visualization","","","","","","Interpolation","Computed tomography","Rendering (computer graphics)","Data visualization","Frequency domain analysis","Pipelines","Image reconstruction","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613493","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","81","1515","VDVR: Verifiable Volume Visualization of Projection-Based Data","16"
"Documents in rich text corpora usually contain multiple facets of information. For example, an article about a specific disease often consists of different facets such as symptom, treatment, cause, diagnosis, prognosis, and prevention. Thus, documents may have different relations based on different facets. Powerful search tools have been developed to help users locate lists of individual documents that are most related to specific keywords. However, there is a lack of effective analysis tools that reveal the multifaceted relations of documents within or cross the document clusters. In this paper, we present FacetAtlas, a multifaceted visualization technique for visually analyzing rich text corpora. FacetAtlas combines search technology with advanced visual analytical tools to convey both global and local patterns simultaneously. We describe several unique aspects of FacetAtlas, including (1) node cliques and multifaceted edges, (2) an optimized density map, and (3) automated opacity pattern enhancement for highlighting visual patterns, (4) interactive context switch between facets. In addition, we demonstrate the power of FacetAtlas through a case study that targets patient education in the health care domain. Our evaluation shows the benefits of this work, especially in support of complex multifaceted data analysis.","https://ieeexplore.ieee.org/document/5613456/","LOCKED","5613456","Dept. of Comput. Sci. & Eng., Hong Kong Univ. of Sci. & Technol., Hong Kong, China","https://ieeexplore.ieee.org/author/37604309600","1","Nan Cao","37604309600","","https://ieeexplore.ieee.org/author/37281417100","2","Jimeng Sun","37281417100","Arts Media & Eng., Arizona State Univ., Tempe, AZ, USA","https://ieeexplore.ieee.org/author/37598450200","3","Yu-Ru Lin","37598450200","","https://ieeexplore.ieee.org/author/37601397400","4","David Gotz","37601397400","IBM China Res. Lab., Beijing, China","https://ieeexplore.ieee.org/author/37406039100","5","Shixia Liu","37406039100","IEEE, Member","https://ieeexplore.ieee.org/author/37272637300","6","Huamin Qu","37272637300","","","","","","","","","","","","","","","","74","3","Journals","10.1109/TVCG.2010.154","1181","https://ieeexplore.ieee.org/document/5613456/","Multifaceted visualization","Text visualization","Multi-relational Graph","Search UI","","","","","","Visualization","Diseases","Data visualization","Data models","Context","Diabetes","Switches","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613456","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","82","1172","FacetAtlas: Multifaceted Visualization for Rich Text Corpora","16"
