"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Data sets in astronomy are growing to enormous sizes. Modern astronomical surveys provide not only image data but also catalogues of millions of objects (stars, galaxies), each object with hundreds of associated parameters. Exploration of this very high-dimensional data space poses a huge challenge. Subspace clustering is one among several approaches which have been proposed for this purpose in recent years. However, many clustering algorithms require the user to set a large number of parameters without any guidelines. Some methods also do not provide a concise summary of the datasets, or, if they do, they lack additional important information such as the number of clusters present or the significance of the clusters. In this paper, we propose a method for ranking subspaces for clustering which overcomes many of the above limitations. First we carry out a transformation from parametric space to discrete image space where the data are represented by a grid-based density field. Then we apply so-called connected morphological operators on this density field of astronomical objects that provides visual support for the analysis of the important subspaces. Clusters in subspaces correspond to high-intensity regions in the density image. The importance of a cluster is measured by a new quality criterion based on the dynamics of local maxima of the density. Connected operators are able to extract such regions with an indication of the number of clusters present. The subspaces are visualized during computation of the quality measure, so that the user can interact with the system to improve the results. In the result stage, we use three visualization toolkits linked within a graphical user interface so that the user can perform an in-depth exploration of the ranked subspaces. Evaluation based on synthetic as well as real astronomical datasets demonstrates the power of the new method. We recover various known astronomical relations directly from the data with little or no a priori assumptions. Hence, our method holds good prospects for discovering new relations as well.","https://ieeexplore.ieee.org/document/5652450/","LOCKED","5652450","Johann Bernoulli Institute for Mathematics and Computer Science, University of Groningen","https://ieeexplore.ieee.org/author/37589434200","1","Bilkis J. Ferdosi","37589434200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kapteyn Astronomical Institute, University of Groningen","https://ieeexplore.ieee.org/author/37589433700","2","Hugo Buddelmeijer","37589433700","Kapteyn Astronomical Institute, University of Groningen","https://ieeexplore.ieee.org/author/37589433500","3","Scott Trager","37589433500","Johann Bernoulli Institute for Mathematics and Computer Science, University of Groningen","https://ieeexplore.ieee.org/author/37279238300","4","Michael H. F. Wilkinson","37279238300","Johann Bernoulli Institute for Mathematics and Computer Science, University of Groningen","https://ieeexplore.ieee.org/author/37279298200","5","Jos B. T. M. Roerdink","37279298200","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652450","42","https://ieeexplore.ieee.org/document/5652450/","Subspace finding","clustering high-dimensional data","connected morphological operators","visual exploration","astronomical data","","","Data visualization","Visualization","Smoothing methods","Shape","Estimation","Noise","Principal component analysis","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652450","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","36","35","Finding and visualizing relevant subspaces for clustering high-dimensional astronomical data using connected morphological operators"
"Journalists increasingly turn to social media sources such as Facebook or Twitter to support their coverage of various news events. For large-scale events such as televised debates and speeches, the amount of content on social media can easily become overwhelming, yet still contain information that may aid and augment reporting via individual content items as well as via aggregate information from the crowd's response. In this work we present a visual analytic tool, Vox Civitas, designed to help journalists and media professionals extract news value from large-scale aggregations of social media content around broadcast events. We discuss the design of the tool, present the text analysis techniques used to enable the presentation, and provide details on the visual and interaction design. We provide an exploratory evaluation based on a user study in which journalists interacted with the system to explore and report on a dataset of over one hundred thousand twitter messages collected during the U.S. State of the Union presidential address in 2010.","https://ieeexplore.ieee.org/document/5652922/","LOCKED","5652922","Rutgers University, School of Communication and Information","https://ieeexplore.ieee.org/author/37591165700","1","Nicholas Diakopoulos","37591165700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rutgers University, School of Communication and Information","https://ieeexplore.ieee.org/author/37282106600","2","Mor Naaman","37282106600","Rutgers University, School of Communication and Information","https://ieeexplore.ieee.org/author/38276630800","3","Funda Kivran-Swaine","38276630800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","2","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652922","122","https://ieeexplore.ieee.org/document/5652922/","Computational Journalism","Computer Assisted Reporting","Social Media","Sensemaking","","","","Media","Twitter","Aggregates","Context","Classification algorithms","Filtering","Visual analytics","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652922","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","37","115","Diamonds in the rough: Social media visual analytics for journalistic inquiry"
"Finding patterns in temporal data is an important data analysis task in many domains. Static visualizations can help users easily see certain instances of patterns, but are not specially designed to support systematic analysis tasks, such as finding all instances of a pattern automatically. VizPattern is an interactive visual query environment that uses a comic strip metaphor to enable users to easily and quickly define and locate complex temporal patterns. Evaluations provide evidence that VizPattern is applicable in many domains, and that it enables a wide variety of users to answer questions about temporal data faster and with fewer errors than existing state-of-the-art visual analysis systems.","https://ieeexplore.ieee.org/document/5652890/","LOCKED","5652890","Information Sciences Institute University of Southern California","https://ieeexplore.ieee.org/author/37600357600","1","Jing Jin","37600357600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Information Sciences Institute University of Southern California","https://ieeexplore.ieee.org/author/37591247400","2","Pedro Szekely","37591247400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652890","170","https://ieeexplore.ieee.org/document/5652890/","H.5.2 [Information Interfaces and Presentation]: User Interface-User-centered design","H.3.3 [Information Systems]: Information Search and Retrieval-Query formulation","","","","","","Strips","Data visualization","Pain","Time series analysis","Visualization","Stomach","Data analysis","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652890","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","38","163","Interactive querying of temporal data using a comic strip metaphor"
"Visualization of multi-dimensional data is challenging due to the number of complex correlations that may be present in the data but that are difficult to be visually identified. One of the main causes for this problem is the inherent loss of information that occurs when high-dimensional data is projected into 2D or 3D. Although 2D scatterplots are ubiquitous due to their simplicity and familiarity, there are not a lot of variations on their basic metaphor. In this paper, we present a new way of visualizing multidimensional data using scatterplots. We extend 2D scatterplots using sensitivity coefficients to highlight local variation of one variable with respect to another. When applied to a scatterplot, these sensitivities can be understood as velocities, and the resulting visualization resembles a flow field. We also present a number of operations, based on flow-field analysis, that help users navigate, select and cluster points in an efficient manner. We show the flexibility and generality of this approach using a number of multidimensional data sets across different domains.","https://ieeexplore.ieee.org/document/5652460/","LOCKED","5652460","University of California at Davis","https://ieeexplore.ieee.org/author/37593323300","1","Yu-Hsuan Chan","37593323300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of California at Davis","https://ieeexplore.ieee.org/author/37282925900","2","Carlos D. Correa","37282925900","University of California at Davis","https://ieeexplore.ieee.org/author/37275869400","3","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652460","50","https://ieeexplore.ieee.org/document/5652460/","Uncertainty","Data Transformations","Principal Component Analysis","Model Fitting","","","","Correlation","Sensitivity analysis","Navigation","Data visualization","Visualization","Complexity theory","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652460","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","39","43","Flow-based scatterplots for sensitivity analysis"
"These current studies explored the impact of individual differences in personality factors on interface interaction and learning performance behaviors in both an interactive visualization and a menu-driven web table in two studies. Participants were administered 3 psychometric measures designed to assess Locus of Control, Extraversion, and Neuroticism. Participants were then asked to complete multiple procedural learning tasks in each interface. Results demonstrated that all three measures predicted completion times. Additionally, results analyses demonstrated personality factors also predicted the number of insights participants reported while completing the tasks in each interface. We discuss how these findings advance our ongoing research in the Personal Equation of Interaction.","https://ieeexplore.ieee.org/document/5653587/","LOCKED","5653587","School of Interactive Arts + Technology Simon Fraser University","https://ieeexplore.ieee.org/author/37403562900","1","Tear Marie Green","37403562900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","School of Interactive Arts + Technology Simon Fraser University","https://ieeexplore.ieee.org/author/37267458000","2","Brian Fisher","37267458000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","1","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653587","210","https://ieeexplore.ieee.org/document/5653587/","visual analytics","cognition and perception theory","embodied cognition","visualization taxonomies and models","","","","Cognition","Particle measurements","Atmospheric measurements","Equations","Visual analytics","Computers","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653587","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","40","203","Towards the Personal Equation of Interaction: The impact of personality factors on visual analytics interface interaction"
"We present a tool that is specifically designed to support a writer in revising a draft-version of a document. In addition to showing which paragraphs and sentences are difficult to read and understand, we assist the reader in understanding why this is the case. This requires features that are expressive predictors of readability, and are also semantically understandable. In the first part of the paper, we therefore discuss a semi-automatic feature selection approach that is used to choose appropriate measures from a collection of 141 candidate readability features. In the second part, we present the visual analysis tool VisRA, which allows the user to analyze the feature values across the text and within single sentences. The user can choose different visual representations accounting for differences in the size of the documents and the availability of information about the physical and logical layout of the documents. We put special emphasis on providing as much transparency as possible to ensure that the user can purposefully improve the readability of a sentence. Several case-studies are presented that show the wide range of applicability of our tool.","https://ieeexplore.ieee.org/document/5652926/","LOCKED","5652926","University of Konstanz","https://ieeexplore.ieee.org/author/37591207400","1","Daniela Oelke","37591207400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Konstanz","https://ieeexplore.ieee.org/author/37601354600","2","David Spretke","37601354600","University of Konstanz","https://ieeexplore.ieee.org/author/37592880100","3","Andreas Stoffel","37592880100","University of Konstanz","https://ieeexplore.ieee.org/author/37283138700","4","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652926","130","https://ieeexplore.ieee.org/document/5652926/","I.7.5 [Document and Text Processing]: Document Capture-Document Analysis","I.5.2 [Pattern Recognition]: Design Methodology-Feature evaluation and selection","","","","","","Visualization","Vocabulary","Correlation","Image color analysis","Complexity theory","Length measurement","Navigation","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652926","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","41","123","Visual readability analysis: How to make your writings easier to read"
"In this paper, we present a new web-based visual analytics system, VizCept, which is designed to support fluid, collaborative analysis of large textual intelligence datasets. The main approach of the design is to combine individual workspace and shared visualization in an integrated environment. Collaborating analysts will be able to identify concepts and relationships from the dataset based on keyword searches in their own workspace and collaborate visually with other analysts using visualization tools such as a concept map view and a timeline view. The system allows analysts to parallelize the work by dividing initial sets of concepts, investigating them on their own workspace, and then integrating individual findings automatically on shared visualizations with support for interaction and personal graph layout in real time, in order to develop a unified plot. We highlight several design considerations that promote communication and analytic performance in small team synchronous collaboration. We report the result of a pair of case study applications including collaboration and communication methods, analysis strategies, and user behaviors under a competition setting in the same location at the same time. The results of these demonstrate the tool's effectiveness for synchronous collaborative construction and use of visualizations in intelligence data analysis.","https://ieeexplore.ieee.org/document/5652932/","LOCKED","5652932","Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37597408500","1","Haeyong Chung","37597408500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37598427300","2","Seungwon Yang","37598427300","Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37591135300","3","Naveed Massjouni","37591135300","Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37587847300","4","Christopher Andrews","37587847300","Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37591136300","5","Rahul Kanna","37591136300","Department of Computer Science, Virginia Tech","https://ieeexplore.ieee.org/author/37419565900","6","Chris North","37419565900","","","","","","","","","","","","","","","","","","","","","15","5","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652932","114","https://ieeexplore.ieee.org/document/5652932/","Collaborative visualization","text and document data","intelligence analysis","","","","","Collaboration","Data visualization","Visual analytics","Layout","Servers","Keyword search","Text analysis","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652932","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","42","107","VizCept: Supporting synchronous collaboration for constructing visualizations in intelligence analysis"
"Wikipedia has been built to gather encyclopedic knowledge using a collaborative social process that has proved its effectiveness. However, the workload required for raising the quality and increasing the coverage of Wikipedia is exhausting the community. Based on several participatory design sessions with active Wikipedia contributors (a.k.a. Wikipedians), we have collected a set of measures related to Wikipedia activity that, if available and visualized effectively, could spare a lot of monitoring time to these Wikipedians, allowing them to focus on quality and coverage of Wikipedia instead of spending their time navigating heavily to track vandals and copyright infringements. However, most of these measures cannot be computed on the fly using the available Wikipedia API. Therefore, we have designed an open architecture called WikiReactive to compute incrementally and maintain several aggregated measures on the French Wikipedia. This aggregated data is available as a Web Service and can be used to overlay information on Wikipedia articles through Wikipedia Skins or for new services for Wikipedians or people studying Wikipedia. This article describes the architecture, its performance and some of its uses.","https://ieeexplore.ieee.org/document/5652896/","LOCKED","5652896","Microsoft Research - INRIA Joint Centre","https://ieeexplore.ieee.org/author/37325862800","1","Nadia Boukhelifa","37325862800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Microsoft Research - INRIA Joint Centre","https://ieeexplore.ieee.org/author/37395495900","2","Fanny Chevalier","37395495900","INRIA","https://ieeexplore.ieee.org/author/37407972900","3","Jean-Daniel Fekete","37407972900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652896","154","https://ieeexplore.ieee.org/document/5652896/","Information Storage and Retrieval [H.3.5]: Online Information Services-Web-based services","Database Management [H.2.1]: Logical Design-Schema and subschema","Database Management [H.2.4]: System-Query processing","","","","","Encyclopedias","Internet","Electronic publishing","Data visualization","Databases","Measurement","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652896","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","43","147","Real-time aggregation of Wikipedia data for visual analytics"
"Modern visualization methods are needed to cope with very high-dimensional data. Efficient visual analytical techniques are required to extract the information content in these data. The large number of possible projections for each method, which usually grow quadrat-ically or even exponentially with the number of dimensions, urges the necessity to employ automatic reduction techniques, automatic sorting or selecting the projections, based on their information-bearing content. Different quality measures have been successfully applied for several specified user tasks and established visualization techniques, like Scatterplots, Scatterplot Matrices or Parallel Coordinates. Many other popular visualization techniques exist, but due to the structural differences, the measures are not directly applicable to them and new approaches are needed. In this paper we propose new quality measures for three popular visualization methods: Radviz, Pixel-Oriented Displays and Table Lenses. Our experiments show that these measures efficiently guide the visual analysis task.","https://ieeexplore.ieee.org/document/5652433/","LOCKED","5652433","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37603943800","1","Georgia Albuquerque","37603943800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37546817000","2","Martin Eisemann","37546817000","University of Magdeburg, Germany","https://ieeexplore.ieee.org/author/37601992200","3","Dirk J. Lehmann","37601992200","University of Magdeburg, Germany","https://ieeexplore.ieee.org/author/37266875400","4","Holger Theisel","37266875400","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37273816400","5","Marcus Magnor","37273816400","","","","","","","","","","","","","","","","","","","","","","","","","","30","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652433","26","https://ieeexplore.ieee.org/document/5652433/","H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval","I.3.3 [Computer Graphics]: Picture/Image Generation","","","","","","Pixel","Data visualization","Visualization","Noise","Lenses","Image color analysis","Clustering algorithms","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652433","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","44","19","Improving the visual analysis of high-dimensional datasets using quality measures"
"During the last decades, electronic textual information has become the world's largest and most important information source. Daily newspapers, books, scientific and governmental publications, blogs and private messages have grown into a wellspring of endless information and knowledge. Since neither existing nor new information can be read in its entirety, we rely increasingly on computers to extract and visualize meaningful or interesting topics and documents from this huge information reservoir. In this paper, we extend, improve and combine existing individual approaches into an overall framework that supports topologi-cal analysis of high dimensional document point clouds given by the well-known tf-idf document-term weighting method. We show that traditional distance-based approaches fail in very high dimensional spaces, and we describe an improved two-stage method for topology-based projections from the original high dimensional information space to both two dimensional (2-D) and three dimensional (3-D) visualizations. To demonstrate the accuracy and usability of this framework, we compare it to methods introduced recently and apply it to complex document and patent collections.","https://ieeexplore.ieee.org/document/5652940/","LOCKED","5652940","University of Leipzig","https://ieeexplore.ieee.org/author/37403135200","1","Patrick Oesterling","37403135200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Leipzig","https://ieeexplore.ieee.org/author/37282574800","2","Gerik Scheuermann","37282574800","University of Leipzig","https://ieeexplore.ieee.org/author/37591211600","3","Sven Teresniak","37591211600","University of Leipzig","https://ieeexplore.ieee.org/author/37591211200","4","Gerhard Heyer","37591211200","University of Stuttgart","https://ieeexplore.ieee.org/author/37593029700","5","Steffen Koch","37593029700","University of Stuttgart","https://ieeexplore.ieee.org/author/37268023800","6","Thomas Ertl","37268023800","Lawrence Berkeley National Laboratory","https://ieeexplore.ieee.org/author/37411444100","7","Gunther H. Weber","37411444100","","","","","","","","","","","","","","","","17","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652940","98","https://ieeexplore.ieee.org/document/5652940/","H.5.2 [INFORMATION INTERFACES AND PRESENTATION]: User Interfaces-Theory and methods","I.5.3 [Pattern Recognition]: Clustering-Algorithms","","","","","","Clouds","Data visualization","Topology","Layout","Context","Optimization","Electronic mail","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652940","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","45","91","Two-stage framework for a topology-based projection and visualization of classified document collections"
"Interaction and manual manipulation have been shown in the cognitive science literature to play a critical role in problem solving. Given different types of interactions or constraints on interactions, a problem can appear to have different degrees of difficulty. While this relationship between interaction and problem solving has been well studied in the cognitive science literatures, the visual analytics community has yet to exploit this understanding for analytical problem solving. In this paper, we hypothesize that constraints on interactions and constraints encoded in visual representations can lead to strategies of varying effectiveness during problem solving. To test our hypothesis, we conducted a user study in which participants were given different levels of interaction constraints when solving a simple math game called Number Scrabble. Number Scrabble is known to have an optimal visual problem isomorph, and the goal of this study is to learn if and how the participants could derive the isomorph and to analyze the strategies that the participants utilize in solving the problem. Our results indicate that constraints on interactions do affect problem solving, and that while the optimal visual isomorph is difficult to derive, certain interaction constraints can lead to a higher chance of deriving the isomorph.","https://ieeexplore.ieee.org/document/5653599/","LOCKED","5653599","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37606064200","1","Wenwen Dou","37606064200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37548028800","2","Caroline Ziemkiewicz","37548028800","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37546111900","3","Lane Harrison","37546111900","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37400451800","4","Dong Hyun Jeong","37400451800","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37603814100","5","Roxanne Ryan","37603814100","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37300425000","6","William Ribarsky","37300425000","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37601069300","7","Xiaoyu Wang","37601069300","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37592409400","8","Remco Chang","37592409400","","","","","","","","","","","4","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653599","202","https://ieeexplore.ieee.org/document/5653599/","Interaction","Visual Isomorph","Problem Solving","","","","","Visualization","Games","Problem-solving","Time factors","Cognition","Computers","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653599","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","46","195","Comparing different levels of interaction constraints for deriving visual problem isomorphs"
