"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorAffiliations_authorAffiliation_1","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Understanding how topics evolve in text data is an important and challenging task. Although much work has been devoted to topic analysis, the study of topic evolution has largely been limited to individual topics. In this paper, we introduce TextFlow, a seamless integration of visualization and topic mining techniques, for analyzing various evolution patterns that emerge from multiple topics. We first extend an existing analysis technique to extract three-level features: the topic evolution trend, the critical event, and the keyword correlation. Then a coherent visualization that consists of three new visual components is designed to convey complex relationships between them. Through interaction, the topic mining model and visualization can communicate with each other to help users refine the analysis result and gain insights into the data progressively. Finally, two case studies are conducted to demonstrate the effectiveness and usefulness of TextFlow in helping users understand the major topic evolution patterns in time-varying text data.","https://ieeexplore.ieee.org/document/6065008/","LOCKED","6065008","Hong Kong University of Science and Technology, Hong Kong, China","","Hong Kong University of Science and Technology, Hong Kong, China","Microsoft Research Asia, China","https://ieeexplore.ieee.org/author/37391623900","1","Weiwei Cui","37391623900","Microsoft Research Asia, China","Microsoft Research Asia, China","","https://ieeexplore.ieee.org/author/37406039100","2","Shixia Liu","37406039100","Microsoft Research Asia, China","Microsoft Research Asia, China","https://ieeexplore.ieee.org/author/37597343100","3","Li Tan","37597343100","Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, Hong Kong, China","https://ieeexplore.ieee.org/author/38019494400","4","Conglei Shi","38019494400","Microsoft Research Asia, China","Microsoft Research Asia, China","","https://ieeexplore.ieee.org/author/37407140300","5","Yangqiu Song","37407140300","Zhejiang University, China","Zhejiang University, China","Microsoft Research Asia, China","https://ieeexplore.ieee.org/author/37088145746","6","Zekai Gao","37088145746","Microsoft Research Asia, China","Microsoft Research Asia, China","https://ieeexplore.ieee.org/author/37272637300","7","Huamin Qu","37272637300","Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science and Technology, Hong Kong, China","https://ieeexplore.ieee.org/author/37394723000","8","Xin Tong","37394723000","","","","","","","244","9","Journals","10.1109/TVCG.2011.239","4022","2421","https://ieeexplore.ieee.org/document/6065008/","Text visualization","Topic evolution","Hierarchical Dirichlet process","Critical event.","","","","","","Text analysis","Data visualization","Tag clouds","Image color analysis","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065008","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","82","2412","TextFlow: Towards Better Understanding of Evolving Topics in Text","17"
"Visual representations of time-series are useful for tasks such as identifying trends, patterns and anomalies in the data. Many techniques have been devised to make these visual representations more scalable, enabling the simultaneous display of multiple variables, as well as the multi-scale display of time-series of very high resolution or that span long time periods. There has been comparatively little research on how to support the more elaborate tasks associated with the exploratory visual analysis of timeseries, e.g., visualizing derived values, identifying correlations, or discovering anomalies beyond obvious outliers. Such tasks typically require deriving new time-series from the original data, trying different functions and parameters in an iterative manner. We introduce a novel visualization technique called ChronoLenses, aimed at supporting users in such exploratory tasks. ChronoLenses perform on-the-fly transformation of the data points in their focus area, tightly integrating visual analysis with user actions, and enabling the progressive construction of advanced visual analysis pipelines.","https://ieeexplore.ieee.org/document/6065009/","LOCKED","6065009","DGP, University of Toronto, Canada","","DGP, University of Toronto, Canada","","https://ieeexplore.ieee.org/author/38024987300","1","Jian Zhao","38024987300","OCAD University, Canada","OCAD University, Canada","","https://ieeexplore.ieee.org/author/37395495900","2","Fanny Chevalier","37395495900","INRIA, France","INRIA, France","https://ieeexplore.ieee.org/author/37563810700","3","Emmanuel Pietriga","37563810700","DGP, University of Toronto, Canada","DGP, University of Toronto, Canada","https://ieeexplore.ieee.org/author/37394495600","4","Ravin Balakrishnan","37394495600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","6","Journals","10.1109/TVCG.2011.195","1767","2431","https://ieeexplore.ieee.org/document/6065009/","Time-series Data","Exploratory Visualization","Focus+Context","Lens","Interaction Techniques.","","","","","Data visualization","Transforms","Rendering (computer graphics)","Lenses","Time series analysis","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065009","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","83","2422","Exploratory Analysis of Time-Series with ChronoLenses","17"
"We propose incremental logarithmic time-series technique as a way to deal with time-based representations of large and dynamic event data sets in limited space. Modern data visualization problems in the domains of news analysis, network security and financial applications, require visual analysis of incremental data, which poses specific challenges that are normally not solved by static visualizations. The incremental nature of the data implies that visualizations have to necessarily change their content and still provide comprehensible representations. In particular, in this paper we deal with the need to keep an eye on recent events together with providing a context on the past and to make relevant patterns accessible at any scale. Our technique adapts to the incoming data by taking care of the rate at which data items occur and by using a decay function to let the items fade away according to their relevance. Since access to details is also important, we also provide a novel distortion magnifying lens technique which takes into account the distortions introduced by the logarithmic time scale to augment readability in selected areas of interest. We demonstrate the validity of our techniques by applying them on incremental data coming from online news streams in different time frames.","https://ieeexplore.ieee.org/document/6065010/","LOCKED","6065010","University of Konstanz, Germany","","University of Konstanz, Germany","","https://ieeexplore.ieee.org/author/37546983800","1","Milos Krstajic","37546983800","University of Konstanz, Germany","University of Konstanz, Germany","","https://ieeexplore.ieee.org/author/38267713800","2","Enrico Bertini","38267713800","University of Konstanz, Germany","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","3","Daniel Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","4","Journals","10.1109/TVCG.2011.179","1890","2439","https://ieeexplore.ieee.org/document/6065010/","Incremental visualization","event based data","lens distortion.","","","","","","","Time series analysis","Data visualization","Lenses","Estimation","Event detection","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065010","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","84","2432","CloudLines: Compact Display of Event Episodes in Multiple Time-Series","17"
"Node-link diagrams are an effective and popular visualization approach for depicting hierarchical structures and for showing parent-child relationships. In this paper, we present the results of an eye tracking experiment investigating traditional, orthogonal, and radial node-link tree layouts as a piece of empirical basis for choosing between those layouts. Eye tracking was used to identify visual exploration behaviors of participants that were asked to solve a typical hierarchy exploration task by inspecting a static tree diagram: finding the least common ancestor of a given set of marked leaf nodes. To uncover exploration strategies, we examined fixation points, duration, and saccades of participants' gaze trajectories. For the non-radial diagrams, we additionally investigated the effect of diagram orientation by switching the position of the root node to each of the four main orientations. We also recorded and analyzed correctness of answers as well as completion times in addition to the eye movement data. We found out that traditional and orthogonal tree layouts significantly outperform radial tree layouts for the given task. Furthermore, by applying trajectory analysis techniques we uncovered that participants cross-checked their task solution more often in the radial than in the non-radial layouts.","https://ieeexplore.ieee.org/document/6065011/","LOCKED","6065011","VISUS, University of Stuttgart, Germany","","VISUS, University of Stuttgart, Germany","","https://ieeexplore.ieee.org/author/37586953400","1","Michael Burch","37586953400","VISUS, University of Stuttgart, Germany","VISUS, University of Stuttgart, Germany","","https://ieeexplore.ieee.org/author/37087801279","2","Natalia Konevtsova","37087801279","VISUS, University of Stuttgart, Germany","VISUS, University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37665271000","3","Julian Heinrich","37665271000","Universitat Stuttgart, Stuttgart, Baden-WÃ¼rttemberg, DE","Universitat Stuttgart, Stuttgart, Baden-WÃ¼rttemberg, DE","https://ieeexplore.ieee.org/author/37089466839","4","Markus Hoeferlin","37089466839","VISUS, University of Stuttgart, Germany","VISUS, University of Stuttgart, Germany","","https://ieeexplore.ieee.org/author/37268045000","5","Daniel Weiskopf","37268045000","","","","","","","","","","","","","","","","","","","","","","","","","","92","0","Journals","10.1109/TVCG.2011.193","1741","2448","https://ieeexplore.ieee.org/document/6065011/","Hierarchy visualization","node-link layout","eye tracking","user study.","","","","","","Data visualization","Tracking","Trajectory","Hierarchical systems","Upper bound","Analysis of variance","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065011","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","85","2440","Evaluation of Traditional, Orthogonal, and Radial Tree Diagrams by an Eye Tracking Study","17"
"Network data often contain important attributes from various dimensions such as social affiliations and areas of expertise in a social network. If such attributes exhibit a tree structure, visualizing a compound graph consisting of tree and network structures becomes complicated. How to visually reveal patterns of a network over a tree has not been fully studied. In this paper, we propose a compound graph model, TreeNet, to support visualization and analysis of a network at multiple levels of aggregation over a tree. We also present a visualization design, TreeNetViz, to offer the multiscale and cross-scale exploration and interaction of a TreeNet graph. TreeNetViz uses a Radial, Space-Filling (RSF) visualization to represent the tree structure, a circle layout with novel optimization to show aggregated networks derived from TreeNet, and an edge bundling technique to reduce visual complexity. Our circular layout algorithm reduces both total edge-crossings and edge length and also considers hierarchical structure constraints and edge weight in a TreeNet graph. These experiments illustrate that the algorithm can reduce visual cluttering in TreeNet graphs. Our case study also shows that TreeNetViz has the potential to support the analysis of a compound graph by revealing multiscale and cross-scale network patterns.","https://ieeexplore.ieee.org/document/6065012/","LOCKED","6065012","College of Information Sciences and Technology, Pennsylvania State University, USA","","College of Information Sciences and Technology, Pennsylvania State University, USA","","https://ieeexplore.ieee.org/author/37075500200","1","Liang Gou","37075500200","College of Information Sciences and Technology, Pennsylvania State University, USA","College of Information Sciences and Technology, Pennsylvania State University, USA","","https://ieeexplore.ieee.org/author/37086547462","2","Xiaolong Luke Zhang","37086547462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","Journals","10.1109/TVCG.2011.247","978","2458","https://ieeexplore.ieee.org/document/6065012/","Compound graph","network and tree","TreeNetViz","visualization","multiscale and cross-scale.","","","","","Graphics","Tree data structures","Algorithm design and analysis","Complexity theory","Data visualization","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065012","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","86","2449","TreeNetViz: Revealing Patterns of Networks over Tree Structures","17"
"An alternative form to multidimensional projections for the visual analysis of data represented in multidimensional spaces is the deployment of similarity trees, such as Neighbor Joining trees. They organize data objects on the visual plane emphasizing their levels of similarity with high capability of detecting and separating groups and subgroups of objects. Besides this similarity-based hierarchical data organization, some of their advantages include the ability to decrease point clutter; high precision; and a consistent view of the data set during focusing, offering a very intuitive way to view the general structure of the data set as well as to drill down to groups and subgroups of interest. Disadvantages of similarity trees based on neighbor joining strategies include their computational cost and the presence of virtual nodes that utilize too much of the visual space. This paper presents a highly improved version of the similarity tree technique. The improvements in the technique are given by two procedures. The first is a strategy that replaces virtual nodes by promoting real leaf nodes to their place, saving large portions of space in the display and maintaining the expressiveness and precision of the technique. The second improvement is an implementation that significantly accelerates the algorithm, impacting its use for larger data sets. We also illustrate the applicability of the technique in visual data mining, showing its advantages to support visual classification of data sets, with special attention to the case of image classification. We demonstrate the capabilities of the tree for analysis and iterative manipulation and employ those capabilities to support evolving to a satisfactory data organization and classification.","https://ieeexplore.ieee.org/document/6065013/","LOCKED","6065013","Federal University of Uberlândia and ICMC, Brazil","","Federal University of Uberlândia and ICMC, Brazil","","https://ieeexplore.ieee.org/author/38287494800","1","Jose Gustavo Paiva","38287494800","Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR","Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR","","https://ieeexplore.ieee.org/author/37087869588","2","Laura Florian","37087869588","IC-University of Campinas, Brazil","IC-University of Campinas, Brazil","https://ieeexplore.ieee.org/author/37294758000","3","Helio Pedrini","37294758000","IC-University of Campinas, Brazil","IC-University of Campinas, Brazil","https://ieeexplore.ieee.org/author/38331135000","4","Guilherme Telles","38331135000","ICMC-University of São Paulo, Brazil","ICMC-University of São Paulo, Brazil","","https://ieeexplore.ieee.org/author/37371567600","5","Rosane Minghim","37371567600","","","","","","","","","","","","","","","","","","","","","","","","","","33","0","Journals","10.1109/TVCG.2011.212","1433","2468","https://ieeexplore.ieee.org/document/6065013/","Similarity Trees","Multidimensional Projections","Image Classification.","","","","","","","Image classification","Data visualization","Phylogeny","Biomedical image processing","Algorithm design and analysis","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065013","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","87","2459","Improved Similarity Trees and their Application to Visual Data Classification","17"
"We present the results of a user study that compares different ways of representing Dual-Scale data charts. Dual-Scale charts incorporate two different data resolutions into one chart in order to emphasize data in regions of interest or to enable the comparison of data from distant regions. While some design guidelines exist for these types of charts, there is currently little empirical evidence on which to base their design. We fill this gap by discussing the design space of Dual-Scale cartesian-coordinate charts and by experimentally comparing the performance of different chart types with respect to elementary graphical perception tasks such as comparing lengths and distances. Our study suggests that cut-out charts which include collocated full context and focus are the best alternative, and that superimposed charts in which focus and context overlap on top of each other should be avoided.","https://ieeexplore.ieee.org/document/6065014/","LOCKED","6065014","INRIA, France","","INRIA, France","","https://ieeexplore.ieee.org/author/37591317800","1","Petra Isenberg","37591317800","École Centrale Paris (SAP BusinessObjects) and LRI, University Paris-Sud & CNRS) & INRIA, France","École Centrale Paris (SAP BusinessObjects) and LRI, University Paris-Sud & CNRS) & INRIA, France","","https://ieeexplore.ieee.org/author/37267832500","2","Anastasia Bezerianos","37267832500","INRIA, France","INRIA, France","https://ieeexplore.ieee.org/author/37590932700","3","Pierre Dragicevic","37590932700","INRIA, France","INRIA, France","https://ieeexplore.ieee.org/author/37407972900","4","Jean-Daniel Fekete","37407972900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0","Journals","10.1109/TVCG.2011.160","678","2478","https://ieeexplore.ieee.org/document/6065014/","Focus+Context","Quantitative Experiment","Dual-Scale Charts.","","","","","","","Quantization","Data visualization","Image color analysis","Terminology","Shape analysis","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065014","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","88","2469","A Study on Dual-Scale Data Charts","17"
"Heart disease is the number one killer in the United States, and finding indicators of the disease at an early stage is critical for treatment and prevention. In this paper we evaluate visualization techniques that enable the diagnosis of coronary artery disease. A key physical quantity of medical interest is endothelial shear stress (ESS). Low ESS has been associated with sites of lesion formation and rapid progression of disease in the coronary arteries. Having effective visualizations of a patient's ESS data is vital for the quick and thorough non-invasive evaluation by a cardiologist. We present a task taxonomy for hemodynamics based on a formative user study with domain experts. Based on the results of this study we developed HemoVis, an interactive visualization application for heart disease diagnosis that uses a novel 2D tree diagram representation of coronary artery trees. We present the results of a formal quantitative user study with domain experts that evaluates the effect of 2D versus 3D artery representations and of color maps on identifying regions of low ESS. We show statistically significant results demonstrating that our 2D visualizations are more accurate and efficient than 3D representations, and that a perceptually appropriate color map leads to fewer diagnostic mistakes than a rainbow color map.","https://ieeexplore.ieee.org/document/6065015/","LOCKED","6065015","School of Engineering & Applied Sciences, Harvard University, USA","","School of Engineering & Applied Sciences, Harvard University, USA","","https://ieeexplore.ieee.org/author/38017334100","1","Michelle Borkin","38017334100","School of Engineering & Applied Sciences, Harvard University, USA","School of Engineering & Applied Sciences, Harvard University, USA","","https://ieeexplore.ieee.org/author/38017335100","2","Krzysztof Gajos","38017335100","School of Engineering & Applied Sciences, Harvard University, USA","School of Engineering & Applied Sciences, Harvard University, USA","https://ieeexplore.ieee.org/author/37089115014","3","Amanda Peters","37089115014","Applied Imaging Science Laboratory, USA","Applied Imaging Science Laboratory, USA","https://ieeexplore.ieee.org/author/37294083800","4","Dimitrios Mitsouras","37294083800","IPCF-CNR, Consiglio Nazionale delle Ricerche, Italy","IPCF-CNR, Consiglio Nazionale delle Ricerche, Italy","","https://ieeexplore.ieee.org/author/37422034400","5","Simone Melchionna","37422034400","Applied Imaging Science Laboratory, USA","Applied Imaging Science Laboratory, USA","","https://ieeexplore.ieee.org/author/37294079000","6","Frank Rybicki","37294079000","Vascular Profiling Laboratory, Brigham and Women's Hospital and Harvard Medical School, USA","Vascular Profiling Laboratory, Brigham and Women's Hospital and Harvard Medical School, USA","https://ieeexplore.ieee.org/author/37300850800","7","Charles Feldman","37300850800","School of Engineering & Applied Sciences, Harvard University, USA","School of Engineering & Applied Sciences, Harvard University, USA","https://ieeexplore.ieee.org/author/37275698100","8","Hanspeter Pfister","37275698100","","","","","","","110","1","Journals","10.1109/TVCG.2011.192","2443","2488","https://ieeexplore.ieee.org/document/6065015/","Quantitative evaluation","qualitative evaluation","biomedical and medical visualization.","","","","","","","Image color analysis","Arteries","Three dimensional displays","Data visualization","Heart","Blood flow","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065015","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","89","2479","Evaluation of Artery Visualizations for Heart Disease Diagnosis","17"
"Providing effective feedback on resource consumption in the home is a key challenge of environmental conservation efforts. One promising approach for providing feedback about residential energy consumption is the use of ambient and artistic visualizations. Pervasive computing technologies enable the integration of such feedback into the home in the form of distributed point-of-consumption feedback devices to support decision-making in everyday activities. However, introducing these devices into the home requires sensitivity to the domestic context. In this paper we describe three abstract visualizations and suggest four design requirements that this type of device must meet to be effective: pragmatic, aesthetic, ambient, and ecological. We report on the findings from a mixed methods user study that explores the viability of using ambient and artistic feedback in the home based on these requirements. Our findings suggest that this approach is a viable way to provide resource use feedback and that both the aesthetics of the representation and the context of use are important elements that must be considered in this design space.","https://ieeexplore.ieee.org/document/6065016/","LOCKED","6065016","School of Interactive Arts Technology, Simon Fraser University, Canada","","School of Interactive Arts Technology, Simon Fraser University, Canada","","https://ieeexplore.ieee.org/author/37399764800","1","Johnny Rodgers","37399764800","School of Interactive Arts Technology, Simon Fraser University, Canada","School of Interactive Arts Technology, Simon Fraser University, Canada","","https://ieeexplore.ieee.org/author/37353447100","2","Lyn Bartram","37353447100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","0","Journals","10.1109/TVCG.2011.196","1736","2497","https://ieeexplore.ieee.org/document/6065016/","Ambient visualization","informative art","casual infovis","sustainability","distributed visualization.","","","","","Data visualization","Resource management","Feedback","Real time systems","Art","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065016","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","90","2489","Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback","17"
"Working with three domain specialists we investigate human-centered approaches to geovisualization following an ISO13407 taxonomy covering context of use, requirements and early stages of design. Our case study, undertaken over three years, draws attention to repeating trends: that generic approaches fail to elicit adequate requirements for geovis application design; that the use of real data is key to understanding needs and possibilities; that trust and knowledge must be built and developed with collaborators. These processes take time but modified human-centred approaches can be effective. A scenario developed through contextual inquiry but supplemented with domain data and graphics is useful to geovis designers. Wireframe, paper and digital prototypes enable successful communication between specialist and geovis domains when incorporating real and interesting data, prompting exploratory behaviour and eliciting previously unconsidered requirements. Paper prototypes are particularly successful at eliciting suggestions, especially for novel visualization. Enabling specialists to explore their data freely with a digital prototype is as effective as using a structured task protocol and is easier to administer. Autoethnography has potential for framing the design process. We conclude that a common understanding of context of use, domain data and visualization possibilities are essential to successful geovis design and develop as this progresses. HC approaches can make a significant contribution here. However, modified approaches, applied with flexibility, are most promising. We advise early, collaborative engagement with data - through simple, transient visual artefacts supported by data sketches and existing designs - before moving to successively more sophisticated data wireframes and data prototypes.","https://ieeexplore.ieee.org/document/6065017/","LOCKED","6065017","GiCentre, City University London, UK","","GiCentre, City University London, UK","","https://ieeexplore.ieee.org/author/38030446400","1","David Lloyd","38030446400","GiCentre, City University London, UK","GiCentre, City University London, UK","","https://ieeexplore.ieee.org/author/37605079900","2","Jason Dykes","37605079900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","0","Journals","10.1109/TVCG.2011.209","1884","2507","https://ieeexplore.ieee.org/document/6065017/","Evaluation","geovisualization","context of use","requirements","field study","prototypes","sketching","design.","","Data visualization","Human factors","Taxonomy","Domain specific languages","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065017","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","91","2498","Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study","17"
"While it is still most common for information visualization researchers to develop new visualizations from a data- or taskdriven perspective, there is growing interest in understanding the types of visualizations people create by themselves for personal use. As part of this recent direction, we have studied a large collection of whiteboards in a research institution, where people make active use of combinations of words, diagrams and various types of visuals to help them further their thought processes. Our goal is to arrive at a better understanding of the nature of visuals that are created spontaneously during brainstorming, thinking, communicating, and general problem solving on whiteboards. We use the qualitative approaches of open coding, interviewing, and affinity diagramming to explore the use of recognizable and novel visuals, and the interplay between visualization and diagrammatic elements with words, numbers and labels. We discuss the potential implications of our findings on information visualization design.","https://ieeexplore.ieee.org/document/6065018/","LOCKED","6065018","University of Calgary, Canada","","University of Calgary, Canada","","https://ieeexplore.ieee.org/author/38016653500","1","Jagoda Walny","38016653500","University of Calgary and Microsoft Research, Canada","University of Calgary and Microsoft Research, Canada","","https://ieeexplore.ieee.org/author/37285000100","2","Sheelagh Carpendale","37285000100","Microsoft Research Limited, UK","Microsoft Research Limited, UK","https://ieeexplore.ieee.org/author/38328504500","3","Nathalie Henry Riche","38328504500","Microsoft Research Limited, UK","Microsoft Research Limited, UK","https://ieeexplore.ieee.org/author/37312523900","4","Gina Venolia","37312523900","Microsoft Research and University of Washington, USA","Microsoft Research and University of Washington, USA","","https://ieeexplore.ieee.org/author/38017515000","5","Philip Fawcett","38017515000","","","","","","","","","","","","","","","","","","","","","","","","","","49","0","Journals","10.1109/TVCG.2011.251","1261","2517","https://ieeexplore.ieee.org/document/6065018/","Visualization","diagrams","whiteboards","observational study.","","","","","","Data visualization","Encoding","Image color analysis","","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065018","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","92","2508","Visual Thinking In Action: Visualizations As Used On Whiteboards","17"
"We consider moving objects as multivariate time-series. By visually analyzing the attributes, patterns may appear that explain why certain movements have occurred. Density maps as proposed by Scheepens et al. [25] are a way to reveal these patterns by means of aggregations of filtered subsets of trajectories. Since filtering is often not sufficient for analysts to express their domain knowledge, we propose to use expressions instead. We present a flexible architecture for density maps to enable custom, versatile exploration using multiple density fields. The flexibility comes from a script, depicted in this paper as a block diagram, which defines an advanced computation of a density field. We define six different types of blocks to create, compose, and enhance trajectories or density fields. Blocks are customized by means of expressions that allow the analyst to model domain knowledge. The versatility of our architecture is demonstrated with several maritime use cases developed with domain experts. Our approach is expected to be useful for the analysis of objects in other domains.","https://ieeexplore.ieee.org/document/6065019/","LOCKED","6065019","Eindhoven University of Technology, Netherlands","","Eindhoven University of Technology, Netherlands","","https://ieeexplore.ieee.org/author/37846960800","1","Roeland Scheepens","37846960800","Eindhoven University of Technology, Netherlands","Eindhoven University of Technology, Netherlands","","https://ieeexplore.ieee.org/author/37846959300","2","Niels Willems","37846959300","Eindhoven University of Technology, Netherlands","Eindhoven University of Technology, Netherlands","https://ieeexplore.ieee.org/author/37294473300","3","Huub van de Wetering","37294473300","Fraunhofer Institute IAIS, Germany","Fraunhofer Institute IAIS, Germany","https://ieeexplore.ieee.org/author/37283047100","4","Gennady Andrienko","37283047100","Fraunhofer Institute IAIS, Germany","Fraunhofer Institute IAIS, Germany","","https://ieeexplore.ieee.org/author/37283047700","5","Natalia Andrienko","37283047700","Eindhoven University of Technology, Netherlands","Eindhoven University of Technology, Netherlands","","https://ieeexplore.ieee.org/author/37267249200","6","Jarke J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","100","0","Journals","10.1109/TVCG.2011.181","1296","2527","https://ieeexplore.ieee.org/document/6065019/","Trajectories","Kernel Density Estimation","Multivariate Data","Geographical Information Systems","and Raster Maps.","","","","","Trajectory","Computer architecture","Data visualization","Image color analysis","Computational modeling","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6065019","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","93","2518","Composite Density Maps for Multivariate Trajectories","17"
