"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorAffiliations_authorAffiliation_2","articles_authors_authors_0_authorAffiliations_authorAffiliation_3","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorAffiliations_authorAffiliation_1","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorAffiliations_authorAffiliation_1","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorAffiliations_authorAffiliation_1","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_12","articles_index_terms_author_terms_terms_13","articles_index_terms_author_terms_terms_14","articles_index_terms_author_terms_terms_15","articles_index_terms_author_terms_terms_16","articles_index_terms_author_terms_terms_17","articles_index_terms_author_terms_terms_18","articles_index_terms_author_terms_terms_19","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_20","articles_index_terms_author_terms_terms_21","articles_index_terms_author_terms_terms_22","articles_index_terms_author_terms_terms_23","articles_index_terms_author_terms_terms_24","articles_index_terms_author_terms_terms_25","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"State-of-the-art lighting design is based on physically accurate lighting simulations of scenes such as offices. The simulation results support lighting designers in the creation of lighting configurations, which must meet contradicting customer objectives regarding quality and price while conforming to industry standards. However, current tools for lighting design impede rapid feedback cycles. On the one side, they decouple analysis and simulation specification. On the other side, they lack capabilities for a detailed comparison of multiple configurations. The primary contribution of this paper is a design study of LiteVis, a system for efficient decision support in lighting design. LiteVis tightly integrates global illumination-based lighting simulation, a spatial representation of the scene, and non-spatial visualizations of parameters and result indicators. This enables an efficient iterative cycle of simulation parametrization and analysis. Specifically, a novel visualization supports decision making by ranking simulated lighting configurations with regard to a weight-based prioritization of objectives that considers both spatial and non-spatial characteristics. In the spatial domain, novel concepts support a detailed comparison of illumination scenarios. We demonstrate LiteVis using a real-world use case and report qualitative feedback of lighting designers. This feedback indicates that LiteVis successfully supports lighting designers to achieve key tasks more efficiently and with greater certainty.","https://ieeexplore.ieee.org/document/7192703/","LOCKED","7192703","VRVis Research Center","VRVis Research Center","","","","https://ieeexplore.ieee.org/author/37085760835","1","Johannes Sorger","37085760835","VRVis Research Center","VRVis Research Center","","https://ieeexplore.ieee.org/author/37085762833","2","Thomas Ortner","37085762833","VRVis Research Center","","VRVis Research Center","","https://ieeexplore.ieee.org/author/37085757274","3","Christian Luksch","37085757274","VRVis Research Center","","VRVis Research Center","","https://ieeexplore.ieee.org/author/37085716300","4","Michael Schwärzler","37085716300","TU Wien","","TU Wien","","https://ieeexplore.ieee.org/author/37284271200","5","Eduard Gröller","37284271200","VRVis Research Center","VRVis Research Center","https://ieeexplore.ieee.org/author/37282562500","6","Harald Piringer","37282562500","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2015.2468011","746","299","https://ieeexplore.ieee.org/document/7192703/","Integrating Spatial and Non-Spatial Data Visualization","Visualization in Physical Sciences and Engineering","","","","","","","","","","","Coordinated and Multiple Views","","","","","","","Visual Knowledge Discovery","Integrating Spatial and Non-Spatial Data Visualization","Visualization in Physical Sciences and Engineering","Coordinated and Multiple Views","Visual Knowledge Discovery","","","Lighting","Computational modeling","Visualization","Three-dimensional displays","Decision making","Industries","Standards","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192703","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","80","290","LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design","22"
"While information visualization frameworks and heuristics have traditionally been reluctant to include acquired codes of meaning, designers are making use of them in a wide variety of ways. Acquired codes leverage a user's experience to understand the meaning of a visualization. They range from figurative visualizations which rely on the reader's recognition of shapes, to conventional arrangements of graphic elements which represent particular subjects. In this study, we used content analysis to codify acquired meaning in visualization. We applied the content analysis to a set of infographics and data visualizations which are exemplars of innovative and effective design. 88% of the infographics and 71% of data visualizations in the sample contain at least one use of figurative visualization. Conventions on the arrangement of graphics are also widespread in the sample. In particular, a comparison of representations of time and other quantitative data showed that conventions can be specific to a subject. These results suggest that there is a need for information visualization research to expand its scope beyond perceptual channels, to include social and culturally constructed meaning. Our paper demonstrates a viable method for identifying figurative techniques and graphic conventions and integrating them into heuristics for visualization design.","https://ieeexplore.ieee.org/document/7192636/","LOCKED","7192636","The University of Queensland","The University of Queensland","","","","https://ieeexplore.ieee.org/author/37085640369","1","Lydia Byrne","37085640369","The University of Queensland","The University of Queensland","","https://ieeexplore.ieee.org/author/37689150600","2","Daniel Angus","37689150600","The University of Queensland","","The University of Queensland","","https://ieeexplore.ieee.org/author/37328791900","3","Janet Wiles","37328791900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2015.2467321","1645","518","https://ieeexplore.ieee.org/document/7192636/","Visual Design","Taxonomies","","","","","","","","","","","Illustrative Visualization","","","","","","","Design Methodologies","Visual Design","Taxonomies","Illustrative Visualization","Design Methodologies","","","Data visualization","Visualization","Shape","Encoding","Context","Image color analysis","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192636","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","81","509","Acquired Codes of Meaning in Data Visualization and Infographics: Beyond Perceptual Primitives","22"
"Despite the widely recognized importance of symmetric second order tensor fields in medicine and engineering, the visualization of data uncertainty in tensor fields is still in its infancy. A recently proposed tensorial normal distribution, involving a fourth order covariance tensor, provides a mathematical description of how different aspects of the tensor field, such as trace, anisotropy, or orientation, vary and covary at each point. However, this wealth of information is far too rich for a human analyst to take in at a single glance, and no suitable visualization tools are available. We propose a novel approach that facilitates visual analysis of tensor covariance at multiple levels of detail. We start with a visual abstraction that uses slice views and direct volume rendering to indicate large-scale changes in the covariance structure, and locations with high overall variance. We then provide tools for interactive exploration, making it possible to drill down into different types of variability, such as in shape or orientation. Finally, we allow the analyst to focus on specific locations of the field, and provide tensor glyph animations and overlays that intuitively depict confidence intervals at those points. Our system is demonstrated by investigating the effects of measurement noise on diffusion tensor MRI, and by analyzing two ensembles of stress tensor fields from solid mechanics.","https://ieeexplore.ieee.org/document/7192624/","LOCKED","7192624","University of Bonn","University of Bonn","","","","https://ieeexplore.ieee.org/author/37085649034","1","Amin Abbasloo","37085649034","University of Bonn","University of Bonn","","https://ieeexplore.ieee.org/author/37085647247","2","Vitalis Wiens","37085647247","University of Bonn","","University of Bonn","","https://ieeexplore.ieee.org/author/38242231300","3","Max Hermann","38242231300","University of Bonn","","University of Bonn","","https://ieeexplore.ieee.org/author/37606352800","4","Thomas Schultz","37606352800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2015.2467031","651","984","https://ieeexplore.ieee.org/document/7192624/","Uncertainty visualization","tensor visualization","","","","","","","","","","","direct volume rendering","","","","","","","interaction","glyph based visualization","Uncertainty visualization","tensor visualization","direct volume rendering","interaction","glyph based visualization","Tensile stress","Anisotropic magnetoresistance","Uncertainty","Data visualization","Image color analysis","Eigenvalues and eigenfunctions","Covariance matrices","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192624","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","82","975","Visualizing Tensor Normal Distributions at Multiple Levels of Detail","22"
"Graphics convey numerical information very efficiently, but rely on a different set of mental processes than tabular displays. Here, we present a study relating demographic characteristics and visual skills to perception of graphical lineups. We conclude that lineups are essentially a classification test in a visual domain, and that performance on the lineup protocol is associated with general aptitude, rather than specific tasks such as card rotation and spatial manipulation. We also examine the possibility that specific graphical tasks may be associated with certain visual skills and conclude that more research is necessary to understand which visual skills are required in order to understand certain plot types.","https://ieeexplore.ieee.org/document/7217849/","LOCKED","7217849","Post Doc in the Department of Statistics, Iowa State University","Post Doc in the Department of Statistics, Iowa State University","","","","https://ieeexplore.ieee.org/author/37085688403","1","Susan VanderPlas","37085688403","Member of the faculty in the Human Computer Interaction program, Statistics at Iowa State University","Member of the faculty in the Human Computer Interaction program, Statistics at Iowa State University","","https://ieeexplore.ieee.org/author/37592793000","2","Heike Hofmann","37592793000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","Journals","10.1109/TVCG.2015.2469125","735","468","https://ieeexplore.ieee.org/document/7217849/","Data visualization,","Perception","","","","","","","","","","","Statistical graphics","","","","","","","Statistical computing","Data visualization","Perception","Statistical graphics","Statistical computing","","","Visualization","Protocols","Atmospheric measurements","Particle measurements","Cognition","Sociology","","20150821","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7217849","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","83","459","Spatial Reasoning and Data Displays","22"
"In this work we present a volume exploration method designed to be used by novice users and visitors to science centers and museums. The volumetric digitalization of artifacts in museums is of rapidly increasing interest as enhanced user experience through interactive data visualization can be achieved. This is, however, a challenging task since the vast majority of visitors are not familiar with the concepts commonly used in data exploration, such as mapping of visual properties from values in the data domain using transfer functions. Interacting in the data domain is an effective way to filter away undesired information but it is difficult to predict where the values lie in the spatial domain. In this work we make extensive use of dynamic previews instantly generated as the user explores the data domain. The previews allow the user to predict what effect changes in the data domain will have on the rendered image without being aware that visual parameters are set in the data domain. Each preview represents a subrange of the data domain where overview and details are given on demand through zooming and panning. The method has been designed with touch interfaces as the target platform for interaction. We provide a qualitative evaluation performed with visitors to a science center to show the utility of the approach.","https://ieeexplore.ieee.org/document/7192682/","LOCKED","7192682","Linköping University, Sweden","Linköping University, Sweden","","","","https://ieeexplore.ieee.org/author/38228659100","1","Daniel Jönsson","38228659100","Linköping University, Sweden","Linköping University, Sweden","","https://ieeexplore.ieee.org/author/37565763500","2","Martin Falk","37565763500","Linköping University, Sweden","","Linköping University, Sweden","","https://ieeexplore.ieee.org/author/37284192000","3","Anders Ynnerman","37284192000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","1","Journals","10.1109/TVCG.2015.2467294","607","905","https://ieeexplore.ieee.org/document/7192682/","Transfer function","scalar fields","touch interaction","visualization","user interfaces","","","","","","","","volume rendering","","","","","","","rendering","touch interaction","visualization","user interfaces","Transfer function","scalar fields","volume rendering","Image color analysis","Data visualization","Transfer functions","Rendering (computer graphics)","Color","Cameras","Navigation","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192682","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","84","896","Intuitive Exploration of Volumetric Data Using Dynamic Galleries","22"
"Sparse volume data structures enable the efficient representation of large but sparse volumes in GPU memory for computation and visualization. However, the choice of a specific data structure for a given data set depends on several factors, such as the memory budget, the sparsity of the data, and data access patterns. In general, there is no single optimal sparse data structure, but a set of several candidates with individual strengths and drawbacks. One solution to this problem are hybrid data structures which locally adapt themselves to the sparsity. However, they typically suffer from increased traversal overhead which limits their utility in many applications. This paper presents JiTTree, a novel sparse hybrid volume data structure that uses just-in-time compilation to overcome these problems. By combining multiple sparse data structures and reducing traversal overhead we leverage their individual advantages. We demonstrate that hybrid data structures adapt well to a large range of data sets. They are especially superior to other sparse data structures for data sets that locally vary in sparsity. Possible optimization criteria are memory, performance and a combination thereof. Through just-in-time (JIT) compilation, JiTTree reduces the traversal overhead of the resulting optimal data structure. As a result, our hybrid volume data structure enables efficient computations on the GPU, while being superior in terms of memory usage when compared to non-hybrid data structures.","https://ieeexplore.ieee.org/document/7192686/","LOCKED","7192686","KAUST","KAUST","","","","https://ieeexplore.ieee.org/author/37085685536","1","Matthias Labschütz","37085685536","University of Bergen","University of Bergen","","https://ieeexplore.ieee.org/author/37265895700","2","Stefan Bruckner","37265895700","TU Wien and VrVis Research Center","","TU Wien and VrVis Research Center","","https://ieeexplore.ieee.org/author/37282552200","3","M. Eduard Gröller","37282552200","KAUST","","KAUST","","https://ieeexplore.ieee.org/author/37394809600","4","Markus Hadwiger","37394809600","KAUST","","KAUST","","https://ieeexplore.ieee.org/author/37828701300","5","Peter Rautek","37828701300","","","","","","","","","","","","","","","","","","","","","","","","","14","0","Journals","10.1109/TVCG.2015.2467331","804","1034","https://ieeexplore.ieee.org/document/7192686/","Data Transformation and Representation","GPUs and Multi-core Architectures","","","","","","","","","","","Volume Rendering","","","","","","","Data Transformation and Representation","GPUs and Multi-core Architectures","Volume Rendering","","","","","Octrees","Graphics processing units","Arrays","Memory management","Optimization","Layout","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192686","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","85","1025","JiTTree: A Just-in-Time Compiled Sparse GPU Volume Data Structure","22"
"We present a novel method to create planar visualizations of treelike structures (e.g., blood vessels and airway trees) where the shape of the object is well preserved, allowing for easy recognition by users familiar with the structures. Based on the extracted skeleton within the treelike object, a radial planar embedding is first obtained such that there are no self-intersections of the skeleton which would have resulted in occlusions in the final view. An optimization procedure which adjusts the angular positions of the skeleton nodes is then used to reconstruct the shape as closely as possible to the original, according to a specified view plane, which thus preserves the global geometric context of the object. Using this shape recovered embedded skeleton, the object surface is then flattened to the plane without occlusions using harmonic mapping. The boundary of the mesh is adjusted during the flattening step to account for regions where the mesh is stretched over concavities. This parameterized surface can then be used either as a map for guidance during endoluminal navigation or directly for interrogation and decision making. Depth cues are provided with a grayscale border to aid in shape understanding. Examples are presented using bronchial trees, cranial and lower limb blood vessels, and upper aorta datasets, and the results are evaluated quantitatively and with a user study.","https://ieeexplore.ieee.org/document/7192698/","LOCKED","7192698","Computer Science Department, Stony Brook University","Computer Science Department, Stony Brook University","","","","https://ieeexplore.ieee.org/author/37605959300","1","Joseph Marino","37605959300","Computer Science Department, Stony Brook University","Computer Science Department, Stony Brook University","","https://ieeexplore.ieee.org/author/37268052800","2","Arie Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","1","Journals","10.1109/TVCG.2015.2467413","676","915","https://ieeexplore.ieee.org/document/7192698/","Geometry-based techniques","view-dependent visualization","","","","","","","","","","","medical visualization","","","","","","","planar embedding","Geometry-based techniques","view-dependent visualization","medical visualization","planar embedding","","","Skeleton","Shape","Three-dimensional displays","Layout","Visualization","Blood vessels","Context","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192698","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","86","906","Planar Visualization of Treelike Structures","22"
"Large-scale molecular dynamics (MD) simulations are commonly used for simulating the synthesis and ion diffusion of battery materials. A good battery anode material is determined by its capacity to store ion or other diffusers. However, modeling of ion diffusion dynamics and transport properties at large length and long time scales would be impossible with current MD codes. To analyze the fundamental properties of these materials, therefore, we turn to geometric and topological analysis of their structure. In this paper, we apply a novel technique inspired by discrete Morse theory to the Delaunay triangulation of the simulated geometry of a thermally annealed carbon nanosphere. We utilize our computed structures to drive further geometric analysis to extract the interstitial diffusion structure as a single mesh. Our results provide a new approach to analyze the geometry of the simulated carbon nanosphere, and new insights into the role of carbon defect size and distribution in determining the charge capacity and charge dynamics of these carbon based battery materials.","https://ieeexplore.ieee.org/document/7192674/","LOCKED","7192674","SCI Institute, University of Utah","SCI Institute, University of Utah","","","","https://ieeexplore.ieee.org/author/37870001700","1","Attila Gyulassy","37870001700","SCI Institute, University of Utah","SCI Institute, University of Utah","","https://ieeexplore.ieee.org/author/37692671900","2","Aaron Knoll","37692671900","Materials Science Division, Argonne National Laboratory","","Materials Science Division, Argonne National Laboratory","","https://ieeexplore.ieee.org/author/37085726305","3","Kah Chun Lau","37085726305","SCI Institute, University of Utah","","SCI Institute, University of Utah","","https://ieeexplore.ieee.org/author/38025846900","4","Bei Wang","38025846900","Lawrence Livermore National Laboratory","","Lawrence Livermore National Laboratory","","https://ieeexplore.ieee.org/author/37564112000","5","Peer-Timo Bremer","37564112000","Materials Science Division, Argonne National Laboratory","Materials Science Division, Argonne National Laboratory","https://ieeexplore.ieee.org/author/37267817200","6","Michael E. Papka","37267817200","Materials Science Division, Argonne National Laboratory","Materials Science Division, Argonne National Laboratory","https://ieeexplore.ieee.org/author/37085727548","7","Larry A. Curtiss","37085727548","SCI Institute, University of Utah","SCI Institute, University of Utah","https://ieeexplore.ieee.org/author/37284312600","8","Valerio Pascucci","37284312600","","","","","","","13","0","Journals","10.1109/TVCG.2015.2467432","486","925","https://ieeexplore.ieee.org/document/7192674/","materials science","morse-smale","","","","","","","","","","","topology","","","","","","","Delaunay","computational geometry","materials science","morse-smale","topology","Delaunay","computational geometry","Carbon","Lithium","Computational modeling","Discrete Fourier transforms","Geometry","Batteries","Shape","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192674","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","87","916","Interstitial and Interlayer Ion Diffusion Geometry Extraction in Graphitic Nanosphere Battery Materials","22"
"Alternative splicing is a process by which the same DNA sequence is used to assemble different proteins, called protein isoforms. Alternative splicing works by selectively omitting some of the coding regions (exons) typically associated with a gene. Detection of alternative splicing is difficult and uses a combination of advanced data acquisition methods and statistical inference. Knowledge about the abundance of isoforms is important for understanding both normal processes and diseases and to eventually improve treatment through targeted therapies. The data, however, is complex and current visualizations for isoforms are neither perceptually efficient nor scalable. To remedy this, we developed Vials, a novel visual analysis tool that enables analysts to explore the various datasets that scientists use to make judgments about isoforms: the abundance of reads associated with the coding regions of the gene, evidence for junctions, i.e., edges connecting the coding regions, and predictions of isoform frequencies. Vials is scalable as it allows for the simultaneous analysis of many samples in multiple groups. Our tool thus enables experts to (a) identify patterns of isoform abundance in groups of samples and (b) evaluate the quality of the data. We demonstrate the value of our tool in case studies using publicly available datasets.","https://ieeexplore.ieee.org/document/7192691/","LOCKED","7192691","Harvard University","Harvard University","","","","https://ieeexplore.ieee.org/author/38108845300","1","Hendrik Strobelt","38108845300","Vienna University of Technology","Vienna University of Technology","","https://ieeexplore.ieee.org/author/38242873200","2","Bilal Alsallakh","38242873200","Harvard University","","Harvard University","","https://ieeexplore.ieee.org/author/37085623315","3","Joseph Botros","37085623315","Institute of BioMedical Research","","Institute of BioMedical Research","","https://ieeexplore.ieee.org/author/37085619032","4","Brant Peterson","37085619032","Institute of BioMedical Research","","Institute of BioMedical Research","","https://ieeexplore.ieee.org/author/37085622189","5","Mark Borowsky","37085622189","Harvard University","Harvard University","https://ieeexplore.ieee.org/author/37275698100","6","Hanspeter Pfister","37275698100","Harvard University, University of Utah","Harvard University, University of Utah","https://ieeexplore.ieee.org/author/37395933400","7","Alexander Lex","37395933400","","","","","","","","","","","","","13","0","Journals","10.1109/TVCG.2015.2467911","917","408","https://ieeexplore.ieee.org/document/7192691/","Biology visualization","protein isoforms","","","","","","","","","","","mRNA-seq","","","","","","","directed acyclic graphs","multivariate networks","Biology visualization","protein isoforms","mRNA-seq","directed acyclic graphs","multivariate networks","Junctions","Bioinformatics","Genomics","Splicing","Data visualization","DNA","Encoding","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192691","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","88","399","Vials: Visualizing Alternative Splicing of Genes","22"
"General methods for drawing Euler diagrams tend to generate irregular polygons. Yet, empirical evidence indicates that smoother contours make these diagrams easier to read. In this paper, we present a simple method to smooth the boundaries of any Euler diagram drawing. When refining the diagram, the method must ensure that set elements remain inside their appropriate boundaries and that no region is removed or created in the diagram. Our approach uses a force system that improves the diagram while at the same time ensuring its topological structure does not change. We demonstrate the effectiveness of the approach through case studies and quantitative evaluations.","https://ieeexplore.ieee.org/document/7192693/","LOCKED","7192693","University of Arizona","University of Arizona","","","","https://ieeexplore.ieee.org/author/37680680500","1","Paolo Simonetto","37680680500","University of Arizona","University of Arizona","","https://ieeexplore.ieee.org/author/37396011500","2","Daniel Archambault","37396011500","University of Arizona","","University of Arizona","","https://ieeexplore.ieee.org/author/37550809300","3","Carlos Scheidegger","37550809300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2015.2467992","518","687","https://ieeexplore.ieee.org/document/7192693/","Euler diagrams","Boundary Improvement","","","","","","","","","","","Force-Directed Approaches","","","","","","","Euler diagrams","Boundary Improvement","Force-Directed Approaches","","","","","Force","Smoothing methods","Shape","Visualization","Extremities","Junctions","Complexity theory","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192693","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","89","678","A Simple Approach for Boundary Improvement of Euler Diagrams","22"
"Effective small multiple displays are created by partitioning a visualization on variables that reveal interesting conditional structure in the data. We propose a method that automatically ranks partitioning variables, allowing analysts to focus on the most promising small multiple displays. Our approach is based on a randomized, non-parametric permutation test, which allows us to handle a wide range of quality measures for visual patterns defined on many different visualization types, while discounting spurious patterns. We demonstrate the effectiveness of our approach on scatterplots of real-world, multidimensional datasets.","https://ieeexplore.ieee.org/document/7192658/","LOCKED","7192658","Tableau Research","Tableau Research","","","","https://ieeexplore.ieee.org/author/37548165700","1","Anushka Anand","37548165700","Tableau Research","Tableau Research","","https://ieeexplore.ieee.org/author/37604514900","2","Justin Talbot","37604514900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2015.2467323","610","677","https://ieeexplore.ieee.org/document/7192658/","Small multiple displays","Visualization selection","","","","","","","","","","","Multidimensional data","","","","","","","Small multiple displays","Visualization selection","Multidimensional data","","","","","Partitioning algorithms","Data visualization","Employment","Algorithm design and analysis","Visual analytics","Histograms","","20150812","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7192658","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","90","669","Automatic Selection of Partitioning Variables for Small Multiple Displays","22"
"A notable recent trend in time-varying volumetric data analysis and visualization is to extract data relationships and represent them in a low-dimensional abstract graph view for visual understanding and making connections to the underlying data. Nevertheless, the ever-growing size and complexity of data demands novel techniques that go beyond standard brushing and linking to allow significant reduction of cognition overhead and interaction cost. In this paper, we present a mining approach that automatically extracts meaningful features from a graph-based representation for exploring time-varying volumetric data. This is achieved through the utilization of a series of graph analysis techniques including graph simplification, community detection, and visual recommendation. We investigate the most important transition relationships for time-varying data and evaluate our solution with several time-varying data sets of different sizes and characteristics. For gaining insights from the data, we show that our solution is more efficient and effective than simply asking users to extract relationships via standard interaction techniques, especially when the data set is large and the relationships are complex. We also collect expert feedback to confirm the usefulness of our approach.","https://ieeexplore.ieee.org/document/7194853/","LOCKED","7194853","Department Computer Science and Engineering, University of Notre Dame, Notre Dame, IN","Department Computer Science and Engineering, University of Notre Dame, Notre Dame, IN","","","","https://ieeexplore.ieee.org/author/38021343000","1","Yi Gu","38021343000","Department Computer Science and Engineering, University of Notre Dame, Notre Dame, IN","Department Computer Science and Engineering, University of Notre Dame, Notre Dame, IN","","https://ieeexplore.ieee.org/author/37405886900","2","Chaoli Wang","37405886900","Division of Mathematics and Computer Science, Argonne National Laboratory, Argonne, IL","","Division of Mathematics and Computer Science, Argonne National Laboratory, Argonne, IL","","https://ieeexplore.ieee.org/author/37295026400","3","Tom Peterka","37295026400","Division of Mathematics and Computer Science, Argonne National Laboratory, Argonne, IL","","Division of Mathematics and Computer Science, Argonne National Laboratory, Argonne, IL","","https://ieeexplore.ieee.org/author/37288742700","4","Robert Jacob","37288742700","Department of Mechanical and Aerospace Engineering, The Ohio State University, Columbus, OH","","Department of Mechanical and Aerospace Engineering, The Ohio State University, Columbus, OH","","https://ieeexplore.ieee.org/author/37085755417","5","Seung Hyun Kim","37085755417","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2015.2468031","1194","974","https://ieeexplore.ieee.org/document/7194853/","Time-varying data visualization","graph simplification","","","","","","","","","","","community detection","","","","","","","visual recommendation","Time-varying data visualization","graph simplification","community detection","visual recommendation","","","Data visualization","Visualization","Connectors","Fans","Data mining","Feature extraction","Layout","20150813","7307919","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7194853","31 Jan. 2016","2945","IEEE Transactions on Visualization and Computer Graphics","2016","IEEE","91","965","Mining Graphs for Understanding Time-Varying Volumetric Data","22"
