"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title" 
"Determining the three-dimensional structure of distant astronomical objects is a challenging task, given that terrestrial observations provide only one viewpoint. For this task, bipolar planetary nebulae are interesting objects of study because of their pronounced axial symmetry due to fundamental physical processes. Making use of this symmetry constraint, we present a technique to automatically recover the axisymmetric structure of bipolar planetary nebulae from two-dimensional images. With GPU-based volume rendering driving a nonlinear optimization, we estimate the nebula's local emission density as a function of its radial and axial coordinates, and we recover the orientation of the nebula relative to Earth. The optimization refines the nebula model and its orientation by minimizing the differences between the rendered image and the original astronomical image. The resulting model enables realistic 3D visualizations of planetary nebulae, e.g. for educational purposes in planetarium shows. In addition, the recovered spatial distribution of the emissive gas allows validating computer simulation results of the astrophysical formation processes of planetary nebulae.","https://ieeexplore.ieee.org/document/1372183/","LOCKED","1372183","","https://ieeexplore.ieee.org/author/37273816400","1","M. Magnor","37273816400","","https://ieeexplore.ieee.org/author/37282742400","2","G. Kindlmann","37282742400","","https://ieeexplore.ieee.org/author/37282741400","3","N. Duric","37282741400","","https://ieeexplore.ieee.org/author/37266777200","4","C. Hansen","37266777200","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.18","90","https://ieeexplore.ieee.org/document/1372183/","volumetric modeling","inverse rendering","","volume rendering","volume reconstruction","planetary nebulae","","","","","","Rendering (computer graphics)","Image reconstruction","Visualization","Physics","Astronomy","Earth","Computer simulation","Graphics","Surface reconstruction","Chromium","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372183","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","91","83","Constrained inverse volume rendering for planetary nebulae"
"This work describes the methods used to produce an interactive visualization of a 2 TB computational fluid dynamics (CFD) data set using particle tracing (streaklines). We use the method introduced by Bruckschen el al. (2001) that precomputes a large number of particles, stores them on disk using a space-filling curve ordering that minimizes seeks, then retrieves and displays the particles according to the user's command. We describe how the particle computation can be performed using a PC cluster, how the algorithm can be adapted to work with a multiblock curvilinear mesh, how scalars can be extracted and used to color the particles, and how the out-of-core visualization can be scaled to 293 billion particles while still achieving interactive performance on PC hardware. Compared to the earlier work, our data set size and total number of particles are an order of magnitude larger. We also describe a new compression technique that losslessly reduces the amount of particle storage by 41% and speeds the particle retrieval by about 20%.","https://ieeexplore.ieee.org/document/1372217/","LOCKED","1372217","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37282594500","1","D. Ellsworth","37282594500","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37273679700","2","B. Green","37273679700","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37264891100","3","P. Moran","37264891100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.55","360","https://ieeexplore.ieee.org/document/1372217/","visualization","particle tracing","","large data","out-of-core","PC hardware","clusters","computational fluid dynamics","","","","Data visualization","Computational fluid dynamics","NASA","Geometry","Hardware","Electronic mail","Technology management","Space technology","Clustering algorithms","Data mining","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372217","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","92","353","Interactive terascale particle visualization"
"Accurate and reliable visualization of blood vessels is still a challenging problem, notably in the presence of morphologic changes resulting from atherosclerotic diseases. We take advantage of partially segmented data with approximately identified vessel centerlines to comprehensively visualize the diseased peripheral arterial tree. We introduce the VesselGlyph as an abstract notation for novel focus & context visualization techniques of tubular structures such as contrast-medium enhanced arteries in CT-angiography (CTA). The proposed techniques combine direct volume rendering (DVR) and curved planar reformation (CPR) within a single image. The VesselGlyph consists of several regions where different rendering methods are used. The region type, the used visualization method and the region parameters depend on the distance from the vessel centerline and on viewing parameters as well. By selecting proper rendering techniques for different regions, vessels are depicted in a naturally looking and undistorted anatomic context. This may facilitate the diagnosis and treatment planning of patients with peripheral arterial occlusive disease. In this paper we furthermore present a way of how to implement the proposed techniques in software and by means of modern 3D graphics accelerators.","https://ieeexplore.ieee.org/document/1372221/","LOCKED","1372221","Comm. for Sci. Visualization, Austrian Acad. of Sci., Austria","https://ieeexplore.ieee.org/author/37282584800","1","M. Straka","37282584800","","https://ieeexplore.ieee.org/author/37282580100","2","M. Cervenansky","37282580100","","https://ieeexplore.ieee.org/author/37282579200","3","A. La Cruz","37282579200","","https://ieeexplore.ieee.org/author/37282581900","4","A. Kochl","37282581900","","https://ieeexplore.ieee.org/author/37268028700","5","M. Sramek","37268028700","","https://ieeexplore.ieee.org/author/37284271200","6","E. Groller","37284271200","","https://ieeexplore.ieee.org/author/37282581000","7","D. Fleischmann","37282581000","","","","","","","","","","","20","4","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.104","392","https://ieeexplore.ieee.org/document/1372221/","focus & context technique","direct volume rendering","","curved planar reformation","vessel visualization","","","","","","","Data visualization","Rendering (computer graphics)","Focusing","Diseases","Blood vessels","Biomedical imaging","Arteries","Medical treatment","Graphics","Acceleration","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372221","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","93","385","The VesselGlyph: focus & context visualization in CT-angiography"
"Traditional flow volumes construct an explicit geometrical or parametrical representation from the vector field. The geometry is updated interactively and then rendered using an unstructured volume rendering technique. Unless a detailed refinement of the flow volume is specified for the interior, information inside the underlying flow volume is lost in the linear interpolation. These disadvantages can be avoided and/or alleviated using an implicit flow model. An implicit flow is a scalar field constructed such that any point in the field is associated with a termination surface using an advection operator on the flow. We present two techniques, a slice-based three-dimensional texture mapping and an interval volume segmentation coupled with a tetrahedron projection-based renderer, to render implicit stream flows. In the first method, the implicit flow representation is loaded as a 3D texture and manipulated using a dynamic texture operation that allows the flow to be investigated interactively. In our second method, a geometric flow volume is extracted from the implicit flow using a high dimensional isocontouring or interval volume routine. This provides a very detailed flow volume or set of flow volumes that can easily change topology, while retaining accurate characteristics within the flow volume. The advantages and disadvantages of these two techniques are compared with traditional explicit flow volumes.","https://ieeexplore.ieee.org/document/1372185/","LOCKED","1372185","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37284272300","1","D. Xue","37284272300","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37274216600","2","C. Zhang","37274216600","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA","","3","R. Crawfis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.90","106","https://ieeexplore.ieee.org/document/1372185/","interval volume rendering","implicit stream flow","","flow visualization","graphics hardware","","","","","","","Visualization","Rendering (computer graphics)","Computer graphics","Surface texture","Geometry","Aerodynamics","Computer science","Vectors","Interpolation","Manipulator dynamics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372185","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","94","99","Rendering implicit flow volumes"
"An important challenge encountered during post-processing of finite element analyses is the visualizing of three-dimensional fields of real-valued second-order tensors. Namely, as finite element meshes become more complex and detailed, evaluation and presentation of the principal stresses becomes correspondingly problematic. In this paper, we describe techniques used to visualize simulations of perturbed in-situ stress fields associated with hypothetical salt bodies in the Gulf of Mexico. We present an adaptation of the Mohr diagram, a graphical paper and pencil method used by the material mechanics community for estimating coordinate transformations for stress tensors, as a new tensor glyph for dynamically exploring tensor variables within three-dimensional finite element models. This interactive glyph can be used as either a probe or a filter through brushing and linking.","https://ieeexplore.ieee.org/document/1372219/","LOCKED","1372219","Sandia Nat. Labs., Albuquerque, NM, USA","https://ieeexplore.ieee.org/author/37282576500","1","P. Crossno","37282576500","Sandia Nat. Labs., Albuquerque, NM, USA","https://ieeexplore.ieee.org/author/37265693000","2","D.H. Rogers","37265693000","Sandia Nat. Labs., Albuquerque, NM, USA","https://ieeexplore.ieee.org/author/37282577100","3","R.M. Brannon","37282577100","","https://ieeexplore.ieee.org/author/37282576400","4","D. Coblentz","37282576400","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.115","376","https://ieeexplore.ieee.org/document/1372219/","tensor field visualization","Mohr’s circles","","visual debugging","finite element codes and simulations","","","","","","","Visualization","Tensile stress","Eigenvalues and eigenfunctions","Laboratories","Finite element methods","Computational modeling","Analytical models","Shearing","Probes","Filters","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372219","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","95","369","Visualization of salt-induced stress perturbations"
"Waves are a fundamental mechanism for conveying information in many physical problems. Direct visualization techniques are often used to display wave fronts. However, the information derived from such visualizations may not be as central to an investigation as an understanding of how the location, structure and time course of the wave change as key experimental parameters are varied. In experimental data, these questions are confounded by noise and incomplete data. Recognition of waves in networks of neurons is additionally complicated by the presence of long-range physical connections and recurrent excitation. This work applies visual techniques to analyze the structural details of waves in response data from the turtle visual cortex. We emphasize low-cost visualizations that allow comparisons across neural data sets and variables to reconstruct the choreography for a complex response.","https://ieeexplore.ieee.org/document/1372223/","LOCKED","1372223","Texas Univ., San Antonio, TX, USA","https://ieeexplore.ieee.org/author/37282602100","1","K.A. Robbins","37282602100","Texas Univ., San Antonio, TX, USA","https://ieeexplore.ieee.org/author/37266279000","2","M. Robinson","37266279000","Texas Univ., San Antonio, TX, USA","https://ieeexplore.ieee.org/author/37282602800","3","D.M. Senseman","37282602800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.121","408","https://ieeexplore.ieee.org/document/1372223/","waves","neural networks","","PCA","KL decomposition","wave subspaces","flow visualization","","","","","Data visualization","Timing","Neurons","Displays","Text recognition","Neuroscience","Computer graphics","Streaming media","Brain modeling","Packaging","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372223","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","96","401","Visualizing cortical waves and timing from data"
"Effective visualization of vector fields relies on the ability to control the size and density of the underlying mapping to visual cues used to represent the field. In this paper we introduce the use of a reaction-diffusion model, already well known for its ability to form irregular spatio-temporal patters, to control the size, density, and placement of the vector field representation. We demonstrate that it is possible to encode vector field information (orientation and magnitude) into the parameters governing a reaction-diffusion model to form a spot pattern with the correct orientation, size, and density, creating an effective visualization. To encode direction we texture the spots using a light to dark fading texture. We also show that it is possible to use the reaction-diffusion model to visualize an additional scalar value, such as the uncertainty in the orientation of the vector field. An additional benefit of the reaction-diffusion visualization technique arises from its automatic density distribution. This benefit suggests using the technique to augment other vector visualization techniques. We demonstrate this utility by augmenting a LIC visualization with a reaction-diffusion visualization. Finally, the reaction-diffusion visualization method provides a technique that can be used for streamline and glyph placement.","https://ieeexplore.ieee.org/document/1372187/","LOCKED","1372187","Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37283733200","1","A.R. Sanderson","37283733200","Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37276931400","2","C.R. Johnson","37276931400","Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37275716100","3","R.M. Kirby","37275716100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.25","122","https://ieeexplore.ieee.org/document/1372187/","Vector Field Visualization","Flow Visualization","","Reaction-Diffusion","Vector Fields","","","","","","","Displays","Visualization","Uncertainty","Size control","Scientific computing","Shape control","Fading","Computer applications","Fluid dynamics","Bioelectric phenomena","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372187","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","97","115","Display of vector fields using a reaction-diffusion model"
"Typically there is a high coherence in data values between neighboring time steps in an iterative scientific software simulation; this characteristic similarly contributes to a corresponding coherence in the visibility of volume blocks when these consecutive time steps are rendered. Yet traditional visibility culling algorithms were mainly designed for static data, without consideration of such potential temporal coherency. We explore the use of temporal occlusion coherence (TOC) to accelerate visibility culling for time-varying volume rendering. In our algorithm, the opacity of volume blocks is encoded by means of plenoptic opacity functions (POFs). A coherence-based block fusion technique is employed to coalesce time-coherent data blocks over a span of time steps into a single, representative block. Then POFs need only be computed for these representative blocks. To quickly determine the subvolumes that do not require updates in their visibility status for each subsequent time step, a hierarchical ""TOC tree"" data structure is constructed to store the spans of coherent time steps. To achieve maximal culling potential, while remaining conservative, we have extended our previous POP into an optimized POP (OPOP) encoding scheme for this specific scenario. To test our general TOC and OPOF approach, we have designed a parallel time-varying volume rendering algorithm accelerated by visibility culling. Results from experimental runs on a 32-processor cluster confirm both the effectiveness and scalability of our approach.","https://ieeexplore.ieee.org/document/1372191/","LOCKED","1372191","Oak Ridge State Lab., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37279695300","1","Jinzhu Gao","37279695300","Oak Ridge State Lab., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37279493500","2","Han-Wei Shen","37279493500","","https://ieeexplore.ieee.org/author/37281262900","3","Jian Huang","37281262900","","https://ieeexplore.ieee.org/author/37282739200","4","J.A. Kohl","37282739200","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.110","154","https://ieeexplore.ieee.org/document/1372191/","visibility culling","time-varying data visualization","","volume rendering","plenoptic opacity function","large data visualization","","","","","","Data visualization","Computational modeling","Computer graphics","Algorithm design and analysis","Acceleration","Rendering (computer graphics)","Clustering algorithms","Large-scale systems","Laboratories","Iterative algorithms","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372191","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","98","147","Visibility culling for time-varying volume rendering using temporal occlusion coherence"
"A new multiple resolution volume rendering method for finite element analysis (FEA) data is presented. Our method is composed of three stages: in the first stage, the Gauss points of the FEA cells are calculated. The function values, gradients, diffusions, and influence scopes of the Gauss points are computed. By representing the Gauss points as graph vertices and connecting adjacent Gauss points with edges, an adjacency graph is created. The adjacency graph is used to represent the FEA data in the subsequent computation. In the second stage, a hierarchical structure is established upon the adjacency graph. Any two neighboring vertices with similar function values are merged into a new vertex. The similarity is measured by using a user-defined threshold. Consequently, a new adjacency graph is constructed. Then the threshold is increased, and the graph reduction is triggered again to generate another adjacency graph. By repeating the processing, multiple adjacency graphs are computed, and a level of detail (LoD) representation of the FEA data is established. In the third stage, the LoD structure is rendered by using a splatting method. At first, a level of adjacency graph is selected by users. The graph vertices arc sorted based on their visibility orders and projected onto the image plane in back-to-front order. Billboards are used to render the vertices in the projection. The function values, gradients, and influence scopes of the vertices are utilized to decide the colors, opacities, orientations, and shapes of the billboards. The billboards are then modulated with texture maps to generate the footprints of the vertices. Finally, these footprints are composited to produce the volume rendering image.","https://ieeexplore.ieee.org/document/1372225/","LOCKED","1372225","Dept. of Comput. Sci., Nat. Taiwan Ocean Univ., Keelung, Taiwan","https://ieeexplore.ieee.org/author/37282332900","1","Shyh-Kuang Ueng","37282332900","Dept. of Comput. Sci., Nat. Taiwan Ocean Univ., Keelung, Taiwan","https://ieeexplore.ieee.org/author/37276454300","2","Yan-Jen Su","37276454300","Dept. of Comput. Sci., Nat. Taiwan Ocean Univ., Keelung, Taiwan","https://ieeexplore.ieee.org/author/37276909600","3","Chi-Tang Chang","37276909600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.69","424","https://ieeexplore.ieee.org/document/1372225/","Volume rendering","splatting method","","level-of-detail","unstructured data","scientific visualization","","","","","","Rendering (computer graphics)","Gaussian processes","Data visualization","Finite element methods","Image generation","Computer science","Oceans","Data analysis","Joining processes","Sea measurements","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372225","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","99","417","LoD volume rendering of FEA data"
"We present a novel approach for interactive view-dependent rendering of massive models. Our algorithm combines view-dependent simplification, occlusion culling, and out-of-core rendering. We represent the model as a clustered hierarchy of progressive meshes (CHPM). We use the cluster hierarchy for coarse-grained selective refinement and progressive meshes for fine-grained local refinement. We present an out-of-core algorithm for computation of a CHPM that includes cluster decomposition, hierarchy generation, and simplification. We make use of novel cluster dependencies in preprocess to generate crack-free, drastic simplifications at runtime. The clusters are used for occlusion culling and out-of-core rendering. We add a frame of latency to the rendering pipeline to fetch newly visible clusters from the disk and to avoid stalls. The CHPM reduces the refinement cost for view-dependent rendering by more than an order of magnitude as compared to a vertex hierarchy. We have implemented our algorithm on a desktop PC. We can render massive CAD, isosurface, and scanned models, consisting of tens or a few hundreds of millions of triangles at 10-35 frames per second with little loss in image quality.","https://ieeexplore.ieee.org/document/1372189/","LOCKED","1372189","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37066068100","1","Sung-Eui Yoon","37066068100","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37271825900","2","B. Salomon","37271825900","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37282704500","3","R. Gayle","37282704500","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37267825600","4","D. Manocha","37267825600","","","","","","","","","","","","","","","","","","","","","","","","","","15","1","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.86","138","https://ieeexplore.ieee.org/document/1372189/","Interactive display","view-dependent rendering","","occlusion culling","external-memory algorithm","levels-of-detail","","","","","","Rendering (computer graphics)","Clustering algorithms","Displays","Costs","Solid modeling","Isosurfaces","Graphics","Image resolution","Runtime","Delay","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372189","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","100","131","Quick-VDR: interactive view-dependent rendering of massive models"
"We present a system for enhancing observation of user interactions in virtual environments. In particular, we focus on analyzing behavior patterns in the popular team-based first-person perspective game Return to Castle Wolfenstein: Enemy Territory. This game belongs to a genre characterized by two moderate-sized teams (usually 6 to 12 players each) competing over a set of objectives. Our system allows spectators to visualize global features such as large-scale behaviors and team strategies, as opposed to the limited, local view that traditional spectating modes provide. We also add overlay visualizations of semantic information related to the action that might be important to a spectator in order to reduce the information overload that plagues traditional overview visualizations. These overlays can visualize information about abstract concepts such as player distribution over time and areas of intense combat activity, and also highlight important features like player paths, fire coverage, etc. This added information allows spectators to identify important game events more easily and reveals large-scale player behaviors that might otherwise be overlooked.","https://ieeexplore.ieee.org/document/1372193/","LOCKED","1372193","Virginia Univ., Charlottesville, VA, USA","https://ieeexplore.ieee.org/author/37282720500","1","N. Hoobler","37282720500","Virginia Univ., Charlottesville, VA, USA","https://ieeexplore.ieee.org/author/37282717500","2","G. Humphreys","37282717500","","https://ieeexplore.ieee.org/author/37282718200","3","M. Agrawala","37282718200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","3","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.120","170","https://ieeexplore.ieee.org/document/1372193/","Visualization","Games","","Spectating","","","","","","","","Visualization","Games","Large-scale systems","Computational modeling","Cameras","Data mining","Displays","Bridges","Virtual environment","Pattern analysis","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372193","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","101","163","Visualizing competitive behaviors in multi-user virtual environments"
"We present a novel approach to interactive visualization and exploration of large unstructured tetrahedral meshes. These massive 3D meshes are used in mission-critical CFD and structural mechanics simulations, and typically sample multiple field values on several millions of unstructured grid points. Our method relies on the preprocessing of the tetrahedral mesh to partition it into nonconvex boundaries and internal fragments that are subsequently encoded into compressed multiresolution data representations. These compact hierarchical data structures are then adaptively rendered and probed in real-time on a commodity PC. Our point-based rendering algorithm, which is inspired by QSplat, employs a simple but highly efficient splatting technique that guarantees interactive frame-rates regardless of the size of the input mesh and the available rendering hardware. It furthermore allows for real-time probing of the volumetric data-set through constructive solid geometry operations as well as interactive editing of color transfer functions for an arbitrary number of field values. Thus, the presented visualization technique allows end-users for the first time to interactively render and explore very large unstructured tetrahedral meshes on relatively inexpensive hardware.","https://ieeexplore.ieee.org/document/1372227/","LOCKED","1372227","Linkoping Inst. of Technol., Sweden","https://ieeexplore.ieee.org/author/37284192900","1","K. Museth","37284192900","","https://ieeexplore.ieee.org/author/37282622600","2","S. Lombeyda","37282622600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.102","440","https://ieeexplore.ieee.org/document/1372227/","Large volumetric data","tetrahedral meshes","","real-time visualization","point-based rendering","constructive solid geometry","","","","","","Visualization","Hardware","Mission critical systems","Computational fluid dynamics","Data structures","Partitioning algorithms","Solids","Geometry","Transfer functions","Computer graphics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372227","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","102","433","TetSplat: real-time rendering and volume clipping of large unstructured tetrahedral meshes"
"We explore techniques to detect and visualize features in data from molecular dynamics (MD) simulations. Although the techniques proposed are general, we focus on silicon (Si) atomic systems. The first set of methods use 3D location of atoms. Defects are detected and categorized using local operators and statistical modeling. Our second set of exploratory techniques employ electron density data. This data is visualized to glean the defects. We describe techniques to automatically detect the salient isovalues for isosurface extraction and designing transfer functions. We compare and contrast the results obtained from both sources of data. Essentially, we find that the methods of defect (feature) detection are at least as robust as those based on the exploration of electron density for Si systems.","https://ieeexplore.ieee.org/document/1372231/","LOCKED","1372231","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37275792500","1","S. Mehta","37275792500","","https://ieeexplore.ieee.org/author/37282600600","2","K. Hazzard","37282600600","","https://ieeexplore.ieee.org/author/37269516700","3","R. Machiraju","37269516700","","https://ieeexplore.ieee.org/author/37269057900","4","S. Parthasarathy","37269057900","","https://ieeexplore.ieee.org/author/37282601500","5","J. Wilkins","37282601500","","","","","","","","","","","","","","","","","","","","","12","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.23","472","https://ieeexplore.ieee.org/document/1372231/","Feature Extraction","Scientific Data Visualization","","Data Mining","Iso-surface","Transfer Functions","Molecular Dynamics","","","","","Data visualization","Data analysis","Data engineering","Lattices","Computer science","Electrons","Silicon","Fluid dynamics","Computational modeling","Physics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372231","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","103","465","Detection and visualization of anomalous structures in molecular dynamics simulation data"
