Journal,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
TVCG,2023,GNNLens: A Visual Analytics Approach for Prediction Error Diagnosis of Graph Neural Networks,10.1109/tvcg.2022.3148107,http://dx.doi.org/10.1109/TVCG.2022.3148107,3024,3038,J,"Graph Neural Networks (GNNs) aim to extend deep learning techniques to graph data and have achieved significant progress in graph analysis tasks (e.g., node classification) in recent years. However, similar to other deep neural networks like Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs), GNNs behave like a black box with their details hidden from model developers and users. It is therefore difficult to diagnose possible errors of GNNs. Despite many visual analytics studies being done on CNNs and RNNs, little research has addressed the challenges for GNNs. This paper fills the research gap with an interactive visual analysis tool, GNNLens, to assist model developers and users in understanding and analyzing GNNs. Specifically, Parallel Sets View and Projection View enable users to quickly identify and validate error patterns in the set of wrong predictions; Graph View and Feature Matrix View offer a detailed analysis of individual nodes to assist users in forming hypotheses about the error patterns. Since GNNs jointly model the graph structure and the node features, we reveal the relative influences of the two types of information by comparing the predictions of three models: GNN, Multi-Layer Perceptron (MLP), and GNN Without Using Features (GNNWUF). Two case studies and interviews with domain experts demonstrate the effectiveness of GNNLens in facilitating the understanding of GNN models and their errors.",Zhihua Jin;Yong Wang 0021;Qianwen Wang;Yao Ming;Tengfei Ma 0001;Huamin Qu,Zhihua Jin;Yong Wang;Qianwen Wang;Yao Ming;Tengfei Ma;Huamin Qu,"Hong Kong University of Science and Technology, Hong Kong, China;Singapore Management University, Singapore;Harvard University, Cambridge, MA, USA;Bloomberg LP, New York, NY, USA;IBM T. J. Watson Research Center, Yorktown Heights, NY, USA;Hong Kong University of Science and Technology, Hong Kong, China",0.1109/tvcg.2018.2843369;10.1109/tvcg.2016.2598831;10.1109/vast.2017.8585721;10.1109/tvcg.2018.2864504;10.1109/tvcg.2019.2934798;10.1109/tvcg.2018.2864499;10.1109/tvcg.2014.2346660;10.1109/tvcg.2018.2864812;10.1109/tvcg.2017.2744358;10.1109/tvcg.2017.2744158;10.1109/tvcg.2018.2865044;10.1109/tvcg.2017.2744938;10.1109/tvcg.2018.2864500;10.1109/infvis.2005.1532139;10.1109/tvcg.2016.2598828;10.1109/tvcg.2019.2934619;10.1109/tvcg.2018.2865043;10.1109/tvcg.2017.2744718;10.1109/visual.1990.146402;10.1109/vast.2018.8802454,"Graph neural networks,error diagnosis,,visualization",,11,67,1222,,
TVCG,2022,FeatureEnVi: Visual Analytics for Feature Engineering Using Stepwise Selection and Semi-Automatic Extraction Approaches,10.1109/tvcg.2022.3141040,http://dx.doi.org/10.1109/TVCG.2022.3141040,1773,1791,J,"The machine learning (ML) life cycle involves a series of iterative steps, from the effective gathering and preparation of the data—including complex feature engineering processes—to the presentation and improvement of results, with various algorithms to choose from in every step. Feature engineering in particular can be very beneficial for ML, leading to numerous improvements such as boosting the predictive results, decreasing computational times, reducing excessive noise, and increasing the transparency behind the decisions taken during the training. Despite that, while several visual analytics tools exist to monitor and control the different stages of the ML life cycle (especially those related to data and algorithms), feature engineering support remains inadequate. In this paper, we present FeatureEnVi, a visual analytics system specifically designed to assist with the feature engineering process. Our proposed system helps users to choose the most important feature, to transform the original features into powerful alternatives, and to experiment with different feature generation combinations. Additionally, data space slicing allows users to explore the impact of features on both local and global scales. FeatureEnVi utilizes multiple automatic feature selection techniques; furthermore, it visually guides users with statistical evidence about the influence of each feature (or subsets of features). The final outcome is the extraction of heavily engineered features, evaluated by multiple validation metrics. The usefulness and applicability of FeatureEnVi are demonstrated with two use cases and a case study. We also report feedback from interviews with two ML experts and a visualization researcher who assessed the effectiveness of our system.",Angelos Chatzimparmpas;Rafael Messias Martins;Kostiantyn Kucher;Andreas Kerren,Angelos Chatzimparmpas;Rafael M. Martins;Kostiantyn Kucher;Andreas Kerren,"Department of Computer Science and Media Technology, Linnaeus University, Växjö, Sweden;Department of Computer Science and Media Technology, Linnaeus University, Växjö, Sweden;Department of Computer Science and Media Technology, Linnaeus University, Växjö, Sweden;Department of Computer Science and Media Technology, Linnaeus University, Växjö, Sweden",0.1109/tvcg.2017.2744378;10.1109/vast47406.2019.8986940;10.1109/vast.2011.6102448;10.1109/tvcg.2014.2346482;10.1109/tvcg.2017.2711030;10.1109/tvcg.2013.173;10.1109/vast.2014.7042495;10.1109/tvcg.2009.153;10.1109/tvcg.2011.178;10.1109/tvcg.2012.219;10.1109/vast.2015.7347637;10.1109/tvcg.2008.153;10.1109/infvis.2003.1249006;10.1109/tvcg.2015.2468291;10.1109/vast.2008.4677368;10.1109/tvcg.2018.2865043;10.1109/tvcg.2020.2986996;10.1109/tvcg.2020.3030352;10.1109/tvcg.2014.2346574;10.1109/tvcg.2019.2934267;10.1109/tvcg.2018.2864825;10.1109/tvcg.2019.2934631;10.1109/tvcg.2013.125,"Feature selection,feature extraction,,feature engineering,machine learning,visual analytics,visualization",,13,112,1066,,X
TVCG,2023,DXplorer: A Unified Visualization Framework for Interactive Dendritic Spine Analysis Using 3D Morphological Features,10.1109/tvcg.2021.3116656,http://dx.doi.org/10.1109/TVCG.2021.3116656,1424,1437,J,"Dendritic spines are dynamic, submicron-scale protrusions on neuronal dendrites that receive neuronal inputs. Morphological changes in the dendritic spine often reflect alterations in physiological conditions and are indicators of various neuropsychiatric conditions. However, owing to the highly dynamic and heterogeneous nature of spines, accurate measurement and objective analysis of spine morphology are major challenges in neuroscience research. Most conventional approaches for analyzing dendritic spines are based on two-dimensional (2D) images, which barely reflect the actual three-dimensional (3D) shapes. Although some recent studies have attempted to analyze spines with various 3D-based features, it is still difficult to objectively categorize and analyze spines based on 3D morphology. Here, we propose a unified visualization framework for an interactive 3D dendritic spine analysis system, DXplorer, that displays 3D rendering of spines and plots the high-dimensional features extracted from the 3D mesh of spines. With this system, users can perform the clustering of spines interactively and explore and analyze dendritic spines based on high-dimensional features. We propose a series of high-dimensional morphological features extracted from a 3D mesh of dendritic spines. In addition, an interactive machine learning classifier with visual exploration and user feedback using an interactive 3D mesh grid view ensures a more precise classification based on the spine phenotype. A user study and two case studies were conducted to quantitatively verify the performance and usability of the DXplorer. We demonstrate that the system performs the entire analytic process effectively and provides high-quality, accurate, and objective analysis.",Junyoung Choi;Sang-Eun Lee;YeIn Lee;Eunji Cho;Sunghoe Chang;Won-Ki Jeong,JunYoung Choi;Sang-Eun Lee;YeIn Lee;Eunji Cho;Sunghoe Chang;Won-Ki Jeong,"Ulsan National Institute of Science and Technology, Ulsan, South Korea;Seoul National University College of Medicine, Seoul, South Korea;Korea University, Seoul, South Korea;Seoul National University College of Medicine, Seoul, South Korea;Seoul National University College of Medicine, Seoul, South Korea;Korea University, Seoul, South Korea",0.1109/tvcg.2019.2934547;10.1109/visual.2003.1250384;10.1109/tvcg.2017.2744199;10.1109/tvcg.2017.2744805,"Biomedical and medical visualization,machine learning,,task and requirements analysis,user interfaces,intelligence analysis",,10,43,668,,
TVCG,2023,Molecumentary: Adaptable Narrated Documentaries Using Molecular Visualization,10.1109/tvcg.2021.3130670,http://dx.doi.org/10.1109/TVCG.2021.3130670,1733,1747,J,"We present a method for producing documentary-style content using real-time scientific visualization. We introduce molecumentaries, i.e., molecular documentaries featuring structural models from molecular biology, created through adaptable methods instead of the rigid traditional production pipeline. Our work is motivated by the rapid evolution of scientific visualization and it potential in science dissemination. Without some form of explanation or guidance, however, novices and lay-persons often find it difficult to gain insights from the visualization itself. We integrate such knowledge using the verbal channel and provide it along an engaging visual presentation. To realize the synthesis of a molecumentary, we provide technical solutions along two major production steps: (1) preparing a story structure and (2) turning the story into a concrete narrative. In the first step, we compile information about the model from heterogeneous sources into a story graph. We combine local knowledge with external sources to complete the story graph and enrich the final result. In the second step, we synthesize a narrative, i.e., story elements presented in sequence, using the story graph. We then traverse the story graph and generate a virtual tour, using automated camera and visualization transitions. We turn texts written by domain experts into verbal representations using text-to-speech functionality and provide them as a commentary. Using the described framework, we synthesize fly-throughs with descriptions: automatic ones that mimic a manually authored documentary or semi-automatic ones which guide the documentary narrative solely through curated textual input.",David Kouril;Ondrej Strnad;Peter Mindek;Sarkis Halladjian;Tobias Isenberg 0001;M. Eduard Gröller;Ivan Viola,David Kouřil;Ondřej Strnad;Peter Mindek;Sarkis Halladjian;Tobias Isenberg;M. Eduard Gröller;Ivan Viola,"Masaryk University, Brno, Czech Republic;King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia;TU Wien and Nanographics GmbH, Vienna, Austria;CNRS, Inria, LISN, Université Paris-Saclay, Gif-sur-Yvette, France;CNRS, Inria, LISN, Université Paris-Saclay, Gif-sur-Yvette, France;TU Wien and the VRVis Research Center, Wien, Austria;King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia",0.1109/tvcg.2019.2934259;10.1109/tvcg.2016.2598468;10.1109/mcg.2020.2973120;10.1109/tvcg.2011.255;10.1109/tvcg.2020.2975583;10.1109/visual.1993.398878;10.1109/tvcg.2012.244;10.1109/tvcg.2017.2744518;10.1109/tvcg.2020.3030415;10.1109/tvcg.2010.179;10.1109/infvis.2003.1249004,"Virtual tour,audio,,biological data,storytelling,illustrative visualization",,10,70,1419,,
TVCG,2022,Diagnosing Ensemble Few-Shot Classifiers,10.1109/tvcg.2022.3182488,http://dx.doi.org/10.1109/TVCG.2022.3182488,3292,3306,J,"The base learners and labeled samples (shots) in an ensemble few-shot classifier greatly affect the model performance. When the performance is not satisfactory, it is usually difficult to understand the underlying causes and make improvements. To tackle this issue, we propose a visual analysis method, FSLDiagnotor. Given a set of base learners and a collection of samples with a few shots, we consider two problems: 1) finding a subset of base learners that well predict the sample collections; and 2) replacing the low-quality shots with more representative ones to adequately represent the sample collections. We formulate both problems as sparse subset selection and develop two selection algorithms to recommend appropriate learners and shots, respectively. A matrix visualization and a scatterplot are combined to explain the recommended learners and shots in context and facilitate users in adjusting them. Based on the adjustment, the algorithm updates the recommendation results for another round of improvement. Two case studies are conducted to demonstrate that FSLDiagnotor helps build a few-shot classifier efficiently and increases the accuracy by 12% and 21%, respectively.",Weikai Yang;Xi Ye;Xingxing Zhang;Lanxi Xiao;Jiazhi Xia;Zhongyuan Wang 0006;Jun Zhu 0001;Hanspeter Pfister;Shixia Liu,Weikai Yang;Xi Ye;Xingxing Zhang;Lanxi Xiao;Jiazhi Xia;Zhongyuan Wang;Jun Zhu;Hanspeter Pfister;Shixia Liu,"School of Software, BNRist, Tsinghua University, Beijing, China;University of Texas at Austin, Austin, TX, USA;Department of Computer Science and Technology, BNRist, Tsinghua University, Beijing, China;Academy of Arts & Design, Tsinghua University, Beijing, China;Central South University, Changsha, Hunan, China;Kuaishou Technology Company Ltd., Beijing, China;Department of Computer Science and Technology, BNRist, Tsinghua University, Beijing, China;Harvard University, Cambridge, MA, USA;School of Software, BNRist, Tsinghua University, Beijing, China",0.1109/tvcg.2018.2864843;10.1109/tvcg.2018.2843369;10.1109/tvcg.2016.2598831;10.1109/tvcg.2017.2744683;10.1109/tvcg.2017.2744718;10.1109/tvcg.2017.2744938;10.1109/tvcg.2018.2864504;10.1109/vast.2017.8585721;10.1109/tvcg.2018.2865044;10.1109/tvcg.2017.2744378;10.1109/tvcg.2018.2864475;10.1109/tvcg.2020.3030354;10.1109/tvcg.2020.2973258;10.1109/vast50239.2020.00007;10.1109/tvcg.2019.2934267;10.1109/tvcg.2020.3030350;10.1109/tvcg.2012.277;10.1109/vast.2014.7042480;10.1109/vast.2012.6400492;10.1109/tvcg.2014.2331979;10.1109/vast47406.2019.8986943;10.1109/tvcg.2021.3114793;10.1109/tvcg.2012.208;10.1109/tvcg.2013.65;10.1109/tvcg.2020.3030432;10.1109/infvis.2004.60;10.1109/tvcg.2007.70515,"Few-shot learning,ensemble model,,subset selection,matrix visualization,scatterplot",,12,64,1034,,X
TVCG,2023,"When, Where and How Does it Fail? A Spatial-Temporal Visual Analytics Approach for Interpretable Object Detection in Autonomous Driving",10.1109/tvcg.2022.3201101,http://dx.doi.org/10.1109/TVCG.2022.3201101,5033,5049,J,"Arguably the most representative application of artificial intelligence, autonomous driving systems usually rely on computer vision techniques to detect the situations of the external environment. Object detection underpins the ability of scene understanding in such systems. However, existing object detection algorithms often behave as a black box, so when a model fails, no information is available on When, Where and How the failure happened. In this paper, we propose a visual analytics approach to help model developers interpret the model failures. The system includes the micro- and macro-interpreting modules to address the interpretability problem of object detection in autonomous driving. The micro-interpreting module extracts and visualizes the features of a convolutional neural network (CNN) algorithm with density maps, while the macro-interpreting module provides spatial-temporal information of an autonomous driving vehicle and its environment. With the situation awareness of the spatial, temporal and neural network information, our system facilitates the understanding of the results of object detection algorithms, and helps the model developers better understand, tune and develop the models. We use real-world autonomous driving data to perform case studies by involving domain experts in computer vision and autonomous driving to evaluate our system. The results from our interviews with them show the effectiveness of our approach.",Junhong Wang;Yun Li;Zhaoyu Zhou;Chengshun Wang;Yijie Hou;Li Zhang 0040;Xiangyang Xue;Michael Kamp;Xiaolong Luke Zhang;Siming Chen 0001,Junhong Wang;Yun Li;Zhaoyu Zhou;Chengshun Wang;Yijie Hou;Li Zhang;Xiangyang Xue;Michael Kamp;Xiaolong Luke Zhang;Siming Chen,"School of Data Science, Fudan University, Shanghai, China;School of Data Science, Fudan University, Shanghai, China;School of Data Science, Fudan University, Shanghai, China;School of Data Science, Fudan University, Shanghai, China;School of Data Science, Fudan University, Shanghai, China;School of Data Science, Fudan University, Shanghai, China;School of Data Science, Fudan University, Shanghai, China;Institute for AI in Medicine (IKIM) at UK Essen, Ruhr-University Bochum, Bochum, Germany;Pennsylvania State University, State College, PA, USA;School of Data Science, Fudan University, Shanghai, China",0.1109/tvcg.2016.2616404;10.1109/tvcg.2011.202;10.1109/tvcg.2008.149;10.1109/tvcg.2007.70574;10.1109/tvcg.2013.226;10.1109/tvcg.2020.3030350;10.1109/tvcg.2009.143;10.1109/tvcg.2021.3114855;10.1109/tvcg.2018.2843369;10.1109/tvcg.2021.3114777;10.1109/tvcg.2021.3114853;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/vast.2017.8585721;10.1109/tvcg.2016.2520920;10.1109/tvcg.2012.213;10.1109/tvcg.2019.2934629,"Autonomous driving,spatial-temporal visual analytics,,interpretability",,9,51,835,,
TVCG,2022,Towards Better Caption Supervision for Object Detection,10.1109/tvcg.2021.3138933,http://dx.doi.org/10.1109/TVCG.2021.3138933,1941,1954,J,"As training high-performance object detectors requires expensive bounding box annotations, recent methods resort to free-available image captions. However, detectors trained on caption supervision perform poorly because captions are usually noisy and cannot provide precise location information. To tackle this issue, we present a visual analysis method, which tightly integrates caption supervision with object detection to mutually enhance each other. In particular, object labels are first extracted from captions, which are utilized to train the detectors. Then, the objects detected from images are fed into caption supervision for further improvement. To effectively loop users into the object detection process, a node-link-based set visualization supported by a multi-type relational co-clustering algorithm is developed to explain the relationships between the extracted labels and the images with detected objects. The co-clustering algorithm clusters labels and images simultaneously by utilizing both their representations and their relationships. Quantitative evaluations and a case study are conducted to demonstrate the efficiency and effectiveness of the developed method in improving the performance of object detectors.",Changjian Chen;Jing Wu 0004;Xiaohan Wang;Shouxing Xiang;Song-Hai Zhang;Qifeng Tang;Shixia Liu,Changjian Chen;Jing Wu;Xiaohan Wang;Shouxing Xiang;Song-Hai Zhang;Qifeng Tang;Shixia Liu,"School of Software, BNRist, Tsinghua University, Beijing, China;Cardiff University, Cardiff, U.K.;Zhejiang University, Zhejiang, China;School of Software, BNRist, Tsinghua University, Beijing, China;Department of Computer Science and Technology, Tsinghua University, Beijing, China;Shanghai Lianshu IoT Company Ltd., Shanghai, China;School of Software, BNRist, Tsinghua University, Beijing, China",0.1109/tvcg.2020.2969185;10.1109/tvcg.2020.3030350;10.1109/vast50239.2020.00007;10.1109/tvcg.2021.3114793;10.1109/vast47406.2019.8986917;10.1109/tvcg.2021.3084694;10.1109/tvcg.2019.2934266;10.1109/tvcg.2021.3114797;10.1109/mcg.2016.102;10.1109/tvcg.2016.2598695;10.1109/tvcg.2020.3030432;10.1109/tvcg.2017.2746018;10.1109/vast.2016.7883508;10.1109/tvcg.2018.2864843;10.1109/vast47406.2019.8986943;10.1109/tvcg.2020.2973258;10.1109/tvcg.2019.2934659;10.1109/tvcg.2016.2598831,"Machine learning,interactive visualization,,object detection,caption supervision,co-clustering",,8,56,1990,,X
TVCG,2022,NeuroConstruct: 3D Reconstruction and Visualization of Neurites in Optical Microscopy Brain Images,10.1109/tvcg.2021.3109460,http://dx.doi.org/10.1109/TVCG.2021.3109460,4951,4965,J,"We introduce NeuroConstruct, a novel end-to-end application for the segmentation, registration, and visualization of brain volumes imaged using wide-field microscopy. NeuroConstruct offers a Segmentation Toolbox with various annotation helper functions that aid experts to effectively and precisely annotate micrometer resolution neurites. It also offers an automatic neurites segmentation using convolutional neuronal networks (CNN) trained by the Toolbox annotations and somas segmentation using thresholding. To visualize neurites in a given volume, NeuroConstruct offers a hybrid rendering by combining iso-surface rendering of high-confidence classified neurites, along with real-time rendering of raw volume using a 2D transfer function for voxel classification score versus voxel intensity value. For a complete reconstruction of the 3D neurites, we introduce a Registration Toolbox that provides automatic coarse-to-fine alignment of serially sectioned samples. The quantitative and qualitative analysis show that NeuroConstruct outperforms the state-of-the-art in all design aspects. NeuroConstruct was developed as a collaboration between computer scientists and neuroscientists, with an application to the study of cholinergic neurons, which are severely affected in Alzheimer's disease.",Parmida Ghahremani;Saeed Boorboor;Pooya Mirhosseini;Chetan Gudisagar;Mala Ananth 0001;David Talmage;Lorna W. Role;Arie E. Kaufman,Parmida Ghahremani;Saeed Boorboor;Pooya Mirhosseini;Chetan Gudisagar;Mala Ananth;David Talmage;Lorna W. Role;Arie E. Kaufman,"Department of Computer Science, Stony Brook University, Stony Brook, NY, USA;Department of Computer Science, Stony Brook University, Stony Brook, NY, USA;Department of Computer Science, Stony Brook University, Stony Brook, NY, USA;Department of Computer Science, Stony Brook University, Stony Brook, NY, USA;National Institutes of Health, Bethesda, MD, USA;National Institutes of Health, Bethesda, MD, USA;National Institutes of Health, Bethesda, MD, USA;Department of Computer Science, Stony Brook University, Stony Brook, NY, USA",0.1109/tvcg.2012.240;10.1109/tvcg.2013.142;10.1109/tvcg.2018.2864852;10.1109/tvcg.2014.2346371,"Wide-field microscopy,neuron morphology,,segmentation,registration,hybrid volume rendering,CNN",,8,56,771,,
TVCG,2023,StrategyAtlas: Strategy Analysis for Machine Learning Interpretability,10.1109/tvcg.2022.3146806,http://dx.doi.org/10.1109/TVCG.2022.3146806,2996,3008,J,"Businesses in high-risk environments have been reluctant to adopt modern machine learning approaches due to their complex and uninterpretable nature. Most current solutions provide local, instance-level explanations, but this is insufficient for understanding the model as a whole. In this work, we show that strategy clusters (i.e., groups of data instances that are treated distinctly by the model) can be used to understand the global behavior of a complex ML model. To support effective exploration and understanding of these clusters, we introduce StrategyAtlas, a system designed to analyze and explain model strategies. Furthermore, it supports multiple ways to utilize these strategies for simplifying and improving the reference model. In collaboration with a large insurance company, we present a use case in automatic insurance acceptance, and show how professional data scientists were enabled to understand a complex model and improve the production model based on these insights.",Dennis Collaris;Jarke J. van Wijk,Dennis Collaris;Jarke J. van Wijk,"Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, AZ, The Netherlands;Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, AZ, The Netherlands",0.1109/tvcg.2017.2744683;10.1109/tvcg.2017.2744718;10.1109/vast.2017.8585721;10.1109/tvcg.2019.2934659;10.1109/tvcg.2018.2865044;10.1109/tvcg.2018.2864500;10.1109/tvcg.2018.2865230;10.1109/tvcg.2018.2865194;10.1109/tvcg.2018.2864475;10.1109/tvcg.2013.124;10.1109/tvcg.2017.2744358;10.1109/tvcg.2018.2864477;10.1109/tvcg.2018.2864812;10.1109/tvcg.2016.2598838,"Visual analytics,machine learning,,explainable AI",,9,51,1528,,
TVCG,2022,Vivern–A Virtual Environment for Multiscale Visualization and Modeling of DNA Nanostructures,10.1109/tvcg.2021.3106328,http://dx.doi.org/10.1109/TVCG.2021.3106328,4825,4838,J,"DNA nanostructures offer promising applications, particularly in the biomedical domain, as they can be used for targeted drug delivery, construction of nanorobots, or as a basis for molecular motors. One of the most prominent techniques for assembling these structures is DNA origami. Nowadays, desktop applications are used for the in silico design of such structures. However, as such structures are often spatially complex, their assembly and analysis are complicated. Since virtual reality (VR) was proven to be advantageous for such spatial-related tasks and there are no existing VR solutions focused on this domain, we propose Vivern, a VR application that allows domain experts to design and visually examine DNA origami nanostructures. Our approach presents different abstracted visual representations of the nanostructures, various color schemes, and an ability to place several DNA nanostructures and proteins in one environment, thus allowing for the detailed analysis of complex assemblies. We also present two novel examination tools, the Magic Scale Lens and the DNA Untwister, that allow the experts to visually embed different representations into local regions to preserve the context and support detailed investigation. To showcase the capabilities of our solution, prototypes of novel nanodevices conceptualized by our collaborating experts, such as DNA-protein hybrid structures and DNA origami superstructures, are presented. Finally, the results of two rounds of evaluations are summarized. They demonstrate the advantages of our solution, especially for scenarios where current desktop tools are very limited, while also presenting possible future research directions.",David Kuták;Matias Nicolás Selzer;Jan Byska;Maria Luján Ganuza;Ivan Barisic;Barbora Kozlíková;Haichao Miao,David Kuťák;Matias Nicolás Selzer;Jan Byška;María Luján Ganuza;Ivan Barišić;Barbora Kozlíková;Haichao Miao,"Masaryk University, Brno, Czech Republic;VyGLab Research Laboratory and the Institute for Computer Science and Engineering (CONICET-UNS), Bahía Blanca, Argentina;Masaryk University, Brno, Czech Republic;VyGLab Research Laboratory and the Institute for Computer Science and Engineering (CONICET-UNS), Bahía Blanca, Argentina;AIT Austrian Institute of Technology, Vienna, Austria;Masaryk University, Brno, Czech Republic;AIT Austrian Institute of Technology, Vienna, Austria",0.1109/tvcg.2014.2346331;10.1109/tvcg.2018.2864507;10.1109/visual.1998.745317;10.1109/tvcg.2019.2934334;10.1109/tvcg.2018.2850781;10.1109/tvcg.2015.2403323;10.1109/tvcg.2017.2743981;10.1109/tvcg.2017.2744278,"Virtual reality,abstraction,magic scale lens,DNA origami,nanostructures,visualization,focus+context,interaction,in silico modeling,nanotechnology,multiscale",,9,68,1130,,
TVCG,2023,Visual Exploration of Relationships and Structure in Low-Dimensional Embeddings,10.1109/tvcg.2022.3156760,http://dx.doi.org/10.1109/TVCG.2022.3156760,3312,3326,J,"In this work, we propose an interactive visual approach for the exploration and formation of structural relationships in embeddings of high-dimensional data. These structural relationships, such as item sequences, associations of items with groups, and hierarchies between groups of items, are defining properties of many real-world datasets. Nevertheless, most existing methods for the visual exploration of embeddings treat these structures as second-class citizens or do not take them into account at all. In our proposed analysis workflow, users explore enriched scatterplots of the embedding, in which relationships between items and/or groups are visually highlighted. The original high-dimensional data for single items, groups of items, or differences between connected items and groups are accessible through additional summary visualizations. We carefully tailored these summary and difference visualizations to the various data types and semantic contexts. During their exploratory analysis, users can externalize their insights by setting up additional groups and relationships between items and/or groups. We demonstrate the utility and potential impact of our approach by means of two use cases and multiple examples from various domains.",Klaus Eckelt;Andreas P. Hinterreiter;Patrick Adelberger;Conny Walchshofer;Vaishali Dhanoa;Christina Humer;Moritz Heckmann;Christian Alexander Steinparz;Marc Streit,Klaus Eckelt;Andreas Hinterreiter;Patrick Adelberger;Conny Walchshofer;Vaishali Dhanoa;Christina Humer;Moritz Heckmann;Christian Steinparz;Marc Streit,"Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria;Johannes Kepler University Linz, Linz, Austria",0.1109/tvcg.2021.3114807;10.1109/tvcg.2020.2986996;10.1109/tvcg.2016.2598446;10.1109/tvcg.2015.2467615;10.1109/tvcg.2018.2865194;10.1109/tvcg.2020.3011155;10.1109/tvcg.2016.2599030;10.1109/tvcg.2017.2744184;10.1109/tvcg.2015.2467851;10.1109/tvcg.2011.188;10.1109/vast.2018.8802454;10.1109/tvcg.2022.3148107;10.1109/tvcg.2018.2846735;10.1109/tvcg.2018.2865141;10.1109/tvcg.2021.3114870;10.1109/tvcg.2017.2745258;10.1109/tvcg.2015.2467717;10.1109/tvcg.2015.2489660,"Dimensionality reduction,projection,,visual analytics,layout enrichment,aggregation,comparison",,9,70,1183,,
TVCG,2023,Topological Simplifications of Hypergraphs,10.1109/tvcg.2022.3153895,http://dx.doi.org/10.1109/TVCG.2022.3153895,3209,3225,J,"We study hypergraph visualization via its topological simplification. We explore both vertex simplification and hyperedge simplification of hypergraphs using tools from topological data analysis. In particular, we transform a hypergraph into its graph representations, known as the line graph and clique expansion. A topological simplification of such a graph representation induces a simplification of the hypergraph. In simplifying a hypergraph, we allow vertices to be combined if they belong to almost the same set of hyperedges, and hyperedges to be merged if they share almost the same set of vertices. Our proposed approaches are general and mathematically justifiable, and put vertex simplification and hyperedge simplification in a unifying framework.",Youjia Zhou;Archit Rathore;Emilie Purvine;Bei Wang 0001,Youjia Zhou;Archit Rathore;Emilie Purvine;Bei Wang,"Scientific Computing & Imaging (SCI) Institute, University of Utah, Salt Lake City, UT, USA;Scientific Computing & Imaging (SCI) Institute, University of Utah, Salt Lake City, UT, USA;Pacific Northwest National Laboratory, Seattle, WA, USA;Scientific Computing & Imaging (SCI) Institute, University of Utah, Salt Lake City, UT, USA",0.1109/tvcg.2010.213;10.1109/tvcg.2017.2743858;10.1109/tvcg.2020.3030475;10.1109/tvcg.2019.2933196;10.1109/tvcg.2009.122;10.1109/tvcg.2011.186;10.1109/tvcg.2010.210;10.1109/tvcg.2014.2346248,"Hypergraph simplification,hypergraph visualization,,graph simplification,topological data analysis",,7,74,591,,
