"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Multi-resolution hierarchies of polygons and more recently of points are familiar and useful tools for achieving interactive rendering rates. We present an algorithm for tightly integrating the two into a single hierarchical data structure. The trade-off between rendering portions of a model with points or with polygons is made automatically. Our approach to this problem is to apply a bottom-up simplification process involving not only polygon simplification operations, but point replacement and point simplification operations as well. Given one or more surface meshes, our algorithm produces a hybrid hierarchy comprising both polygon and point primitives. This hierarchy may be optimized according to the relative performance characteristics of these primitive types on the intended rendering platform. We also provide a range of aggressiveness for performing point replacement operations. The most conservative approach produces a hierarchy that is better than a purely polygonal hierarchy in some places, and roughly equal in others. A less conservative approach can trade reduced complexity at the far viewing ranges for some increased complexity at the near viewing ranges. We demonstrate our approach on a number of input models, achieving primitive counts that are 1.3 to 4.7 times smaller than those of triangle-only simplification.","https://ieeexplore.ieee.org/document/964491/","LOCKED","964491","Johns Hopkins Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/37275763600","1","J.D. Cohen","37275763600","","https://ieeexplore.ieee.org/author/37270561900","2","D.G. Aliaga","37270561900","","https://ieeexplore.ieee.org/author/37734062500","3","Weiqiang Zhang","37734062500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964491","539","https://ieeexplore.ieee.org/document/964491/","Decision support systems","","","","","","","","","","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964491","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","41","37","Hybrid simplification: combining multi-resolution polygon and point rendering"
"The paper addresses visualization issues of the Terrestrial Planet Finder Mission (C.A. Beichman et al., 1999). The goal of this mission is to search for chemical signatures of life in distant solar systems using five satellites flying in formation to simulate a large telescope. To design and visually verify such a delicate mission, one has to analyze and interact with many different 3D spacecraft trajectories, which is often difficult in 2D. We employ a novel trajectory design approach using invariant manifold theory, which is best understood and utilized in an immersive setting. The visualization also addresses multi-scale issues related to the vast differences in distance, velocity, and time at different phases of the mission. Additionally, the parameterization and coordinate frames used for numerical simulations may not be suitable for direct visualization. Relative motion presents a more serious problem where the patterns of the trajectories can only be viewed in particular rotating frames. Some of these problems are greatly relieved by using interactive, animated stereo 3D visualization in a semi-immersive environment such as a Responsive Workbench. Others were solved using standard techniques such as a stratify approach with multiple windows to address the multiscale issues, re-parameterizations of trajectories and associated 2D manifolds and relative motion of the camera to ""evoke"" the desired patterns.","https://ieeexplore.ieee.org/document/964562/","LOCKED","964562","Dept. of Comput. Sci., California Inst. of Technol., Pasadena, CA, USA","https://ieeexplore.ieee.org/author/37284192900","1","K. Museth","37284192900","","https://ieeexplore.ieee.org/author/37360174300","2","A. Barr","37360174300","","https://ieeexplore.ieee.org/author/37270578700","3","M.W. Lo","37270578700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964562","599","https://ieeexplore.ieee.org/document/964562/","Space missions","Visualization","Planets","Chemicals","Solar system","Satellites","Telescopes","Space vehicles","Numerical simulation","Animation","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964562","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","42","501","Semi-immersive space mission design and visualization: case study of the ""Terrestrial Planet Finder"" mission"
"We present a new wavelet compression and multiresolution modeling approach for sets of contours (level sets). In contrast to previous wavelet schemes, our algorithm creates a parametrization of a scalar field induced by its contours and compactly stores this parametrization rather than function values sampled on a regular grid. Our representation is based on hierarchical polygon meshes with subdivision connectivity whose vertices are transformed into wavelet coefficients. From this sparse set of coefficients, every set of contours can be efficiently reconstructed at multiple levels of resolution. When applying lossy compression, introducing high quantization errors, our method preserves contour topology, in contrast to compression methods applied to the corresponding field function. We provide numerical results for scalar fields defined on planar domains. Our approach generalizes to volumetric domains, time-varying contours, and level sets of vector fields.","https://ieeexplore.ieee.org/document/964525/","LOCKED","964525","SCI Inst., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37282067000","1","M. Bertram","37282067000","","https://ieeexplore.ieee.org/author/37281901900","2","D.E. Laney","37281901900","","https://ieeexplore.ieee.org/author/37267813100","3","M.A. Duchaineau","37267813100","","https://ieeexplore.ieee.org/author/37266777200","4","C.D. Hansen","37266777200","","https://ieeexplore.ieee.org/author/37282068700","5","B. Hamann","37282068700","","https://ieeexplore.ieee.org/author/37267811400","6","K.I. Joy","37267811400","","","","","","","","","","","","","","","","","3","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964525","566","https://ieeexplore.ieee.org/document/964525/","Image coding","Data visualization","Image reconstruction","Wavelet coefficients","Topology","Isosurfaces","Data mining","Solid modeling","Wavelet transforms","Quantization","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964525","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","43","303","Wavelet representation of contour sets"
"We advocate the use of point sets to represent shapes. We provide a definition of a smooth manifold surface from a set of points close to the original surface. The definition is based on local maps from differential geometry, which are approximated by the method of moving least squares (MLS). We present tools to increase or decrease the density of the points, thus, allowing an adjustment of the spacing among the points to control the fidelity of the representation. To display the point set surface, we introduce a novel point rendering technique. The idea is to evaluate the local maps according to the image resolution. This results in high quality shading effects and smooth silhouettes at interactive frame rates.","https://ieeexplore.ieee.org/document/964489/","LOCKED","964489","Technische Hochschule Darmstadt, Germany","https://ieeexplore.ieee.org/author/37267466700","1","M. Alexa","37267466700","","https://ieeexplore.ieee.org/author/37726875900","2","J. Behr","37726875900","","https://ieeexplore.ieee.org/author/38273141800","3","D. Cohen-Or","38273141800","","https://ieeexplore.ieee.org/author/37449610700","4","S. Fleishman","37449610700","","https://ieeexplore.ieee.org/author/38275357700","5","D. Levin","38275357700","","https://ieeexplore.ieee.org/author/37275249200","6","C.T. Silva","37275249200","","","","","","","","","","","","","","","","","232","14","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964489","29, 537","https://ieeexplore.ieee.org/document/964489/","Least squares approximation","Surface reconstruction","Shape","Multilevel systems","Computer graphics","Geometry","Rendering (computer graphics)","Solid modeling","Image reconstruction","Strontium","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964489","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","44","21","Point set surfaces"
"In this paper, we propose a new technique to visualize dense representations of time-dependent vector fields based on a Lagrangian-Eulerian Advection (LEA) scheme. The algorithm produces animations with high spatio-temporal correlation at interactive rates. With this technique, every still frame depicts the instantaneous structure of the flow, whereas an animated sequence of frames reveals the motion a dense collection of particles would take when released into the flow. The simplicity of both the resulting data structures and the implementation suggest that LEA could become a useful component of any scientific visualization toolkit concerned with the display of unsteady flows.","https://ieeexplore.ieee.org/document/964493/","LOCKED","964493","Sch. of Computational Sci. & Inf. Technol., Florida State Univ., Tallahassee, FL, USA","https://ieeexplore.ieee.org/author/37267249300","1","B. Jobard","37267249300","Sch. of Computational Sci. & Inf. Technol., Florida State Univ., Tallahassee, FL, USA","https://ieeexplore.ieee.org/author/37324424400","2","G. Erlebacher","37324424400","Sch. of Computational Sci. & Inf. Technol., Florida State Univ., Tallahassee, FL, USA","https://ieeexplore.ieee.org/author/37086355222","3","M. Yousuff Hussaini","37086355222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964493","541","https://ieeexplore.ieee.org/document/964493/","Lagrangian functions","Data structures","Data visualization","Facial animation","Tellurium","Information technology","Displays","Particle tracking","Pipeline processing","Timing","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964493","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","45","53","Lagrangian-Eulerian advection for unsteady flow visualization"
"We introduce a new algorithm for fitting a Catmull-Clark subdivision surface to a given shape within a prescribed tolerance, based on the method of quasi-interpolation. The fitting algorithm is fast, local and scales well since it does not require the solution of linear systems. Its convergence rate is optimal for regular meshes and our experiments show that it behaves very well for irregular meshes. We demonstrate the power and versatility of our method with examples from interactive modeling, surface fitting, and scientific visualization.","https://ieeexplore.ieee.org/document/964527/","LOCKED","964527","","https://ieeexplore.ieee.org/author/37086354649","1","N. Litke","37086354649","","https://ieeexplore.ieee.org/author/37086355388","2","A. Levin","37086355388","","https://ieeexplore.ieee.org/author/37282570000","3","P. Schroder","37282570000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964527","568","https://ieeexplore.ieee.org/document/964527/","Surface fitting","Shape","Linear systems","Solid modeling","Facial animation","Interpolation","Scientific computing","Power system modeling","Computational geometry","Topology","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964527","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","46","319","Fitting subdivision surfaces"
"Interactive exploration of animated volume data is required by many application, but the huge amount of computational time and storage space needed for rendering does not yet allow the visualization of animated volumes. In this paper, we introduce an algorithm running at interactive frame rates using 3D wavelet transforms that allows for any wavelet, motion compensation techniques and various encoding schemes of the resulting wavelet coefficients to be used. We analyze different families and orders of wavelets for compression ratio and the introduced error. We use a quantization that has been optimized for the visual impression of the reconstructed volume, independent of the viewing algorithm. This enables us to achieve very high compression ratios while still being able to reconstruct the volume with as few visual artifacts as possible. A further improvement of the compression ratio has been achieved by applying a motion compensation scheme to exploit temporal coherency. Using these schemes, we are able to decompress each volume of our animation at interactive frame rates, while visualizing these decompressed volumes on a single PC. We also present a number of improved visualization algorithms for high-quality display using OpenGL hardware running at interactive frame rates on a standard PC.","https://ieeexplore.ieee.org/document/964531/","LOCKED","964531","WSI/GRIS, Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37728224400","1","S. Guthe","37728224400","WSI/GRIS, Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37356207300","2","W. Strasser","37356207300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964531","572","https://ieeexplore.ieee.org/document/964531/","Data visualization","Animation","Motion compensation","Wavelet transforms","Encoding","Wavelet coefficients","Wavelet analysis","Quantization","Displays","Hardware","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964531","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","47","349","Real-time decompression and visualization of animated volume data"
"The visualization of scalar functions of two variables is a classic and ubiquitous application. We present a new method to visualize such data. The method is based on a nonlinear mapping of the function to a height field, followed by visualization as a shaded mountain landscape. The method is easy to implement and efficient, and leads to intriguing and insightful images: The visualization is enriched by adding ridges. Three types of applications are discussed: visualization of iso-levels, clusters (multivariate data visualization), and dense contours (flow visualization).","https://ieeexplore.ieee.org/document/964495/","LOCKED","964495","Dept. of Math. & Comput. Sci., Eindhoven Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37267249200","1","J.J. van Wijk","37267249200","Dept. of Math. & Comput. Sci., Eindhoven Univ. of Technol., Netherlands","https://ieeexplore.ieee.org/author/37268047100","2","A. Telea","37268047100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964495","543","https://ieeexplore.ieee.org/document/964495/","Data visualization","Chromium","Computer displays","Data flow computing","Pervasive computing","Graphics","Image generation","Clustering algorithms","Temperature","Humans","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964495","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","48","69","Enridged contour maps"
"Subdivision surfaces are an attractive representation when modeling arbitrary-topology free-form surfaces and show great promise for applications in engineering design and computer animation. Interference detection is a critical tool in many of these applications. In this paper, we derive normal bounds for subdivision surfaces and use these to develop an efficient algorithm for (self-) interference detection.","https://ieeexplore.ieee.org/document/964529/","LOCKED","964529","","https://ieeexplore.ieee.org/author/37689431900","1","E. Grinspun","37689431900","","https://ieeexplore.ieee.org/author/37282570000","2","P. Schroder","37282570000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964529","570","https://ieeexplore.ieee.org/document/964529/","Interference","Animation","Solid modeling","Surface treatment","Application software","Computational modeling","Topology","Computer graphics","Computational geometry","Analytical models","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964529","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","49","333","Normal bounds for subdivision-surface interference detection"
"We present an elegant and simple to implement framework for performing out-of-core visualization and view-dependent refinement of large terrain surfaces. Contrary to the trend of increasingly elaborate algorithms for large-scale terrain visualization, our algorithms and data structures have been designed with the primary goal of simplicity and efficiency of implementation. Our approach to managing large terrain data also departs from more conventional strategies based on data tiling. Rather than emphasizing how to segment and efficiently bring data in and out of memory, we focus on the manner in which the data is laid out to achieve good memory coherency for data accesses made in a top-down (coarse-to-fine) refinement of the terrain. We present and compare the results of using several different data indexing schemes, and propose a simple to compute index that yields substantial improvements in locality and speed over more commonly used data layouts. Our second contribution is a new and simple, yet easy to generalize method for view-dependent refinement. Similar to several published methods in this area, we use longest edge bisection in a top-down traversal of the mesh hierarchy to produce a continuous surface with subdivision connectivity. In tandem with the refinement, we perform view frustum culling and triangle stripping. These three components are done together in a single pass over the mesh. We show how this framework supports virtually any error metric, while still being highly memory and compute efficient.","https://ieeexplore.ieee.org/document/964533/","LOCKED","964533","Center for Appl. Sci. Comput., Lawrence Livermore Nat. Lab., CA, USA","https://ieeexplore.ieee.org/author/37269320000","1","P. Lindstrom","37269320000","Center for Appl. Sci. Comput., Lawrence Livermore Nat. Lab., CA, USA","https://ieeexplore.ieee.org/author/37284312600","2","V. Pascucci","37284312600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","11","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964533","574","https://ieeexplore.ieee.org/document/964533/","Data visualization","Indexing","Scientific computing","Laboratories","Large-scale systems","Data structures","Algorithm design and analysis","Memory management","High performance computing","Quality management","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964533","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","50","363","Visualization of large terrains made easy"
"Shape modeling is an integral part of many visualization problems. Recent advances in scanning technology and a number of surface reconstruction algorithms have opened up a new paradigm for modeling shapes from samples. Many of the problems currently faced in this modeling paradigm can be traced back to two anomalies in sampling, namely undersampling and oversampling. Boundaries, non-smoothness and small features create undersampling problems, whereas oversampling leads to too many triangles. We use Voronoi cell geometry as a unified guide to detect undersampling and oversampling. We apply these detections in surface reconstruction and model simplification. Guarantees of the algorithms can be proved. The authors show the success of the algorithms empirically on a number of interesting data sets.","https://ieeexplore.ieee.org/document/964497/","LOCKED","964497","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37564265400","1","T.K. Dey","37564265400","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37325999500","2","J. Giesen","37325999500","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37737624500","3","S. Goswami","37737624500","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37737793900","4","J. Hudson","37737793900","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37284274100","5","R. Wenger","37284274100","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37734316500","6","Wulue Zhao","37734316500","","","","","","","","","","","","","","","","","6","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964497","545","https://ieeexplore.ieee.org/document/964497/","Shape","Surface reconstruction","Sampling methods","Reconstruction algorithms","Solid modeling","Face detection","Mesh generation","Clustering algorithms","Visualization","Geometry","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964497","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","51","83","Undersampling and oversampling in sample based shape modeling"
"We present a simple denoising technique for geometric data represented as a semiregular mesh, based on locally adaptive Wiener filtering. The degree of denoising is controlled by a single parameter (an estimate of the relative noise level) and the time required for denoising is independent of the magnitude of the estimate. The performance of the algorithm is sufficiently fast to allow interactive local denoising.","https://ieeexplore.ieee.org/document/964500/","LOCKED","964500","New York Univ., NY, USA","https://ieeexplore.ieee.org/author/37735346600","1","Jianbo Peng","37735346600","New York Univ., NY, USA","https://ieeexplore.ieee.org/author/37353157900","2","V. Strela","37353157900","New York Univ., NY, USA","https://ieeexplore.ieee.org/author/37392248400","3","D. Zorin","37392248400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964500","548","https://ieeexplore.ieee.org/document/964500/","Noise reduction","Clouds","Wiener filter","Solid modeling","Topology","Signal processing algorithms","Computer graphics","Image coding","Information geometry","Parameter estimation","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964500","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","52","107","A simple algorithm for surface denoising"
"Presents a method to estimate illumination dependent properties in image synthesis prior to rendering. A preprocessing step is described in which a linear image basis is developed and a lighting-independent formulation defined. A reflection function, similar to hemispherical reflectance, approximates normal Lambertian shading. Intensity errors resulting from this approximation are reduced by use of a polynomial gamma correction function and scaling to a normalized display range. This produces images that are similar to normal Lambertian shading without employing the maximum (max) function. For a single object view, images can then be expressed in a linear form so that lighting direction can be factored out. During normal rendering, image quantities for arbitrary light directions can be found without rendering. This method is demonstrated for estimating image intensity and level-of-detail error prior to rendering an object.","https://ieeexplore.ieee.org/document/964535/","LOCKED","964535","US Army Eng. R&D Center, Vicksburg, MS, USA","https://ieeexplore.ieee.org/author/37738265200","1","R. Scoggins","37738265200","","https://ieeexplore.ieee.org/author/37269516700","2","R. Machiraju","37269516700","","https://ieeexplore.ieee.org/author/37282559500","3","R.J. Moorhead","37282559500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964535","576","https://ieeexplore.ieee.org/document/964535/","Lighting","Research and development","Rendering (computer graphics)","Electrical capacitance tomography","Military computing","Ear","Cost function","Reflection","Image sampling","Read only memory","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964535","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","53","379","Approximate shading for the re-illumination of synthetic images"
"We review several schemes for dividing cubical cells into simplices (tetrahedra) in 3-D for interpolating from sampled data to R/sup 3/ or for computing isosurfaces by barycentric interpolation. We present test data that reveal the geometric artifacts that these subdivision schemes generate, and discuss how these artifacts relate to the filter kernels that correspond to the subdivision schemes.","https://ieeexplore.ieee.org/document/964499/","LOCKED","964499","Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC, Canada","https://ieeexplore.ieee.org/author/37282624500","1","H. Carr","37282624500","","https://ieeexplore.ieee.org/author/37275858700","2","T. Moller","37275858700","","https://ieeexplore.ieee.org/author/37282623700","3","J. Snoeyink","37282623700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964499","547","https://ieeexplore.ieee.org/document/964499/","Sampling methods","","","","","","","","","","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964499","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","54","99","Simplicial subdivisions and sampling artifacts"
"The authors propose three simple, but significant improvements to the OoCS (Out-of-Core Simplification) algorithm of P. Lindstrom (2000) which increase the quality of approximations and extend the applicability of the algorithm to an even larger class of compute systems. The original OoCS algorithm has memory complexity that depends on the size of the output mesh, but no dependency on the size of the input mesh. That is, it can be used to simplify meshes of arbitrarily large size, but the complexity of the output mesh is limited by the amount of memory available. Our first contribution is a version of OoCS that removes the dependency of having enough memory to hold (even) the simplified mesh. With our new algorithm, the whole process is made essentially independent of the available memory on the host computer. Our new technique uses disk instead of main memory, but it is carefully designed to avoid costly random accesses. Our two other contributions improve the quality of the approximations generated by OoCS. We propose a scheme for preserving surface boundaries which does not use connectivity information, and a scheme for constraining the position of the ""representative vertex"" of a grid cell to an optimal position inside the cell.","https://ieeexplore.ieee.org/document/964502/","LOCKED","964502","Center for Appl. Sci. Comput., Lawrence Livermore Nat. Lab., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37269320000","1","P. Lindstrom","37269320000","","https://ieeexplore.ieee.org/author/37275249200","2","C.T. Silva","37275249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964502","550","https://ieeexplore.ieee.org/document/964502/","Algorithm design and analysis","Sorting","Chromium","Computer graphics","Computational geometry","Solid modeling","Computer errors","Data visualization","Acceleration","Approximation algorithms","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964502","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","55","121","A memory insensitive technique for large model simplification"
"Presents a method concerning the volume rendering of fine details, such as blood vessels and nerves, from medical data. The realistic and efficient visualization of such structures is often of great medical interest, and conventional rendering techniques do not always deal with them adequately. Our method uses preprocessing to reconstruct fine details that are difficult to segment and label. It detects the presence of fine geometrical structures, such as cracks or cylinders that suggest the existence of, for example, blood vessels or nerves; the subsequent volume rendering then displays fine geometrical objects that lie on a surface. The method can also show structures within the volume, using a special ""integration sampling"" scheme to portray reconstructed volume texture, such as that exhibited by muscle fibers. By combining the surface structure and volume texture in the rendering, realistic results can be produced; examples are provided.","https://ieeexplore.ieee.org/document/964537/","LOCKED","964537","Dept. of Comput. & Inf. Sci., De Montfort Univ., Leicester, UK","https://ieeexplore.ieee.org/author/37436869500","1","Feng Dong","37436869500","Dept. of Comput. & Inf. Sci., De Montfort Univ., Leicester, UK","https://ieeexplore.ieee.org/author/37283000400","2","G.J. Clapworthy","37283000400","Dept. of Comput. & Inf. Sci., De Montfort Univ., Leicester, UK","https://ieeexplore.ieee.org/author/38632201300","3","M. Krokos","38632201300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964537","577","https://ieeexplore.ieee.org/document/964537/","Biomedical imaging","Muscles","Rendering (computer graphics)","Data visualization","Blood vessels","Displays","Graphics","Image reconstruction","Surface cracks","Image processing","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964537","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","56","387","Volume rendering of fine details within medical data"
