"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Visual analytics tools provide powerful visual representations in order to support the sense-making process. In this process, analysts typically iterate through sequences of steps many times, varying parameters each time. Few visual analytics tools support this process well, nor do they provide support for visualizing and understanding the analysis process itself. To help analysts understand, explore, reference, and reuse their analysis process, we present a visual analytics system named CzSaw (See-Saw) that provides an editable and re-playable history navigation channel in addition to multiple visual representations of document collections and the entities within them (in a manner inspired by Jigsaw). Conventional history navigation tools range from basic undo and redo to branching timelines of user actions. In CzSaw's approach to this, first, user interactions are translated into a script language that drives the underlying scripting-driven propagation system. The latter allows analysts to edit analysis steps, and ultimately to program them. Second, on this base, we build both a history view showing progress and alternative paths, and a dependency graph showing the underlying logic of the analysis and dependency relations among the results of each step. These tools result in a visual model of the sense-making process, providing a way for analysts to visualize their analysis process, to reinterpret the problem, explore alternative paths, extract analysis patterns from existing history, and reuse them with other related analyses.","https://ieeexplore.ieee.org/document/5333020/","LOCKED","5333020","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/37681588600","1","Nazanin Kadivar","37681588600","","","","","","","","","","","","","","","","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/38182637400","2","Victor Chen","38182637400","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/37601085600","3","Dustin Dunsmuir","37601085600","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/37596074400","4","Eric Lee","37596074400","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/38585310400","5","Cheryl Qian","38585310400","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/37278563100","6","John Dill","37278563100","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/37358198200","7","Christopher Shaw","37358198200","School of Interactive Arts and Technology, Simon Fraser University, Canada","https://ieeexplore.ieee.org/author/38181028300","8","Robert Woodbury","38181028300","","","","","","","","","","","36","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333020","138","https://ieeexplore.ieee.org/document/5333020/","Visual Analytics","Sense-making","Analysis Process","Visual History","","","","","","History","Visual analytics","Pattern analysis","Information analysis","Failure analysis","Data visualization","Navigation","Logic","Graphical user interfaces","Art","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333020","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","40","131","Capturing and supporting the analysis process"
"Cellular radio networks are continually growing in both node count and complexity. It therefore becomes more difficult to manage the networks and necessary to use time and cost effective automatic algorithms to organize the networks neighbor cell relations. There have been a number of attempts to develop such automatic algorithms. Network operators, however, may not trust them because they need to have an understanding of their behavior and of their reliability and performance, which is not easily perceived. This paper presents a novel Web-enabled geovisual analytics approach to exploration and understanding of self-organizing network data related to cells and neighbor cell relations. A demonstrator and case study are presented in this paper, developed in close collaboration with the Swedish telecom company Ericsson and based on large multivariate, time-varying and geospatial data provided by the company. It allows the operators to follow, interact with and analyze the evolution of a self-organizing network and enhance their understanding of how an automatic algorithm configures locally-unique physical cell identities and organizes neighbor cell relations of the network. The geovisual analytics tool is tested with a self-organizing network that is operated by the automatic neighbor relations (ANR) algorithm. The demonstrator has been tested with positive results by a group of domain experts from Ericsson and will be tested in production.","https://ieeexplore.ieee.org/document/5332610/","LOCKED","5332610","National Center for Visual Analytics, Dept. of Science and Technology, Linköping University, Sweden","https://ieeexplore.ieee.org/author/37087652378","1","Van Quan Ho","37087652378","","","","","","","","","","","","","","","","National Center for Visual Analytics, Dept. of Science and Technology, Linköping University, Sweden","https://ieeexplore.ieee.org/author/37669906900","2","Tobias Astrom","37669906900","National Center for Visual Analytics, Dept. of Science and Technology, Linköping University, Sweden","https://ieeexplore.ieee.org/author/37283245900","3","Mikael Jern","37283245900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332610","50","https://ieeexplore.ieee.org/document/5332610/","Geovisual analytics","visualization","self-organizing network","multi-layer","multi-dimensional","time-varying","geospatial data sets","","","Self-organizing networks","Information analysis","Algorithm design and analysis","Data analysis","Data visualization","Testing","Visual analytics","Pattern analysis","Filtering","Large-scale systems","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332610","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","41","43","Geovisual analytics for self-organizing network data"
"Despite the growing number of systems providing visual analytic support for investigative analysis, few empirical studies of the potential benefits of such systems have been conducted, particularly controlled, comparative evaluations. Determining how such systems foster insight and sensemaking is important for their continued growth and study, however. Furthermore, studies that identify how people use such systems and why they benefit (or not) can help inform the design of new systems in this area. We conducted an evaluation of the visual analytics system Jigsaw employed in a small investigative sensemaking exercise, and we compared its use to three other more traditional methods of analysis. Sixteen participants performed a simulated intelligence analysis task under one of the four conditions. Experimental results suggest that Jigsaw assisted participants to analyze the data and identify an embedded threat. We describe different analysis strategies used by study participants and how computational support (or the lack thereof) influenced the strategies. We then illustrate several characteristics of the sensemaking process identified in the study and provide design implications for investigative analysis tools based thereon. We conclude with recommendations for metrics and techniques for evaluating other visual analytics investigative analysis tools.","https://ieeexplore.ieee.org/document/5333878/","LOCKED","5333878","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37673524700","1","Youn-ah Kang","37673524700","","","","","","","","","","","","","","","","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37428446300","2","Carsten Gorg","37428446300","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37267736900","3","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","1","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333878","146","https://ieeexplore.ieee.org/document/5333878/","","","","","","","","","","Visual analytics","Data visualization","Control systems","Performance analysis","Data analysis","Information analysis","Electronic mail","Guidelines","Collaborative work","Collaborative tools","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333878","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","42","139","Evaluating visual analytics systems for investigative analysis: Deriving design principles from a case study"
"FinVis is a visual analytics tool that allows the non-expert casual user to interpret the return, risk and correlation aspects of financial data and make personal finance decisions. This interactive exploratory tool helps the casual decision-maker quickly choose between various financial portfolio options and view possible outcomes. FinVis allows for exploration of inter-temporal data to analyze outcomes of short-term or long-term investment decisions. FinVis helps the user overcome cognitive limitations and understand the impact of correlation between financial instruments in order to reap the benefits of portfolio diversification. Because this software is accessible by non-expert users, decision-makers from the general population can benefit greatly from using FinVis in practical applications. We quantify the value of FinVis using experimental economics methods and find that subjects using the FinVis software make better financial portfolio decisions as compared to subjects using a tabular version with the same information. We also find that FinVis engages the user, which results in greater exploration of the dataset and increased learning as compared to a tabular display. Further, participants using FinVis reported increased confidence in financial decision-making and noted that they were likely to use this tool in practical application.","https://ieeexplore.ieee.org/document/5333920/","LOCKED","5333920","Purdue University Regional Visualization and Analytics Center (PURVAC), USA","https://ieeexplore.ieee.org/author/37396006000","1","Stephen Rudolph","37396006000","","","","","","","","","","","","","","","","Purdue University Department of Economics, USA","https://ieeexplore.ieee.org/author/37681662800","2","Anya Savikhin","37681662800","Purdue University Regional Visualization and Analytics Center (PURVAC), USA","https://ieeexplore.ieee.org/author/37282598900","3","David S. Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333920","202","https://ieeexplore.ieee.org/document/5333920/","Casual Information Visualization","visual analytics","personal finance","visualization of risk","economic decision-making","","","","","Visual analytics","Financial management","Portfolios","Finance","Data analysis","Investments","Instruments","Application software","Displays","Decision making","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333920","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","43","195","FinVis: Applied visual analytics for personal financial planning"
"Patents are an important economic factor in todays globalized markets. Therefore, the analysis of patent information has become an inevitable task for a variety of interest groups. The retrieval of relevant patent information is an integral part of almost every patent analysis scenario. Unfortunately, the complexity of patent material inhibits a straightforward retrieval of all relevant patent documents and leads to iterative, time-consuming approaches in practice. With `PatViz', a new system for interactive analysis of patent information has been developed to leverage iterative query refinement. PatViz supports users in building complex queries visually and in exploring patent result sets interactively. Thereby, the visual query module introduces an abstraction layer that provides uniform access to different retrieval systems and relieves users of the burden to learn different complex query languages. By establishing an integrated environment it allows for interactive reintegration of insights gained from visual result set exploration into the visual query representation. We expect that the approach we have taken is also suitable to improve iterative query refinement in other Visual Analytics systems.","https://ieeexplore.ieee.org/document/5333564/","LOCKED","5333564","Visualization and Interactive Systems Group, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37593029700","1","Steffen Koch","37593029700","","","","","","","","","","","","","","","","Visualization and Interactive Systems Group, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37683989300","2","Harald Bosch","37683989300","Visualization and Interactive Systems Group, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37681276000","3","Mark Giereth","37681276000","Visualization and Interactive Systems Group, Universität Stuttgart, Germany","https://ieeexplore.ieee.org/author/37268023800","4","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333564","210","https://ieeexplore.ieee.org/document/5333564/","Patent retrieval","information visualization","visual analytics","multiple coordinated views","","","","","","Information analysis","Information retrieval","Visualization","Visual analytics","Companies","Environmental economics","Iterative methods","Intellectual property","Interactive systems","Database languages","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333564","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","44","203","Iterative integration of visual insights during patent search and analysis"
"One of the most common operations in exploration and analysis of various kinds of data is clustering, i.e. discovery and interpretation of groups of objects having similar properties and/or behaviors. In clustering, objects are often treated as points in multi-dimensional space of properties. However, structurally complex objects, such as trajectories of moving entities and other kinds of spatio-temporal data, cannot be adequately represented in this manner. Such data require sophisticated and computationally intensive clustering algorithms, which are very hard to scale effectively to large datasets not fitting in the computer main memory. We propose an approach to extracting meaningful clusters from large databases by combining clustering and classification, which are driven by a human analyst through an interactive visual interface.","https://ieeexplore.ieee.org/document/5332584/","LOCKED","5332584","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Sankt Augustin, Germany","https://ieeexplore.ieee.org/author/37283047100","1","Gennady Andrienko","37283047100","","","","","","","","","","","","","","","","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems), Sankt Augustin, Germany","https://ieeexplore.ieee.org/author/37283047700","2","Natalia Andrienko","37283047700","KDD Lab ISTI CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37670571400","3","Salvatore Rinzivillo","37670571400","KDD Lab ISTI CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37669195900","4","Mirco Nanni","37669195900","University of Pisa, Italy","https://ieeexplore.ieee.org/author/37394413600","5","Dino Pedreschi","37394413600","KDD Lab ISTI CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37268539100","6","Fosca Giannotti","37268539100","","","","","","","","","","","","","","","","","","","","","111","2","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332584","10","https://ieeexplore.ieee.org/document/5332584/","Spatio-temporal data","movement data","trajectories","clustering","classification","scalable visualization","geovisualization","","","Humans","Clustering algorithms","Data visualization","Information analysis","Functional analysis","Information systems","Clustering methods","Scalability","Joining processes","Spatiotemporal phenomena","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332584","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","45","3","Interactive visual clustering of large collections of trajectories"
"This paper demonstrates the promise of augmenting interactive multivariate representations with information from statistical processes in the domain of weather data analysis. Statistical regression, correlation analysis, and descriptive statistical calculations are integrated via graphical indicators into an enhanced parallel coordinates system, called the Multidimensional Data eXplorer (MDX). These statistical indicators, which highlight significant associations in the data, are complemented with interactive visual analysis capabilities. The resulting system allows a smooth, interactive, and highly visual workflow. The system's utility is demonstrated with an extensive hurricane climate study that was conducted by a hurricane expert. In the study, the expert used a new data set of environmental weather data, composed of 28 independent variables, to predict annual hurricane activity. MDX shows the Atlantic Meridional Mode increases the explained variance of hurricane seasonal activity by 7-15% and removes less significant variables used in earlier studies. The findings and feedback from the expert (1) validate the utility of the data set for hurricane prediction, and (2) indicate that the integration of statistical processes with interactive parallel coordinates, as implemented in MDX, addresses both deficiencies in traditional weather data analysis and exhibits some of the expected benefits of visual data analysis.","https://ieeexplore.ieee.org/document/5332586/","LOCKED","5332586","Naval Research Laboratory, USA","https://ieeexplore.ieee.org/author/37396434400","1","Chad A. Steed","37396434400","","","","","","","","","","","","","","","","Mississippi State University, USA","https://ieeexplore.ieee.org/author/38576023600","2","J. Edward Swan","38576023600","Mississippi State University, USA","https://ieeexplore.ieee.org/author/38275083200","3","T.J. Jankun-Kelly","38275083200","Mississippi State University, USA","https://ieeexplore.ieee.org/author/37267202400","4","Patrick J. Fitzpatrick","37267202400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332586","26","https://ieeexplore.ieee.org/document/5332586/","Climate study","multivariate data","correlation","regression","interaction","statistical analysis","visual analytics","","","Hurricanes","Weather forecasting","Data visualization","Data analysis","Multidimensional systems","Statistical analysis","Computer interfaces","Physics computing","Regression analysis","Performance analysis","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332586","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","46","19","Guided analysis of hurricane trends using statistical processes integrated with interactive parallel coordinates"
"A common task in literary analysis is to study characters in a novel or collection. Automatic entity extraction, text analysis and effective user interfaces facilitate character analysis. Using our interface, called POSvis, the scholar uses word clouds and self-organizing graphs to review vocabulary, to filter by part of speech, and to explore the network of characters located near characters under review. Further, visualizations show word usages within an analysis window (i.e. a book chapter), which can be compared with a reference window (i.e. the whole book). We describe the interface and report on an early case study with a humanities scholar.","https://ieeexplore.ieee.org/document/5333248/","LOCKED","5333248","Université de Lyon, France","https://ieeexplore.ieee.org/author/37681739300","1","Romain Vuillemot","37681739300","","","","","","","","","","","","","","","","University of Maryland, USA","https://ieeexplore.ieee.org/author/37299421200","2","Tanya Clement","37299421200","University of Maryland, USA","https://ieeexplore.ieee.org/author/37283026800","3","Catherine Plaisant","37283026800","University of Illinois, Urbana Champaign, USA","https://ieeexplore.ieee.org/author/37676118300","4","Amit Kumar","37676118300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333248","114","https://ieeexplore.ieee.org/document/5333248/","Visual Analytics","Design","Experimentation","Human Factors","","","","","","Books","Text analysis","Sections","Vocabulary","Speech","User interfaces","Tag clouds","Filters","Visual analytics","Graphical user interfaces","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333248","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","47","107","What's being said near “Martha”? Exploring name entities in literary text collections"
"Discovering and extracting linear trends and correlations in datasets is very important for analysts to understand multivariate phenomena. However, current widely used multivariate visualization techniques, such as parallel coordinates and scatterplot matrices, fail to reveal and illustrate such linear relationships intuitively, especially when more than 3 variables are involved or multiple trends coexist in the dataset. We present a novel multivariate model parameter space visualization system that helps analysts discover single and multiple linear patterns and extract subsets of data that fit a model well. Using this system, analysts are able to explore and navigate in model parameter space, interactively select and tune patterns, and refine the model for accuracy using computational techniques. We build connections between model space and data space visually, allowing analysts to employ their domain knowledge during exploration to better interpret the patterns they discover and their validity. Case studies with real datasets are used to investigate the effectiveness of the visualizations.","https://ieeexplore.ieee.org/document/5333431/","LOCKED","5333431","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37668783300","1","Zhenyu Guo","37668783300","","","","","","","","","","","","","","","","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37268441700","2","Matthew O. Ward","37268441700","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37279217900","3","Elke A. Rundensteiner","37279217900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333431","82","https://ieeexplore.ieee.org/document/5333431/","Knowledge Discovery","visual analysis","multivariate linear model construction","model space visualization","","","","","","Data mining","Data visualization","Scattering","Pattern analysis","Data analysis","Navigation","Predictive models","Extraterrestrial phenomena","Computer science","User interfaces","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333431","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","48","75","Model space visualization for multivariate linear trend discovery"
"Visual exploration of multivariate data typically requires projection onto lower-dimensional representations. The number of possible representations grows rapidly with the number of dimensions, and manual exploration quickly becomes ineffective or even unfeasible. This paper proposes automatic analysis methods to extract potentially relevant visual structures from a set of candidate visualizations. Based on features, the visualizations are ranked in accordance with a specified user task. The user is provided with a manageable number of potentially useful candidate visualizations, which can be used as a starting point for interactive data analysis. This can effectively ease the task of finding truly useful visualizations and potentially speed up the data exploration task. In this paper, we present ranking measures for class-based as well as non class-based Scatterplots and Parallel Coordinates visualizations. The proposed analysis methods are evaluated on different datasets.","https://ieeexplore.ieee.org/document/5332628/","LOCKED","5332628","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37590724000","1","Andrada Tatu","37590724000","","","","","","","","","","","","","","","","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37603943800","2","Georgia Albuquerque","37603943800","TU Braunschweig, Germany","https://ieeexplore.ieee.org/author/37546817000","3","Martin Eisemann","37546817000","Telefonica o2 Business, Intelligence Center, Germany","https://ieeexplore.ieee.org/author/37669961800","4","Jorn Schneidewind","37669961800","University of Magdeburg, Germany","https://ieeexplore.ieee.org/author/37266875400","5","Holger Theisel","37266875400","TU Braunschweig, Germany","","6","Marcus Magnork","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","7","Daniel Keim","37283138700","","","","","","","","","","","","","","","","80","1","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332628","66","https://ieeexplore.ieee.org/document/5332628/","H.3.3 [Information Storage and Retrieval]","Information Search and Retrieval I.3.3 [Computer Graphics]","Picture/Image Generation","","","","","","","Data visualization","Scattering","Visual analytics","Data mining","Coordinate measuring machines","Image storage","Information retrieval","Image retrieval","Displays","Business","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332628","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","49","59","Combining automated analysis and visualization techniques for effective exploration of high-dimensional data"
"Radio frequency (RF) fingerprinting-based techniques for localization are a promising approach for ubiquitous positioning systems, particularly indoors. By finding unique fingerprints of RF signals received at different locations within a predefined area beforehand, whenever a similar fingerprint is subsequently seen again, the localization system will be able to infer a user's current location. However, developers of these systems face the problem of finding reliable RF fingerprints that are unique enough and adequately stable over time. We present a visual analytics system that enables developers of these localization systems to visually gain insight on whether their collected datasets and chosen fingerprint features have the necessary properties to enable a reliable RF fingerprinting-based localization system. The system was evaluated by testing and debugging an existing localization system.","https://ieeexplore.ieee.org/document/5332596/","LOCKED","5332596","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37677711000","1","Yi Han","37677711000","","","","","","","","","","","","","","","","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37670091600","2","Erich P. Stuntebeck","37670091600","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37267736900","3","John T. Stasko","37267736900","School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37297994200","4","Gregory D. Abowd","37297994200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332596","42","https://ieeexplore.ieee.org/document/5332596/","H.5.2 [User Interfaces]: Graphical user interfaces (GUI)—","D.2.5 [Testing and Debugging]: Debugging aids—","","","","","","","","Visual analytics","Radio frequency","Fingerprint recognition","Global Positioning System","RF signals","Satellite broadcasting","Electronic mail","Debugging","Signal generators","Receivers","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332596","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","50","35","A visual analytics system for radio frequency fingerprinting-based localization"
"Sources of streaming information, such as news syndicates, publish information continuously. Information portals and news aggregators list the latest information from around the world enabling information consumers to easily identify events in the past 24 hours. The volume and velocity of these streams causes information from prior days to quickly vanish despite its utility in providing an informative context for interpreting new information. Few capabilities exist to support an individual attempting to identify or understand trends and changes from streaming information over time. The burden of retaining prior information and integrating with the new is left to the skills, determination, and discipline of each individual. In this paper we present a visual analytics system for linking essential content from information streams over time into dynamic stories that develop and change over multiple days. We describe particular challenges to the analysis of streaming information and present a fundamental visual representation for showing story change and evolution over time.","https://ieeexplore.ieee.org/document/5333437/","LOCKED","5333437","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37434158300","1","Stuart Rose","37434158300","","","","","","","","","","","","","","","","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/38179762500","2","Scott Butner","38179762500","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37672002300","3","Wendy Cowley","37672002300","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37285562300","4","Michelle Gregory","37285562300","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37671797700","5","Julia Walker","37671797700","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333437","106","https://ieeexplore.ieee.org/document/5333437/","H.3.1 [Content Analysis and Indexing]: Abstracting methods—","H.3.3 [Information Search and Retrieval]: Information Filtering—","H.3.7 [Digital Libraries]: User Issues—","I.3.3 [Computer Graphics]: Picture/Image Generation—","","","","","","Information analysis","Graphics","Visual analytics","Joining processes","Streaming media","Data models","Laboratories","Portals","Image analysis","Indexing","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333437","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","51","99","Describing story evolution from dynamic information streams"
