"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Combining interactive visualization with automated analytical methods like statistics and data mining facilitates data-driven discovery. These visual analytic methods are beginning to be instantiated within mixed-initiative systems, where humans and machines collaboratively influence evidence-gathering and decision-making. But an open research question is that, when domain experts analyze their data, can they completely trust the outputs and operations on the machine-side? Visualization potentially leads to a transparent analysis process, but do domain experts always trust what they see? To address these questions, we present results from the design and evaluation of a mixed-initiative, visual analytics system for biologists, focusing on analyzing the relationships between familiarity of an analysis medium and domain experts' trust. We propose a trust-augmented design of the visual analytics system, that explicitly takes into account domain-specific tasks, conventions, and preferences. For evaluating the system, we present the results of a controlled user study with 34 biologists where we compare the variation of the level of trust across conventional and visual analytic mediums and explore the influence of familiarity and task complexity on trust. We find that despite being unfamiliar with a visual analytic medium, scientists seem to have an average level of trust that is comparable with the same in conventional analysis medium. In fact, for complex sense-making tasks, we find that the visual analytic system is able to inspire greater trust than other mediums. We summarize the implications of our findings with directions for future research on trustworthiness of visual analytic systems.","https://ieeexplore.ieee.org/document/7536106/","LOCKED","7536106","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37593202500","1","Aritra Dasgupta","37593202500","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085904205","2","Joon-Yong Lee","37085904205","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085901445","3","Ryan Wilson","37085901445","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085902427","4","Robert A. Lafrance","37085902427","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37941944900","5","Nick Cramer","37941944900","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085505404","6","Kristin Cook","37085505404","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085902516","7","Samuel Payne","37085902516","","","","","","","","","","","","","","","","6","0","Journals & Magazines","10.1109/TVCG.2016.2598544","280","https://ieeexplore.ieee.org/document/7536106/","trust","transparency","familiarity","uncertainty","biological data analysis","","","Visual analytics","Data visualization","Biology","Uncertainty","Data analysis","Bioinformatics","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536106","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","79","271","Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods","23"
"User-authored annotations of data can support analysts in the activity of hypothesis generation and sensemaking, where it is not only critical to document key observations, but also to communicate insights between analysts. We present annotation graphs, a dynamic graph visualization that enables meta-analysis of data based on user-authored annotations. The annotation graph topology encodes annotation semantics, which describe the content of and relations between data selections, comments, and tags. We present a mixed-initiative approach to graph layout that integrates an analyst's manual manipulations with an automatic method based on similarity inferred from the annotation semantics. Various visual graph layout styles reveal different perspectives on the annotation semantics. Annotation graphs are implemented within C8, a system that supports authoring annotations during exploratory analysis of a dataset. We apply principles of Exploratory Sequential Data Analysis (ESDA) in designing C8, and further link these to an existing task typology in the visualization literature. We develop and evaluate the system through an iterative user-centered design process with three experts, situated in the domain of analyzing HCI experiment data. The results suggest that annotation graphs are effective as a method of visually extending user-authored annotations to data meta-analysis for discovery and organization of ideas.","https://ieeexplore.ieee.org/document/7536110/","LOCKED","7536110","Autodesk Research","https://ieeexplore.ieee.org/author/37085694663","1","Jian Zhao","37085694663","Autodesk Research","https://ieeexplore.ieee.org/author/37085739236","2","Michael Glueck","37085739236","Autodesk Research","https://ieeexplore.ieee.org/author/37085723416","3","Simon Breslav","37085723416","INRIA","https://ieeexplore.ieee.org/author/37395495900","4","Fanny Chevalier","37395495900","Autodesk Research","https://ieeexplore.ieee.org/author/37085722798","5","Azam Khan","37085722798","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","Journals & Magazines","10.1109/TVCG.2016.2598543","270","https://ieeexplore.ieee.org/document/7536110/","Externalization user-authored annotation","exploratory sequential data analysis","graph-based visualization","","","","","Data visualization","Semantics","Layout","Visualization","Human computer interaction","Data analysis","Manuals","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536110","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","80","261","Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations","23"
"In this paper, we present a novel visual analytics system called NameClarifier to interactively disambiguate author names in publications by keeping humans in the loop. Specifically, NameClarifier quantifies and visualizes the similarities between ambiguous names and those that have been confirmed in digital libraries. The similarities are calculated using three key factors, namely, co-authorships, publication venues, and temporal information. Our system estimates all possible allocations, and then provides visual cues to users to help them validate every ambiguous case. By looping users in the disambiguation process, our system can achieve more reliable results than general data mining models for highly ambiguous cases. In addition, once an ambiguous case is resolved, the result is instantly added back to our system and serves as additional cues for all the remaining unidentified names. In this way, we open up the black box in traditional disambiguation processes, and help intuitively and comprehensively explain why the corresponding classifications should hold. We conducted two use cases and an expert review to demonstrate the effectiveness of NameClarifier.","https://ieeexplore.ieee.org/document/7534824/","LOCKED","7534824","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085634001","1","Qiaomu Shen","37085634001","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085769514","2","Tongshuang Wu","37085769514","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085374359","3","Haiyan Yang","37085374359","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085523487","4","Yanhong Wu","37085523487","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","5","Huamin Qu","37272637300","Microsoft Research","https://ieeexplore.ieee.org/author/37391623900","6","Weiwei Cui","37391623900","","","","","","","","","","","","","","","","","","","","","6","0","Journals & Magazines","10.1109/TVCG.2016.2598465","150","https://ieeexplore.ieee.org/document/7534824/","Name disambiguation","analytical reasoning","","","","","","Libraries","Metadata","Algorithm design and analysis","Uncertainty","Visual analytics","","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7534824","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","81","141","NameClarifier: A Visual Analytics System for Author Name Disambiguation","23"
"Oftentimes multivariate data are not available as sets of equally multivariate tuples, but only as sets of projections into subspaces spanned by subsets of these attributes. For example, one may find data with five attributes stored in six tables of two attributes each, instead of a single table of five attributes. This prohibits the visualization of these data with standard high-dimensional methods, such as parallel coordinates or MDS, and there is hence the need to reconstruct the full multivariate (joint) distribution from these marginal ones. Most of the existing methods designed for this purpose use an iterative procedure to estimate the joint distribution. With insufficient marginal distributions and domain knowledge, they lead to results whose joint errors can be large. Moreover, enforcing smoothness for regularizations in the joint space is not applicable if the attributes are not numerical but categorical. We propose a visual analytics approach that integrates both anecdotal data and human experts to iteratively narrow down a large set of plausible solutions. The solution space is populated using a Monte Carlo procedure which uniformly samples the solution space. A level-of-detail high dimensional visualization system helps the user understand the patterns and the uncertainties. Constraints that narrow the solution space can then be added by the user interactively during the iterative exploration, and eventually a subset of solutions with narrow uncertainty intervals emerges.","https://ieeexplore.ieee.org/document/7534792/","LOCKED","7534792","Computer Science Department, Stony Brook University","https://ieeexplore.ieee.org/author/37085897527","1","Cong Xie","37085897527","Computer Science Department, Stony Brook University","https://ieeexplore.ieee.org/author/37085894363","2","Wen Zhong","37085894363","Computer Science Department, Stony Brook University","https://ieeexplore.ieee.org/author/37273119700","3","Klaus Mueller","37273119700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","Journals & Magazines","10.1109/TVCG.2016.2598479","60","https://ieeexplore.ieee.org/document/7534792/","Joint Distribution Reconstruction","Solution Space","High-dimensional Data","Multivariate Data","Parallel Coordinates","","","Uncertainty","Image reconstruction","Diseases","Visual analytics","Iterative methods","Two dimensional displays","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7534792","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","82","51","A Visual Analytics Approach for Categorical Joint Distribution Reconstruction from Marginal Projections","23"
"Shifts in information visualization practice are forcing a reconsideration of how infovis is taught. Traditional curricula that focused on conveying research-derived knowledge are slowly integrating design thinking as a key learning objective. In part, this is motivated by the realization that infovis is a wicked design problem, requiring a different kind of design work. In this paper we describe, VizItCards, a card-driven workshop developed for our graduate infovis class. The workshop is intended to provide practice with good design techniques and to simultaneously reinforce key concepts. VizItCards relies on principles of collaborative-learning and research on parallel design to generate positive collaborations and high-quality designs. From our experience of simulating a realistic design scenario in a classroom setting, we find that our students were able to meet key learning objectives and their design performance improved during the class. We describe variants of the workshop, discussing which techniques we think match to which learning goals.","https://ieeexplore.ieee.org/document/7539629/","LOCKED","7539629","School of Information at the University of Michigan","https://ieeexplore.ieee.org/author/37085907118","1","Shiqing He","37085907118","School of Information at the University of Michigan","https://ieeexplore.ieee.org/author/37331417100","2","Eytan Adar","37331417100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals & Magazines","10.1109/TVCG.2016.2599338","570","https://ieeexplore.ieee.org/document/7539629/","information visualization education","peer learning","toolkit","card","design workshop","","","Conferences","Collaboration","Visualization","Education","Data visualization","Human computer interaction","Standards","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539629","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","83","561","V<sc>iz</sc>I<sc>t</sc>C<sc>ards</sc>: A Card-Based Toolkit for Infovis Design Education","23"
"Topic modeling, which reveals underlying topics of a document corpus, has been actively adopted in visual analytics for large-scale document collections. However, due to its significant processing time and non-interactive nature, topic modeling has so far not been tightly integrated into a visual analytics workflow. Instead, most such systems are limited to utilizing a fixed, initial set of topics. Motivated by this gap in the literature, we propose a novel interaction technique called TopicLens that allows a user to dynamically explore data through a lens interface where topic modeling and the corresponding 2D embedding are efficiently computed on the fly. To support this interaction in real time while maintaining view consistency, we propose a novel efficient topic modeling method and a semi-supervised 2D embedding algorithm. Our work is based on improving state-of-the-art methods such as nonnegative matrix factorization and t-distributed stochastic neighbor embedding. Furthermore, we have built a web-based visual analytics system integrated with TopicLens. We use this system to measure the performance and the visualization quality of our proposed methods. We provide several scenarios showcasing the capability of TopicLens using real-world datasets.","https://ieeexplore.ieee.org/document/7539597/","LOCKED","7539597","Korea University","https://ieeexplore.ieee.org/author/37085889286","1","Minjeong Kim","37085889286","Korea University","https://ieeexplore.ieee.org/author/37085884012","2","Kyeongpil Kang","37085884012","University of Maryland, College Park, MD, USA","https://ieeexplore.ieee.org/author/37085506226","3","Deokgun Park","37085506226","Korea University","https://ieeexplore.ieee.org/author/37602784600","4","Jaegul Choo","37602784600","University of Maryland, College Park, MD, USA","https://ieeexplore.ieee.org/author/37295438200","5","Niklas Elmqvist","37295438200","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals & Magazines","10.1109/TVCG.2016.2598445","160","https://ieeexplore.ieee.org/document/7539597/","topic modeling","nonnegative matrix factorization","t-distributed stochastic neighbor embedding","magic lens","text analytics","","","Lenses","Computational modeling","Analytical models","Visual analytics","Two dimensional displays","Real-time systems","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539597","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","84","151","TopicLens: Efficient Multi-Level Visual Topic Exploration of Large-Scale Document Collections","23"
"Visually comparing human brain networks from multiple population groups serves as an important task in the field of brain connectomics. The commonly used brain network representation, consisting of nodes and edges, may not be able to reveal the most compelling network differences when the reconstructed networks are dense and homogeneous. In this paper, we leveraged the block information on the Region Of Interest (ROI) based brain networks and studied the problem of blockwise brain network visual comparison. An integrated visual analytics framework was proposed. In the first stage, a two-level ROI block hierarchy was detected by optimizing the anatomical structure and the predictive comparison performance simultaneously. In the second stage, the NodeTrix representation was adopted and customized to visualize the brain network with block information. We conducted controlled user experiments and case studies to evaluate our proposed solution. Results indicated that our visual analytics method outperformed the commonly used node-link graph and adjacency matrix design in the blockwise network comparison tasks. We have shown compelling findings from two real-world brain network data sets, which are consistent with the prior connectomics studies.","https://ieeexplore.ieee.org/document/7534826/","LOCKED","7534826","Chinese Academy of Sciences, SKLCSInstitute of Software","https://ieeexplore.ieee.org/author/37085886017","1","Xinsong Yang","37085886017","Chinese Academy of Sciences, SKLCSInstitute of Software","https://ieeexplore.ieee.org/author/37085394737","2","Lei Shi","37085394737","Imaging Genetics CenterMark &#x0026; Mary Stevens Institute for Neuroimaging &#x0026; InformaticsUniversity of Southern California","https://ieeexplore.ieee.org/author/38263661400","3","Madelaine Daianu","38263661400","School of Computing, Informatics and Decision Systems EngineeringArizona State University","https://ieeexplore.ieee.org/author/37085382649","4","Hanghang Tong","37085382649","Chinese Academy of Sciences, SKLCSInstitute of Software","https://ieeexplore.ieee.org/author/37085692999","5","Qingsong Liu","37085692999","Imaging Genetics CenterMark &#x0026; Mary Stevens Institute for Neuroimaging &#x0026; InformaticsUniversity of Southern California","https://ieeexplore.ieee.org/author/37085369277","6","Paul Thompson","37085369277","","","","","","","","","","","","","","","","","","","","","11","0","Journals & Magazines","10.1109/TVCG.2016.2598472","190","https://ieeexplore.ieee.org/document/7534826/","Brain Network","Visual Comparison","Hybrid Representation","","","","","Diffusion tensor imaging","Data visualization","Visual analytics","Diseases","Sociology","","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7534826","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","85","181","Blockwise Human Brain Network Visual Comparison Using NodeTrix Representation","23"
"Recently proposed techniques have finally made it possible for analysts to interactively explore very large datasets in real time. However powerful, the class of analyses these systems enable is somewhat limited: specifically, one can only quickly obtain plots such as histograms and heatmaps. In this paper, we contribute Gaussian Cubes, which significantly improves on state-of-the-art systems by providing interactive modeling capabilities, which include but are not limited to linear least squares and principal components analysis (PCA). The fundamental insight in Gaussian Cubes is that instead of precomputing counts of many data subsets (as state-of-the-art systems do), Gaussian Cubes precomputes the best multivariate Gaussian for the respective data subsets. As an example, Gaussian Cubes can fit hundreds of models over millions of data points in well under a second, enabling novel types of visual exploration of such large datasets. We present three case studies that highlight the visualization and analysis capabilities in Gaussian Cubes, using earthquake safety simulations, astronomical catalogs, and transportation statistics. The dataset sizes range around one hundred million elements and 5 to 10 dimensions. We present extensive performance results, a discussion of the limitations in Gaussian Cubes, and future research directions.","https://ieeexplore.ieee.org/document/7536648/","LOCKED","7536648","University of Arizona","https://ieeexplore.ieee.org/author/37085900675","1","Zhe Wang","37085900675","Universidade Federal de Pernambuco","https://ieeexplore.ieee.org/author/38018628600","2","Nivan Ferreira","38018628600","University of Arizona","https://ieeexplore.ieee.org/author/37085901449","3","Youhao Wei","37085901449","University of Arizona","https://ieeexplore.ieee.org/author/37085905925","4","Aarthy Sankari Bhaskar","37085905925","University of Arizona","https://ieeexplore.ieee.org/author/37550809300","5","Carlos Scheidegger","37550809300","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","Journals & Magazines","10.1109/TVCG.2016.2598694","690","https://ieeexplore.ieee.org/document/7536648/","Data modeling","dimensionality reduction","interactive visualization","data cubes","","","","Data models","Data visualization","Computational modeling","Analytical models","Visualization","Principal component analysis","Manuals","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536648","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","86","681","Gaussian Cubes: Real-Time Modeling for Visual Exploration of Large Multidimensional Datasets","23"
"In recent years, there is a growing need for communicating complex data in an accessible graphical form. Existing visualization creation tools support automatic visual encoding, but lack flexibility for creating custom design; on the other hand, freeform illustration tools require manual visual encoding, making the design process time-consuming and error-prone. In this paper, we present Data-Driven Guides (DDG), a technique for designing expressive information graphics in a graphic design environment. Instead of being confined by predefined templates or marks, designers can generate guides from data and use the guides to draw, place and measure custom shapes. We provide guides to encode data using three fundamental visual encoding channels: length, area, and position. Users can combine more than one guide to construct complex visual structures and map these structures to data. When underlying data is changed, we use a deformation technique to transform custom shapes using the guides as the backbone of the shapes. Our evaluation shows that data-driven guides allow users to create expressive and more accurate custom data-driven graphics.","https://ieeexplore.ieee.org/document/7536218/","LOCKED","7536218","John A. Paulson School of Engineering and Applied SciencesHarvard University","https://ieeexplore.ieee.org/author/37085685242","1","Nam Wook Kim","37085685242","Computer Science department, Cornell University","https://ieeexplore.ieee.org/author/37085896977","2","Eston Schweickart","37085896977","Adobe Research","https://ieeexplore.ieee.org/author/37592993600","3","Zhicheng Liu","37592993600","Adobe Research","https://ieeexplore.ieee.org/author/37546957000","4","Mira Dontcheva","37546957000","Adobe Research","https://ieeexplore.ieee.org/author/37085897643","5","Wilmot Li","37085897643","Adobe Research","https://ieeexplore.ieee.org/author/37085897276","6","Jovan Popovic","37085897276","John A. Paulson School of Engineering and Applied SciencesHarvard University","https://ieeexplore.ieee.org/author/37275698100","7","Hanspeter Pfister","37275698100","","","","","","","","","","","","","","","","10","0","Journals & Magazines","10.1109/TVCG.2016.2598620","500","https://ieeexplore.ieee.org/document/7536218/","Information graphics","visualization","design tools","2D graphics","","","","Data visualization","Visualization","Encoding","Shape","Manuals","Design tools","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536218","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","87","491","Data-Driven Guides: Supporting Expressive Design for Information Graphics","23"
"Due to the intricate relationship between the pelvic organs and vital structures, such as vessels and nerves, pelvic anatomy is often considered to be complex to comprehend. In oncological pelvic surgery, a trade-off has to be made between complete tumor resection and preserving function by preventing damage to the nerves. Damage to the autonomic nerves causes undesirable post-operative side-effects such as fecal and urinal incontinence, as well as sexual dysfunction in up to 80 percent of the cases. Since these autonomic nerves are not visible in pre-operative MRI scans or during surgery, avoiding nerve damage during such a surgical procedure becomes challenging. In this work, we present visualization methods to represent context, target, and risk structures for surgical planning. We employ distance-based and occlusion management techniques in an atlas-based surgical planning tool for oncological pelvic surgery. Patient-specific pre-operative MRI scans are registered to an atlas model that includes nerve information. Through several interactive linked views, the spatial relationships and distances between the organs, tumor and risk zones are visualized to improve understanding, while avoiding occlusion. In this way, the surgeon can examine surgically relevant structures and plan the procedure before going into the operating theater, thus raising awareness of the autonomic nerve zone regions and potentially reducing post-operative complications. Furthermore, we present the results of a domain expert evaluation with surgical oncologists that demonstrates the advantages of our approach.","https://ieeexplore.ieee.org/document/7539313/","LOCKED","7539313","Delft University of TechnologyUniversity of Bergen","https://ieeexplore.ieee.org/author/37085904230","1","Noeska Smit","37085904230","University of Koblenz, Landau","https://ieeexplore.ieee.org/author/37085527253","2","Kai Lawonn","37085527253","Leiden University Medical Center","https://ieeexplore.ieee.org/author/37085902741","3","Annelot Kraima","37085902741","Leiden University Medical Center","https://ieeexplore.ieee.org/author/37085904697","4","Marco DeRuiter","37085904697","Leiden University Medical Center","https://ieeexplore.ieee.org/author/37085900813","5","Hessam Sokooti","37085900813","University of Bergen","https://ieeexplore.ieee.org/author/37265895700","6","Stefan Bruckner","37265895700","Delft University of Technology","https://ieeexplore.ieee.org/author/37829332900","7","Elmar Eisemann","37829332900","Delft University of Technology","https://ieeexplore.ieee.org/author/37282551500","8","Anna Vilanova","37282551500","","","","","","","","","","","3","0","Journals & Magazines","10.1109/TVCG.2016.2598826","750","https://ieeexplore.ieee.org/document/7539313/","Atlas","surgical planning","medical visualization","","","","","Surgery","Planning","Visualization","Tumors","Magnetic resonance imaging","Context","Data visualization","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539313","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","88","741","PelVis: Atlas-based Surgical Planning for Oncological Pelvic Surgery","23"
"Scientific data is continually increasing in complexity, variety and size, making efficient visualization and specifically rendering an ongoing challenge. Traditional rasterization-based visualization approaches encounter performance and quality limitations, particularly in HPC environments without dedicated rendering hardware. In this paper, we present OSPRay, a turn-key CPU ray tracing framework oriented towards production-use scientific visualization which can utilize varying SIMD widths and multiple device backends found across diverse HPC resources. This framework provides a high-quality, efficient CPU-based solution for typical visualization workloads, which has already been integrated into several prevalent visualization packages. We show that this system delivers the performance, high-level API simplicity, and modular device support needed to provide a compelling new rendering framework for implementing efficient scientific visualization workflows.","https://ieeexplore.ieee.org/document/7539599/","LOCKED","7539599","Intel Corp","https://ieeexplore.ieee.org/author/37282958300","1","I Wald","37282958300","Intel Corp","https://ieeexplore.ieee.org/author/37085906107","2","GP Johnson","37085906107","Intel Corp","https://ieeexplore.ieee.org/author/37085899338","3","J Amstutz","37085899338","Intel Corp","https://ieeexplore.ieee.org/author/37085903620","4","C Brownlee","37085903620","SCI InsituteUniversity of Utah","https://ieeexplore.ieee.org/author/37692671900","5","A Knoll","37692671900","Intel Corp","https://ieeexplore.ieee.org/author/37085904554","6","J Jeffers","37085904554","Intel Corp","https://ieeexplore.ieee.org/author/37708237500","7","J Günther","37708237500","Texas Advanced Computing Center","https://ieeexplore.ieee.org/author/37990427800","8","P Navratil","37990427800","","","","","","","","","","","12","0","Journals & Magazines","10.1109/TVCG.2016.2599041","940","https://ieeexplore.ieee.org/document/7539599/","","","","","","","","Data visualization","Rendering (computer graphics)","Ray tracing","Pipelines","Data models","Computational modeling","Graphics processing units","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539599","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","89","931","OSPRay - A CPU Ray Tracing Framework for Scientific Visualization","23"
"The attraction effect is a well-studied cognitive bias in decision making research, where one's choice between two alternatives is influenced by the presence of an irrelevant (dominated) third alternative. We examine whether this cognitive bias, so far only tested with three alternatives and simple presentation formats such as numerical tables, text and pictures, also appears in visualizations. Since visualizations can be used to support decision making - e.g., when choosing a house to buy or an employee to hire - a systematic bias could have important implications. In a first crowdsource experiment, we indeed partially replicated the attraction effect with three alternatives presented as a numerical table, and observed similar effects when they were presented as a scatterplot. In a second experiment, we investigated if the effect extends to larger sets of alternatives, where the number of alternatives is too large for numerical tables to be practical. Our findings indicate that the bias persists for larger sets of alternatives presented as scatterplots. We discuss implications for future research on how to further study and possibly alleviate the attraction effect.","https://ieeexplore.ieee.org/document/7539348/","LOCKED","7539348","Inria and Universit&#x00E9; Paris-Saclay","https://ieeexplore.ieee.org/author/37085898406","1","Evanthia Dimara","37085898406","Inria, Univ Paris-Sud &#x0026; CNRS (LRI)Universit&#x00E9; Paris-Saclay","https://ieeexplore.ieee.org/author/37413699200","2","Anastasia Bezerianos","37413699200","Inria and Universit&#x00E9; Paris-Saclay","https://ieeexplore.ieee.org/author/37590932700","3","Pierre Dragicevic","37590932700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals & Magazines","10.1109/TVCG.2016.2598594","480","https://ieeexplore.ieee.org/document/7539348/","Information visualization","decision-making","decoy effect","attraction effect","asymmetric dominance effect","cognitive bias","","Data visualization","Decision making","Visualization","Education","Uncertainty","Cognition","Companies","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7539348","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","90","471","The Attraction Effect in Information Visualization","23"
"Deep convolutional neural networks (CNNs) have achieved breakthrough performance in many pattern recognition tasks such as image classification. However, the development of high-quality deep models typically relies on a substantial amount of trial-and-error, as there is still no clear understanding of when and why a deep model works. In this paper, we present a visual analytics approach for better understanding, diagnosing, and refining deep CNNs. We formulate a deep CNN as a directed acyclic graph. Based on this formulation, a hybrid visualization is developed to disclose the multiple facets of each neuron and the interactions between them. In particular, we introduce a hierarchical rectangle packing algorithm and a matrix reordering algorithm to show the derived features of a neuron cluster. We also propose a biclustering-based edge bundling method to reduce visual clutter caused by a large number of connections between neurons. We evaluated our method on a set of CNNs and the results are generally favorable.","https://ieeexplore.ieee.org/document/7536654/","LOCKED","7536654","School of Software and TNListTsinghua University","https://ieeexplore.ieee.org/author/37085447642","1","Mengchen Liu","37085447642","Dept. of Comp. Sci. &#x0026; Tech., State Key Lab of Intell. Tech. &#x0026; Sys.TNList LabCBICR Center","https://ieeexplore.ieee.org/author/37085900680","2","Jiaxin Shi","37085900680","School of Software and TNListTsinghua University","https://ieeexplore.ieee.org/author/37085901385","3","Zhen Li","37085901385","Dept. of Comp. Sci. &#x0026; Tech., State Key Lab of Intell. Tech. &#x0026; Sys.TNList LabCBICR Center","https://ieeexplore.ieee.org/author/37085905983","4","Chongxuan Li","37085905983","School of Software and TNListTsinghua University","https://ieeexplore.ieee.org/author/38490433400","5","Jun Zhu","38490433400","School of Software and TNListTsinghua University","https://ieeexplore.ieee.org/author/37085444480","6","Shixia Liu","37085444480","","","","","","","","","","","","","","","","","","","","","56","0","Journals & Magazines","10.1109/TVCG.2016.2598831","100","https://ieeexplore.ieee.org/document/7536654/","Deep convolutional neural networks","rectangle packing","matrix reordering","edge bundling","biclustering","","","Neurons","Neural networks","Training","Visual analytics","Clustering algorithms","Image edge detection","","7747554","1077-2626","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7536654","Jan. 2017","2945","IEEE Transactions on Visualization and Computer Graphics","2017","IEEE","91","91","Towards Better Analysis of Deep Convolutional Neural Networks","23"
