"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorAffiliations_authorAffiliation_1","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_12","articles_index_terms_author_terms_terms_13","articles_index_terms_author_terms_terms_14","articles_index_terms_author_terms_terms_15","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_insert_date","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"This paper introduces the application of visual analytics techniques as a novel approach for improving economic decision making. Particularly, we focus on two known problems where subjectspsila behavior consistently deviates from the optimal, the Winnerpsilas and Loserpsilas Curse. According to economists, subjects fail to recognize the profit-maximizing decision strategy in both the Winnerpsilas and Loserpsilas curse because they are unable to properly consider all the available information. As such, we have created a visual analytics tool to aid subjects in decision making under the Acquiring a Company framework common in many economic experiments. We demonstrate the added value of visual analytics in the decision making process through a series of user studies comparing standard visualization methods with interactive visual analytics techniques. Our work presents not only a basis for development and evaluation of economic visual analytic research, but also empirical evidence demonstrating the added value of applying visual analytics to general decision making tasks.","https://ieeexplore.ieee.org/document/4677363/","LOCKED","4677363","Department of Economics, Purdue University, USA","Department of Economics, Purdue University, USA","https://ieeexplore.ieee.org/author/37681662800","1","Anya Savikhin","37681662800","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37396008400","2","Ross Maciejewski","37396008400","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37282598900","3","David S. Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677363","804","114","https://ieeexplore.ieee.org/document/4677363/","","","","","","","","","","","","","","","","","Visual analytics","Decision making","Visualization","Uncertainty","Helium","Statistics","Application software","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677363","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","35","107","Applied visual analytics for economic decision-making"
"Analysis of multidimensional data often requires careful examination of relationships across dimensions. Coordinated multiple view approaches have become commonplace in visual analysis tools because they directly support expression of complex multidimensional queries using simple interactions. However, generating such tools remains difficult because of the need to map domain-specific data structures and semantics into the idiosyncratic combinations of interdependent data and visual abstractions needed to reveal particular patterns and distributions in cross-dimensional relationships. This paper describes: (1) a method for interactively expressing sequences of multidimensional set queries by cross-filtering data values across pairs of views, and (2) design strategies for constructing coordinated multiple view interfaces for cross-filtered visual analysis of multidimensional data sets. Using examples of cross-filtered visualizations of data from several different domains, we describe how cross-filtering can be modularized and reused across designs, flexibly customized with respect to data types across multiple dimensions, and incorporated into more wide-ranging multiple view designs. The demonstrated analytic utility of these examples suggest that cross-filtering is a suitable design pattern for instantiation in a wide variety of visual analysis tools.","https://ieeexplore.ieee.org/document/4677370/","LOCKED","4677370","The GeoVISTA Center and Department of Geography, Pennsylvania State University, USA","The GeoVISTA Center and Department of Geography, Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37564883300","1","Chris Weaver","37564883300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","3","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677370","414","170","https://ieeexplore.ieee.org/document/4677370/","D.2.2 [Software Engineering]: Design Tools and Techniques—[User Interfaces]","H.2.3 [Information Systems]: Database Management—[Languages]","","","","","","","H.5.2 [Information Systems]: Information Interfaces and Presentation—[User Interfaces]","","","","","","","","Multidimensional systems","Data analysis","Data visualization","Pattern analysis","Management information systems","Prototypes","Usability","Geography","Data structures","Software engineering","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677370","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","36","163","Multidimensional visual analysis using cross-filtered views"
"It has been widely accepted that interactive visualization techniques enable users to more effectively form hypotheses and identify areas for more detailed investigation. There have been numerous empirical user studies testing the effectiveness of specific visual analytical tools. However, there has been limited effort in connecting a user’s interaction with his reasoning for the purpose of extracting the relationship between the two. In this paper, we present an approach for capturing and analyzing user interactions in a financial visual analytical tool and describe an exploratory user study that examines these interaction strategies. To achieve this goal, we created two visual tools to analyze raw interaction data captured during the user session. The results of this study demonstrate one possible strategy for understanding the relationship between interaction and reasoning both operationally and strategically.","https://ieeexplore.ieee.org/document/4677360/","LOCKED","4677360","Viscenter, UNC-Charlotte, USA","Viscenter, UNC-Charlotte, USA","https://ieeexplore.ieee.org/author/37400451800","1","Dong Hyun Jeong","37400451800","Viscenter, UNC-Charlotte, USA","Viscenter, UNC-Charlotte, USA","https://ieeexplore.ieee.org/author/37087173877","2","Wenwen Dou","37087173877","HCI Laboratory, UNC-Charlotte, USA","HCI Laboratory, UNC-Charlotte, USA","https://ieeexplore.ieee.org/author/37601288800","3","Heather Richter Lipford","37601288800","Viscenter, UNC-Charlotte, USA","Viscenter, UNC-Charlotte, USA","https://ieeexplore.ieee.org/author/37601289000","4","Felesia Stukes","37601289000","Viscenter, UNC-Charlotte, USA","Viscenter, UNC-Charlotte, USA","https://ieeexplore.ieee.org/author/37592409400","5","Remco Chang","37592409400","HCI Laboratory, UNC-Charlotte, USA","HCI Laboratory, UNC-Charlotte, USA","","https://ieeexplore.ieee.org/author/37300425000","6","William Ribarsky","37300425000","","","","","","","","","","","","","","","","","","","","","","","","","","17","1","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677360","388","90","https://ieeexplore.ieee.org/document/4677360/","H.5.2 [Information Interfaces And Presentation (e.g., HCI)]: User Interfaces—Evaluation/methodology","H.5.2 [Information Interfaces And Presentation (e.g., HCI)]: User Interfaces—Graphical user interfaces (GUI)","","","","","","","","","","","","","","","Human computer interaction","Testing","Visual analytics","Wire","Data visualization","Joining processes","Data mining","Data analysis","User interfaces","Graphical user interfaces","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677360","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","37","83","Evaluating the relationship between user interaction and financial visual analysis"
"Understanding multivariate relationships is an important task in multivariate data analysis. Unfortunately, existing multivariate visualization systems lose effectiveness when analyzing relationships among variables that span more than a few dimensions. We present a novel multivariate visual explanation approach that helps users interactively discover multivariate relationships among a large number of dimensions by integrating automatic numerical differentiation techniques and multidimensional visualization techniques. The result is an efficient workflow for multivariate analysis model construction, interactive dimension reduction, and multivariate knowledge discovery leveraging both automatic multivariate analysis and interactive multivariate data visual exploration. Case studies and a formal user study with a real dataset illustrate the effectiveness of this approach.","https://ieeexplore.ieee.org/document/4677368/","LOCKED","4677368","Department of Computer Science, University of North Carolina, Charlotte, USA","Department of Computer Science, University of North Carolina, Charlotte, USA","https://ieeexplore.ieee.org/author/37591128900","1","Scott Barlowe","37591128900","Department of Computer Science, University of North Carolina, Charlotte, USA","Department of Computer Science, University of North Carolina, Charlotte, USA","https://ieeexplore.ieee.org/author/37087142946","2","Tianyi Zhang","37087142946","Department of Computer Science, University of North Carolina, Charlotte, USA","Department of Computer Science, University of North Carolina, Charlotte, USA","https://ieeexplore.ieee.org/author/37087221047","3","Yujie Liu","37087221047","Department of Computer Science, University of North Carolina, Charlotte, USA","Department of Computer Science, University of North Carolina, Charlotte, USA","https://ieeexplore.ieee.org/author/37292632600","4","Jing Yang","37292632600","Department of Physics and Optical Science, University of North Carolina, Charlotte, USA","Department of Physics and Optical Science, University of North Carolina, Charlotte, USA","https://ieeexplore.ieee.org/author/37883522400","5","Donald Jacobs","37883522400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677368","554","154","https://ieeexplore.ieee.org/document/4677368/","visual analysis","multivariate analysis","","","","","","","dimension reduction","multivariate model construction","multivariate visualization","H.5.2 [Information Interfaces and Presentation]: User Interfaces—User Centered Design","G.3 [Mathematics of Computing]: Probability and Statistics—Multivariate Statistics","","","","Data visualization","Displays","Statistical analysis","Optical scattering","Data analysis","Solvents","Proteins","Computer science","Jacobian matrices","Physics","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677368","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","38","147","Multivariate visual explanation for high dimensional datasets"
"When analyzing syndromic surveillance data, health care officials look for areas with unusually high cases of syndromes. Unfortunately, many outbreaks are difficult to detect because their signal is obscured by the statistical noise. Consequently, many detection algorithms have a high false positive rate. While many false alerts can be easily filtered by trained epidemiologists, others require health officials to drill down into the data, analyzing specific segments of the population and historical trends over time and space. Furthermore, the ability to accurately recognize meaningful patterns in the data becomes more challenging as these data sources increase in volume and complexity. To facilitate more accurate and efficient event detection, we have created a visual analytics tool that provides analysts with linked geo-spatiotemporal and statistical analytic views. We model syndromic hotspots by applying a kernel density estimation on the population sample. When an analyst selects a syndromic hotspot, temporal statistical graphs of the hotspot are created. Similarly, regions in the statistical plots may be selected to generate geospatial features specific to the current time period. Demographic filtering can then be combined to determine if certain populations are more affected than others. These tools allow analysts to perform real-time hypothesis testing and evaluation.","https://ieeexplore.ieee.org/document/4677354/","LOCKED","4677354","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37396008400","1","Ross Maciejewski","37396008400","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37396006000","2","Stephen Rudolph","37396006000","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/38512951900","3","Ryan Hafen","38512951900","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37872486500","4","Ahmad Abusalah","37872486500","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/38179941700","5","Mohamed Yakout","38179941700","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","","https://ieeexplore.ieee.org/author/37374971700","6","Mourad Ouzzani","37374971700","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","","https://ieeexplore.ieee.org/author/37282344300","7","William S. Cleveland","37282344300","Regenstrief Institute, Indiana University School of Medicine, USA","Regenstrief Institute, Indiana University School of Medicine, USA","https://ieeexplore.ieee.org/author/37646590100","8","Shaun J. Grannis","37646590100","Department of Health, Indiana State Board of Health, USA","Department of Health, Indiana State Board of Health, USA","https://ieeexplore.ieee.org/author/37088614360","9","Michael Wade","37088614360","Purdue University Regional Visualization and Analytics Center, USA","Purdue University Regional Visualization and Analytics Center, USA","https://ieeexplore.ieee.org/author/37282598900","10","David S. Ebert","37282598900","13","4","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677354","410","42","https://ieeexplore.ieee.org/document/4677354/","","","","","","","","","","","","","","","","","Visual analytics","Data analysis","Surveillance","Medical services","Signal detection","Detection algorithms","Pattern recognition","Event detection","Kernel","Demography","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677354","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","39","35","Understanding syndromic hotspots - a visual analytics approach"
"We present a novel collaborative visual analytics application for cognitively overloaded users in the astrophysics domain. The system was developed for scientists needing to analyze heterogeneous, complex data under time pressure, and then make predictions and time-critical decisions rapidly and correctly under a constant influx of changing data. The Sunfall Data Taking system utilizes several novel visualization and analysis techniques to enable a team of geographically distributed domain specialists to effectively and remotely maneuver a custom-built instrument under challenging operational conditions. Sunfall Data Taking has been in use for over eighteen months by a major international astrophysics collaboration (the largest data volume supernova search currently in operation), and has substantially improved the operational efficiency of its users. We describe the system design process by an interdisciplinary team, the system architecture, and the results of an informal usability evaluation of the production system by domain experts in the context of Endsleypsilas three levels of situation awareness.","https://ieeexplore.ieee.org/document/4677353/","LOCKED","4677353","Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Lawrence Berkeley National Laboratory, Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37564069800","1","Cecilia R. Aragon","37564069800","Space Sciences Laboratory, Berkeley, CA, USA","Space Sciences Laboratory, Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37868031100","2","Sarah S. Poon","37868031100","Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Lawrence Berkeley National Laboratory, Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37871736600","3","Gregory S. Aldering","37871736600","Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Lawrence Berkeley National Laboratory, Berkeley, CA, USA","https://ieeexplore.ieee.org/author/37874439800","4","Rollin C. Thomas","37874439800","California Institute of Technology, Pasadena, CA, USA","California Institute of Technology, Pasadena, CA, USA","https://ieeexplore.ieee.org/author/37867573100","5","Robert Quimby","37867573100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677353","280","34","https://ieeexplore.ieee.org/document/4677353/","Data and knowledge visualization","scientific visualization","","","","","","","visual analytics","situation awareness","astrophysics","","","","","","Visual analytics","Astrophysics","Data analysis","Time factors","Data visualization","Instruments","International collaboration","Usability","Production systems","Context awareness","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677353","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","40","27","Using visual analytics to maintain situation awareness in astrophysics"
"Thanks to the Web-related and other advanced technologies, textual information is increasingly being stored in digital form and posted online. Automatic methods to analyze such textual information are becoming inevitable. Many of those methods are based on quantitative text features. Analysts face the challenge to choose the most appropriate features for their tasks. This requires effective approaches for evaluation and feature-engineering.","https://ieeexplore.ieee.org/document/4677359/","LOCKED","4677359","University of Konstanz, Germany","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37591207400","1","Daniela Oelke","37591207400","University of Konstanz, Germany","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37392085400","2","Peter Bak","37392085400","University of Konstanz, Germany","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","3","Daniel A. Keim","37283138700","Ben-Gurion University of the Negev, Israel","Ben-Gurion University of the Negev, Israel","https://ieeexplore.ieee.org/author/37270862400","4","Mark Last","37270862400","Ben-Gurion University of the Negev, Israel","Ben-Gurion University of the Negev, Israel","https://ieeexplore.ieee.org/author/37872415700","5","Guy Danon","37872415700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677359","391","82","https://ieeexplore.ieee.org/document/4677359/","I.7.5 [Document and Text Processing]: Document Capture—Document Analysis","I.5.2 [Pattern Recognition]: Design Methodology—Feature evaluation and selection","","","","","","","","","","","","","","","Text analysis","Visualization","Information analysis","Iterative methods","Text mining","Algorithm design and analysis","Iterative algorithms","Feedback loop","Feature extraction","Performance analysis","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677359","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","41","75","Visual evaluation of text features for document summarization and analysis"
"A central challenge in visual analytics is the creation of accessible, widely distributable analysis applications that bring the benefits of visual discovery to as broad a user base as possible. Moreover, to support the role of visualization in the knowledge creation process, it is advantageous to allow users to describe the reasoning strategies they employ while interacting with analytic environments. We introduce an application suite called the scalable reasoning system (SRS), which provides Web-based and mobile interfaces for visual analysis. The service-oriented analytic framework that underlies SRS provides a platform for deploying pervasive visual analytic environments across an enterprise. SRS represents a ldquolightweightrdquo approach to visual analytics whereby thin client analytic applications can be rapidly deployed in a platform-agnostic fashion. Client applications support multiple coordinated views while giving analysts the ability to record evidence, assumptions, hypotheses and other reasoning artifacts. We describe the capabilities of SRS in the context of a real-world deployment at a regional law enforcement organization.","https://ieeexplore.ieee.org/document/4677366/","LOCKED","4677366","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37700619200","1","William A. Pike","37700619200","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37686679000","2","Joe Bruce","37686679000","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37295089300","3","Bob Baddeley","37295089300","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37872380700","4","Daniel Best","37872380700","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37867848700","5","Lyndsey Franklin","37867848700","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","","https://ieeexplore.ieee.org/author/37352747200","6","Richard May","37352747200","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","","https://ieeexplore.ieee.org/author/37866654000","7","Douglas M. Rice","37866654000","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37295087900","8","Rick Riensche","37295087900","Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA","https://ieeexplore.ieee.org/author/37697482300","9","Katarina Younkin","37697482300","","","","","","","8","1","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677366","318","138","https://ieeexplore.ieee.org/document/4677366/","Web visualization","mobile visualization","","","","","","","analytic reasoning","law enforcement","multiple views","H.5.3 [Information Systems]: Information Interfaces and Presentation—Group and Organization Interfaces","C.2.4 [Computer Systems Organization]: Computer-Communication Networks —Distributed Systems","","","","Visualization","Visual analytics","Handheld computers","Law enforcement","Computer interfaces","Information analysis","Algorithm design and analysis","Computer networks","Pervasive computing","Computer displays","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677366","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","42","131","The Scalable Reasoning System: Lightweight visualization for distributed analytics"
"USPEX is a crystal structure predictor based on an evolutionary algorithm. Every USPEX run produces hundreds or thousands of crystal structures, some of which may be identical. To ease the extraction of unique and potentially interesting structures we applied usual high-dimensional classification concepts to the unusual field of crystallography. We experimented with various crystal structure descriptors, distinct distance measures and tried different clustering methods to identify groups of similar structures. These methods are already applied in combinatorial chemistry to organic molecules for a different goal and in somewhat different forms, but are not widely used for crystal structures classification. We adopted a visual design and validation method in the development of a library (CrystalFp) and an end-user application to select and validate method choices, to gain userspsila acceptance and to tap into their domain expertise. The use of the classifier has already accelerated the analysis of USPEX output by at least one order of magnitude, promoting some new crystallographic insight and discovery. Furthermore the visual display of key algorithm indicators has led to diverse, unexpected discoveries that will improve the USPEX algorithms.","https://ieeexplore.ieee.org/document/4677351/","LOCKED","4677351","Data Analysis and Visualization Services, Swiss National Supercomputing Centre, Switzerland","Data Analysis and Visualization Services, Swiss National Supercomputing Centre, Switzerland","https://ieeexplore.ieee.org/author/37866298300","1","Mario Valle","37866298300","Laboratory of Crystallography, Department of Materials, ETH Zürich","Laboratory of Crystallography, Department of Materials, ETH Zürich","https://ieeexplore.ieee.org/author/37570687200","2","Artem R. Oganov","37570687200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677351","496","18","https://ieeexplore.ieee.org/document/4677351/","J.2 [Physical Sciences and Engineering]: Chemistry","I.5.2 [Pattern Recognition]: Design Methodology—Classifier design and evaluation","","","","","","","","","","","","","","","Evolutionary computation","Crystallography","Clustering methods","Chemistry","Design methodology","Libraries","Multidimensional systems","Crystalline materials","Acceleration","Electronic mail","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677351","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","43","11","Crystal structures classifier for an evolutionary algorithm structure predictor"
"Social network graphs, concept maps, and process charts are examples of diagrammatic representations employed by intelligence analysts to understand complex systems. Unfortunately, these 2D representations currently do not easily convey the flow, sequence, tempo and other important dynamic behaviors within these systems. In this paper we present Configurable Spaces, a novel analytical method for visualizing patterns of activity over time in complex diagrammatically- represented systems. Configurable Spaces extends GeoTime's X, Y, T coordinate workspace space for temporal analysis to any arbitrary diagrammatic work space by replacing a geographic map with a diagram. This paper traces progress from concept to prototype, and discusses how diagrams can be created, transformed and leveraged for analysis, including generating diagrams from knowledge bases, visualizing temporal concept maps, and the use of linked diagrams for exploring complex, multi-dimensional, sequences of events. An evaluation of the prototype by the National Institute of Standards and Technology showed intelligence analysts believed they were able to attain an increased level of insight, were able to explore data more efficiently, and that Configurable Spaces would help them work faster.","https://ieeexplore.ieee.org/document/4677355/","LOCKED","4677355","Oculus Info Inc., USA","Oculus Info Inc., USA","https://ieeexplore.ieee.org/author/37704437500","1","Thomas Kapler","37704437500","Oculus Info Inc., USA","Oculus Info Inc., USA","https://ieeexplore.ieee.org/author/37425695700","2","Ryan Eccles","37425695700","Oculus Info Inc., USA","Oculus Info Inc., USA","https://ieeexplore.ieee.org/author/37594531000","3","Robert Harper","37594531000","Oculus Info Inc., USA","Oculus Info Inc., USA","https://ieeexplore.ieee.org/author/37654961400","4","William Wright","37654961400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677355","275","50","https://ieeexplore.ieee.org/document/4677355/","human information interaction","visual analytics","","","","","","","graph visualization","geo-temporal analysis","concept maps","","","","","","Space technology","Prototypes","Data visualization","Visual analytics","Social network services","Pattern analysis","NIST","Humans","Graphical user interfaces","Information analysis","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677355","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","44","43","Configurable Spaces: Temporal analysis in diagrammatic contexts"
