"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorAffiliations_authorAffiliation_1","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorAffiliations_authorAffiliation_1","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_10","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Particle deposition in the small bronchial tubes (generations six through twelve) is strongly influenced by the vortex-dominated secondary flows that are induced by axial curvature of the tubes. In this paper, we employ particle destination maps in conjunction with two-dimensional, finite-time Lyapunov exponent maps to illustrate how the trajectories of finite-mass particles are influenced by the presence of vortices. We consider two three-generation bronchial tube models: a planar, asymmetric geometry and a non-planar, asymmetric geometry. Our visualizations demonstrate that these techniques, coupled with judiciously seeded particle trajectories, are effective tools for studying particle/flow structure interactions.","https://ieeexplore.ieee.org/document/4658157/","LOCKED","4658157","Graduate Research Assistant at the Computational Simulation and Design Center, Mississippi State University, USA","","Graduate Research Assistant at the Computational Simulation and Design Center, Mississippi State University, USA","","https://ieeexplore.ieee.org/author/37866648000","1","Bela Soni","37866648000","Department of Aerospace Engineering, Mississippi State University, USA","","Department of Aerospace Engineering, Mississippi State University, USA","","https://ieeexplore.ieee.org/author/37089131714","2","David Thompson","37089131714","Department of Computer Science and Engineering, Ohio State Uinversity, USA","Department of Computer Science and Engineering, Ohio State Uinversity, USA","","https://ieeexplore.ieee.org/author/37269516700","3","Raghu Machiraju","37269516700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2008.183","318","1427","https://ieeexplore.ieee.org/document/4658157/","Index Terms—","FTLE","","","particle trajectory","visualization","bronchial tube","","","","","","Visualization","Geometry","","Lungs","Trajectory","Solid modeling","Fluid flow","Fluid dynamics","Computational modeling","Aerospace simulation","Computer simulation","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658157","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","61","1412","Visualizing Particle/Flow Structure Interactions in the Small Bronchial Tubes","14"
"The treemap is one of the most popular methods for visualizing hierarchical data. When a treemap contains a large number of items, inspecting or comparing a few selected items in a greater level of detail becomes very challenging. In this paper, we present a seamless multi-focus and context technique, called Balloon Focus, that allows the user to smoothly enlarge multiple treemap items served as the foci, while maintaining a stable treemap layout as the context. Our method has several desirable features. First, this method is quite general and can be used with different treemap layout algorithms. Second, as the foci are enlarged, the relative positions among all items are preserved. Third, the foci are placed in a way that the remaining space is evenly distributed back to the non-focus treemap items. When Balloon Focus enlarges the focus items to a maximum degree, the above features ensure that the treemap will maintain a consistent appearance and avoid any abrupt layout changes. In our algorithm, a DAG (Directed Acyclic Graph) is used to maintain the positional constraints, and an elastic model is employed to govern the placement of the treemap items. We demonstrate a treemap visualization system that integrates data query, manual focus selection, and our novel multi-focus+context technique, Balloon Focus, together. A user study was conducted. Results show that with Balloon Focus, users can better perform the tasks of comparing the values and the distribution of the foci.","https://ieeexplore.ieee.org/document/4658125/","LOCKED","4658125","Computer Science and Engineering Department, Ohio State Uinversity, USA","","Computer Science and Engineering Department, Ohio State Uinversity, USA","","https://ieeexplore.ieee.org/author/37875062100","1","Ying Tu","37875062100","Computer Science and Engineering Department, Ohio State Uinversity, USA","","Computer Science and Engineering Department, Ohio State Uinversity, USA","","https://ieeexplore.ieee.org/author/37279493500","2","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2008.114","482","1164","https://ieeexplore.ieee.org/document/4658125/","Index Terms—","Treemap","","","focus+context","multi-focus","fisheye","magnification","visualizing query results","multi-scale viewing.","","","Data visualization","Displays","","Tree graphs","Computer science","Manuals","Large-scale systems","File systems","Telecommunication traffic","Navigation","Computer interfaces","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658125","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","62","1157","Balloon Focus: a Seamless Multi-Focus+Context Method for Treemaps","14"
"Myocardial perfusion imaging with single photon emission computed tomography (SPECT) is an established method for the detection and evaluation of coronary artery disease (CAD). State-of-the-art SPECT scanners yield a large number of regional parameters of the left-ventricular myocardium (e.g., blood supply at rest and during stress, wall thickness, and wall thickening during heart contraction) that all need to be assessed by the physician. Today, the individual parameters of this multivariate data set are displayed as stacks of 2D slices, bull's eye plots, or, more recently, surfaces in 3D, which depict the left-ventricular wall. In all these visualizations, the data sets are displayed side-by-side rather than in an integrated manner, such that the multivariate data have to be examined sequentially and need to be fused mentally. This is time consuming and error-prone. In this paper we present an interactive 3D glyph visualization, which enables an effective integrated visualization of the multivariate data. Results from semiotic theory are used to optimize the mapping of different variables to glyph properties. This facilitates an improved perception of important information and thus an accelerated diagnosis. The 3D glyphs are linked to the established 2D views, which permit a more detailed inspection, and to relevant meta-information such as known stenoses of coronary vessels supplying the myocardial region. Our method has demonstrated its potential for clinical routine use in real application scenarios assessed by nuclear physicians.","https://ieeexplore.ieee.org/document/4658168/","LOCKED","4658168","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","","https://ieeexplore.ieee.org/author/38271045600","1","Jennis Meyer-Spradow","38271045600","Department of Nuclear Medicine, University Hospital of Münster, Germany","","Department of Nuclear Medicine, University Hospital of Münster, Germany","","https://ieeexplore.ieee.org/author/37273031400","2","Lars Stegger","37273031400","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","","https://ieeexplore.ieee.org/author/37089138838","3","Christian Döring","37089138838","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","","https://ieeexplore.ieee.org/author/37295281400","4","Timo Ropinski","37295281400","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","Visualization and Computer Graphics Research Group (VisCG), University of Münster, Germany","https://ieeexplore.ieee.org/author/37267218300","5","Klaus Hinrichs","37267218300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2008.136","518","1506","https://ieeexplore.ieee.org/document/4658168/","Index Terms—","Multivariate visualization","","","glyph techniques","SPECT","myocardial perfusion imaging","","","","","","Coronary arteriosclerosis","Myocardium","","Blood","Stress","Data visualization","Arteries","Heart","Single photon emission computed tomography","Positron emission tomography","Acceleration","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658168","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","63","1499","Glyph-Based SPECT Visualization for the Diagnosis of Coronary Artery Disease","14"
"Visually assessing the effect of the coronary artery anatomy on the perfusion of the heart muscle in patients with coronary artery disease remains a challenging task. We explore the feasibility of visualizing this effect on perfusion using a numerical approach. We perform a computational simulation of the way blood is perfused throughout the myocardium purely based on information from a three-dimensional anatomical tomographic scan. The results are subsequently visualized using both three-dimensional visualizations and bull’s eye plots, partially inspired by approaches currently common in medical practice. Our approach results in a comprehensive visualization of the coronary anatomy that compares well to visualizations commonly used for other scanning technologies. We demonstrate techniques giving detailed insight in blood supply, coronary territories and feeding coronary arteries of a selected region. We demonstrate the advantages of our approach through visualizations that show information which commonly cannot be directly observed in scanning data, such as a separate visualization of the supply from each coronary artery. We thus show that the results of a computational simulation can be effectively visualized and facilitate visually correlating these results to for example perfusion data.","https://ieeexplore.ieee.org/document/4658180/","LOCKED","4658180","Vienna University of Technology, Austria","","Vienna University of Technology, Austria","","https://ieeexplore.ieee.org/author/37869997400","1","Maurice Termeer","37869997400","Philips Healthcare","","Philips Healthcare","","https://ieeexplore.ieee.org/author/37086889017","2","Javier Oliván Bescós","37086889017","Philips Healthcare","Philips Healthcare","","https://ieeexplore.ieee.org/author/37374875300","3","Marcel Breeuwer","37374875300","Eindhoven University of Technology, Netherlands","Eindhoven University of Technology, Netherlands","","https://ieeexplore.ieee.org/author/37282551500","4","Anna Vilanova","37282551500","Philips Healthcare","Philips Healthcare","https://ieeexplore.ieee.org/author/37374887400","5","Frans Gerritsen","37374887400","Vienna University of Technology, Austria","Vienna University of Technology, Austria","","https://ieeexplore.ieee.org/author/37282552200","6","M. Eduard Gröller","37282552200","King's College London, London, UK","King's College London, London, UK","https://ieeexplore.ieee.org/author/37866652600","7","Eike Nagel","37866652600","","","","","","","","","","","","","","","","","","","15","50","Journals","10.1109/TVCG.2008.180","410","1602","https://ieeexplore.ieee.org/document/4658180/","Index Terms—","Cardiac visualization","","","coronary artery territories","myocardial perfusion","","","","","","","Myocardium","Anatomy","","Data visualization","Arteries","Computational modeling","Blood","Heart","Muscles","Coronary arteriosclerosis","Medical simulation","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658180","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","64","1595","Visualization of Myocardial Perfusion Derived from Coronary Anatomy","14"
"In this paper we introduce a technique for applying textual labels to 3D surfaces. An effective labeling must balance the conflicting goals of conveying the shape of the surface while being legible from a range of viewing directions. Shape can be conveyed by placing the text as a texture directly on the surface, providing shape cues, meaningful landmarks and minimally obstructing the rest of the model. But rendering such surface text is problematic both in regions of high curvature, where text would be warped, and in highly occluded regions, where it would be hidden. Our approach achieves both labeling goals by applying surface labels to a ’text scaffold’, a surface explicitly constructed to hold the labels. Text scaffolds conform to the underlying surface whenever possible, but can also float above problem regions, allowing them to be smooth while still conveying the overall shape. This paper provides methods for constructing scaffolds from a variety of input sources, including meshes, constructive solid geometry, and scalar fields. These sources are first mapped into a distance transform, which is then filtered and used to construct a new mesh on which labels are either manually or automatically placed. In the latter case, annotated regions of the input surface are associated with proximal regions on the new mesh, and labels placed using cartographic principles.","https://ieeexplore.ieee.org/document/4658190/","LOCKED","4658190","Department of Computer Sciences, University of Wisconsin, Madison, USA","","Department of Computer Sciences, University of Wisconsin, Madison, USA","","https://ieeexplore.ieee.org/author/37882969500","1","Gregory Cipriano","37882969500","Department of Computer Sciences, University of Wisconsin, Madison, USA","","Department of Computer Sciences, University of Wisconsin, Madison, USA","","https://ieeexplore.ieee.org/author/37282585700","2","Michael Gleicher","37282585700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","1","Journals","10.1109/TVCG.2008.168","257","1682","https://ieeexplore.ieee.org/document/4658190/","Index Terms—","surface labeling","","","computational cartography","text authoring","annotation","","","","","","Labeling","Shape","","Rough surfaces","Surface roughness","Surface texture","Solids","Geometry","Art","Visualization","Three dimensional displays","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658190","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","65","1675","Text Scaffolds for Effective Surface Labeling","14"
"Large datasets typically contain coarse features comprised of finer sub-features. Even if the shapes of the small structures are evident in a 3D display, the aggregate shapes they suggest may not be easily inferred. From previous studies in shape perception, the evidence has not been clear whether physically-based illumination confers any advantage over local illumination for understanding scenes that arise in visualization of large data sets that contain features at two distinct scales. In this paper we show that physically-based illumination can improve the perception for some static scenes of complex 3D geometry from flow fields. We perform human-subjects experiments to quantify the effect of physically-based illumination on participant performance for two tasks: selecting the closer of two streamtubes from a field of tubes, and identifying the shape of the domain of a flow field over different densities of tubes. We find that physically-based illumination influences participant performance as strongly as perspective projection, suggesting that physically-based illumination is indeed a strong cue to the layout of complex scenes. We also find that increasing the density of tubes for the shape identification task improved participant performance under physically-based illumination but not under the traditional hardware-accelerated illumination model.","https://ieeexplore.ieee.org/document/4658196/","LOCKED","4658196","UT/ORNL Joint Institiute for Computational Sciences, Department of Electrical Engineering and Computer Science, University of Tennessee, USA","","UT/ORNL Joint Institiute for Computational Sciences, Department of Electrical Engineering and Computer Science, University of Tennessee, USA","","https://ieeexplore.ieee.org/author/37282585600","1","Chris Weigle","37282585600","UT/ORNL Joint Institiute for Computational Sciences, Department of Electrical Engineering and Computer Science, University of Tennessee, USA","","UT/ORNL Joint Institiute for Computational Sciences, Department of Electrical Engineering and Computer Science, University of Tennessee, USA","","https://ieeexplore.ieee.org/author/37356983700","2","David Banks","37356983700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","Journals","10.1109/TVCG.2008.108","337","1730","https://ieeexplore.ieee.org/document/4658196/","Index Terms—","user study","DT-MRI","white matter tractography","volume completion","3D shape perception","physically-based illumination","global illumination","local illumination","multi-scale visualization","flow visualization","streamtubes","Lighting","Three dimensional displays","","Shape","Layout","Data visualization","Humans","Visual system","Psychology","Aggregates","Geometry","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658196","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","66","1723","A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes","14"
"Understanding the structure of microvasculature structures and their relationship to cells in biological tissue is an important and complex problem. Brain microvasculature in particular is known to play an important role in chronic diseases. However, these networks are only visible at the microscopic level and can span large volumes of tissue. Due to recent advances in microscopy, large volumes of data can be imaged at the resolution necessary to reconstruct these structures. Due to the dense and complex nature of microscopy data sets, it is important to limit the amount of information displayed. In this paper, we describe methods for encoding the unique structure of microvascular data, allowing researchers to selectively explore microvascular anatomy. We also identify the queries most useful to researchers studying microvascular and cellular relationships. By associating cellular structures with our microvascular framework, we allow researchers to explore interesting anatomical relationships in dense and complex data sets.","https://ieeexplore.ieee.org/document/4658182/","LOCKED","4658182","Department of Computer Science, Texas A and M University, USA","","Department of Computer Science, Texas A and M University, USA","","https://ieeexplore.ieee.org/author/37282589200","1","David Mayerich","37282589200","Department of Veterinary Integrative Biosciences, Texas A and M University, USA","","Department of Veterinary Integrative Biosciences, Texas A and M University, USA","","https://ieeexplore.ieee.org/author/37884259000","2","Louise Abbott","37884259000","Department of Computer Science, Texas A and M University, USA","Department of Computer Science, Texas A and M University, USA","","https://ieeexplore.ieee.org/author/37282588300","3","John Keyser","37282588300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","Journals","10.1109/TVCG.2008.179","344","1618","https://ieeexplore.ieee.org/document/4658182/","Index Terms—","vascular","","","microscopy","fibers","cells","complex data","","","","","Data visualization","Microscopy","","Cells (biology)","Biomedical imaging","Magnetic resonance imaging","Arteries","Veins","Image resolution","Blood vessels","Computed tomography","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658182","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","67","1611","Visualization of Cellular and Microvascular Relationships","14"
"Surveys and opinion polls are extremely popular in the media, especially in the months preceding a general election. However, the available tools for analyzing poll results often require specialized training. Hence, data analysis remains out of reach for many casual computer users. Moreover, the visualizations used to communicate the results of surveys are typically limited to traditional statistical graphics like bar graphs and pie charts, both of which are fundamentally noninteractive. We present a simple interactive visualization that allows users to construct queries on large tabular data sets, and view the results in real time. The results of two separate user studies suggest that our interface lowers the learning curve for naive users, while still providing enough analytical power to discover interesting correlations in the data.","https://ieeexplore.ieee.org/document/4658130/","LOCKED","4658130","School of Computing, University of Utah, USA","","School of Computing, University of Utah, USA","","https://ieeexplore.ieee.org/author/37869715500","1","Geoffrey Draper","37869715500","School of Computing, University of Utah, USA","","School of Computing, University of Utah, USA","","https://ieeexplore.ieee.org/author/37448812400","2","Richard Riesenfeld","37448812400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","1","Journals","10.1109/TVCG.2008.187","376","1204","https://ieeexplore.ieee.org/document/4658130/","Index Terms—","Visual query languages","","","radial visualization","data analysis","human-computer interaction","","","","","","Voting","Database languages","","Data visualization","Data analysis","Nominations and elections","Demography","Computer graphics","","","","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658130","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","68","1197","Who Votes For What? A Visual Query Language for Opinion Data","14"
"Many interesting and promising prototypes for visualizing video data have been proposed, including those that combine videos with their spatial context (contextualized videos). However, relatively little work has investigated the fundamental design factors behind these prototypes in order to provide general design guidance. Focusing on real-time video data visualization, we evaluated two important design factors - video placement method and spatial context presentation method - through a user study. In addition, we evaluated the effect of spatial knowledge of the environment. Participantspsila performance was measured through path reconstruction tasks, where the participants followed a target through simulated surveillance videos and marked the target paths on the environment model. We found that embedding videos inside the model enabled realtime strategies and led to faster performance. With the help of contextualized videos, participants not familiar with the real environment achieved similar task performance to participants that worked in that environment. We discuss design implications and provide general design recommendations for traffic and security surveillance system interfaces.","https://ieeexplore.ieee.org/document/4658200/","LOCKED","4658200","Virginia Tech","","Virginia Tech","","https://ieeexplore.ieee.org/author/37601156200","1","Yi Wang","37601156200","Virginia Tech","","Virginia Tech","","https://ieeexplore.ieee.org/author/37282977600","2","Doug Bowman","37282977600","Robert Bosch Research and Technology Center","Robert Bosch Research and Technology Center","Robert Bosch Research and Technology Center","https://ieeexplore.ieee.org/author/37391946800","3","David Krum","37391946800","Bosch RTC","Bosch RTC","","https://ieeexplore.ieee.org/author/37088672734","4","Enylton Coalho","37088672734","Virginia Tech","Virginia Tech","https://ieeexplore.ieee.org/author/38270396300","5","Tonya Smith-Jackson","38270396300","Virginia Tech","Virginia Tech","","https://ieeexplore.ieee.org/author/37088672911","6","David Bailey","37088672911","Virginia Tech","Virginia Tech","https://ieeexplore.ieee.org/author/37876923500","7","Sarah Peck","37876923500","Virginia Tech","Virginia Tech","https://ieeexplore.ieee.org/author/37088673213","8","Swethan Anand","37088673213","Virginia Tech","Virginia Tech","https://ieeexplore.ieee.org/author/37088672752","9","Trevor Kennedy","37088672752","Virginia Tech","Virginia Tech","https://ieeexplore.ieee.org/author/37088674042","10","Yernar Abdrazakov","37088674042","12","1","Journals","10.1109/TVCG.2008.126","320","1762","https://ieeexplore.ieee.org/document/4658200/","Index Terms—","contextualized videos","","","design factors","user study","video placement","spatial context","tracking","path reconstruction","","","Humans","Video surveillance","","Prototypes","Data visualization","Decision making","Information analysis","Guidelines","Particle measurements","Traffic control","Information security","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658200","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","69","1755","Effects of Video Placement and Spatial Context Presentation on Path Reconstruction Tasks with Contextualized Videos","14"
"With recent advances in the measurement technology for allsky astrophysical imaging, our view of the sky is no longer limited to the tiny visible spectral range over the 2D Celestial sphere. We now can access a third dimension corresponding to a broad electromagnetic spectrum with a wide range of allsky surveys; these surveys span frequency bands including long long wavelength radio, microwaves, very short X-rays, and gamma rays. These advances motivate us to study and examine multiwavelength visualization techniques to maximize our capabilities to visualize and exploit these informative image data sets. In this work, we begin with the processing of the data themselves, uniformizing the representations and units of raw data obtained from varied detector sources. Then we apply tools to map, convert, color-code, and format the multiwavelength data in forms useful for applications. We explore different visual representations for displaying the data, including such methods as textured image stacks, the horseshoe representation, and GPU-based volume visualization. A family of visual tools and analysis methods are introduced to explore the data, including interactive data mapping on the graphics processing unit (GPU), the mini-map explorer, and GPU-based interactive feature analysis.","https://ieeexplore.ieee.org/document/4658175/","LOCKED","4658175","Hong Kong University of Science and Technology, Hong Kong, China","","Hong Kong University of Science and Technology, Hong Kong, China","","https://ieeexplore.ieee.org/author/37881121400","1","Hongwei Li","37881121400","Nanyang Technological University, Singapore","","Nanyang Technological University, Singapore","","https://ieeexplore.ieee.org/author/37336329800","2","Chi-Wing Fu","37336329800","Indiana University, Bloomington, USA","Indiana University, Bloomington, USA","","https://ieeexplore.ieee.org/author/37333439100","3","Andrew Hanson","37333439100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2008.182","482","1562","https://ieeexplore.ieee.org/document/4658175/","Index Terms—","Astrophysical visualization","","","multiwavelength data","astronomy","","","","","","","Data visualization","Extraterrestrial measurements","","Electromagnetic measurements","Optical imaging","Electromagnetic spectrum","Frequency","X-rays","Gamma rays","Detectors","Image converters","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658175","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","70","1555","Visualizing Multiwavelength Astrophysical Data","14"
"Smooth surface extraction using PDEs is a well-known and widely used technique for visualizing volume data. Existing approaches operate on gridded data and mainly on regular structured grids. When considering unstructured point-based volume data where sample points do not form regular patterns nor are they connected in any form, one would typically resample the data over a grid prior to applying the known PDE-based methods. As resampling inserts interpolation inaccuracies, data providers would rather have segmentation methods operate on the actual unstructured data. We propose an approach that directly extracts smooth surfaces from unstructured point-based volume data without prior resampling or mesh generation.When operating on unstructured data one needs to quickly derive neighborhood informations. The respective information is retrieved by partitioning the 3D domain into cells using a kd-tree and operating on its cells. We exploit neighborhood information to estimate gradients and mean curvature at every sample point using a four-dimensional least-squares fitting approach. Gradients and mean curvature are required for applying the chosen PDE-based method that combines hyperbolic advection to an isovalue of a given scalar field and mean curvature flow. Since we are using an explicit time-integration scheme, time steps are bounded by the Courant-Friedrichs-Lewy condition. To avoid small global time steps, we use asynchronous local integration. We extract the surface by successively fitting a smooth function to the data set. This function is initialized with a signed distance function. For each sample and for every time step we compute the respective gradient, the mean curvature, and a stable time step. With these informations the function is manipulated using an explicit Euler time integration. The process continues with the next sample point in time. If the norm of the function gradient in a sample exceeds a given threshold at some time the function is reinitializ","https://ieeexplore.ieee.org/document/4658172/","LOCKED","4658172","Jacobs University Bremen, Bremen, Germany","","Jacobs University Bremen, Bremen, Germany","","https://ieeexplore.ieee.org/author/37643113600","1","Paul Rosenthal","37643113600","Jacobs University Bremen, Bremen, Germany","","Jacobs University Bremen, Bremen, Germany","","https://ieeexplore.ieee.org/author/37266826500","2","Lars Linsen","37266826500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2008.164","425","1546","https://ieeexplore.ieee.org/document/4658172/","Index Terms—","PDEs","","","surface extraction","level sets","point-based visualization","","","","","","Data mining","Data visualization","","Partial differential equations","Convergence","Surface fitting","Isosurfaces","Sensor systems","Jacobian matrices","Mesh generation","Information retrieval","20081024","4658121","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4658172","Nov.-Dec. 2008","2945","IEEE Transactions on Visualization and Computer Graphics","2008","IEEE","71","1531","Smooth Surface Extraction from Unstructured Point-based Volume Data Using PDEs","14"
