university,country,city,total students,domain,ranking,address,foundation year,description,undergraduate students,graduate students,international students,latitude,longitude,logo link
University of Wyoming,United States,Wyoming,13926.0,uwyo.edu,766,"University of Wyoming, Box 3434, University Station, Laramie, Wyoming 82071-3434, United States of America",1886.0,,11076.0,2850.0,,42.913334,-85.70528,https://www.shanghairanking.cn/_uni/logo/23ff65b3f.png
Wageningen University & Research,Netherlands,Wageningen,13914.0,wur.nl,182,"Wageningen Universiteit en Researchcentrum, Postbus 9101, Costerweg 50, 6700 BH Wageningen, Netherlands",1876.0,,,,3756.0,51.973278,5.667556,https://www.shanghairanking.cn/_uni/logo/e48392d63.png
University of Galway,Ireland,Galway,13911.0,universityofgalway.ie,673,University road ,1845.0,"The University was founded as as Queen's College Galway in 1845, National University of Ireland Galway (NUI Galway) is one of Ireland’s oldest and most prestigious universities. With over 18,000 students and more than 2,500 staff the University has a distinguished reputation for teaching and research excellence in a wide range of disciplines, including:
Arts, Humanities and Social Sciences
Business and Law
Science
Engineering and Information Technology
Medicine and Health Sciences
Research excellence:
NUI Galway is a research-led university, and has a growing international profile for its research in five key priority areas:
Biomedical Science and Engineering
Informatics, Physical and Computational Science
Applied Social Sciences and Public Policy
Environment, Marine and Energy
Humanities in Context
NUI Galway is home to:
The first UNESCO Chair in the Republic of Ireland, in the field of Children, Youth and Civic Engagement
The world’s largest research institute for developing internet technology
Ireland’s primary stem cell and gene therapy research institute
Some of the world’s leading experts in human rights law
Some of the world’s most ambitious archive projects
Leaders in Environmental, Marine and Energy research",,,2364.0,53.271946,-9.048889,https://www.shanghairanking.cn/_uni/logo/94f753bbd.png
Murdoch University,Australia,Perth,13907.0,murdoch.edu.au,708,90 South Street,1974.0,"Murdoch University spans five campuses across three countries, offering a diverse range of learning environments and opportunities to collaborate. When you study at Murdoch University, you are joining a global community who are working towards a brighter future.
From its foundation in 1974, Murdoch University has always been a university of difference. From our beginnings as the first Australian university to introduce a flexible admissions system, making education more accessible, to the global centre for learning, teaching, research and industry we are today, we have always kept sight of our purpose. Grounded by our principles and guided by our strategic plan, we remain a place of inclusive education.
With more than 25,000 students and 2,400 staff from 90 different countries, we are proud to be recognised for the impact that our graduates, research and innovations have made – both in Western Australia and around the world.",13907.0,,,-31.95224,115.8614,https://www.shanghairanking.cn/_uni/logo/1d330a5dc.png
Chiba University,Japan,Chiba,13710.0,chiba-u.ac.jp,628,"1-33, Yayoi-cho, Inage-ku, ",1949.0,"Chiba University was founded about 150 years ago, and has been taking great effort to provide the best curriculums and environment, as well as conducting world level research in upgrading the university status. Based on the University Charter, ‖Always Aim Higher‖, Chiba University will foster human resources with the knowledge of liberal arts, specialized subjects, professional skills, and the ability of solving problems.Chiba University has 10 faculties with about 10,500 students and 15 graduate schools with about 3,500 students. Chiba University has about 510 partner institution agreements in 49 countries, conducting about 280 international joint research projects in 47 countries, and accepting about 2,000 international students annually. Chiba University is constantly developing education and research programs, expanding various international activities all over the world, aiming to become a world class university.",10390.0,3320.0,778.0,,,https://www.shanghairanking.cn/_uni/logo/3a9c29fe2.png
University of Turku,Finland,Turku,13664.0,utu.fi,424,University of Turku,1920.0,"The University of Turku is an international research university and an active academic community of more than 25,000 students and employees. It was founded as the first Finnish-language university in the country in 1920. The university campus is located in the historical city centre of Turku - close to the unique nature and archipelago of Southwest Finland. As one of the leading universities in Finland, the University of Turku offers study and research opportunities in seven faculties and seven independent units - with expertise ranging from humanities, economics and social sciences to medicine and science. The University of Turku has close co-operation in research and education with a number of universities and higher education institutions around the world. It is a member of the Coimbra Group, a network of prestigious universities in Europe. Over 2,000 international students from over 100 countries study annually at the University of Turku. Thanks to the outstanding services, compact campus and active academic society, international students and scholars feel at home from the very beginning of their stay.",7430.0,6234.0,706.0,60.45,22.283333,https://www.shanghairanking.cn/_uni/logo/16955298c.png
University of Tasmania,Australia,Hobart,13596.0,utas.edu.au,384,Churchill Avenue,1890.0,"The University of Tasmania is Australia’s fourth oldest university, founded in 1890. The University has campuses in Hobart, Launceston, Burnie and Sydney.
The University has four colleges: the College of Arts, Law and Education; the College of Health and Medicine; the College of Sciences and Engineering; and the Tasmanian School of Business and Economics. The University has four specialist institutes: the Australian Maritime College (AMC), the Institute for Marine and Antarctic Studies (IMAS), the Menzies Institute for Medical Research, and the Tasmanian Institute of Agriculture.
The University offers more than 100 undergraduate degrees and more than 150 postgraduate programs across a range of disciplines. Many of these programs are accredited and professionally recognised by industry and professional bodies in Australia and abroad.
The University is highly regarded internationally for teaching and academic excellence, and lecturers have the opportunity to engage with students individually. The University’s Scholarships and Prizes Program offers more than 900 awards annually to support students in their studies. The University offers students a diverse range of educational opportunities, including overseas exchanges and hands-on learning, giving them an engaging educational experience and excellent preparation for their future careers.
The University community is strengthened by a network of more than 110,000 alumni spanning more than 120 countries.",10601.0,2995.0,4127.0,-42.88321,147.33167,https://www.shanghairanking.cn/_uni/logo/543d80c32.png
Liaoning University of Technology,China,Jinzhou,13474.0,lnit.edu.cn,1416,,1951.0,,12801.0,673.0,606.0,41.107777,121.14167,https://www.shanghairanking.cn/_uni/logo/98866857.png
University of Eastern Piedmont,Italy,Vercelli,13447.0,uniupo.it,742,"Via Duomo 6, Vercelli (VC)",1998.0,"The Università del Piemonte Orientale “Amedeo Avogadro” – UPO, is a public Italian University
established in 1998. It has 7 Departments and one School of Medicine, 15.000 students
approximately, 400 teachers/researchers, 350 members of technical and administrative staff, about
180 PhD students and 100 post-doc positions.
The University offers a full range of academic disciplines (Economics, Pharmaceutical Sciences, Law
and Political Science, Social Science, Medicine and Surgery, Natural Sciences, Humanities) to
embrace a large number of activities: basic and representative courses, laboratories,
apprenticeships, training periods and international exchanges.
The research activities are funded by both private and public institutions, either local or national
and international. High standard research and education represent the mission of the University
and its Board pays great attention on it, promoting and supporting researchers in project
implementation and facilitating the infrastructural needs of researchers.
UPO is partner of several European research and education programmes; it has been involved in 21
FP7 Projects (1 ERC grants) and 20 H2020 Projects (6 as Coordinator).
The UPO crucial aim is to strengthen the integration of the community in national and international
networks by promoting scientific and cultural exchanges. To this respect, the mobility of students
and researchers is widely supported. UPO has been acknowledged as a competent partner of the
European Food Safety Authority (EFSA), the European Union body for risk assessment regarding
food safety. UPO have also established a significant number of international relationships with
European and non-European universities: currently there are nearby 30 agreements for research
activities and exchanges and about 100 Erasmus agreements for student exchanges. UPO encourage
inter-university cooperation to develop jointly operated/tutored doctorate course. Actually, there
are 9 agreements for joint programmes with European universities that involve all cycles of studies
(Bachelor and Master Degrees, PhD courses).",8552.0,1500.0,806.0,45.316666,8.416667,https://www.shanghairanking.cn/_uni/logo/57d77c825.png
KTH Royal Institute of Technology,Sweden,Stockholm,13329.0,kth.se,196,Brinellvägen 8,1827.0,"KTH Royal Institute of Technology has served as one of Europe’s key centres of innovation and intellectual talent for almost two hundred years. Recognized as Sweden’s most prestigious technical university, KTH is also the country’s oldest and largest. Education and research spans from natural sciences to all the branches of engineering and includes architecture, industrial management and urban planning. The educational programmes lead to Bachelor, Master or PhD degrees in engineering, science, or architecture. With over 18,000 students and an international reputation for excellence, the university continues to nurture the world’s brightest minds, helping to shape the future.
Master’s programmes cover nine fields of study with fifty degrees available. Taught in English, these programmes allow students to advance in their studies, in a diverse environment with world-class facilities. KTH has a large international student body and emphasizes the practical industrial applications of knowledge, incorporating the university’s close ties with industry leaders. This unique approach to learning means that students can look forward to exciting career prospects with an internationally recognized degree.
With a strong history of groundbreaking research, KTH provides one third of Sweden’s technical and engineering research at university level. The university also secures substantial research funding every year with grants from important organizations like the European Research Council, and plays a central role in the newly formed European Institute of Innovation and Technology (EIT). Students will join over 2,000 people engaged in research at KTH and find a multitude of opportunities to grow in their individual areas of focus.
The KTH Campus is located in Stockholm, the Capital of Scandinavia and the home of the Nobel Prize. Living in Stockholm, students will be part of one of the most dynamic and enterprising cities in Europe. Routinely ranked in the top ten in the Global Innovation Index, Sweden and its capital are recognized around the world as an important creative and technical hub, and a fantastic place to put learning into practice. As is the case with KTH’s philosophy regarding education, Stockholm encourages the best and brightest ideas to develop and flourish.",7489.0,5840.0,,59.333332,18.05,https://www.shanghairanking.cn/_uni/logo/2f5376155.png
Iran University of Science and Technology,Iran,Tehran,13273.0,iust.ac.ir,999,"Narmak, Tehran 1684613114, Islamic Republic of Iran ",1929.0,"Iran University of Science and Technology was originally founded in 1929 as the first Iranian institute to train engineers. The first engineering degrees in Iran were awarded by IUST in Machine Engineering in 1932, and chemical engineering in 1935. The institute proceeded to expand its educational programs and finally achieved the status of university in 1978 and was named “Iran University of Science and Technology”.
IUST main campus consists of 18 schools and departments including 15 engineering and science schools as well as 3 departments of Foreign Languages, Islamic Studies, and Physical Education & Sports Sciences. IUST's E-Learning center was established in 2004, and has since recruited students in undergraduate and postgraduate programs.
In addition, nine academic/research centers from IUST have been officially recognized as Centers of Excellence in the country.
IUST publishes also 13 national and international scientific journals that appear quarterly.
The main campus, covering 42 hectares, is located in the northeast of Tehran, capital of I.R. Iran. In addition to schools and departments, 25 research centers, a large number of laboratories and workshops, and central library, the main campus includes Masjid, residential halls, outdoor and indoor sports facilities including a major soccer stadium and a swimming pool complex. The facilities and the landscaped area of the main campus provide a lively and pleasant environment for the students to pursue their education. As well as IUST campus 2 that is located near the main campus, other campuses are located in the city of Noor and Damavand town.",3961.0,9312.0,103.0,,,https://www.shanghairanking.cn/_uni/logo/5b5f462fc.png
New Jersey Institute of Technology,United States,Newark,13236.0,njit.edu,882,"New Jersey Institute of Technology, University Heights, Newark, New Jersey 07102-1982, United States of America",1881.0,,9769.0,3467.0,2250.0,40.735554,-74.172775,https://www.shanghairanking.cn/_uni/logo/94bfc81cf.png
Lancaster University,United Kingdom,Lancaster,13145.0,lancaster.ac.uk,371,"Lancaster University, Bailrigg, Lancaster, LA1 4YW, United Kingdom",1964.0,"Lancaster University was set up under the Royal Charter of Government of UK in the year 1964 and is an internationally highly ranked leader in the provision of excellent teaching and research within a beautiful campus setting. It is a collegiate university with eight undergraduate colleges on campus (and a ninth for graduates).
The University places great emphasis on a strong student experience that gives students access to academics who are experts in their field and provides an integrative environment that is conducive to learning for a culturally and ethnically diverse student population. It offers innovative, flexible and attractive programmes in Arts, Business, Medicine, Science, Technology and Social Sciences. In the most recent UK Research Excellence Framework 83% of its research was recognised as world leading or internationally excellent and some key areas of research are ranked amongst the best in the UK.",10090.0,3055.0,4360.0,54.066666,-2.833333,https://www.shanghairanking.cn/_uni/logo/e4c52cb63.png
Okayama University,Japan,Okayama,13099.0,okayama-u.ac.jp,552,"1-1-1 Tsushima-naka, Kita-ku",1949.0,"Okayama University, one of Japan’s leading universities, is situated on an extensive campus and has eleven faculties and Master’s and Doctoral courses embracing humanities, social, natural, environmental and life sciences, and pedagogic. Approximately 14,000 students including 700 international students currently enjoy life at this university, and 2,600 staff are engaged in educational and research activities, and university management.",,,1047.0,,,https://www.shanghairanking.cn/_uni/logo-jpg/a6b73044f00.jpg
University of Maine,United States,Orono,13091.0,umaine.edu,649,"University of Maine, Orono, Maine 04469-0001, United States of America",1865.0,,10510.0,2581.0,,44.883057,-68.6725,https://www.shanghairanking.cn/_uni/logo/960e9c1c7.png
University of Siena,Italy,Siena,13084.0,unisi.it,607,"Banchi di Sotto, 55",1240.0,"UNIVERSITY OF SIENA: HIGH QUALITY RESEARCH AND TEACHING, WORLD-FAMOUS LOCATION
The University of Siena is an internationally significant research university with undergraduate, graduate, postgraduate and professional programmes of the highest quality.
Where we are
Siena is located in central Italy - between Florence and Rome - in the heart of Tuscany’s rolling hills and breathtaking landscapes. Tuscany is the cradle of Italian art and language: a famous land of great culture and civilisation, with an extraordinary natural environment and an outstanding gastronomic tradition.
An ancient history
The University of Siena is one of the oldest universities in Europe, having been founded in 1240.
The history of the University of Siena has evolved alongside Tuscany’s cultural tradition since the Middle Ages. The city’s university has grown constantly, especially in the twentieth century, passing from four hundred students enrolled between the two World Wars to over twenty thousand students in recent years.
Over the years it has expanded to comprise the current 15 Departments . The University of Siena boasts 58 Research centres, 29 Interuniversity centres, a network of 6 museums, a Language Centre and a Library System covering all of the subject areas.
A strong international mission
Over the years the University of Siena has enhanced its strategy for internationalisation, aiming to attract students and researchers from all parts of the world. Some of our degrees are taught partially or entirely in English and double degree agreements have been set up.
Bachelor (First Cycle) Degree held in English:
- Economics and Banking
Master’s (Second Cycle) Degrees held in English:
- Finance
- Economics
- Management and Governance
- Medical Biotechnologies
- Chemistry
- Computer and Automation Engineering
- Electronics and Communication Engineering
- Language and mind: linguistics and cognitive studies
- International Studies
Degree programmes
The University of Siena offers Bachelor’s Degrees, Master’s Degrees, Long Single Cycle Degrees and a large number of Doctoral Programmes and Post-graduate courses.
The teaching and research activities cover a wide range of topics: Biotechnologies, Economics, Engineering, Humanities, Law, Mathematical, Physical and Natural Sciences, Medicine and Surgery, Pharmacy, Political Science.
Promoting sustainability
The University of Siena intends to be a leading promoter of sustainability
- through its courses research, training and consulting for businesses and institutions, promoting a trans-disciplinary approach to sustainability and its challenges
- supporting a student environmental network
coordinating MED Solutions , the Regional hub for the Mediterranean of the Sustainable Development Solutions Network (SDSN).",6832.0,6252.0,1089.0,43.316666,11.35,https://www.shanghairanking.cn/_uni/logo/96bc4b43f.png
University of Trento,Italy,Trento,12920.0,unitn.it,422,"via Calepina, 14",1962.0,"The University of Trento is a young, medium-sized university in a friendly city, that offers an excellent quality of life. The University of Trento has been able to create a solid policy basis over the years, aimed at delivering high quality services to its students and community. The result is a wide range of bachelor, master and PhD courses, supported by a high-level of scientific research. One of the University's strengths is its outstanding international character: testifying to this are the many cooperation projects with foreign universities (which open up many opportunities to study and work abroad), the community of foreign professors visiting Trento, and the institution of degree courses completely taught in English. On one side, the University educates the young professionals demanded by the labour market (also thanks to many double and joint degree programmes); on the other side, it counts on local enterprises to offer students opportunities for interesting and fruitful traineeships. The enterprises can come across good opportunities for scientific consultancies and for technological transfer in collaboration with the University.",9231.0,4551.0,904.0,46.066666,11.133333,https://www.shanghairanking.cn/_uni/logo-jpg/7c172b72800.jpg
University of Aberdeen,United Kingdom,Aberdeen,12910.0,abdn.ac.uk,286,"King's College, Old Aberdeen",1495.0,"The University of Aberdeen, in Scotland, has an excellent reputation for teaching quality and research, boasting a place in the Top 25 UK Universities (QS World University Rankings 2018). Over the years, five Nobel Prizes have been awarded for work carried out or begun at Aberdeen.
Students are attracted by our tradition which is rooted in our 500 year history – however, we are focused firmly on the future and are at the cutting-edge of research in many fields. 76% of our research has been assessed through the UK's Research Excellence Framework (REF14) and has been deemed to be ‘world leading’ or ‘internationally excellent’.
Flexibility and individuality are the University's real strengths. With over 390 first degree programmes on offer, students can mix, match and switch subjects as they discover new interests on route to their tailor-made degree. Our first degrees cover a range of subjects including business, engineering, medicine and, sports science related degrees where we rank 1st in the UK (Sports Science – The Guardian 2018).
At Aberdeen you will find intriguing ancient buildings alongside modern, newly refurbished, first-class laboratories, excellent computing facilities and the latest library technology. For instance, Our Sir Duncan Rice Library, opened in 2012, boasts seven floors of resources and study areas.
The student culture here is lively, with a strong sense of community and belonging. The University promotes a multi-national, multi-faith community and truly welcomes all. Social and sporting facilities are outstanding with Olympic standard sports facilities available to all students. Explore the land around you easily as our University is situated within walking distance to the city’s beautiful beach. Aberdeen itself is surrounded by breath-taking Scottish countryside perfect for hillwalking, mountaineering and canoeing. For those who want to taste city life in Scotland, Aberdeen’s busy cosmopolitan centre is a short walk away from the campus and provides a range of art, culture and exciting international culinary experiences waiting to be discovered.",9715.0,3195.0,4815.0,57.13333,-2.1,https://www.shanghairanking.cn/_uni/logo/0717053d3.png
University of Notre Dame,United States,Notre Dame,12836.0,nd.edu,275,"University of Notre Dame, Notre Dame, Indiana 46556, United States of America",1842.0,"Founded in 1842, the University of Notre Dame is the nation’s leading Catholic research university, providing a distinctive voice in higher education that is at once rigorously intellectual, unapologetically moral in orientation, and firmly embracing of a service ethos. Rated among the top 20 of all U.S. institutions of higher learning, Notre Dame ranks second nationally in the percentage of students who study abroad and has seen research funding increase from $87 million to $141.5 million in the past decade. The University is organized into four undergraduate colleges — Arts and Letters, Science, Engineering, and the Mendoza College of Business — the School of Architecture, the Keough School of Global Affairs, the Law School and the Graduate School. It is located adjacent to the city of South Bend, Indiana, in a region with a population of more than 300,000, and is widely known for the beauty of its campus, including the Golden Dome of the Main Building, the world’s most recognized university landmark.",8959.0,3877.0,1885.0,,,https://www.shanghairanking.cn/_uni/logo/11b8029f6.png
Emory University,United States,Atlanta,12828.0,emory.edu,120,201 Dowman Drive,1836.0,"Located in the historic neighborhood of Druid Hills in Atlanta, Georgia, Emory University is a top-ranked liberal arts and research institution that is guided by its mission to “create, preserve, teach, and apply knowledge in the service of humanity.” Emory graduates creative thinkers, problem solvers, and moral leaders who work to solve some of the world’s most vexing issues.
The university’s 15,252 students come from nearly every US state and territory and from across the globe. Lauded for their academic achievements and commitment to service, Emory students typify the university’s core values of inclusion, compassion, collaboration, integrity, optimism, and boldness. Undergraduates can pursue more than 80 majors in a curriculum based on inquiry and the nature of evidence, with many opportunities to engage in interdisciplinary scholarship, research, study abroad, and service in Atlanta, the US, and internationally. In addition to the Laney Graduate School, which offers the PhD and master’s degrees in more than 40 programs across the humanities, the social sciences, biomedical and natural science, public health, nursing, and business, Emory has professional schools of business, law, medicine, nursing, public health, and theology.
Emory students enjoy the close attention and stellar teaching of a faculty that has been honored with numerous awards including the Nobel Prize, the Pulitzer Prize, and the Presidential Medal of Freedom. Among them are accomplished authors, lecturers, patent holders, and researchers as well as 18 members of the American Academy of Arts and Sciences, 26 members of the National Academy of Medicine, and 5 members of the National Academy of Science.",6735.0,6093.0,2157.0,33.74889,-84.388054,https://www.shanghairanking.cn/_uni/logo/7489183e0.png
Southern Methodist University,United States,Dallas,12825.0,smu.edu,567,"Southern Methodist University, PO Box 100, 6425 Boaz Street, Dallas, Texas 75275-0001, United States of America",1911.0,,6947.0,5878.0,,32.783333,-96.8,https://www.shanghairanking.cn/_uni/logo/f3ab12423.png
Tufts University,United States,Medford,12781.0,tufts.edu,170,"419 Boston Ave, Dowling Hall Garage",1852.0,"Founded in 1852, Tufts University is among the premier universities in the US. Tufts enjoys a global reputation for academic and scholarly excellence, as well as for the preparation of students in a variety of professions. Recognized by the Carnegie Foundation as a university with very high research basic and clinical research activity, Tufts has highly regarded programs in the liberal arts, sciences, engineering, medicine, dentistry, nutrition and international relations, which draw students from around the world with the highest academic achievement and standing.
More than 98% of Tufts undergraduate students expect to pursue graduate or professional study after completion of a bachelor’s degree, and half of all undergraduates pursue coursework outside the US to add an international dimension to their work. A growing number of innovative research initiatives and joint degree programs are available for both undergraduate and graduate students in Tufts’ seven graduate and professional schools.",6134.0,6647.0,2044.0,42.326668,-122.87444,https://www.shanghairanking.cn/_uni/logo/a74ac6721.png
Dalian Medical University,China,Dalian,12773.0,dlmedu.edu.cn,1079,,1947.0,,7481.0,4939.0,1248.0,38.912224,121.60222,https://www.shanghairanking.cn/_uni/logo/43266277.png
Vanderbilt University,United States,Nashville,12771.0,vanderbilt.edu,61,2305 West End Avenue,1873.0,"Founded in 1873 as an institution that would “contribute to strengthening the ties that should exist between all sections of our common country,” Vanderbilt University is globally renowned for its transformative education and pathbreaking research. The university’s 10 schools reside on a parklike campus set in the heart of Nashville, Tennessee, contributing to a collaborative culture that empowers leaders of tomorrow and prizes free expression, open inquiry and civil discourse.
Top-ranked in both academics and financial aid, Vanderbilt offers an immersive residential undergraduate experience, with programs in the liberal arts and sciences, engineering, music, education and human development. The university also is home to nationally and internationally recognized graduate schools of law, education, business, medicine, nursing and divinity, and offers robust graduate-degree programs across a range of academic disciplines. Vanderbilt’s prominent alumni base includes Nobel Prize winners, members of Congress, governors, ambassadors, judges, admirals, CEOs, university presidents, physicians, attorneys, and professional sports figures.
Vanderbilt and the affiliated nonprofit Vanderbilt University Medical Center frequently engage in interdisciplinary collaborations to drive positive change across society at large. The two entities recently reached a combined total of more than $1 billion in external research funding in a single year. This landmark achievement reflects the university’s deep commitment to expanding the global impact of its innovation and research as it increases opportunities for faculty, students and staff to pursue bold new ideas and discoveries.",7100.0,5671.0,2331.0,36.165833,-86.78445,https://www.shanghairanking.cn/_uni/logo/bb01ff238.png
Xi'an Jiaotong-Liverpool University,China,Suzhou,12753.0,xjtlu.edu.cn,1321,,2006.0,,11298.0,1455.0,882.0,31.31139,120.61806,https://www.shanghairanking.cn/_uni/logo/37930547.png
University of Ulsan,Korea,Ulsan,12730.0,ulsan.ac.kr,434,,,,,,381.0,,,https://www.shanghairanking.cn/_uni/logo-jpg/4a4d71a2d00.jpg
University of Navarra,Spain,Pamplona,12713.0,unav.edu,513,Edificio Central,1952.0,"La Universidad de Navarra es una universidad dinámica con más de 13,000 estudiantes inscritos en los numerosos programas de estudio proporcionados por las 15 escuelas e institutos ubicados en seis campus en Pamplona, San Sebastián, Madrid, Barcelona, Nueva York, Munich y Sao Paulo. Una de las universidades más prestigiosas de España con un distinguido historial en docencia e investigación, fue fundada en 1952 por San Josemaría Escrivá de Balaguer, el fundador del Opus Dei, una institución de la Iglesia Católica. El campus de Pamplona es el más grande de los seis campus donde se encuentran la mayoría de los centros de la Universidad.
Hechos clave
· Un campus de investigación internacional en los siguientes campos: Instituto de investigación en Biodiversidad y Medioambiente (BIOMA), Centro de Investigación en Nutrición, CIMA (Centro de Investigación Médica Aplicada), Instituto de Ciencia de los Datos e Inteligencia Artificial (DATAI), CEIT (Centro de Gipuzkoa para Estudios Técnicos e Investigación) e ICS (Instituto para la Cultura y la Sociedad) y Clínica Universidad de Navarra.
· Ofrece una amplia gama de cursos en las Escuelas de Arquitectura, Ingeniería, Enfermería, Ciencia, Comunicación, Derecho, Derecho Canónico, Farmacia, Humanidades y Ciencias Sociales, Economía y Administración de Empresas, Medicina, Teología e ISSA School of Applied Management .
· Ofrece 37 programas de grado y 14 dobles grados.
· Ofrece 43 programas de máster y 19 programas de doctorado.
· Hogar de estudiantes internacionales de más de 90 países diferentes. El 28% de la población estudiantil es internacional.
· Brinda cursos para estudiantes internacionales en el Instituto de Lengua y Cultura Españolas (ILCE).
· Ofrece una amplia gama de actividades culturales y deportivas para estudiantes.
· Impresionante campus en el corazón de Pamplona.
· El Museo de Arte Contemporáneo, que incluye obras de Picasso, Rothko, Tapies, Oteiza y Chillida, se inauguró en el campus de Pamplona en febrero de 2015, diseñado por Rafael Moneo, el arquitecto español de renombre internacional.
Asociaciones internacionales
La perspectiva internacional y la divulgación han sido distintivos de la Universidad de Navarra desde su fundación. Se han firmado más de 350 acuerdos de colaboración con universidades líderes en todo el mundo.
La misión de la universidad de navarra
La misión de la Universidad es buscar y comunicar la verdad, continuar su compromiso con la excelencia en la investigación académica y la enseñanza, y contribuir al desarrollo educativo, cultural y personal de sus estudiantes. La misión de la Universidad de Navarra se realiza a través de los esfuerzos de profesores, investigadores, otros miembros del personal y estudiantes para poner la ciencia y el conocimiento al servicio de una sociedad más justa formada por una mayor solidaridad. La misión está enmarcada por los tres principios rectores de la Universidad de Navarra:
Excelencia académica
La Universidad está comprometida con la excelencia en la enseñanza y la investigación y sus esfuerzos fueron recientemente reconocidos con el premio del Campus de Excelencia Internacional por parte del gobierno español. Los profesores están comprometidos con el desarrollo académico de sus estudiantes a través de la enseñanza y tutorías individuales. Además, todos los profesores participan en proyectos de investigación nacionales o internacionales que benefician directamente los programas académicos ofrecidos en la Universidad de Navarra.
Investigación para el bien de la sociedad.
La Universidad es el hogar de una serie de centros de investigación que cubren una amplia gama de áreas. Fundamental para el desarrollo de estos centros de investigación es la idea de responsabilidad social corporativa en un contexto internacional.
Internacionalización
Algunos de los títulos de licenciatura son bilingües. Los acuerdos de asociación con universidades de prestigio en todo el mundo permiten a los estudiantes internacionales estudiar en nuestra universidad por un semestre, un año académico o algunos de ellos para realizar un programa de grado completo, que comprende una amplia gama de cursos interdisciplinarios.",9283.0,3430.0,3549.0,42.814075,-1.641153,https://www.shanghairanking.cn/_uni/logo/cd6325eac.png
Shahid Beheshti University of Medical Sciences,Iran,Tehran,12713.0,sbmu.ac.ir,863,"Tehran, Tehran province, Iran",1961.0,,,,254.0,,,https://www.shanghairanking.cn/_uni/logo/aa64e79ce.png
