"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Presents a novel volume rendering method which offers high rendering speed on standard workstations. It is based on a lossy data compression scheme which drastically reduces the memory bandwidth and computing requirements of perspective raycasting. Starting from classified and shaded data sets, we use block truncation coding or color cell compression to compress a block of 12 voxels into 32 bits. All blocks of the data set are processed redundantly, yielding a data structure which avoids multiple memory accesses per raypoint. As a side effect, the tri-linear interpolation of data coded in such a way is very much simplified. These techniques allow us to perform walkthroughs at interactive frame rates. Furthermore, the algorithm provides depth-cueing and the semi-transparent display of different materials. The algorithm achieves a sustained frame generation rate of about 2 Hz for large data sets (/spl sim/200/sup 3/) at an acceptable image quality on an SGI Indy workstation. A number of examples are shown.","https://ieeexplore.ieee.org/document/480810/","LOCKED","480810","Wilhelm-Schickard-Inst. fur Inf., Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37296980500","1","G. Knittel","37296980500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","1","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480810","183","Data visualization","Displays","Workstations","Bandwidth","Image quality","Biomedical imaging","Rendering (computer graphics)","Data compression","Data structures","Ear","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480810","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","48","176","High-speed volume rendering using redundant block compression"
"To visualize the volume data acquired from computation or sampling, it is necessary to estimate normals at the points corresponding to object surfaces. Volume data does not holds the geometric information for the surface comprising points, so it is necessary to calculate normals using local information at each point. The existing normal estimation methods have some problems of estimating incorrect normals at discontinuous, aliased or noisy points. Yagel et al. (1992) solved some of these problems using their context-sensitive method. However, this method requires too much processing time and it loses some information on detailed parts of the object surfaces. This paper proposes the surface-characteristic-sensitive normal estimation method which applies different operators according to characteristics of each surface for the normal calculation. This method has the same advantages of the context-sensitive method, and also some other advantages such as less processing time and the reduction of the information loss on detailed parts.","https://ieeexplore.ieee.org/document/480808/","LOCKED","480808","Dept. of Comput. Eng., Seoul Nat. Univ., South Korea","https://ieeexplore.ieee.org/author/38146488400","1","Byeong Seok Shin","38146488400","","https://ieeexplore.ieee.org/author/37366743500","2","Yeong Gil Shin","37366743500","","","","","","","","","","","","","","","","","","","","","","","","1","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480808","166","Data visualization","Computed tomography","Magnetic resonance imaging","Computational modeling","Medical simulation","Humans","Data engineering","Sampling methods","Computer graphics","Biomedical imaging","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480808","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","49","159","Fast normal estimation using surface characteristics"
"Volume rendering generates 2D images by ray tracing 3D volume data. This technique imposes considerable demands on storage space as the data set grows in size. In this paper, we describe a method to render compressed volume data directly to reduce the memory requirements of the rendering process. The volume data was compressed by a technique called the Laplacian pyramid. A compression ratio of 10:1 was achieved by uniform quantization over the Laplacian pyramid. The quality of the images obtained by this technique as virtually indistinguishable from that of the images generated from the uncompressed volume data. A significant improvement in computational performance was achieved by using a cache algorithm to temporarily retain the reconstructed voxels to be used by the adjacent rays.","https://ieeexplore.ieee.org/document/480812/","LOCKED","480812","Dept. of Comput. Sci., Regina Univ., Sask., Canada","https://ieeexplore.ieee.org/author/38149530100","1","M.H. Ghavamnia","38149530100","Dept. of Comput. Sci., Regina Univ., Sask., Canada","https://ieeexplore.ieee.org/author/37087739694","2","X.D. Yang","37087739694","","","","","","","","","","","","","","","","","","","","","","","","24","1","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480812","199","Laplace equations","Rendering (computer graphics)","Image coding","Data visualization","Image reconstruction","Computed tomography","Computer science","Workstations","Image generation","Quantization","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480812","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","50","192","Direct rendering of Laplacian pyramid compressed volume data"
"Navigation in computer generated information spaces may be difficult, resulting in users getting ""lost in hyperspace"". This work aims to build on research from the area of city planning to try to solve this problem. We introduce the concepts of legibility and cognitive maps and the five features of urban landscape with which they are associated. Following this will be descriptions of techniques and algorithms which we have developed to allow these features to be introduced to three dimensional spaces for information visualisation. Next we describe a specific application of these techniques in the visualisation of the World Wide Web and conclude with a look at future development of the system.","https://ieeexplore.ieee.org/document/480814/","LOCKED","480814","Dept. of Comput. Sci., Nottingham Univ., UK","https://ieeexplore.ieee.org/author/38141024500","1","R. Ingram","38141024500","Dept. of Comput. Sci., Nottingham Univ., UK","https://ieeexplore.ieee.org/author/37266159200","2","S. Benford","37266159200","","","","","","","","","","","","","","","","","","","","","","","","15","1","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480814","216","Visualization","Navigation","Urban planning","Web sites","Information systems","Cities and towns","Computer science","Virtual reality","World Wide Web","Reflection","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480814","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","51","209","Legibility enhancement for information visualisation"
"Parallel program visualization and debugging require new techniques for gathering and displaying execution trace and profile data. Interaction with the program during execution is also required to facilitate parallel debugging. We discuss the difficulties associated with runtime user/program interaction and how the data-parallel programming paradigm facilitates much more liberal runtime interaction than typical MIMD-based models. We present a model for data-parallel program visualization that addresses both data collection/interaction and visualization issues. We follow our model presentation with the design and implementation of a subset of our visualization model. We discuss our preliminary findings and propose future research directions.","https://ieeexplore.ieee.org/document/480816/","LOCKED","480816","Massachusetts Univ., Amherst, MA, USA","https://ieeexplore.ieee.org/author/38144966300","1","T.A. Wagner","38144966300","","https://ieeexplore.ieee.org/author/38227675400","2","R.D. Bergeron","38227675400","","","","","","","","","","","","","","","","","","","","","","","","2","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480816","231","Data visualization","Debugging","Parallel programming","Runtime","Programming profession","Yarn","Displays","Parallel algorithms","Parallel processing","Communication system control","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480816","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","52","224","A model and a system for data-parallel program visualization"
"Presents a method for constructing tensor product Bezier surfaces from contour (cross-section) data. Minimal area triangulations are used to guide the surface construction, and the final surface reflects the optimality of the triangulation. The resulting surface differs from the initial triangulation in two important ways: it is smooth (as opposed to the piecewise planar triangulation), and it is in tensor product form (as opposed to the irregular triangular mesh). The surface reconstruction is efficient because we do not require an exact minimal surface. The triangulations are used as strong hints, but no more than that. The method requires the computation of both open and closed isoparametric curves of the surface, using triangulations as a guide. These isoparametric curves form a tensor product Bezier surface. We show how to control sampling density by filling and pruning isoparametric curves, for accuracy and economy. A rectangular grid of points is produced that is compatible with the expected format for a tensor product surface interpolation, so that a host of well-supported methods are available to generate and manipulate the surface.","https://ieeexplore.ieee.org/document/480820/","LOCKED","480820","Dept. of Comput. & Inf. Sci., Alabama Univ., Birmingham, AL, USA","https://ieeexplore.ieee.org/author/38184873500","1","J.K. Johnstone","38184873500","Dept. of Comput. & Inf. Sci., Alabama Univ., Birmingham, AL, USA","https://ieeexplore.ieee.org/author/37611960100","2","K.R. Sloan","37611960100","","","","","","","","","","","","","","","","","","","","","","","","5","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480820","261","Tensile stress","Surface reconstruction","Image reconstruction","Surface fitting","Shape","Piecewise linear approximation","Sampling methods","Interpolation","Mesh generation","Data visualization","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480820","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","53","254","Tensor product surfaces guided by minimal surface area triangulations"
"This paper describes an approach for interactive visualization of mixed scalar and vector fields, in which vector icons are generated from pre-voxelized icon templates and volume-rendered together with the volumetric scalar data. This approach displays simultaneously the global structure of the scalar field and the detailed features of the vector field. Interactive visualization is achieved with incremental image update, by re-rendering only a small portion of the image wherever and whenever a change occurs. This technique supports a set of interactive visualization tools, including change of vector field visualization parameters, real-time animation of vector icons advected within the scalar field, a zooming lens, and a local probe.","https://ieeexplore.ieee.org/document/480818/","LOCKED","480818","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37347459100","1","Lichan Hong","37347459100","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/38147407600","2","Xiaoyang Mao","38147407600","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37268052800","3","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","2","1","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480818","247","Data visualization","Computational fluid dynamics","Rendering (computer graphics)","Temperature","Transfer functions","Computer science","Displays","Animation","Lenses","Probes","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480818","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","54","240","Interactive visualization of mixed scalar and vector fields"
"Maximum projection is a volume rendering technique that, for each pixel, finds the maximum intensity along a projector. For certain important classes of data, this is an approximation to summation rendering which produces superior visualizations. We show how maximum projection rendering with additional depth cues can be implemented using simple affine transformations in object space. This technique can be used together with 3D graphics libraries and standard graphics hardware, thus allowing interactive manipulations of the volume data. The algorithm presented allows for a wide range of tradeoffs between interactivity and image quality.","https://ieeexplore.ieee.org/document/480790/","LOCKED","480790","Comput. Graphics Lab., Waterloo Univ., Ont., Canada","https://ieeexplore.ieee.org/author/37269011000","1","W. Heidrich","37269011000","","https://ieeexplore.ieee.org/author/37566635700","2","M. McCool","37566635700","","https://ieeexplore.ieee.org/author/38142306200","3","J. Stevens","38142306200","","","","","","","","","","","","","","","","","","","20","10","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480790","18","Rendering (computer graphics)","Data visualization","Computer graphics","Absorption","Neuroscience","Hospitals","Libraries","Image quality","Solid modeling","Hardware","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480790","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","55","11","Interactive maximum projection volume rendering"
"We present an acceleration method for volumetric ray tracing which utilizes standard graphics hardware without compromising image accuracy. The graphics hardware is employed to identify those segments of each ray that could possibly contribute to the final image. A volumetric ray tracing algorithm is then used to compute the final image, traversing only the identified segments of the rays. This technique can be used to render volumetric isosurfaces as well as translucent volumes. In addition, this method can accelerate the traversal of shadow rays when performing recursive ray tracing.","https://ieeexplore.ieee.org/document/480792/","LOCKED","480792","Corp. Res. & Dev., Gen. Electr. Co., Schenectady, NY, USA","https://ieeexplore.ieee.org/author/37378488600","1","L.M. Sobierajski","37378488600","Corp. Res. & Dev., Gen. Electr. Co., Schenectady, NY, USA","https://ieeexplore.ieee.org/author/37323905300","2","R.S. Avila","37323905300","","","","","","","","","","","","","","","","","","","","","","","","18","3","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480792","34","Hardware","Acceleration","Ray tracing","Rendering (computer graphics)","Graphics","Interpolation","Isosurfaces","Workstations","Buffer storage","Data visualization","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480792","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","56","27","A hardware acceleration method for volumetric ray tracing"
"Biological sequence similarity analysis presents visualization challenges, primarily because of the massive amounts of discrete, multi dimensional data. Genomic data generated by molecular biologists is analyzed by algorithms that search for similarity to known sequences in large genomic databases. The output from these algorithms can be several thousand pages of text, and is difficult to analyze because of its length and complexity. We developed and implemented a novel graphical representation for sequence similarity search results, which visually reveals features that are difficult to find in textual reports. The method opens new possibilities in the interpretation of this discrete, multidimensional data by enabling interactive investigation of the graphical representation.","https://ieeexplore.ieee.org/document/480794/","LOCKED","480794","Dept. of Comput. Sci., Minnesota Univ., Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37448030800","1","E.H.-H. Chi","37448030800","Dept. of Comput. Sci., Minnesota Univ., Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37610041700","2","P. Barry","37610041700","Dept. of Comput. Sci., Minnesota Univ., Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37660278300","3","E. Shoop","37660278300","Dept. of Comput. Sci., Minnesota Univ., Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37564789400","4","J.V. Carlis","37564789400","","https://ieeexplore.ieee.org/author/37660264900","5","E. Retzel","37660264900","https://ieeexplore.ieee.org/author/37282873000","6","J. Riedl","37282873000","","","","","6","1","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.480794","51","Sequences","Data visualization","Biological information theory","Proteins","Cells (biology)","Computational biology","DNA","Organisms","Computer science","Genomics","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=480794","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","57","44","Visualization of biological sequence similarity search results"
"","","EPHEMERA","485173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","29 Oct.-3 Nov. 1995","Atlanta, GA, USA","Conferences","10.1109/VISUAL.1995.485173","","","","","","","","","","","","10213","0-8186-7187-4","Print ISBN","Historical","0-8186-7187-4","1070-2385","95CB35835","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=485173","29 Oct.-3 Nov. 1995","3467","Proceedings Visualization '95","1995","IEEE","58","xix","Outstanding Contribution Certificate for the Founders of the IEEE Visualization Conference Series"
