"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Graph drawing is a basic visualization tool. For graphs of up to hundreds of nodes and edges, there are many effective techniques available. At greater scale, data density and occlusion problems often negate its effectiveness. Conventional pan-and-zoom, and multiscale and geometric fisheye views are not fully satisfactory solutions to this problem. As an alternative, we describe a topological zooming method. It is based on the precomputation of a hierarchy of coarsened graphs, which are combined on the fly into renderings with the level of detail dependent on the distance from one or more foci. We also discuss a related distortion method that allows our technique to achieve constant information density displays","https://ieeexplore.ieee.org/document/1382906/","LOCKED","1382906","AT&T Labs","https://ieeexplore.ieee.org/author/37299368000","1","E. Gansner","37299368000","AT&T Labs., NJ","https://ieeexplore.ieee.org/author/37414256700","2","Y. Koren","37414256700","AT&T Labs., NJ","https://ieeexplore.ieee.org/author/37372818600","3","S. North","37372818600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.66","182","https://ieeexplore.ieee.org/document/1382906/","topological fisheye","large graph visualization","","","","","","","","","Tree graphs","Computer interfaces","Layout","Nonlinear distortion","Data visualization","Rendering (computer graphics)","Computer displays","Chromium","Computational geometry","Information geometry","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382906","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","48","175","Topological Fisheye Views for Visualizing Large Graphs"
"We present a method by which force-directed algorithms for graph layouts can be generalized to calculate the layout of a graph in an arbitrary Riemannian geometry. The method relies on extending the Euclidean notions of distance, angle, and force-interactions to smooth nonEuclidean geometries via projections to and from appropriately chosen tangent spaces. In particular, we formally describe the calculations needed to extend such algorithms to hyperbolic and spherical geometries","https://ieeexplore.ieee.org/document/1382910/","LOCKED","1382910","University of Arizona","https://ieeexplore.ieee.org/author/37398749700","1","S.G. Kobourov","37398749700","Dept. of Comput. Sci., Arizona Univ., Tucson, AZ","https://ieeexplore.ieee.org/author/37550247700","2","K. Wampler","37550247700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.49","214","https://ieeexplore.ieee.org/document/1382910/","force-directed algorithms","spring embedders","non-Euclidean geometry","hyperbolic space","spherical space","graph drawing","information visualization","","","","Springs","Computational geometry","Mathematics","Computer interfaces","Embedded computing","Visualization","Chromium","Information systems","Information geometry","Layout","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382910","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","49","207","Non-Euclidean Spring Embedders"
"This paper presents an algorithm for drawing a sequence of graphs that contain an inherent grouping of their vertex set into clusters. It differs from previous work on dynamic graph drawing in the emphasis that is put on maintaining the clustered structure of the graph during incremental layout. The algorithm works online and allows arbitrary modifications to the graph. It is generic and can be implemented using a wide range of static force-directed graph layout tools. The paper introduces several metrics for measuring layout quality of dynamic clustered graphs. The performance of our algorithm is analyzed using these metrics. The algorithm has been successfully applied to visualizing mobile object software","https://ieeexplore.ieee.org/document/1382908/","LOCKED","1382908","Technion - Israel Institute of Technology","https://ieeexplore.ieee.org/author/37646534300","1","Y. Frishman","37646534300","","https://ieeexplore.ieee.org/author/37337567000","2","Ayellet Tal","37337567000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.18","198","https://ieeexplore.ieee.org/document/1382908/","graph drawing","dynamic layout","mobile objects","software visualization","","","","","","","Clustering algorithms","Application software","Engineering drawings","Layout","Data visualization","Algorithm design and analysis","Animation","Computer science","Performance analysis","Software algorithms","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382908","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","50","191","Dynamic Drawing of Clustered Graphs"
"High-throughput experiments such as gene expression microarrays in the life sciences result in large datasets. In response, a wide variety of visualization tools have been created to facilitate data analysis. Biologists often face a dilemma in choosing the best tool for their situation. The tool that works best for one biologist may not work well for another due to differences in the type of insight they seek from their data. A primary purpose of a visualization tool is to provide domain-relevant insight into the data. Ideally, any user wants maximum information in the least possible time. In this paper we identify several distinct characteristics of insight that enable us to recognize and quantify it. Based on this, we empirically evaluate five popular microarray visualization tools. Our conclusions can guide biologists in selecting the best tool for their data, and computer scientists in developing and evaluating visualizations","https://ieeexplore.ieee.org/document/1382884/","LOCKED","1382884","Virginia Polytechnic Institute and State University","https://ieeexplore.ieee.org/author/37419557200","1","P. Saraiya","37419557200","Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA","https://ieeexplore.ieee.org/author/37419565900","2","C. North","37419565900","","https://ieeexplore.ieee.org/author/37419559500","3","K. Duca","37419559500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.5","8","https://ieeexplore.ieee.org/document/1382884/","Data visualization","empirical evaluation","insight","high throughput experiments","microarray data","bioinformatics","","","","","Data visualization","Usability","Testing","Bioinformatics","Data analysis","Biology computing","User interfaces","Time measurement","Computer science","Gene expression","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382884","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","51","1","An Evaluation of Microarray Visualization Tools for Biological Insight"
"In this paper, we describe a taxonomy of generic graph related tasks and an evaluation aiming at assessing the readability of two representations of graphs: matrix-based representations and node-link diagrams. This evaluation bears on seven generic tasks and leads to important recommendations with regard to the representation of graphs according to their size and density. For instance, we show that when graphs are bigger than twenty vertices, the matrix-based visualization performs better than node-link diagrams on most tasks. Only path finding is consistently in favor of node-link diagrams throughout the evaluation","https://ieeexplore.ieee.org/document/1382886/","LOCKED","1382886","Ecole des Mines de Nantes","https://ieeexplore.ieee.org/author/37688563600","1","M. Ghoniem","37688563600","","https://ieeexplore.ieee.org/author/37407972900","2","J.-D. Fekete","37407972900","","https://ieeexplore.ieee.org/author/37939616200","3","P. Castagliola","37939616200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","5","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.1","24","https://ieeexplore.ieee.org/document/1382886/","Visualization of graphs","adjacency matrices","node-link representation","readability","evaluation","","","","","","Visualization","Taxonomy","User interfaces","Computer graphics","Image generation","Computer displays","Layout","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382886","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","52","17","A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations"
"A major challenge of current visualization and visual data mining (VDM) frameworks is to support users in the orientation in complex visual mining scenarios. An important aspect to increase user support and user orientation is to use a history mechanism that, first of all, provides un- and redoing functionality. In this paper, we present a new approach to include such history functionality into a VDM framework. Therefore, we introduce the theoretical background, outline design and implementation aspects of a history management unit, and conclude with a discussion showing the usefulness of our history management in a VDM framework","https://ieeexplore.ieee.org/document/1382890/","LOCKED","1382890","SD Industries GmbH","https://ieeexplore.ieee.org/author/37938665500","1","M. Kreuseler","37938665500","","https://ieeexplore.ieee.org/author/37567262900","2","T. Nocke","37567262900","","https://ieeexplore.ieee.org/author/37283240400","3","H. Schumann","37283240400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.2","56","https://ieeexplore.ieee.org/document/1382890/","Visual data mining","Visualization","History","Undo/Redo","","","","","","","History","Data mining","Data visualization","Electronic mail","Design automation","Computer science","User interfaces","Software systems","Computer industry","Mining industry","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382890","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","53","49","A History Mechanism for Visual Data Mining"
"In many application domains, data is collected and referenced by its geospatial location. Nowadays, different kinds of maps are used to emphasize the spatial distribution of one or more geospatial attributes. The nature of geospatial statistical data is the highly nonuniform distribution in the real world data sets. This has several impacts on the resulting map visualizations. Classical area maps tend to highlight patterns in large areas, which may, however, be of low importance. Cartographers and geographers used cartograms or value-by-area maps to address this problem long before computers were available. Although many automatic techniques have been developed, most of the value-by-area cartograms are generated manually via human interaction. In this paper, we propose a novel visualization technique for geospatial data sets called RecMap. Our technique approximates a rectangular partition of the (rectangular) display area into a number of map regions preserving important geospatial constraints. It is a fully automatic technique with explicit user control over all exploration constraints within the exploration process. Experiments show that our technique produces visualizations of geospatial data sets, which enhance the discovery of global and local correlations, and demonstrate its performance in a variety of applications","https://ieeexplore.ieee.org/document/1382888/","LOCKED","1382888","Bayer Technology","https://ieeexplore.ieee.org/author/37943636700","1","R. Heilmann","37943636700","","https://ieeexplore.ieee.org/author/37283138700","2","D.A. Keim","37283138700","","https://ieeexplore.ieee.org/author/37282557300","3","C. Panse","37282557300","","https://ieeexplore.ieee.org/author/37827860500","4","M. Sips","37827860500","","","","","","","","","","","","","","","","","","","","","","","","","29","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.57","40","https://ieeexplore.ieee.org/document/1382888/","Geographic Visualization","Information Visualization","Database and Data Mining Visualization","","","","","","","","Data visualization","Shape","Humans","Transaction databases","Data analysis","Information analysis","Topology","Computer displays","Automatic control","Visual databases","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382888","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","54","33","RecMap: Rectangular Map Approximations"
"Exploratory analysis of multidimensional data sets is challenging because of the difficulty in comprehending more than three dimensions. Two fundamental statistical principles for the exploratory analysis are (1) to examine each dimension first and then find relationships among dimensions, and (2) to try graphical displays first and then find numerical summaries (D.S. Moore, (1999). We implement these principles in a novel conceptual framework called the rank-by-feature framework. In the framework, users can choose a ranking criterion interesting to them and sort 1D or 2D axis-parallel projections according to the criterion. We introduce the rank-by-feature prism that is a color-coded lower-triangular matrix that guides users to desired features. Statistical graphs (histogram, boxplot, and scatterplot) and information visualization techniques (overview, coordination, and dynamic query) are combined to help users effectively traverse 1D and 2D axis-parallel projections, and finally to help them interactively find interesting features","https://ieeexplore.ieee.org/document/1382892/","LOCKED","1382892","University of Maryland at College Park","https://ieeexplore.ieee.org/author/37422552700","1","Jinwook Seo","37422552700","Dept. of Comput. Sci., Maryland Univ., College Park, MD","https://ieeexplore.ieee.org/author/37283016400","2","B. Shneiderman","37283016400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.3","72","https://ieeexplore.ieee.org/document/1382892/","information visualization","exploratory data analysis","dynamic query","feature detection/selection","statistical graphics","","","","","","Multidimensional systems","Data analysis","Data visualization","Data mining","Computer vision","Principal component analysis","Computer science","Laboratories","Educational institutions","Displays","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382892","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","55","65","A Rank-by-Feature Framework for Unsupervised Multidimensional Data Exploration Using Low Dimensional Projections"
"The one-to-one strategy of mapping each single data item into a graphical marker adopted in many visualization techniques has limited usefulness when the number of records and/or the dimensionality of the data set are very high. In this situation, the strong overlapping of graphical markers severely hampers the user's ability to identify patterns in the data from its visual representation. We tackle this problem here with a strategy that computes frequency or density information from the data set, and uses such information in parallel coordinates visualizations to filter out the information to be presented to the user, thus reducing visual clutter and allowing the analyst to observe relevant patterns in the data. The algorithms to construct such visualizations, and the interaction mechanisms supported, inspired by traditional image processing techniques such as grayscale manipulation and thresholding are also presented. We also illustrate how such algorithms can assist users to effectively identify clusters in very noisy large data sets","https://ieeexplore.ieee.org/document/1382894/","LOCKED","1382894","University of São Paulo","https://ieeexplore.ieee.org/author/38256564300","1","A.O. Artero","38256564300","Dept. of Comput. Sci., Sao Paulo Univ.","https://ieeexplore.ieee.org/author/38122822500","2","M.C.F. de Oliveira","38122822500","","https://ieeexplore.ieee.org/author/37282753300","3","H. Levkowitz","37282753300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.68","88","https://ieeexplore.ieee.org/document/1382894/","information visualization","visual clustering","density-based visualization","visual data mining","","","","","","","Data visualization","Clustering algorithms","Concurrent computing","Frequency","Information filtering","Information filters","Information analysis","Pattern analysis","Image processing","Gray-scale","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382894","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","56","81","Uncovering Clusters in Crowded Parallel Coordinates Visualizations"
"This research demonstrates how principles of self-organization and behavior simulation can be used to represent dynamic data evolutions by extending the concept of information flocking, originally introduced by Proctor & Winter (1998), to time-varying datasets. A rule-based behavior system continuously controls and updates the dynamic actions of individual, three-dimensional elements that represent the changing data values of reoccurring data objects. As a result, different distinguishable motion types emerge that are driven by local interactions between the spatial elements as well as the evolution of time-varying data values. Notably, this representation technique focuses on the representation of dynamic data alteration characteristics, or how reoccurring data objects change over time, instead of depicting the exact data values themselves. In addition, it demonstrates the potential of motion as a useful information visualization cue. The original information flocking approach is extended to incorporate time-varying datasets, live database querying, continuous data streaming, real-time data similarity evaluation, automatic shape generation and more stable flocking algorithms. Different experiments prove that information flocking is capable of representing short-term events as well as long-term temporal data evolutions of both individual and groups of time-dependent data objects. An historical stock market quote price dataset is used to demonstrate the algorithms and principles of time-varying information flocking","https://ieeexplore.ieee.org/document/1382896/","LOCKED","1382896","University of Sydney","","1","A.V. Moere","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","9","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.65","104","https://ieeexplore.ieee.org/document/1382896/","time-varying information visualization","artificial life","3D information visualization","motion","boids","","","","","","Data visualization","Computational modeling","Time varying systems","Artificial intelligence","Computer simulation","Marine animals","Cognition","Control systems","Visual databases","Shape","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382896","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","57","97","Time-Varying Data Visualization Using Information Flocking Boids"
"We describe an exploratory technique based on the direct interaction with a 2D modified scatterplot computed from two different metrics calculated over the elements of a network. The scatterplot is transformed into an image by applying standard image processing techniques resulting into blurring effects. Segmentation of the image allow to easily select patches on the image as a way to extract subnetworks. We were inspired by the work of Wattenberg and Fisher [M. Wattenberg et al. (2003)] showing that the blurring process builds into a multiscale perceptual scheme, making this type of interaction intuitive to the user. We explain how the exploration of the network can be guided by the visual analysis of the blurred scatterplot and by its possible interpretations","https://ieeexplore.ieee.org/document/1382901/","LOCKED","1382901","Université du Québec à Chicoutimi","https://ieeexplore.ieee.org/author/37282997400","1","Y. Chiricota","37282997400","","https://ieeexplore.ieee.org/author/37283172300","2","F. Jourdan","37283172300","","https://ieeexplore.ieee.org/author/37283186100","3","G. Melancon","37283186100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.47","142","https://ieeexplore.ieee.org/document/1382901/","Graph navigation","exploration","scatterplot","multiscale perceptual organization","clustering","filtering","blurring","","","","Scattering","Filters","Computer networks","Image processing","Computer graphics","Navigation","Filtering","Data visualization","Electronic mail","Databases","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382901","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","58","135","Metric-Based Network Exploration and Multiscale Scatterplot"
"We present the novel high-level visualization taxonomy. Our taxonomy classifies visualization algorithms rather than data. Algorithms are categorized based on the assumptions they make about the data being visualized; we call this set of assumptions the design model. Because our taxonomy is based on design models, it is more flexible than existing taxonomies and considers the user's conceptual model, emphasizing the human aspect of visualization. Design models are classified according to whether they are discrete or continuous and by how much the algorithm designer chooses display attributes such as spatialization, timing, colour, and transparency. This novel approach provides an alternative view of the visualization field that helps explain how traditional divisions (e.g., information and scientific visualization) relates and overlap, and that may inspire research ideas in hybrid visualization areas","https://ieeexplore.ieee.org/document/1382903/","LOCKED","1382903","Simon Fraser University","https://ieeexplore.ieee.org/author/37275861300","1","M. Tory","37275861300","Sch. of Comput. Sci., Simon Fraser Univ., Burnaby, BC","https://ieeexplore.ieee.org/author/37275858700","2","T. Moller","37275858700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.59","158","https://ieeexplore.ieee.org/document/1382903/","visualization","taxonomy","classification","design model","user model","conceptual model","","","","","Taxonomy","Data visualization","Algorithm design and analysis","Graphics","Usability","Humans","Displays","Timing","Information theory","Application software","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382903","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","59","151","Rethinking Visualization: A High-Level Taxonomy"
"This article presents the InfoVis toolkit, designed to support the creation, extension and integration of advanced 2D information visualization components into interactive Java swing applications. The InfoVis toolkit provides specific data structures to achieve a fast action/feedback loop required by dynamic queries. It comes with a large set of components such as range sliders and tailored control panels required to control and configure the visualizations. These components are integrated into a coherent framework that simplifies the management of rich data structures and the design and extension of visualizations. Supported data structures currently include tables, trees and graphs. Supported visualizations include scatter plots, time series, parallel coordinates, treemaps, icicle trees, node-link diagrams for trees and graphs and adjacency matrices for graphs. All visualizations can use fisheye lenses and dynamic labeling. The InfoVis toolkit supports hardware acceleration when available through Agile2D, an implementation of the Java graphics API based on OpenGL, achieving speedups of 10 to 200 times. The article also shows how new visualizations can be added and extended to become components, enriching visualizations as well as general applications","https://ieeexplore.ieee.org/document/1382905/","LOCKED","1382905","INRIA Futurs/LRI","https://ieeexplore.ieee.org/author/37407972900","1","J.-D. Fekete","37407972900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","2","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.64","174","https://ieeexplore.ieee.org/document/1382905/","Information Visualization","Toolkit","Graphics","Integration","","","","","","","Data visualization","Tree graphs","Java","Data structures","Feedback loop","Tree data structures","Scattering","Lenses","Labeling","Hardware","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382905","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","60","167","The InfoVis Toolkit"
"In Web data, telecommunications traffic and in epidemiological studies, dense subgraphs correspond to subsets of subjects (i.e. users, patients) that share a collection of attributes values (i.e. accessed Web pages, email-calling patterns or disease diagnostic profiles). Visual and computational identification of these ""clusters"" becomes useful when domain experts desire to determine those factors of major influence in the formation of access and communication clusters or in the detection and contention of disease spread. With the current increases in graphic hardware capabilities and RAM sizes, it is more useful to relate graph sizes to the available screen real estate S and the amount of available RAM M, instead of the number of edges or nodes in the graph. We offer a visual interface that is parameterized by M and S and is particularly suited for navigation tasks that require the identification of subgraphs whose edge density is above certain threshold. This is achieved by providing a zoomable matrix view of the underlying data. This view is strongly coupled to a hierarchical view of the essential information elements present in the data domain. We illustrate the applicability of this work to the visual navigation of cancer incidence data and to an aggregated sample of phone call traffic","https://ieeexplore.ieee.org/document/1382907/","LOCKED","1382907","Rutgers University","https://ieeexplore.ieee.org/author/37662339600","1","J. Abello","37662339600","","https://ieeexplore.ieee.org/author/37326291000","2","F. van Ham","37326291000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","1","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.46","190","https://ieeexplore.ieee.org/document/1382907/","Graph Visualization","Hierarchy Trees","Clustering","External Memory Algorithms","Cancer Data","Phone Traffic","","","","","Navigation","Cancer","Web pages","Diseases","Read-write memory","Visual databases","Mathematics","Computer science","Telecommunication traffic","Telecommunication computing","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382907","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","61","183","Matrix Zoom: A Visual Interface to Semi-External Graphs"
"Many real world graphs have small world characteristics, that is, they have a small diameter compared to the number of nodes and exhibit a local cluster structure. Examples are social networks, software structures, bibliographic references and biological neural nets. Their high connectivity makes both finding a pleasing layout and a suitable clustering hard. In this paper we present a method to create scalable, interactive visualizations of small world graphs, allowing the user to inspect local clusters while maintaining a global overview of the entire structure. The visualization method uses a combination of both semantical and geometrical distortions, while the layout is generated by a spring embedder algorithm using recently developed force model. We use a cross referenced database of 500 artists as a running example","https://ieeexplore.ieee.org/document/1382909/","LOCKED","1382909","Technische Universiteit Eindhoven","https://ieeexplore.ieee.org/author/37326291000","1","F. van Ham","37326291000","Dept. of Math. & Comput. Sci., Technische Universiteit Eindhoven","https://ieeexplore.ieee.org/author/37267249200","2","J.J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","5","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.43","206","https://ieeexplore.ieee.org/document/1382909/","Graph Visualization","Graph Drawing","Clustering","Small World Graphs","","","","","","","Visualization","Social network services","Clustering algorithms","Spatial databases","Visual databases","Mathematics","Neural networks","Springs","Computer science","Solid modeling","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382909","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","62","199","Interactive Visualization of Small World Graphs"
"Provides a listing of current committee members and society officers.","https://ieeexplore.ieee.org/document/1382878/","EPHEMERA","1382878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.51","ix","","","","","","","","","","","","","","","","","","","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382878","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","63","ix","Organizers"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/1382879/","EPHEMERA","1382879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.61","ix","","","","","","","","","","","","","","","","","","","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382879","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","64","ix","Steering Committee"
"Presents the welcome message from the conference proceedings.","https://ieeexplore.ieee.org/document/1382876/","EPHEMERA","1382876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.54","vii","https://ieeexplore.ieee.org/document/1382876/","","","","","","","","","","","","","","","","","","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382876","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","65","vii","Preface"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/1382880/","EPHEMERA","1382880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.55","x","","","","","","","","","","","","","","","","","","","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382880","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","66","x","Program Committee"
