"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_12","articles_index_terms_author_terms_terms_13","articles_index_terms_author_terms_terms_14","articles_index_terms_author_terms_terms_15","articles_index_terms_author_terms_terms_16","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Biological pathway maps are highly relevant tools for many tasks in molecular biology. They reduce the complexity of the overall biological network by partitioning it into smaller manageable parts. While this reduction of complexity is their biggest strength, it is, at the same time, their biggest weakness. By removing what is deemed not important for the primary function of the pathway, biologists lose the ability to follow and understand cross-talks between pathways. Considering these cross-talks is, however, critical in many analysis scenarios, such as judging effects of drugs. In this paper we introduce Entourage, a novel visualization technique that provides contextual information lost due to the artificial partitioning of the biological network, but at the same time limits the presented information to what is relevant to the analyst's task. We use one pathway map as the focus of an analysis and allow a larger set of contextual pathways. For these context pathways we only show the contextual subsets, i.e., the parts of the graph that are relevant to a selection. Entourage suggests related pathways based on similarities and highlights parts of a pathway that are interesting in terms of mapped experimental data. We visualize interdependencies between pathways using stubs of visual links, which we found effective yet not obtrusive. By combining this approach with visualization of experimental data, we can provide domain experts with a highly valuable tool. We demonstrate the utility of Entourage with case studies conducted with a biochemist who researches the effects of drugs on pathways. We show that the technique is well suited to investigate interdependencies between pathways and to analyze, understand, and predict the effect that drugs have on different cell types.","https://ieeexplore.ieee.org/document/6634190/","LOCKED","6634190","Harvard University","https://ieeexplore.ieee.org/author/37395933400","1","Alexander Lex","37395933400","Graz University of Technology","https://ieeexplore.ieee.org/author/37591066400","2","Christian Partl","37591066400","Graz University of Technology","https://ieeexplore.ieee.org/author/37586749300","3","Denis Kalkofen","37586749300","Johannes Kepler University Linz","https://ieeexplore.ieee.org/author/37403918900","4","Marc Streit","37403918900","Johannes Kepler University Linz","https://ieeexplore.ieee.org/author/37077342300","5","Samuel Gratzl","37077342300","Novartis Institutes for BioMedical Research","https://ieeexplore.ieee.org/author/37077343000","6","Anne Mai Wassermann","37077343000","Graz University of Technology","https://ieeexplore.ieee.org/author/37297103800","7","Dieter Schmalstieg","37297103800","Harvard University","https://ieeexplore.ieee.org/author/37275698100","8","Hanspeter Pfister","37275698100","","","","","","28","0","Journals","10.1109/TVCG.2013.154","2545","https://ieeexplore.ieee.org/document/6634190/","Drugs","Portals","graphs","","","","","","","Context awareness","Biological system modeling","Data visualization","Bioinformatics","biomolecular data","Pathway visualization","biological networks","subsets","Drugs","Portals","Context awareness","Biological system modeling","Data visualization","Bioinformatics","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634190","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","79","2536","Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets","19"
"Scatterplot matrices (SPLOMs), parallel coordinates, and glyphs can all be used to visualize the multiple continuous variables (i.e., dependent variables or measures) in multidimensional multivariate data. However, these techniques are not well suited to visualizing many categorical variables (i.e., independent variables or dimensions). To visualize multiple categorical variables, 'hierarchical axes' that 'stack dimensions' have been used in systems like Polaris and Tableau. However, this approach does not scale well beyond a small number of categorical variables. Emerson et al. [8] extend the matrix paradigm of the SPLOM to simultaneously visualize several categorical and continuous variables, displaying many kinds of charts in the matrix depending on the kinds of variables involved. We propose a variant of their technique, called the Generalized Plot Matrix (GPLOM). The GPLOM restricts Emerson et al.'s technique to only three kinds of charts (scatterplots for pairs of continuous variables, heatmaps for pairs of categorical variables, and barcharts for pairings of categorical and continuous variable), in an effort to make it easier to understand. At the same time, the GPLOM extends Emerson et al.'s work by demonstrating interactive techniques suited to the matrix of charts. We discuss the visual design and interactive features of our GPLOM prototype, including a textual search feature allowing users to quickly locate values or variables by name. We also present a user study that compared performance with Tableau and our GPLOM prototype, that found that GPLOM is significantly faster in certain cases, and not significantly slower in other cases.","https://ieeexplore.ieee.org/document/6634192/","LOCKED","6634192","école de technologie supérieure","https://ieeexplore.ieee.org/author/37077216400","1","Jean-François Im","37077216400","école de technologie supérieure","https://ieeexplore.ieee.org/author/38526446600","2","Michael J. McGuffin","38526446600","SAP, Vancouver","https://ieeexplore.ieee.org/author/37077007800","3","Rock Leung","37077007800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","Journals","10.1109/TVCG.2013.160","2614","https://ieeexplore.ieee.org/document/6634192/","Data visualization","Prototypes","databaseoverview","parallel coordinates","scatterplot matrix","user interfaces","","","","Visual databases","business intelligence","Multidimensional data","tabular data","relational data","mdmv","high-dimensional data","database visualization","Data visualization","Prototypes","Visual databases","","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634192","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","80","2606","GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data","19"
"Visualization of dynamically changing networks (graphs) is a significant challenge for researchers. Previous work has experimentally compared animation, small multiples, and other techniques, and found trade-offs between these. One potential way to avoid such trade-offs is to combine previous techniques in a hybrid visualization. We present two taxonomies of visualizations of dynamic graphs: one of non-hybrid techniques, and one of hybrid techniques. We also describe a prototype, called DiffAni, that allows a graph to be visualized as a sequence of three kinds of tiles: diff tiles that show difference maps over some time interval, animation tiles that show the evolution of the graph over some time interval, and small multiple tiles that show the graph state at an individual time slice. This sequence of tiles is ordered by time and covers all time slices in the data. An experimental evaluation of DiffAni shows that our hybrid approach has advantages over non-hybrid techniques in certain cases.","https://ieeexplore.ieee.org/document/6634116/","LOCKED","6634116","école de technologie supérieure","https://ieeexplore.ieee.org/author/37077522300","1","Sébastien Rufiange","37077522300","école de technologie supérieure","https://ieeexplore.ieee.org/author/38526446600","2","Michael J. McGuffin","38526446600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","1","Journals","10.1109/TVCG.2013.149","2565","https://ieeexplore.ieee.org/document/6634116/","Animation","Computer graphics","","","","","","","","Prototypes","difference map","Dynamic networks","hybrid visualization","taxonomy","evolution","animation","","Animation","Computer graphics","Prototypes","","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634116","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","81","2556","DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation","19"
"The visual system can make highly efficient aggregate judgements about a set of objects, with speed roughly independent of the number of objects considered. While there is a rich literature on these mechanisms and their ramifications for visual summarization tasks, this prior work rarely considers more complex tasks requiring multiple judgements over long periods of time, and has not considered certain critical aggregation types, such as the localization of the mean value of a set of points. In this paper, we explore these questions using a common visualization task as a case study: relative mean value judgements within multi-class scatterplots. We describe how the perception literature provides a set of expected constraints on the task, and evaluate these predictions with a large-scale perceptual study with crowd-sourced participants. Judgements are no harder when each set contains more points, redundant and conflicting encodings, as well as additional sets, do not strongly affect performance, and judgements are harder when using less salient encodings. These results have concrete ramifications for the design of scatterplots.","https://ieeexplore.ieee.org/document/6634120/","LOCKED","6634120","University of Wisconsin - Madison","https://ieeexplore.ieee.org/author/37282585700","1","Michael Gleicher","37282585700","University of Wisconsin - Madison","https://ieeexplore.ieee.org/author/38230607000","2","Michael Correll","38230607000","Northwestern University","https://ieeexplore.ieee.org/author/37077943600","3","Christine Nothelfer","37077943600","Northwestern University","https://ieeexplore.ieee.org/author/37077249100","4","Steven Franconeri","37077249100","","","","","","","","","","","","","","","","","","","","","","","","","","34","0","Journals","10.1109/TVCG.2013.183","2325","https://ieeexplore.ieee.org/document/6634120/","Encoding","Shape analysis","","","","","","","","Color imaging","Visual systems","perceptual study","Psychophysics","information visualization","","","","Encoding","Shape analysis","Color imaging","Visual systems","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634120","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","82","2316","Perception of Average Value in Multiclass Scatterplots","19"
"For high-dimensional data, this work proposes two novel visual exploration methods to gain insights into the data aspect and the dimension aspect of the data. The first is a Dimension Projection Matrix, as an extension of a scatterplot matrix. In the matrix, each row or column represents a group of dimensions, and each cell shows a dimension projection (such as MDS) of the data with the corresponding dimensions. The second is a Dimension Projection Tree, where every node is either a dimension projection plot or a Dimension Projection Matrix. Nodes are connected with links and each child node in the tree covers a subset of the parent node's dimensions or a subset of the parent node's data items. While the tree nodes visualize the subspaces of dimensions or subsets of the data items under exploration, the matrix nodes enable cross-comparison between different combinations of subspaces. Both Dimension Projection Matrix and Dimension Project Tree can be constructed algorithmically through automation, or manually through user interaction. Our implementation enables interactions such as drilling down to explore different levels of the data, merging or splitting the subspaces to adjust the matrix, and applying brushing to select data clusters. Our method enables simultaneously exploring data correlation and dimension correlation for data with high dimensions.","https://ieeexplore.ieee.org/document/6634155/","LOCKED","6634155","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37403856700","1","Xiaoru Yuan","37403856700","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37077502100","2","Donghao Ren","37077502100","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37404943000","3","Zuchao Wang","37404943000","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University","https://ieeexplore.ieee.org/author/37077773300","4","Cong Guo","37077773300","","","","","","","","","","","","","","","","","","","","","","","","","","51","0","Journals","10.1109/TVCG.2013.150","2633","https://ieeexplore.ieee.org/document/6634155/","Data visualization","Image color analysis","subspace","tree","","","","","","Correlation","Clustering algorithms","Algorithm design and analysis","matrix","High dimensional data","hierarchical visualization","sub-dimensional space","user interaction","Data visualization","Image color analysis","Correlation","Clustering algorithms","Algorithm design and analysis","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634155","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","83","2625","Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data","19"
"We suggest a methodology for analyzing movement behaviors of individuals moving in a group. Group movement is analyzed at two levels of granularity: the group as a whole and the individuals it comprises. For analyzing the relative positions and movements of the individuals with respect to the rest of the group, we apply space transformation, in which the trajectories of the individuals are converted from geographical space to an abstract 'group space'. The group space reference system is defined by both the position of the group center, which is taken as the coordinate origin, and the direction of the group's movement. Based on the individuals' positions mapped onto the group space, we can compare the behaviors of different individuals, determine their roles and/or ranks within the groups, and, possibly, understand how group movement is organized. The utility of the methodology has been evaluated by applying it to a set of real data concerning movements of wild social animals and discussing the results with experts in animal ethology.","https://ieeexplore.ieee.org/document/6634194/","LOCKED","6634194","Fraunhofer Institute IAIS","https://ieeexplore.ieee.org/author/37283047700","1","Natalia Andrienko","37283047700","Fraunhofer Institute IAIS","https://ieeexplore.ieee.org/author/37283047100","2","Gennady Andrienko","37283047100","University of Lethbridge and University of South Africa","https://ieeexplore.ieee.org/author/37077242400","3","Louise Barrett","37077242400","University of Lethbridge and University of South Africa","https://ieeexplore.ieee.org/author/37077363700","4","Marcus Dostie","37077363700","University of Lethbridge and University of South Africa","https://ieeexplore.ieee.org/author/37076979600","5","Peter Henzi","37076979600","","","","","","","","","","","","","","","","","","","","","36","0","Journals","10.1109/TVCG.2013.193","2178","https://ieeexplore.ieee.org/document/6634194/","Trajectory","Visual analytics","","","","","","","","Market research","Behavioral science","Data models","collective movement","Visual analytics","movement data","","","Trajectory","Visual analytics","Market research","Behavioral science","Data models","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634194","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","84","2169","Space Transformation for Understanding Group Movement","19"
"Visualizations are great tools of communications-they summarize findings and quickly convey main messages to our audience. As designers of charts we have to make sure that information is shown with a minimum of distortion. We have to also consider illusions and other perceptual limitations of our audience. In this paper we discuss the effect and strength of the line width illusion, a Muller-Lyer type illusion, on designs related to displaying associations between categorical variables. Parallel sets and hammock plots are both affected by line width illusions. We introduce the common-angle plot as an alternative method for displaying categorical data in a manner that minimizes the effect from perceptual illusions. Results from user studies both highlight the need for addressing line-width illusions in displays and provide evidence that common angle charts successfully resolve this issue.","https://ieeexplore.ieee.org/document/6634157/","LOCKED","6634157","Iowa State University","https://ieeexplore.ieee.org/author/37592793000","1","Heike Hofmann","37592793000","Iowa State University","https://ieeexplore.ieee.org/author/37077871900","2","Marie Vendettuoli","37077871900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","Journals","10.1109/TVCG.2013.140","2305","https://ieeexplore.ieee.org/document/6634157/","Biological cells","Biochemistry","","","","","","","","Data visualization","Parallel processing","Muller-Lyer illusion","Linewidth illusion","data visualization","high-dimensional displays","parallel sets","hammock plots","Biological cells","Biochemistry","Data visualization","Parallel processing","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634157","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","85","2297","Common Angle Plots as Perception-True Visualizations of Categorical Associations","19"
"This research aims to develop design guidelines for systems that support investigators and analysts in the exploration and assembly of evidence and inferences. We focus here on the problem of identifying candidate 'influencers' within a community of practice. To better understand this problem and its related cognitive and interaction needs, we conducted a user study using a system called INVISQUE (INteractive Visual Search and QUery Environment) loaded with content from the ACM Digital Library. INVISQUE supports search and manipulation of results over a freeform infinite 'canvas'. The study focuses on the representations user create and their reasoning process. It also draws on some pre-established theories and frameworks related to sense-making and cognitive work in general, which we apply as a 'theoretical lenses' to consider findings and articulate solutions. Analysing the user-study data in the light of these provides some understanding of how the high-level problem of identifying key players within a domain can translate into lower-level questions and interactions. This, in turn, has informed our understanding of representation and functionality needs at a level of description which abstracts away from the specifics of the problem at hand to the class of problems of interest. We consider the study outcomes from the perspective of implications for design.","https://ieeexplore.ieee.org/document/6651935/","LOCKED","6651935","School of Science and Technology, Middlesex University","https://ieeexplore.ieee.org/author/37085424956","1","Neesha Kodagoda","37085424956","School of Science and Technology, Middlesex University","https://ieeexplore.ieee.org/author/37283298600","2","Simon Attfield","37283298600","School of Science and Technology, Middlesex University","","3","B.L. William Wong","","School of Science and Technology, Middlesex University","https://ieeexplore.ieee.org/author/38488869200","4","Chris Rooney","38488869200","School of Science and Technology, Middlesex University","https://ieeexplore.ieee.org/author/37086635381","5","Sharmin Choudhury","37086635381","","","","","","","","","","","","","","","","","","","","","8","0","Journals","10.1109/TVCG.2013.211","2226","https://ieeexplore.ieee.org/document/6651935/","Visual analytics","User interfaces","analysis","interaction","","","","","","Design methodology","Query processing","interface design","Visual analytics","sense-making","dataframe mode","evaluation","reasoning","Visual analytics","User interfaces","Design methodology","Query processing","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6651935","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","86","2217","Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design","19"
"This paper introduces an approach to exploration and discovery in high-dimensional data that incorporates a user's knowledge and questions to craft sets of projection functions meaningful to them. Unlike most prior work that defines projections based on their statistical properties, our approach creates projection functions that align with user-specified annotations. Therefore, the resulting derived dimensions represent concepts defined by the user's examples. These especially crafted projection functions, or explainers, can help find and explain relationships between the data variables and user-designated concepts. They can organize the data according to these concepts. Sets of explainers can provide multiple perspectives on the data. Our approach considers tradeoffs in choosing these projection functions, including their simplicity, expressive power, alignment with prior knowledge, and diversity. We provide techniques for creating collections of explainers. The methods, based on machine learning optimization frameworks, allow exploring the tradeoffs. We demonstrate our approach on model problems and applications in text analysis.","https://ieeexplore.ieee.org/document/6634124/","LOCKED","6634124","Department of Computer Sciences, University of Wisconsin - Madison","https://ieeexplore.ieee.org/author/37282585700","1","Michael Gleicher","37282585700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","0","Journals","10.1109/TVCG.2013.157","2051","https://ieeexplore.ieee.org/document/6634124/","Cities and towns","Support vector machines","","","","","","","","Text mining","Optimization","Quantization (signal)","support vector machines","High-dimensional spaces","exploration","","","Cities and towns","Support vector machines","Text mining","Optimization","Quantization (signal)","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634124","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","87","2042","Explainers: Expert Explorations with Crafted Projections","19"
"Business ecosystems are characterized by large, complex, and global networks of firms, often from many different market segments, all collaborating, partnering, and competing to create and deliver new products and services. Given the rapidly increasing scale, complexity, and rate of change of business ecosystems, as well as economic and competitive pressures, analysts are faced with the formidable task of quickly understanding the fundamental characteristics of these interfirm networks. Existing tools, however, are predominantly query- or list-centric with limited interactive, exploratory capabilities. Guided by a field study of corporate analysts, we have designed and implemented dotlink360, an interactive visualization system that provides capabilities to gain systemic insight into the compositional, temporal, and connective characteristics of business ecosystems. dotlink360 consists of novel, multiple connected views enabling the analyst to explore, discover, and understand interfirm networks for a focal firm, specific market segments or countries, and the entire business ecosystem. System evaluation by a small group of prototypical users shows supporting evidence of the benefits of our approach. This design study contributes to the relatively unexplored, but promising area of exploratory information visualization in market research and business strategy.","https://ieeexplore.ieee.org/document/6634088/","LOCKED","6634088","Georgia Tech","https://ieeexplore.ieee.org/author/37829310200","1","Rahul C. Basole","37829310200","Georgia Tech","https://ieeexplore.ieee.org/author/37077095700","2","Trustin Clear","37077095700","Georgia Tech","https://ieeexplore.ieee.org/author/38238187000","3","Mengdie Hu","38238187000","Georgia Tech","https://ieeexplore.ieee.org/author/37077029700","4","Harshit Mehrotra","37077029700","Georgia Tech","https://ieeexplore.ieee.org/author/37267736900","5","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","36","0","Journals","10.1109/TVCG.2013.209","2535","https://ieeexplore.ieee.org/document/6634088/","Companies","Ecosystems","interaction","","","","","","","Interactive systems","Data visualization","Mobile communication","network visualization","Business ecosystems","market research","strategic analysis","design study","Companies","Ecosystems","Interactive systems","Data visualization","Mobile communication","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634088","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","88","2526","Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization","19"
"Many datasets, such as scientific literature collections, contain multiple heterogeneous facets which derive implicit relations, as well as explicit relational references between data items. The exploration of this data is challenging not only because of large data scales but also the complexity of resource structures and semantics. In this paper, we present PivotSlice, an interactive visualization technique which provides efficient faceted browsing as well as flexible capabilities to discover data relationships. With the metaphor of direct manipulation, PivotSlice allows the user to visually and logically construct a series of dynamic queries over the data, based on a multi-focus and multi-scale tabular view that subdivides the entire dataset into several meaningful parts with customized semantics. PivotSlice further facilitates the visual exploration and sensemaking process through features including live search and integration of online data, graphical interaction histories and smoothly animated visual state transitions. We evaluated PivotSlice through a qualitative lab study with university researchers and report the findings from our observations and interviews. We also demonstrate the effectiveness of PivotSlice using a scenario of exploring a repository of information visualization literature.","https://ieeexplore.ieee.org/document/6634163/","LOCKED","6634163","University of Toronto","https://ieeexplore.ieee.org/author/38024987300","1","Jian Zhao","38024987300","University of Ontario Institute of Technology","https://ieeexplore.ieee.org/author/37669874100","2","Christopher Collins","37669874100","University of Toronto, Canada","https://ieeexplore.ieee.org/author/37395495900","3","Fanny Chevalier","37395495900","University of Toronto, Canada","https://ieeexplore.ieee.org/author/37394495600","4","Ravin Balakrishnan","37394495600","","","","","","","","","","","","","","","","","","","","","","","","","","41","1","Journals","10.1109/TVCG.2013.167","2089","https://ieeexplore.ieee.org/document/6634163/","Data visualization","Market research","","","","","","","","Faceted searches","Information filters","visual analytics","Faceted browsing","network exploration","dynamic query","interaction","information visualization","Data visualization","Market research","Faceted searches","Information filters","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634163","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","89","2080","Interactive Exploration of Implicit and Explicit Relations in Faceted Datasets","19"
"This paper is concerned with the creation of 'macros' in workflow visualization as a support tool to increase the efficiency of data curation tasks. We propose computation of candidate macros based on their usage in large collections of workflows in data repositories. We describe an efficient algorithm for extracting macro motifs from workflow graphs. We discovered that the state transition information, used to identify macro candidates, characterizes the structural pattern of the macro and can be harnessed as part of the visual design of the corresponding macro glyph. This facilitates partial automation and consistency in glyph design applicable to a large set of macro glyphs. We tested this approach against a repository of biological data holding some 9,670 workflows and found that the algorithmically generated candidate macros are in keeping with domain expert expectations.","https://ieeexplore.ieee.org/document/6634198/","LOCKED","6634198","University of Oxford","https://ieeexplore.ieee.org/author/38489729700","1","Eamonn Maguire","38489729700","University of Oxford","https://ieeexplore.ieee.org/author/38489532000","2","Philippe Rocca-Serra","38489532000","University of Oxford","https://ieeexplore.ieee.org/author/38489722500","3","Susanna-Assunta Sansone","38489722500","University of Oxford","https://ieeexplore.ieee.org/author/37320294300","4","Jim Davies","37320294300","University of Oxford","https://ieeexplore.ieee.org/author/37280982800","5","Min Chen","37280982800","","","","","","","","","","","","","","","","","","","","","17","2","Journals","10.1109/TVCG.2013.225","2585","https://ieeexplore.ieee.org/document/6634198/","Biological system modeling","Algorithm design and analysis","","","","","","","","Data visualization","Semantics","state-transition-based algorithm","Workflow visualization","motif detection","glyph-based visualization","glyph generation","","Biological system modeling","Algorithm design and analysis","Data visualization","Semantics","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634198","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","90","2576","Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs","19"
"We present an interaction model for beyond-desktop visualizations that combines the visualization reference model with the instrumental interaction paradigm. Beyond-desktop visualizations involve a wide range of emerging technologies such as wall-sized displays, 3D and shape-changing displays, touch and tangible input, and physical information visualizations. While these technologies allow for new forms of interaction, they are often studied in isolation. New conceptual models are needed to build a coherent picture of what has been done and what is possible. We describe a modified pipeline model where raw data is processed into a visualization and then rendered into the physical world. Users can explore or change data by directly manipulating visualizations or through the use of instruments. Interactions can also take place in the physical world outside the visualization system, such as when using locomotion to inspect a large scale visualization. Through case studies we illustrate how this model can be used to describe both conventional and unconventional interactive visualization systems, and compare different design alternatives.","https://ieeexplore.ieee.org/document/6634126/","LOCKED","6634126","Inria and Universite Paris Sud","https://ieeexplore.ieee.org/author/37076983200","1","Yvonne Jansen","37076983200","Inria","https://ieeexplore.ieee.org/author/37590932700","2","Pierre Dragicevic","37590932700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","1","Journals","10.1109/TVCG.2013.134","2405","https://ieeexplore.ieee.org/document/6634126/","Pipelines","Data visualization","","","","","","","","Three-dimensional displays","Rendering (computer graphics)","physical visualization","Information visualization","interaction model","notational system","","","Pipelines","Data visualization","Three-dimensional displays","Rendering (computer graphics)","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634126","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","91","2396","An Interaction Model for Visualizations Beyond The Desktop","19"
"Maintaining an awareness of collaborators' actions is critical during collaborative work, including during collaborative visualization activities. Particularly when collaborators are located at a distance, it is important to know what everyone is working on in order to avoid duplication of effort, share relevant results in a timely manner and build upon each other's results. Can a person's brushing actions provide an indication of their queries and interests in a data set? Can these actions be revealed to a collaborator without substantially disrupting their own independent work? We designed a study to answer these questions in the context of distributed collaborative visualization of tabular data. Participants in our study worked independently to answer questions about a tabular data set, while simultaneously viewing brushing actions of a fictitious collaborator, shown directly within a shared workspace. We compared three methods of presenting the collaborator's actions: brushing & linking (i.e. highlighting exactly what the collaborator would see), selection (i.e. showing only a selected item), and persistent selection (i.e. showing only selected items but having them persist for some time). Our results demonstrated that persistent selection enabled some awareness of the collaborator's activities while causing minimal interference with independent work. Other techniques were less effective at providing awareness, and brushing & linking caused substantial interference. These findings suggest promise for the idea of exploiting natural brushing actions to provide awareness in collaborative work.","https://ieeexplore.ieee.org/document/6634130/","LOCKED","6634130","University of Victoria","https://ieeexplore.ieee.org/author/37077735100","1","Amir Hossein Hajizadeh","37077735100","University of Victoria","https://ieeexplore.ieee.org/author/37275861300","2","Melanie Tory","37275861300","SAP","https://ieeexplore.ieee.org/author/37077007800","3","Rock Leung","37077007800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","Journals","10.1109/TVCG.2013.197","2197","https://ieeexplore.ieee.org/document/6634130/","Data visualization","Context awareness","","","","","","","","Collaborative work","user study","Collaboration","awareness","attentionally ambient visualization","brushing and linking","linked views","","Data visualization","Context awareness","Collaborative work","","","","","","6634084","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6634130","Dec. 2013","2945","IEEE Transactions on Visualization and Computer Graphics","2013","IEEE","92","2189","Supporting Awareness through Collaborative Brushing and Linking of Tabular Data","19"
