"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The world's corpora of data grow in size and complexity every day, making it increasingly difficult for experts to make sense out of their data. Although machine learning offers algorithms for finding patterns in data automatically, they often require algorithm-specific parameters, such as an appropriate distance function, which are outside the purview of a domain expert. We present a system that allows an expert to interact directly with a visual representation of the data to define an appropriate distance function, thus avoiding direct manipulation of obtuse model parameters. Adopting an iterative approach, our system first assumes a uniformly weighted Euclidean distance function and projects the data into a two-dimensional scatterplot view. The user can then move incorrectly-positioned data points to locations that reflect his or her understanding of the similarity of those data points relative to the other data points. Based on this input, the system performs an optimization to learn a new distance function and then re-projects the data to redraw the scatter-plot. We illustrate empirically that with only a few iterations of interaction and optimization, a user can achieve a scatterplot view and its corresponding distance function that reflect the user's knowledge of the data. In addition, we evaluate our system to assess scalability in data size and data dimension, and show that our system is computationally efficient and can provide an interactive or near-interactive user experience.","https://ieeexplore.ieee.org/document/6400486/","LOCKED","6400486","Department of Computer Science Tufts University","https://ieeexplore.ieee.org/author/38237586900","1","Eli T. Brown","38237586900","","","","","","","","","","","","","","","","Department of Computer Science Tufts University","https://ieeexplore.ieee.org/author/38239756300","2","Jingjing Liu","38239756300","Department of Computer Science Tufts University","https://ieeexplore.ieee.org/author/37326639900","3","Carla E. Brodley","37326639900","Department of Computer Science Tufts University","https://ieeexplore.ieee.org/author/37592409400","4","Remco Chang","37592409400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","1","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400486","92","https://ieeexplore.ieee.org/document/6400486/","","","","","","","","Data visualization","Machine learning","Yttrium","Vectors","Bars","Euclidean distance","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400486","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","40","83","Dis-function: Learning distance functions interactively"
"An essential element of exploratory data analysis is the use of revealing low-dimensional projections of high-dimensional data. Projection Pursuit has been an effective method for finding interesting low-dimensional projections of multidimensional spaces by optimizing a score function called a projection pursuit index. However, the technique is not scalable to high-dimensional spaces. Here, we introduce a novel method for discovering noteworthy views of high-dimensional data spaces by using binning and random projections. We define score functions, akin to projection pursuit indices, that characterize visual patterns of the low-dimensional projections that constitute feature subspaces. We also describe an analytic, multivariate visualization platform based on this algorithm that is scalable to extremely large problems.","https://ieeexplore.ieee.org/document/6400490/","LOCKED","6400490","Department of Computer Science, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37548165700","1","Anushka Anand","37548165700","","","","","","","","","","","","","","","","Department of Computer Science, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37560536200","2","Leland Wilkinson","37560536200","Department of Computer Science, University of Illinois at Chicago","https://ieeexplore.ieee.org/author/37606167900","3","Tuan Nhon Dang","37606167900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400490","52","https://ieeexplore.ieee.org/document/6400490/","Random Projections","High-dimensional Data","","","","","","Vectors","Data visualization","Data mining","Manifolds","Indexes","Visual analytics","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400490","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","41","43","Visual pattern discovery using random projections"
"Recent advances in technology have enabled social media services to support space-time indexed data, and internet users from all over the world have created a large volume of time-stamped, geo-located data. Such spatiotemporal data has immense value for increasing situational awareness of local events, providing insights for investigations and understanding the extent of incidents, their severity, and consequences, as well as their time-evolving nature. In analyzing social media data, researchers have mainly focused on finding temporal trends according to volume-based importance. Hence, a relatively small volume of relevant messages may easily be obscured by a huge data set indicating normal situations. In this paper, we present a visual analytics approach that provides users with scalable and interactive social media data analysis and visualization including the exploration and examination of abnormal topics and events within various social media data sources, such as Twitter, Flickr and YouTube. In order to find and understand abnormal events, the analyst can first extract major topics from a set of selected messages and rank them probabilistically using Latent Dirichlet Allocation. He can then apply seasonal trend decomposition together with traditional control chart methods to find unusual peaks and outliers within topic time series. Our case studies show that situational awareness can be improved by incorporating the anomaly and trend examination techniques into a highly interactive visual analysis process.","https://ieeexplore.ieee.org/document/6400557/","LOCKED","6400557","Purdue University","https://ieeexplore.ieee.org/author/37086784736","1","Junghoon Chae","37086784736","","","","","","","","","","","","","","","","University of Stuttgart","https://ieeexplore.ieee.org/author/38233559700","2","Dennis Thom","38233559700","University of Stuttgart","https://ieeexplore.ieee.org/author/37683989300","3","Harald Bosch","37683989300","Sejong University","https://ieeexplore.ieee.org/author/37557344300","4","Yun Jang","37557344300","Arizona State University","https://ieeexplore.ieee.org/author/37396008400","5","Ross Maciejewski","37396008400","Purdue University","https://ieeexplore.ieee.org/author/37282598900","6","David S. Ebert","37282598900","University of Stuttgart","https://ieeexplore.ieee.org/author/37268023800","7","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","107","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400557","152","https://ieeexplore.ieee.org/document/6400557/","H.5.2 [Information Interfaces and Presentation]: User Interfaces — GUI","H.3.3 [Information Storage and Retrieval]","Information Search and Retrieval — Information filtering","relevance feedback","","","","Media","Twitter","Time series analysis","Spatiotemporal phenomena","Data mining","Educational institutions","Earthquakes","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400557","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","42","143","Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition"
"In explorative data analysis, the data under consideration often resides in a high-dimensional (HD) data space. Currently many methods are available to analyze this type of data. So far, proposed automatic approaches include dimensionality reduction and cluster analysis, whereby visual-interactive methods aim to provide effective visual mappings to show, relate, and navigate HD data. Furthermore, almost all of these methods conduct the analysis from a singular perspective, meaning that they consider the data in either the original HD data space, or a reduced version thereof. Additionally, HD data spaces often consist of combined features that measure different properties, in which case the particular relationships between the various properties may not be clear to the analysts a priori since it can only be revealed if appropriate feature combinations (subspaces) of the data are taken into consideration. Considering just a single subspace is, however, often not sufficient since different subspaces may show complementary, conjointly, or contradicting relations between data items. Useful information may consequently remain embedded in sets of subspaces of a given HD input data space. Relying on the notion of subspaces, we propose a novel method for the visual analysis of HD data in which we employ an interestingness-guided subspace search algorithm to detect a candidate set of subspaces. Based on appropriately defined subspace similarity functions, we visualize the subspaces and provide navigation facilities to interactively explore large sets of subspaces. Our approach allows users to effectively compare and relate subspaces with respect to involved dimensions and clusters of objects. We apply our approach to synthetic and real data sets. We thereby demonstrate its support for understanding HD data from different perspectives, effectively yielding a more complete view on HD data.","https://ieeexplore.ieee.org/document/6400488/","LOCKED","6400488","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37590724000","1","Andrada Tatu","37590724000","","","","","","","","","","","","","","","","University of Konstanz, Germany","","2","Fabian Maaß","","RWTH Aachen University Germany","https://ieeexplore.ieee.org/author/37992807400","3","Ines Färber","37992807400","University of Konstanz, Germany","","4","Enrico Bertini","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37282557600","5","Tobias Schreck","37282557600","RWTH Aachen University Germany","https://ieeexplore.ieee.org/author/37283129200","6","Thomas Seidl","37283129200","University of Konstanz Germany","https://ieeexplore.ieee.org/author/37283138700","7","Daniel Keim","37283138700","","","","","","","","","","","","","","","","41","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400488","72","https://ieeexplore.ieee.org/document/6400488/","H.2.8 [Database Applications]: Data mining","H.3.3 [Information Search and Retrieval]: Selection process","I.3.3 [Picture/Image Generation]","Display algorithms","","","","High definition video","Algorithm design and analysis","Visualization","Clustering algorithms","Topology","Data visualization","Educational institutions","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400488","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","43","63","Subspace search and visualization to make sense of alternative clusterings in high-dimensional data"
"Learning of classifiers to be used as filters within the analytical reasoning process leads to new and aggravates existing challenges. Such classifiers are typically trained ad-hoc, with tight time constraints that affect the amount and the quality of annotation data and, thus, also the users' trust in the classifier trained. We approach the challenges of ad-hoc training by inter-active learning, which extends active learning by integrating human experts' background knowledge to greater extent. In contrast to active learning, not only does inter-active learning include the users' expertise by posing queries of data instances for labeling, but it also supports the users in comprehending the classifier model by visualization. Besides the annotation of manually or automatically selected data instances, users are empowered to directly adjust complex classifier models. Therefore, our model visualization facilitates the detection and correction of inconsistencies between the classifier model trained by examples and the user's mental model of the class definition. Visual feedback of the training process helps the users assess the performance of the classifier and, thus, build up trust in the filter created. We demonstrate the capabilities of inter-active learning in the domain of video visual analytics and compare its performance with the results of random sampling and uncertainty sampling of training sets.","https://ieeexplore.ieee.org/document/6400492/","LOCKED","6400492","Institute of Cognitive Science, University of Osnabrück","https://ieeexplore.ieee.org/author/37571601300","1","Benjamin Höferlin","37571601300","","","","","","","","","","","","","","","","Visualization Research Center (VISUS), University of Stuttgart","https://ieeexplore.ieee.org/author/37085504694","2","Rudolf Netzel","37085504694","Visualization Research Center (VISUS), University of Stuttgart","https://ieeexplore.ieee.org/author/37680797500","3","Markus Höferlin","37680797500","Visualization Research Center (VISUS), University of Stuttgart","https://ieeexplore.ieee.org/author/37268045000","4","Daniel Weiskopf","37268045000","Institute of Cognitive Science, University of Osnabrück","https://ieeexplore.ieee.org/author/37266102100","5","Gunther Heidemann","37266102100","","","","","","","","","","","","","","","","","","","","","","","","","","18","1","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400492","32","https://ieeexplore.ieee.org/document/6400492/","H.3.3 [Information Systems]: Information Storage and Retrieval — Information Search and Retrieval","I.2.6 [Computing Methodologies]: Artificial Intelligence — Learning","","","","","","Training","Data models","Visual analytics","Humans","Data visualization","Labeling","Analytical models","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400492","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","44","23","Inter-active learning of ad-hoc classifiers for video visual analytics"
"Distributed cognition and embodiment provide compelling models for how humans think and interact with the environment. Our examination of the use of large, high-resolution displays from an embodied perspective has lead directly to the development of a new sensemaking environment called Analyst's Workspace (AW). AW leverages the embodied resources made more accessible through the physical nature of the display to create a spatial workspace. By combining spatial layout of documents and other artifacts with an entity-centric, explorative investigative approach, AW aims to allow the analyst to externalize elements of the sensemaking process as a part of the investigation, integrated into the visual representations of the data itself. In this paper, we describe the various capabilities of AW and discuss the key principles and concepts underlying its design, emphasizing unique design principles for designing visual analytic tools for large, high-resolution displays.","https://ieeexplore.ieee.org/document/6400559/","LOCKED","6400559","Virginia Tech","https://ieeexplore.ieee.org/author/37587847300","1","Christopher Andrews","37587847300","","","","","","","","","","","","","","","","Virginia Tech","https://ieeexplore.ieee.org/author/37419565900","2","Chris North","37419565900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","1","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400559","131","https://ieeexplore.ieee.org/document/6400559/","Embodiment","distributed cognition","large","highresolution display","sensemaking","space","","Cognition","Visualization","Humans","Navigation","Organizations","Monitoring","Keyboards","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400559","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","45","123","Analyst's Workspace: An embodied sensemaking environment for large, high-resolution displays"
"Web clickstream data are routinely collected to study how users browse the web or use a service. It is clear that the ability to recognize and summarize user behavior patterns from such data is valuable to e-commerce companies. In this paper, we introduce a visual analytics system to explore the various user behavior patterns reflected by distinct clickstream clusters. In a practical analysis scenario, the system first presents an overview of clickstream clusters using a Self-Organizing Map with Markov chain models. Then the analyst can interactively explore the clusters through an intuitive user interface. He can either obtain summarization of a selected group of data or further refine the clustering result. We evaluated our system using two different datasets from eBay. Analysts who were working on the same data have confirmed the system's effectiveness in extracting user behavior patterns from complex datasets and enhancing their ability to reason.","https://ieeexplore.ieee.org/document/6400494/","LOCKED","6400494","University of California, Davis","https://ieeexplore.ieee.org/author/37404768800","1","Jishang Wei","37404768800","","","","","","","","","","","","","","","","eBay Research Labs","https://ieeexplore.ieee.org/author/37852129700","2","Zeqian Shen","37852129700","eBay Research Labs","https://ieeexplore.ieee.org/author/37845570000","3","Neel Sundaresan","37845570000","University of California, Davis","https://ieeexplore.ieee.org/author/37275869400","4","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","2","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400494","12","https://ieeexplore.ieee.org/document/6400494/","","","","","","","","Data visualization","Visualization","Markov processes","Data models","Hidden Markov models","Prototypes","Layout","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400494","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","46","3","Visual cluster exploration of web clickstream data"
"Visualizations embody design choices about data access, data transformation, visual representation, and interaction. To interpret a static visualization, a person must identify the correspondences between the visual representation and the underlying data. These correspondences become moving targets when a visualization is dynamic. Dynamics may be introduced in a visualization at any point in the analysis and visualization process. For example, the data itself may be streaming, shifting subsets may be selected, visual representations may be animated, and interaction may modify presentation. In this paper, we focus on the impact of dynamic data. We present a taxonomy and conceptual framework for understanding how data changes influence the interpretability of visual representations. Visualization techniques are organized into categories at various levels of abstraction. The salient characteristics of each category and task suitability are discussed through examples from the scientific literature and popular practices. Examining the implications of dynamically updating visualizations warrants attention because it directly impacts the interpretability (and thus utility) of visualizations. The taxonomy presented provides a reference point for further exploration of dynamic data visualization techniques.","https://ieeexplore.ieee.org/document/6400552/","LOCKED","6400552","Indiana University","https://ieeexplore.ieee.org/author/37546825800","1","Joseph A. Cottam","37546825800","","","","","","","","","","","","","","","","Indiana University","","2","Andrew Lumsdaine","","University of Oklahoma","https://ieeexplore.ieee.org/author/37564883300","3","Chris Weaver","37564883300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400552","202","https://ieeexplore.ieee.org/document/6400552/","Dynamic Data","Interpretation","","","","","","Data visualization","Retina","Visualization","Taxonomy","Encoding","Image color analysis","Context","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400552","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","47","193","Watch this: A taxonomy for dynamic data visualization"
"Visual analytics (VA) system development started in academic research institutions where novel visualization techniques and open source toolkits were developed. Simultaneously, small software companies, sometimes spin-offs from academic research institutions, built solutions for specific application domains. In recent years we observed the following trend: some small VA companies grew exponentially; at the same time some big software vendors such as IBM and SAP started to acquire successful VA companies and integrated the acquired VA components into their existing frameworks. Generally the application domains of VA systems have broadened substantially. This phenomenon is driven by the generation of more and more data of high volume and complexity, which leads to an increasing demand for VA solutions from many application domains. In this paper we survey a selection of state-of-the-art commercial VA frameworks, complementary to an existing survey on open source VA tools. From the survey results we identify several improvement opportunities as future research directions.","https://ieeexplore.ieee.org/document/6400554/","LOCKED","6400554","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37406066900","1","Leishi Zhang","37406066900","","","","","","","","","","","","","","","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37592880100","2","Andreas Stoffel","37592880100","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/38551542600","3","Michael Behrisch","38551542600","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/38579710900","4","Sebastian Mittelstadt","38579710900","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37282557600","5","Tobias Schreck","37282557600","Siemens AG","","6","René Pompl","","Siemens AG","https://ieeexplore.ieee.org/author/37086725010","7","Stefan Weber","37086725010","Siemens AG","https://ieeexplore.ieee.org/author/37086727068","8","Holger Last","37086727068","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","9","Daniel Keim","37283138700","","","","","","61","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400554","182","https://ieeexplore.ieee.org/document/6400554/","H.4 [Information Systems]: INFORMATION SYSTEMS APPLICATIONS","K.1 [Computing Milieux]","THE COMPUTER INDUSTRY — Markets","","","","","Data visualization","Bismuth","Data models","Software","Data handling","Analytical models","Visual analytics","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400554","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","48","173","Visual analytics for the big data era — A comparative review of state-of-the-art commercial systems"
"Text data such as online news and microblogs bear valuable insights regarding important events and responses to such events. Events are inherently temporal, evolving over time. Existing visual text analysis systems have provided temporal views of changes based on topical themes extracted from text data. But few have associated topical themes with events that cause the changes. In this paper, we propose an interactive visual analytics system, LeadLine, to automatically identify meaningful events in news and social media data and support exploration of the events. To characterize events, LeadLine integrates topic modeling, event detection, and named entity recognition techniques to automatically extract information regarding the investigative 4 Ws: who, what, when, and where for each event. To further support analysis of the text corpora through events, LeadLine allows users to interactively examine meaningful events using the 4 Ws to develop an understanding of how and why. Through representing large-scale text corpora in the form of meaningful events, LeadLine provides a concise summary of the corpora. LeadLine also supports the construction of simple narratives through the exploration of events. To demonstrate the efficacy of LeadLine in identifying events and supporting exploration, two case studies were conducted using news and social media data.","https://ieeexplore.ieee.org/document/6400485/","LOCKED","6400485","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37606064200","1","Wenwen Dou","37606064200","","","","","","","","","","","","","","","","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37085714260","2","Xiaoyu Wang","37085714260","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37086757018","3","Drew Skau","37086757018","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","IBM Almaden Research Center","https://ieeexplore.ieee.org/author/37086755474","5","Michelle X. Zhou","37086755474","","","","","","","","","","","","","","","","","","","","","","","","","","84","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400485","102","https://ieeexplore.ieee.org/document/6400485/","","","","","","","","Visualization","Event detection","Lead","Data mining","Time series analysis","Twitter","Crawlers","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400485","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","49","93","LeadLine: Interactive visual analysis of text data through event identification and exploration"
"In the surveillance of road tunnels, video data plays an important role for a detailed inspection and as an input to systems for an automated detection of incidents. In disaster scenarios like major accidents, however, the increased amount of detected incidents may lead to situations where human operators lose a sense of the overall meaning of that data, a problem commonly known as a lack of situation awareness. The primary contribution of this paper is a design study of AlVis, a system designed to increase situation awareness in the surveillance of road tunnels. The design of AlVis is based on a simplified tunnel model which enables an overview of the spatiotemporal development of scenarios in real-time. The visualization explicitly represents the present state, the history, and predictions of potential future developments. Concepts for situation-sensitive prioritization of information ensure scalability from normal operation to major disaster scenarios. The visualization enables an intuitive access to live and historic video for any point in time and space. We illustrate AlVis by means of a scenario and report qualitative feedback by tunnel experts and operators. This feedback suggests that AlVis is suitable to save time in recognizing dangerous situations and helps to maintain an overview in complex disaster scenarios.","https://ieeexplore.ieee.org/document/6400556/","LOCKED","6400556","VRVis Research Center","","1","Harald Piringer","","","","","","","","","","","","","","","","","VRVis Research Center","https://ieeexplore.ieee.org/author/38233558900","2","Matthias Buchetics","38233558900","Kapsch TrafficCom AG","https://ieeexplore.ieee.org/author/37086762702","3","Rudolf Benedik","37086762702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400556","162","https://ieeexplore.ieee.org/document/6400556/","K.6.1 [Management of Computing and Information Systems]","Project and People Management—Life Cycle","","","","","","Surveillance","Cameras","Visualization","Roads","Context","Vehicles","Data visualization","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400556","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","50","153","AlVis: Situation awareness in the surveillance of road tunnels"
"Reconstruction of shredded documents remains a significant challenge. Creating a better document reconstruction system enables not just recovery of information accidentally lost but also understanding our limitations against adversaries' attempts to gain access to information. Existing approaches to reconstructing shredded documents adopt either a predominantly manual (e.g., crowd-sourcing) or a near automatic approach. We describe Deshredder, a visual analytic approach that scales well and effectively incorporates user input to direct the reconstruction process. Deshredder represents shredded pieces as time series and uses nearest neighbor matching techniques that enable matching both the contours of shredded pieces as well as the content of shreds themselves. More importantly, Deshred-der's interface support visual analytics through user interaction with similarity matrices as well as higher level assembly through more complex stitching functions. We identify a functional task taxonomy leading to design considerations for constructing deshredding solutions, and describe how Deshredder applies to problems from the DARPA Shredder Challenge through expert evaluations.","https://ieeexplore.ieee.org/document/6400560/","LOCKED","6400560","Department of Computer Science and Discovery Analytics Center, Virginia Tech, Blacksburg, VA 24061","https://ieeexplore.ieee.org/author/38092016400","1","Patrick Butler","38092016400","","","","","","","","","","","","","","","","Department of Computer Science and Discovery Analytics Center, Virginia Tech, Blacksburg, VA 24061","https://ieeexplore.ieee.org/author/37085644832","2","Prithwish Chakraborty","37085644832","Department of Computer Science and Discovery Analytics Center, Virginia Tech, Blacksburg, VA 24061","https://ieeexplore.ieee.org/author/37086711720","3","Naren Ramakrishan","37086711720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400560","122","https://ieeexplore.ieee.org/document/6400560/","I.7.5 [Document and Text Processing]: Document Capture — Graphics recognition and interpretation","I.4.7 [Image Processing and Computer Vistion]: Feature Representation —","H.5 [Information Interfaces and Presentation]: User Interfaces — Graphical","","","","","Time series analysis","Image reconstruction","Visual analytics","Assembly","Shape","Humans","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400560","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","51","113","The Deshredder: A visual analytic approach to reconstructing shredded documents"
