"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorAffiliations_authorAffiliation_0","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorAffiliations_authorAffiliation_0","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_insert_date","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Using the VAST Challenge 2017 dataset as illustration, the design choices of a visual analytic system for predicting the source of air pollution is described. Probabilistic Source Cones are visual symbols representing the probability of source direction of a pollution event. Using transparency to indicate probability, multiple cones may be overlaid in order to provide a fuzzy triangulation of likely sources. This enabled the correct prediction and elimination of pollution sources at a precision far in excess of the spatial density of the sensors themselves.","https://ieeexplore.ieee.org/document/8585588/","LOCKED","8585588","giCentre (http://gicentre.org), City, University of London","giCentre (http://gicentre.org), City, University of London","https://ieeexplore.ieee.org/author/37399045100","1","Jo Wood","37399045100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585588","85","202","https://ieeexplore.ieee.org/document/8585588/","","","","","","","","","","Sensors","Chemical sensors","Pollution","Chemicals","Visual analytics","Probabilistic logic","Uncertainty","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585588","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","35","201","Visual Analytic Design for Detecting Airborne Pollution Sources VAST Challenge 2017 Award: Comprehensive Mini-Challenge 2 Answer"
"In the VAST 2017 competition, one of the challenges is to discover vehicular traffic patterns for understanding the reasons behind a decrease in the number of nesting pairs of Rose-Crested Blue Pipit. In this work, we present a graph-based approach that analyzes the data for structural patterns in the data. Our approach first reports the normative patterns in the data, and then discovers any anomalous patterns associated with the previously discovered patterns.","https://ieeexplore.ieee.org/document/8585667/","LOCKED","8585667","Jawaharlal Nehru Technological University","Jawaharlal Nehru Technological University","https://ieeexplore.ieee.org/author/37085640360","1","Sirisha Velampalli","37085640360","","","","","","","","","","","","","Tennessee Tech University","Tennessee Tech University","https://ieeexplore.ieee.org/author/37085525443","2","Lenin Mookiah","37085525443","Tennessee Tech University","Tennessee Tech University","https://ieeexplore.ieee.org/author/37573606300","3","William Eberle","37573606300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585667","59","210","https://ieeexplore.ieee.org/document/8585667/","knowledge","graph-based knowledge discovery","graph based anomaly detection","","","","","","","Axles","Birds","Logic gates","Automobiles","Topology","Anomaly detection","Sensors","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585667","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","36","209","Detecting Vehicular Patterns Using a Graph-Based Approach"
"In this paper, we addressed the mini-challenge I. To efficiently identify odd behaviors and general patterns, visual analytics was used to parse trajectory data of vehicles and support spatial analyses. Firstly, the adjacent relations among spatial objects were extracted and then simplified as a topological graph. Base on the topological representation, cluster methods and spatio-temporal visualization were utilized to conduct a comprehensive analysis. Through visual analytics on the topological graph, we found general and regular behavior patterns of passages in the preserve and recognize outliers that reflected odd behaviors.","https://ieeexplore.ieee.org/document/8585461/","LOCKED","8585461","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37086560390","1","Shu Zhang","37086560390","","","","","","","","","","","","","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/38540875300","2","Danhuai Guo","38540875300","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37086554108","3","Yingqiu Zhu","37086554108","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","University of Chinese Academy of Sciences and the Computer Network Information Center, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37086555776","4","Deqiang Wang","37086555776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585461","65","250","https://ieeexplore.ieee.org/document/8585461/","Topology","spatio-temporal visualization","","","","","","","","Trajectory","Visual analytics","Data visualization","Pattern recognition","Topology","Birds","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585461","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","37","249","VAST Challenge 2017: Mini-challenge 1"
"Recurrent neural networks (RNNs) have been successfully applied to various natural language processing (NLP) tasks and achieved better results than conventional methods. However, the lack of understanding of the mechanisms behind their effectiveness limits further improvements on their architectures. In this paper, we present a visual analytics method for understanding and comparing RNN models for NLP tasks. We propose a technique to explain the function of individual hidden state units based on their expected response to input texts. We then co-cluster hidden state units and words based on the expected response and visualize co-clustering results as memory chips and word clouds to provide more structured knowledge on RNNs’ hidden states. We also propose a glyph-based sequence visualization based on aggregate information to analyze the behavior of an RNN’s hidden state at the sentence-level. The usability and effectiveness of our method are demonstrated through case studies and reviews from domain experts.","https://ieeexplore.ieee.org/document/8585721/","LOCKED","8585721","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086012043","1","Yao Ming","37086012043","","","","","","","","","","","","","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086561228","2","Shaozu Cao","37086561228","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086563144","3","Ruixiang Zhang","37086563144","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37086546441","4","Zhen Li","37086546441","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37085871141","5","Yuanzhe Chen","37085871141","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37407140300","6","Yangqiu Song","37407140300","Hong Kong University of Science and Technology","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","7","Huamin Qu","37272637300","","","","","","","","","","","","","","","","","","","87","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585721","1340","24","https://ieeexplore.ieee.org/document/8585721/","recurrent neural networks","visual analytics","understanding neural model","co-clustering","","","","","","Recurrent neural networks","Analytical models","Computer architecture","Visual analytics","Task analysis","Machine learning","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585721","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","38","13","Understanding Hidden Memories of Recurrent Neural Networks"
"Visual analytic tools combine the complementary strengths of humans and machines in human-in-the-loop systems. Humans provide invaluable domain expertise and sensemaking capabilities to this discourse with analytic models; however, little consideration has yet been given to the ways inherent human biases might shape the visual analytic process. In this paper, we establish a conceptual framework for considering bias assessment through human-in-the-loop systems and lay the theoretical foundations for bias measurement. We propose six preliminary metrics to systematically detect and quantify bias from user interactions and demonstrate how the metrics might be implemented in an existing visual analytic system, InterAxis. We discuss how our proposed metrics could be used by visual analytic systems to mitigate the negative effects of cognitive biases by making users aware of biased processes throughout their analyses.","https://ieeexplore.ieee.org/document/8585669/","LOCKED","8585669","Georgia Tech","Georgia Tech","https://ieeexplore.ieee.org/author/37085898933","1","Emily Wall","37085898933","","","","","","","","","","","","","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37086082442","2","Leslie M. Blaha","37086082442","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37867848700","3","Lyndsey Franklin","37867848700","Georgia Tech","Georgia Tech","https://ieeexplore.ieee.org/author/37681759500","4","Alex Endert","37681759500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585669","1398","115","https://ieeexplore.ieee.org/document/8585669/","cognitive bias","visual analytics","human-in-the-loop","mixed initiative","user interaction","H.5.0 [Information Systems]: Human-Computer Interaction-General","","","","Visual analytics","Cognition","Analytical models","Measurement","Decision making","Computational modeling","Data analysis","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585669","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","39","104","Warning, Bias May Occur: A Proposed Approach to Detecting Cognitive Bias in Interactive Visual Analytics"
"Anchoring effect is the tendency to focus too heavily on one piece of information when making decisions. In this paper, we present a novel, systematic study and resulting analyses that investigate the effects of anchoring effect on human decision-making using visual analytic systems. Visual analytics interfaces typically contain multiple views that present various aspects of information such as spatial, temporal, and categorical. These views are designed to present complex, heterogeneous data in accessible forms that aid decision-making. However, human decision-making is often hindered by the use of heuristics, or cognitive biases, such as anchoring effect. Anchoring effect can be triggered by the order in which information is presented or the magnitude of information presented. Through carefully designed laboratory experiments, we present evidence of anchoring effect in analysis with visual analytics interfaces when users are primed by representation of different pieces of information. We also describe detailed analyses of users’ interaction logs which reveal the impact of anchoring bias on the visual representation preferred and paths of analysis. We discuss implications for future research to possibly detect and alleviate anchoring bias.","https://ieeexplore.ieee.org/document/8585665/","LOCKED","8585665","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/38236879300","1","Isaac Cho","38236879300","","","","","","","","","","","","","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37086557669","2","Ryan Wesslen","37086557669","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37085510179","3","Alireza Karduni","37085510179","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37086555427","4","Sashank Santhanam","37086555427","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37089405406","5","Samira Shaikh","37089405406","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37606064200","6","Wenwen Dou","37606064200","","","","","","","","","","","","","","","","","","","","","","","","","38","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585665","2277","126","https://ieeexplore.ieee.org/document/8585665/","Visual Analytics","Anchoring Effect","Sense Making","Cognitive Bias","Interaction Log Analysis","K.6.1 [Management of Computing and Information Systems]: Project and People Management-Life Cycle","K.7.m [The Computing Profession]: Miscellaneous-Ethics","","","Decision making","Visual analytics","Analytical models","Task analysis","Data visualization","Uncertainty","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585665","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","40","116","The Anchoring Effect in Decision-Making with Visual Analytics"
"Human-in-the-loop data analysis applications necessitate greater transparency in machine learning models for experts to understand and trust their decisions. To this end, we propose a visual analytics workflow to help data scientists and domain experts explore, diagnose, and understand the decisions made by a binary classifier. The approach leverages “instance-level explanations”, measures of local feature relevance that explain single instances, and uses them to build a set of visual representations that guide the users in their investigation. The workflow is based on three main visual representations and steps: one based on aggregate statistics to see how data distributes across correct / incorrect decisions; one based on explanations to understand which features are used to make these decisions; and one based on raw data, to derive insights on potential root causes for the observed patterns. The workflow is derived from a long-term collaboration with a group of machine learning and healthcare professionals who used our method to make sense of machine learning models they developed. The case study from this collaboration demonstrates that the proposed workflow helps experts derive useful knowledge about the model and the phenomena it describes, thus experts can generate useful hypotheses on how a model can be improved.","https://ieeexplore.ieee.org/document/8585720/","LOCKED","8585720","NYU Tandon School of Engineering","NYU Tandon School of Engineering","https://ieeexplore.ieee.org/author/37085594931","1","Josua Krause","37085594931","","","","","","","","","","","","","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37593202500","2","Aritra Dasgupta","37593202500","NYU School of Medicine","NYU School of Medicine","https://ieeexplore.ieee.org/author/37086557596","3","Jordan Swartz","37086557596","NYU School of Medicine","NYU School of Medicine","https://ieeexplore.ieee.org/author/37085687867","4","Yindalon Aphinyanaphongs","37085687867","NYU Tandon School of Engineering","NYU Tandon School of Engineering","https://ieeexplore.ieee.org/author/38267713800","5","Enrico Bertini","38267713800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585720","629","172","https://ieeexplore.ieee.org/document/8585720/","Machine Learning","Interpretation","Visual Analytics","","","","","","","Data models","Analytical models","Predictive models","Machine learning","Collaboration","Visual analytics","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585720","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","41","162","A Workflow for Visual Diagnostics of Binary Classifiers using Instance-Level Explanations"
"Visual Analytics (VA) aims to combine the strengths of humans and computers for effective data analysis. In this endeavor, humans' tacit knowledge from prior experience is an important asset that can be leveraged by both human and computer to improve the analytic process. While VA environments are starting to include features to formalize, store, and utilize such knowledge, the mechanisms and degree in which these environments integrate explicit knowledge varies widely. Additionally, this important class of VA environments has never been elaborated on by existing work on VA theory. This paper proposes a conceptual model of Knowledge-assisted VA conceptually grounded on the visualization model by van Wijk. We apply the model to describe various examples of knowledge-assisted VA from the literature and elaborate on three of them in finer detail. Moreover, we illustrate the utilization of the model to compare different design alternatives and to evaluate existing approaches with respect to their use of knowledge. Finally, the model can inspire designers to generate novel VA environments using explicit knowledge effectively.","https://ieeexplore.ieee.org/document/8585498/","LOCKED","8585498","TU Wien, Austria","TU Wien, Austria","https://ieeexplore.ieee.org/author/37569322900","1","Paolo Federico","37569322900","","","","","","","","","","","","","St. Poelten University of Applied Sciences, Austria and TU Wien, Austria","St. Poelten University of Applied Sciences, Austria and TU Wien, Austria","https://ieeexplore.ieee.org/author/37085865698","2","Markus Wagner","37085865698","St. Poelten University of Applied Sciences, Austria and TU Wien, Austria","St. Poelten University of Applied Sciences, Austria and TU Wien, Austria","https://ieeexplore.ieee.org/author/37077207200","3","Alexander Rind","37077207200","TU Wien, Austria","TU Wien, Austria","https://ieeexplore.ieee.org/author/37085361518","4","Albert Amor-Amorós","37085361518","TU Wien, Austria","TU Wien, Austria","https://ieeexplore.ieee.org/author/37282584500","5","Silvia Miksch","37282584500","TU Wien, Austria","TU Wien, Austria","https://ieeexplore.ieee.org/author/37267339500","6","Wolfgang Aigner","37267339500","","","","","","","","","","","","","","","","","","","","","","","","","27","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585498","739","103","https://ieeexplore.ieee.org/document/8585498/","Automated analysis","tacit knowledge","explicit knowledge","visual analytics","information visualization","theory and model","","","","Data visualization","Data analysis","Cognition","Knowledge based systems","Data models","Visual analytics","Analytical models","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585498","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","42","92","The Role of Explicit Knowledge: A Conceptual Model of Knowledge-Assisted Visual Analytics"
"Deriving the exact casual model that governs the relations between variables in a multidimensional dataset is difficult in practice. It is because causal inference algorithms by themselves typically cannot encode an adequate amount of domain knowledge to break all ties. Visual analytic approaches are considered a feasible alternative to fully automated methods. However, their application in real-world scenarios can be tedious. This paper focuses on these practical aspects of visual causality analysis. The most imperative of these aspects is posed by Simpson' Paradox. It implies the existence of multiple causal models differing in both structure and parameter depending on how the data is subdivided. We propose a comprehensive interface that engages human experts in identifying these subdivisions and allowing them to establish the corresponding causal models via a rich set of interactive facilities. Other features of our interface include: (1) a new causal network visualization that emphasizes the flow of causal dependencies, (2) a model scoring mechanism with visual hints for interactive model refinement, and (3) flexible approaches for handling heterogeneous data. Various real-world data examples are given.","https://ieeexplore.ieee.org/document/8585647/","LOCKED","8585647","Visual Analytics and Imaging Lab, Stony Brook University","Visual Analytics and Imaging Lab, Stony Brook University","https://ieeexplore.ieee.org/author/37085621793","1","Jun Wang","37085621793","","","","","","","","","","","","","Visual Analytics and Imaging Lab, Stony Brook University","Visual Analytics and Imaging Lab, Stony Brook University","https://ieeexplore.ieee.org/author/37273119700","2","Klaus Mueller","37273119700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585647","602","161","https://ieeexplore.ieee.org/document/8585647/","Visual knowledge discovery","Causality","Hypothesis testing","Visual evidence","High-dimensional data","","","","","Analytical models","Data models","Data visualization","Visual analytics","Inference algorithms","Correlation","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585647","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","43","151","Visual Causality Analysis Made Practical"
"Significant events are often discussed and spread through social media, involving many people. Reposting activities and opinions expressed in social media offer good opportunities to understand the evolution of events. However, the dynamics of reposting activities and the diversity of user comments pose challenges to understand event-related social media data. We propose E-Map, a visual analytics approach that uses map-like visualization tools to help multi-faceted analysis of social media data on a significant event and in-depth understanding of the development of the event. E-Map transforms extracted keywords, messages, and reposting behaviors into map features such as cities, towns, and rivers to build a structured and semantic space for users to explore. It also visualizes complex posting and reposting behaviors as simple trajectories and connections that can be easily followed. By supporting multi-level spatial temporal exploration, E-Map helps to reveal the patterns of event development and key players in an event, disclosing the ways they shape and affect the development of the event. Two cases analysing real-world events confirm the capacities of E-Map in facilitating the analysis of event evolution with social media data.","https://ieeexplore.ieee.org/document/8585638/","LOCKED","8585638","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","https://ieeexplore.ieee.org/author/37085387892","1","Siming Chen","37085387892","","","","","","","","","","","","","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","https://ieeexplore.ieee.org/author/37086146756","2","Shuai Chen","37086146756","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","https://ieeexplore.ieee.org/author/37086558503","3","Lijing Lin","37086558503","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","Key Laboratory of Machine Perception (Ministry of Education) and School of EECS, Peking University, China","https://ieeexplore.ieee.org/author/37403856700","4","Xiaoru Yuan","37403856700","Faculty of Engineer and Information Technology, The University of Technology, Sydney, Australia","Faculty of Engineer and Information Technology, The University of Technology, Sydney, Australia","https://ieeexplore.ieee.org/author/37085343774","5","Jie Liang","37085343774","College of Information Sciences and Technology, Pennsylvania State University, USA","College of Information Sciences and Technology, Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37086547462","6","Xiaolong Zhang","37086547462","","","","","","","","","","","","","","","","","","","","","","","","","17","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585638","871","47","https://ieeexplore.ieee.org/document/8585638/","Social Media","Event Analysis","Map-like Visual Metaphor","Spatial Temporal Visual Analytics","","","","","","Visual analytics","Twitter","Rivers","Data visualization","Urban areas","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585638","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","44","36","E-Map: A Visual Analytics Approach for Exploring Significant Event Evolutions in Social Media"
"Social media data bear valuable insights regarding events that occur around the world. Events are inherently temporal and spatial. Existing visual text analysis systems have focused on detecting and analyzing past and ongoing events. Few have leveraged social media information to look for events that may occur in the future. In this paper, we present an interactive visual analytic system, CrystalBall, that automatically identifies and ranks future events from Twitter streams. CrystalBall integrates new methods to discover events with interactive visualizations that permit sensemaking of the identified future events. Our computational methods integrate seven different measures to identify and characterize future events, leveraging information regarding time, location, social networks, and the informativeness of the messages. A visual interface is tightly coupled with the computational methods to present a concise summary of the possible future events. A novel connection graph and glyphs are designed to visualize the characteristics of the future events. To demonstrate the efficacy of CrystalBall in identifying future events and supporting interactive analysis, we present multiple case studies and validation studies on analyzing events derived from Twitter data.","https://ieeexplore.ieee.org/document/8585658/","LOCKED","8585658","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/38236879300","1","Isaac Cho","38236879300","","","","","","","","","","","","","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37086557669","2","Ryan Wesslen","37086557669","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37586579000","3","Svitlana Volkova","37586579000","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","University of North Carolina at Charlotte","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37606064200","5","Wenwen Dou","37606064200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585658","538","35","https://ieeexplore.ieee.org/document/8585658/","Social media analysis","Event detection and analysis","visual analytics","","","","","","","Twitter","Visual analytics","Event detection","Law enforcement","Time measurement","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585658","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","45","25","CrystalBall: A Visual Analytic System for Future Event Discovery and Analysis from Social Media Data"
