"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Applications of visualization techniques that facilitate comparison of simulation and field datasets of seafloor hydrothermal plumes are demonstrated in order to explore and confirm theories of plume behavior. In comparing these datasets, there is no one-to-one correspondence. We show the comparison by performing quantitative capturing of large scale observable features. The comparisons are needed not only to improve the relevance of the simulations to the field observations, but also to enable real time adjustment of shipboard data collection systems. Our approach for comparing simulation and field datasets is to use skeletonization and centerline representation. Features representing plumes are skeletonized. Skeleton points are used to construct a centerline and to quantify plume properties on planes normal to the centerline. These skeleton points are further used to construct an idealized cone representing a plume isosurface. The difference between the plume feature and the cone is identified as protrusions of turbulent eddies. Comparison of the simulation and field data sets through these abstractions illustrates how these abstractions characterize a plume.","https://ieeexplore.ieee.org/document/885737/","LOCKED","885737","Inst. of Marine & Coastal Sci., Rutgers Univ., New Brunswick, NJ, USA","https://ieeexplore.ieee.org/author/37282733100","1","K.G. Bemis","37282733100","https://ieeexplore.ieee.org/author/37274132700","2","D. Silver","37274132700","https://ieeexplore.ieee.org/author/37282733200","3","P.A. Rona","37282733200","https://ieeexplore.ieee.org/author/38021818900","4","Chengwei Feng","38021818900","","","","","","","","","","","","","","","","","4","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885737","484","Computer aided software engineering","Computational modeling","Data visualization","Acoustic imaging","Oceans","Sea floor","Skeleton","Vents","Instruments","Atmospheric modeling","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885737","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","45","481","Case study: a methodology for plume visualization with application to real-time acquisition and navigation"
"Visualization algorithms have seen substantial improvements in the past several years. However, very few algorithms have been developed for directly studying data in dimensions higher than three. Most algorithms require a sampling in three-dimensions before applying any visualization algorithms. This sampling typically ignores vital features that may be present when examined in oblique cross-sections, and places an undo burden on system resources when animation through additional dimensions is desired. For time-varying data of large data sets, smooth animation is desired at interactive rates. We provide a fast Marching Cubes like algorithm for hypercubes of any dimension. To support this, we have developed a new algorithm to automatically generate the isosurface and triangulation tables for any dimension. This allows the efficient calculation of 4D isosurfaces, which can be interactively sliced to provide smooth animation or slicing through oblique hyperplanes. The former allows for smooth animation in a very compressed format. The latter provide better tools to study time-evolving features as they move downstream. We also provide examples in using this technique to show interval volumes or the sensitivity of a particular isovalue threshold.","https://ieeexplore.ieee.org/document/885704/","LOCKED","885704","Silicon Graphics Comput. Syst., Mountain View, CA, USA","https://ieeexplore.ieee.org/author/37284272700","1","P. Bhaniramka","37284272700","https://ieeexplore.ieee.org/author/37284274100","2","R. Wenger","37284274100","https://ieeexplore.ieee.org/author/37284273900","3","R. Crawfis","37284273900","","","","","","","","","","","","","","","","","","","","","34","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885704","273","Isosurfaces","Animation","Sampling methods","Piecewise linear techniques","Silicon","Information science","Interpolation","","","","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885704","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","46","267","Isosurfacing in higher dimensions"
"We present a new technique for extracting regions of interest (ROI) applying a local watershed transformation. The proposed strategy for computing catchment basins in a given region of interest is based on a rain-falling simulation. Unlike the standard watershed algorithms, which flood the complete (gradient magnitude of an) image, the proposed approach allows us to perform this task locally. Thus, a controlled region growth is performed, saving time and reducing the memory requirement especially when applied on volume data. A second problem arising from the standard watershed transformation is the over-segmented result and the lack of sound criteria for merging the computed basins. For overcoming this drawback, we present a basin-merging strategy introducing four criteria for merging adjacent basins. The threshold values applied in this strategy are derived from the user input and match rather the attributes of the selected object than of all objects in the image. In doing so, the user is not required to adjust abstract numbers, but to simply select a coarse region of interest. Moreover, the proposed algorithm is not limited to the 2D case. As we show in this work, it is suitable for volume data processing as well. Finally, we present the results of applying the proposed approach on several example images and volume data sets.","https://ieeexplore.ieee.org/document/885672/","LOCKED","885672","WSI/GRIS, Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37730629300","1","S.L. Stoev","37730629300","https://ieeexplore.ieee.org/author/37356207300","2","W. Strasser","37356207300","","","","","","","","","","","","","","","","","","","","","","","","","9","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885672","28","Image segmentation","Floods","Image processing","Computer vision","Pixel","Computational modeling","Merging","Biomedical imaging","Data visualization","Gray-scale","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885672","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","47","21","Extracting regions of interest applying a local watershed transformation"
"WEAVE (Workbench Environment for Analysis and Visual Exploration) is an environment for creating interactive visualization applications. WEAVE differs from previous systems in that it provides transparent linking between custom 3D visualizations and multidimensional statistical representations, and provides interactive color brushing between all visualizations. The authors demonstrate how WEAVE can be used to rapidly prototype a biomedical application, weaving together simulation data, measurement data, and 3D anatomical data concerning the propagation of excitation in the heart. These linked statistical and custom three-dimensional visualizations of the heart can allow scientists to more effectively study the correspondence of structure and behavior.","https://ieeexplore.ieee.org/document/885739/","LOCKED","885739","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37378534100","1","D.L. Gresh","37378534100","https://ieeexplore.ieee.org/author/37332114400","2","B.E. Rogowitz","37332114400","https://ieeexplore.ieee.org/author/37330343000","3","R.L. Winslow","37330343000","https://ieeexplore.ieee.org/author/37443860200","4","D.F. Scollan","37443860200","https://ieeexplore.ieee.org/author/38021754100","5","C.K. Yung","38021754100","","","","","","","","","","","","","33","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885739","492","Joining processes","Data visualization","Heart","Medical simulation","Biomedical measurements","Computational modeling","Extraterrestrial measurements","Couplings","Biomedical engineering","Multidimensional systems","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885739","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","48","489","WEAVE: a system for visually linking 3-D and statistical visualizations applied to cardiac simulation and measurement data"
"The paper describes the effective real-time visualization of the clear-up operation of a former US nuclear submarine base, located in Holy Loch, Scotland. The Whole Field Modelling System has provided an extremely accurate real-time visualization of a large number of varying parameters such as remotely operated vehicles, cranes, barges, grabs, magnets, and detailed seabed topography. The system has improved the field staffs' spatial and temporal awareness of the underwater environment and facilitated decision-making within the complex offshore working environment.","https://ieeexplore.ieee.org/document/885743/","LOCKED","885743","Sonar Res. & Dev. Ltd., Beverley, UK","https://ieeexplore.ieee.org/author/37364789000","1","P. Chapman","37364789000","https://ieeexplore.ieee.org/author/37368030400","2","D. Wills","37368030400","https://ieeexplore.ieee.org/author/37373315000","3","P. Stevens","37373315000","https://ieeexplore.ieee.org/author/37372177500","4","G. Brookes","37372177500","","","","","","","","","","","","","","","","","1","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885743","508","Visualization","Boats","Sonar","Computer graphics","Underwater vehicles","Real time systems","Remotely operated vehicles","Cranes","Wires","Transducers","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885743","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","49","505","Real-time visualization of the clear-up of a former US naval base"
"A standard way to segment medical imaging datasets is by tracing contours around regions of interest in parallel planar slices. Unfortunately, the standard methods for reconstructing three dimensional surfaces from those planar contours tend to be either complicated or not very robust. Furthermore, they fail to consistently mesh abutting structures which share portions of contours. We present a novel, straight-forward algorithm for accurately and automatically reconstructing surfaces from planar contours. Our algorithm is based on scanline rendering and separating surface extraction. By rendering the contours as distinctly colored polygons and reading back each rendered slice into a segmented volume, we reduce the complex problem of building a surface from planar contours to the much simpler problem of extracting separating surfaces from a classified volume. Our scanline surfacing algorithm robustly handles complex surface topologies such as bifurcations, embedded features and abutting surfaces.","https://ieeexplore.ieee.org/document/885706/","LOCKED","885706","Sch. of Comput., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37337510400","1","D. Weinstein","37337510400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885706","289","Surface reconstruction","Biological system modeling","Image segmentation","Biomedical imaging","Image reconstruction","Biology computing","Electrical capacitance tomography","Solid modeling","Magnetic resonance imaging","Labeling","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885706","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","50","283","Scanline surfacing: building separating surfaces from planar contours"
"One of the main research topics in scientific visualization is to ""visualize the appropriate features"" of a certain structure or data set. Geodesics are very important in geometry and physics, but there is one major problem which prevents scientists from using them as a visualization tool: the differential equations for geodesics are very complicated and in most cases numerical algorithms must be used. There is always a certain approximation error involved. How can you be sure to visualize the features and not only the approximation quality. The paper presents an algorithm to overcome this problem. It consists of two parts. In the first, a geometric method for the construction of geodesics of arbitrary surfaces is introduced. This method is based on the fundamental property that geodesics are a generalization of straight lines on plains. In the second part these geodesics are used to generate local nets on the surfaces.","https://ieeexplore.ieee.org/document/885710/","LOCKED","885710","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282721800","1","I. Hotz","37282721800","https://ieeexplore.ieee.org/author/37282578800","2","H. Hagen","37282578800","","","","","","","","","","","","","","","","","","","","","","","","","5","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885710","318","Data visualization","Geometry","Physics","Differential equations","Computer science","Approximation error","Acceleration","Testing","Character generation","","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885710","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","51","311","Visualizing geodesics"
"Scaling of simulations challenges the effectiveness of conventional visualization methods. This problem becomes two-fold for mesoscale weather models that operate in near-real-time at cloud-scale resolution. For example, typical approaches to vector field visualization (e.g., wind) are based upon global methods, which may not illustrate detailed structure. In addition, such computations employ multi-resolution meshes to capture small-scale phenomena, which are not properly reflected in both vector and scalar realizations. To address the former critical point analysis and simple bandpass filtering of wind fields is employed for better seed point identification of streamline calculations. For the latter, an encapsulation of nested computational meshes is developed for general realization. It is then combined with the seed point calculation for an improved vector visualization of multi-resolution weather forecasting data.","https://ieeexplore.ieee.org/document/885745/","LOCKED","885745","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","1","L.A. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885745","516","Data visualization","Computational modeling","Atmospheric modeling","Grid computing","Wind","Weather forecasting","Multiresolution analysis","Application software","Predictive models","Animation","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885745","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","52","513","Multi-resolution visualization techniques for nested weather models"
"Multi-dimensional entities are modeled, displayed and understood with a new algorithm vectorizing data of any dimensionality. This algorithm is called SBP; it is a vectorized generalization of parallel coordinates. Classic geometries of any dimensionality can be demonstrated to facilitate perception and understanding of the shapes generated by this algorithm. SBP images of a 4D line, a circle and 3D and 4D spherical helices are shown. A strategy for synthesizing multi-dimensional models matching multi-dimensional data is presented. Current applications include data mining; modeling data-defined structures of scientific interest such as protein structure and Calabi-Yau figures as multi-dimensional geometric entities; generating vector-fused data signature fingerprints of classic frequency spectra that identify substances; and treating complex targets as multi-dimensional entities for automatic target recognition. SBP vector data signatures apply to all pattern recognition problems.","https://ieeexplore.ieee.org/document/885708/","LOCKED","885708","Dept. of Comput. Sci., Utah Univ., Salt Lake City, UT, USA","https://ieeexplore.ieee.org/author/37435878200","1","R.R. Johnson","37435878200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885708","302","Data visualization","Geometry","Shape","Data mining","Solid modeling","Proteins","Fingerprint recognition","Frequency","Target recognition","Pattern recognition","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885708","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","53","297","Visualization of multi-dimensional data with vector-fusion"
"In 1998 we introduced the idea for a project we call the Office of the Future. Our long-term vision is to provide a better every-day working environment, with high-fidelity scene reconstruction for life-sized 3D tele-collaboration. In particular, we want a true sense of presence with our remote collaborator and their real surroundings. The challenges related to this vision are enormous and involve many technical tradeoffs. This is true in particular for scene reconstruction. Researchers have been striving to achieve real-time approaches, and while they have made respectable progress, the limitations of conventional technologies relegate them to relatively low resolution in a restricted volume. We present a significant step toward our ultimate goal, via a slightly different path. In lieu of low-fidelity dynamic scene modeling we present an exceedingly high fidelity reconstruction of a real but static office. By assembling the best of available hardware and software technologies in static scene acquisition, modeling algorithms, rendering, tracking and stereo projective display, we are able to demonstrate a portal to a real office, occupied today by a mannequin, and in the future by a real remote collaborator. We now have both a compelling sense of just how good it could be, and a framework into which we will later incorporate dynamic scene modeling, as we continue to head toward our ultimate goal of 3D collaborative telepresence.","https://ieeexplore.ieee.org/document/885712/","LOCKED","885712","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","","1","Wei-Chao Wen","","https://ieeexplore.ieee.org/author/37298881100","2","H. Towles","37298881100","https://ieeexplore.ieee.org/author/37347602300","3","L. Nyland","37347602300","https://ieeexplore.ieee.org/author/37300645000","4","G. Welch","37300645000","https://ieeexplore.ieee.org/author/37285537200","5","H. Fuchs","37285537200","","","","","","","","","","","","","0","39","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885712","333","Portals","Layout","Displays","Image reconstruction","Collaborative software","Collaboration","Computer science","Collaborative work","Assembly","Hardware","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885712","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","54","327","Toward a compelling sensation of telepresence: demonstrating a portal to a distant (static) office"
"Richly expressive information visualizations are difficult to design and rarely found. Few software tools can generate multidimensional visualizations at all, let alone incorporate artistic detail. Although, it is a great efficiency to reuse these visualizations with new data, the associated artistic detail is rarely reusable. The Relational Visualization Notation is a new technique and toolkit for specifying highly expressive graphical representations of data without traditional programming. We seek to discover the accessible power of this notation, both its graphical expressiveness and its ease of re-use. Towards this end we have used the system to reconstruct Minard's visualization of Napoleon's Russian campaign of 1812. The resulting image is strikingly similar to the original, and the design is straightforward to construct. Furthermore, the design permitted by the notation can be directly reused to visualize Hitler's WWII defeat before Moscow. This experience leads us to believe that artistically expressive visualizations can be made to be reusable.","https://ieeexplore.ieee.org/document/885676/","LOCKED","885676","11 Wild Plum Court, Stafford, CA, USA","","1","M.C. Humphrey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885676","60","Data visualization","Temperature","Cities and towns","Graphics","Geography","Rivers","Software tools","Multidimensional systems","Image reconstruction","History","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885676","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","55","53","Creating reusable visualizations with the Relational Visualization Notation"
"The techniques for reducing the size of a volume dataset by preserving both the geometrical/topological shape and the information encoded in an attached scalar field are attracting growing interest. Given the framework of incremental 3D mesh simplification based on edge collapse, we propose an approach for the integrated evaluation of the error introduced by both the modification of the domain and the approximation of the field of the original volume dataset. We present and compare various techniques to evaluate the approximation error or to produce a sound prediction. A flexible simplification tool has been implemented, which provides a different degree of accuracy and computational efficiency for the selection of the edge to be collapsed. Techniques for preventing a geometric or topological degeneration of the mesh are also presented.","https://ieeexplore.ieee.org/document/885680/","LOCKED","885680","Ist. Sci. e Tecnol. dell'Inf., CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37265783400","1","P. Cignoni","37265783400","https://ieeexplore.ieee.org/author/38015245400","2","D. Costanza","38015245400","https://ieeexplore.ieee.org/author/37265786500","3","C. Montani","37265786500","https://ieeexplore.ieee.org/author/37333160000","4","C. Rocchini","37333160000","https://ieeexplore.ieee.org/author/37270887900","5","R. Scopigno","37270887900","","","","","","","","","","","","","31","2","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885680","92","Approximation error","Data visualization","Shape","Computational efficiency","Interpolation","Geometry","Topology","Scattering","Iterative methods","","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885680","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","56","85","Simplification of tetrahedral meshes with accurate error evaluation"
"We present an algorithm for compressing 2D vector fields that preserves topology. Our approach is to simplify the given data set using constrained clustering. We employ different types of global and local error metrics including the earth mover's distance metric to measure the degradation in topology as well as weighted magnitude and angular errors. As a result, we obtain precise error bounds in the compressed vector fields. Experiments with both analytic and simulated data sets are presented. Results indicate that one can obtain significant compression with low errors without losing topology information.","https://ieeexplore.ieee.org/document/885714/","LOCKED","885714","Dept. of Comput. Sci., California Univ., Santa Cruz, CA, USA","https://ieeexplore.ieee.org/author/37298532100","1","S.K. Lodha","37298532100","https://ieeexplore.ieee.org/author/37658638100","2","J.C. Renteria","37658638100","https://ieeexplore.ieee.org/author/38015336900","3","K.M. Roskin","38015336900","","","","","","","","","","","","","","","","","","","","","24","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885714","350","Topology","Visualization","Clustering algorithms","Computer errors","Compression algorithms","Earth","Degradation","Data analysis","Analytical models","Streaming media","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885714","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","57","343","Topology preserving compression of 2D vector fields"
"As the size and complexity of data sets continues to increase, the development of user interfaces and interaction techniques that expedite the process of exploring that data must receive new attention. Regardless of the speed of rendering, it is important to coherently organize the visual process of exploration: this information both grants insights about the data to a user and can be used by collaborators to understand the results. To fulfil these needs, we present a spreadsheet-like interface to data exploration. The interface displays a 2-dimensional window into visualization parameter space which users manipulate as they search for desired results. Through tabular organization and a clear correspondence between parameters and results, the interface eases the discovery, comparison and analysis of the underlying data. Users can utilize operators and the integrated interpreter to further explore and automate the visualization process; using a method introduced in this paper, these operations can be applied to cells in different stacks of the interface. Via illustrations using a variety of data sets, we demonstrate the efficacy of this novel interface.","https://ieeexplore.ieee.org/document/885678/","LOCKED","885678","Dept. of Comput. Sci., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/38275083200","1","T.J. Jankun-Kelly","38275083200","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","20","10","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885678","76","Data visualization","User interfaces","Computer science","Rendering (computer graphics)","Displays","Computer graphics","Image processing","Collaboration","Chromium","Graphical user interfaces","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885678","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","58","69","A spreadsheet interface for visualization exploration"
"Very large irregular-grid data sets are represented as tetrahedral meshes and may incur significant disk I/O access overhead in the rendering process. An effective way to alleviate the disk I/O overhead associated with rendering a large tetrahedral mesh is to reduce the I/O bandwidth requirement through compression. Existing tetrahedral mesh compression algorithms focus only on compression efficiency and cannot be readily integrated into the mesh rendering process, and thus demand that a compressed tetrahedral mesh be decompressed before it can be rendered into a 2D image. This paper presents an integrated tetrahedral mesh compression and rendering algorithm called Gatun, which allows compressed tetrahedral meshes to be rendered incrementally as they are being decompressed, thus leading to an efficient irregular grid rendering pipeline. Both compression and rendering algorithms in Gatun exploit the same local connectivity information among adjacent tetrahedra, and thus can be tightly integrated into a unified implementation framework. Our tetrahedral compression algorithm is specifically designed to facilitate the integration with an irregular grid renderer without any compromise in compression efficiency. A unique performance advantage of Gatun is its ability to reduce the runtime memory footprint requirement by releasing memory allocated to tetrahedra as early as possible.","https://ieeexplore.ieee.org/document/885682/","LOCKED","885682","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37558175900","1","Chuan-Kai Yang","37558175900","https://ieeexplore.ieee.org/author/37282510200","2","T. Mitra","37282510200","https://ieeexplore.ieee.org/author/37273336700","3","Tzi-Cker Chiueh","37273336700","","","","","","","","","","","","","","","","","","","","","4","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885682","108","Rendering (computer graphics)","Image coding","Compression algorithms","Bandwidth","Algorithm design and analysis","Streaming media","Head","Lead compounds","Pipelines","Chromium","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885682","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","59","101","On-the-fly rendering of losslessly compressed irregular volume data"
"Topology analysis of plane, turbulent vector fields results in visual clutter caused by critical points indicating vortices of finer and finer scales. A simplification can be achieved by merging critical points within a prescribed radius into higher order critical points. After building clusters containing the singularities to merge, the method generates a piecewise linear representation of the vector field in each cluster containing only one (higher order) singularity. Any visualization method can be applied to the result after this process. Using different maximal distances for the critical points to be merged results in a hierarchy of simplified vector fields that can be used for analysis on different scales.","https://ieeexplore.ieee.org/document/885716/","LOCKED","885716","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282575100","1","X. Tricoche","37282575100","https://ieeexplore.ieee.org/author/37282574800","2","G. Scheuermann","37282574800","https://ieeexplore.ieee.org/author/37282578800","3","H. Hagen","37282578800","","","","","","","","","","","","","","","","","","","","","51","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885716","366","Topology","Vectors","Data visualization","Piecewise linear techniques","Computational fluid dynamics","Computer science","Merging","Fluid flow measurement","Mechanical variables measurement","Data engineering","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885716","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","60","359","A topology simplification method for 2D vector fields"
"Large area tiled displays are gaining popularity for use in collaborative immersive virtual environments and scientific visualization. While recent work has addressed the issues of geometric registration, rendering architectures, and human interfaces, there has been relatively little work on photometric calibration in general, and photometric non-uniformity in particular. For example, as a result of differences in the photometric characteristics of projectors, the color and intensity of a large area display varies from place to place. Further, the imagery typically appears brighter at the regions of overlap between adjacent projectors. We analyze and classify the causes of photometric non-uniformity in a tiled display. We then propose a methodology for determining corrections designed to achieve uniformity, that can correct for the photometric variations across a tiled projector display in real time using per channel color look-up-tables (LUT).","https://ieeexplore.ieee.org/document/885684/","LOCKED","885684","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37408075400","1","A. Majumder","37408075400","https://ieeexplore.ieee.org/author/38024209800","2","Zhu He","38024209800","https://ieeexplore.ieee.org/author/37298881100","3","H. Towles","37298881100","https://ieeexplore.ieee.org/author/37300645000","4","G. Welch","37300645000","","","","","","","","","","","","","","","","","56","8","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885684","124","Displays","Photometry","Collaborative work","Virtual environment","Visualization","Rendering (computer graphics)","Humans","Calibration","Color","Table lookup","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885684","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","61","117","Achieving color uniformity across multi-projector displays"
