"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Diffusion tensor imaging (DTI) of the human brain, coupled with tractography techniques, enable the extraction of large- collections of three-dimensional tract pathways per subject. These pathways and pathway bundles represent the connectivity between different brain regions and are critical for the understanding of brain related diseases. A flexible and efficient GPU-based rendering technique for DTI tractography data is presented that addresses common performance bottlenecks and image-quality issues, allowing interactive render rates to be achieved on commodity hardware. An occlusion query-based pathway LoD management system for streamlines/streamtubes/tuboids is introduced that optimizes input geometry, vertex processing, and fragment processing loads, and helps reduce overdraw. The tuboid, a fully-shaded streamtube impostor constructed entirely on the GPU from streamline vertices, is also introduced. Unlike full streamtubes and other impostor constructs, tuboids require little to no preprocessing or extra space over the original streamline data. The supported fragment processing levels of detail range from texture-based draft shading to full raycast normal computation, Phong shading, environment mapping, and curvature-correct text labeling. The presented text labeling technique for tuboids provides adaptive, aesthetically pleasing labels that appear attached to the surface of the tubes. Furthermore, an occlusion query aggregating and scheduling scheme for tuboids is described that reduces the query overhead. Results for a tractography dataset are presented, and demonstrate that LoD-managed tuboids offer benefits over traditional streamtubes both in performance and appearance.","https://ieeexplore.ieee.org/document/4376178/","LOCKED","4376178","Calit2, University of California, Irvine","https://ieeexplore.ieee.org/author/37967789400","1","Vid Petrovic","37967789400","University of California, Irvine","https://ieeexplore.ieee.org/author/37949613300","2","James Fallon","37949613300","Calit2, University of California, San Diego","https://ieeexplore.ieee.org/author/37282967400","3","Falko Kuester","37282967400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","1","Journals","10.1109/TVCG.2007.70532","1495","https://ieeexplore.ieee.org/document/4376178/","Tuboids","streamtubes","interactive gpu-centric rendering","neuronal pathways.","","","","","","","Visualization","Diffusion tensor imaging","Streaming media","Labeling","Humans","Data mining","Diseases","Rendering (computer graphics)","Computer graphics","Hardware","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376178","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","64","1488","Visualizing Whole-Brain DTI Tractography with GPU-based Tuboids and LoD Management","13"
"This paper describes a novel method for creating surface models of multi-material components using dual energy computed tomography (DECT). The application scenario is metrology and dimensional measurement in industrial high resolution 3D X-ray computed tomography (3DCT). Based on the dual source / dual exposure technology this method employs 3DCT scans of a high precision micro-focus and a high energy macro-focus X-ray source. The presented work makes use of the advantages of dual X-ray exposure technology in order to facilitate dimensional measurements of multi-material components with high density material within low density material. We propose a workflow which uses image fusion and local surface extraction techniques: a prefiltering step reduces noise inherent in the data. For image fusion the datasets have to be registered. In the fusion step the benefits of both scans are combined. The structure of the specimen is taken from the low precision, blurry, high energy dataset while the sharp edges are adopted and fused into the resulting image from the high precision, crisp, low energy dataset. In the final step a reliable surface model is extracted from the fused dataset using a local adaptive technique. The major contribution of this paper is the development of a specific workflow for dimensional measurements of multi-material industrial components, which takes two X-ray CT datasets with complementary strengths and weaknesses into account. The performance of the workflow is discussed using a test specimen as well as two real world industrial parts. As result, a significant improvement in overall measurement precision, surface geometry and mean deviation to reference measurement compared to single exposure scans was facilitated.","https://ieeexplore.ieee.org/document/4376182/","LOCKED","4376182","Upper Austrian Univ. of Appl. Sci., Wels","https://ieeexplore.ieee.org/author/37400391300","1","Christoph Heinzl","37400391300","Upper Austrian Univ. of Appl. Sci., Wels","https://ieeexplore.ieee.org/author/37947609000","2","Johann Kastner","37947609000","","https://ieeexplore.ieee.org/author/37284271200","3","Eduard Gröller","37284271200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","2","Journals","10.1109/TVCG.2007.70598","1527","https://ieeexplore.ieee.org/document/4376182/","DECT image fusion","local surface extraction","Dual Energy CT","metrology","dimensional measurement","variance comparison.","","","","","Metrology","Computed tomography","X-ray imaging","Image fusion","Computer industry","Energy resolution","Density measurement","Data mining","Noise reduction","Testing","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376182","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","65","1520","Surface Extraction from Multi-Material Components for Metrology using Dual Energy CT","13"
"In many domains, increased collaboration has lead to more innovation by fostering the sharing of knowledge, skills, and ideas. Shared analysis of information visualizations does not only lead to increased information processing power, but team members can also share, negotiate, and discuss their views and interpretations on a dataset and contribute unique perspectives on a given problem. Designing technologies to support collaboration around information visualizations poses special challenges and relatively few systems have been designed. We focus on supporting small groups collaborating around information visualizations in a co-located setting, using a shared interactive tabletop display. We introduce an analysis of challenges and requirements for the design of co-located collaborative information visualization systems. We then present a new system that facilitates hierarchical data comparison tasks for this type of collaborative work. Our system supports multi-user input, shared and individual views on the hierarchical data visualization, flexible use of representations, and flexible workspace organization to facilitate group work around visualizations.","https://ieeexplore.ieee.org/document/4376145/","LOCKED","4376145","Univ. of Calgary, Calgary","https://ieeexplore.ieee.org/author/37591317800","1","Petra Isenberg","37591317800","Univ. of Calgary, Calgary","https://ieeexplore.ieee.org/author/37285000100","2","Sheelagh Carpendale","37285000100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","0","Journals","10.1109/TVCG.2007.70568","1239","https://ieeexplore.ieee.org/document/4376145/","Information visualization","collaboration","co-located work","hierarchical data comparison","","","","","","","Collaboration","Collaborative work","Data visualization","Information analysis","Collaborative tools","Biomedical imaging","Data analysis","Technological innovation","Information processing","Displays","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376145","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","66","1232","Interactive Tree Comparison for Co-located Collaborative Information Visualization","13"
"With the exponential growth in size of geometric data, it is becoming increasingly important to make effective use of multilevel caches, limited disk storage, and bandwidth. As a result, recent work in the visualization community has focused either on designing sequential access compression schemes or on producing cache-coherent layouts of (uncompressed) meshes for random access. Unfortunately combining these two strategies is challenging as they fundamentally assume conflicting modes of data access. In this paper, we propose a novel order-preserving compression method that supports transparent random access to compressed triangle meshes. Our decompression method selectively fetches from disk, decodes, and caches in memory requested parts of a mesh. We also provide a general mesh access API for seamless mesh traversal and incidence queries. While the method imposes no particular mesh layout, it is especially suitable for cache-oblivious layouts, which minimize the number of decompression I/O requests and provide high cache utilization during access to decompressed, in-memory portions of the mesh. Moreover, the transparency of our scheme enables improved performance without the need for application code changes. We achieve compression rates on the order of 20:1 and significantly improved I/O performance due to reduced data transfer. To demonstrate the benefits of our method, we implement two common applications as benchmarks. By using cache-oblivious layouts for the input models, we observe 2-6 times overall speedup compared to using uncompressed meshes.","https://ieeexplore.ieee.org/document/4376184/","LOCKED","4376184","Korea Advanced Institute of Science and Technology (KAIST)","https://ieeexplore.ieee.org/author/37066068100","1","Sung-eui Yoon","37066068100","Lawrence Livermore National Laboratory","https://ieeexplore.ieee.org/author/37269320000","2","Peter Lindstrom","37269320000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","Journals","10.1109/TVCG.2007.70585","1543","https://ieeexplore.ieee.org/document/4376184/","Mesh compression","random access","cache-coherent layouts","mesh data structures","external memory algorithms","","","","","","Bandwidth","Data visualization","Data structures","Memory management","Delay","Space technology","Cache storage","Decoding","Computer displays","Computational modeling","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376184","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","67","1536","Random-Accessible Compressed Triangle Meshes","13"
"Treemaps provide an interesting solution for representing hierarchical data. However, most studies have mainly focused on layout algorithms and paid limited attention to the interaction with treemaps. This makes it difficult to explore large data sets and to get access to details, especially to those related to the leaves of the trees. We propose the notion of zoomable treemaps (ZTMs), an hybridization between treemaps and zoomable user interfaces that facilitates the navigation in large hierarchical data sets. By providing a consistent set of interaction techniques, ZTMs make it possible for users to browse through very large data sets (e.g., 700,000 nodes dispatched amongst 13 levels). These techniques use the structure of the displayed data to guide the interaction and provide a way to improve interactive navigation in treemaps.","https://ieeexplore.ieee.org/document/4376147/","LOCKED","4376147","Univ. of Grenoble 1, Grenoble","https://ieeexplore.ieee.org/author/37945254300","1","Renaud Blanch","37945254300","","https://ieeexplore.ieee.org/author/38342554600","2","Eric Lecolinet","38342554600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","1","Journals","10.1109/TVCG.2007.70540","1253","https://ieeexplore.ieee.org/document/4376147/","Information visualization","multi-scale interaction","structure-aware navigation","zoomable treemaps.","","","","","","","Navigation","User interfaces","Tree graphs","Data visualization","File systems","Filling","Layout","","","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376147","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","68","1248","Browsing Zoomable Treemaps: Structure-Aware Multi-Scale Navigation Techniques","13"
"In interfaces that provide multiple visual information resolutions (VIR), low-VIR overviews typically sacrifice visual details for display capacity, with the assumption that users can select regions of interest to examine at higher VI Rs. Designers can create low VIRs based on multi-level structure inherent in the data, but have little guidance with single-level data. To better guide design tradeoff between display capacity and visual target perceivability, we looked at overview use in two multiple-VIR interfaces with high-VIR displays either embedded within, or separate from, the overviews. We studied two visual requirements for effective overview and found that participants would reliably use the low-VIR overviews only when the visual targets were simple and had small visual spans. Otherwise, at least 20% chose to use the high-VIR view exclusively. Surprisingly, neither of the multiple-VIR interfaces provided performance benefits when compared to using the high-VIR view alone. However, we did observe benefits in providing side-by-side comparisons for target matching. We conjecture that the high cognitive load of multiple-VIR interface interactions, whether real or perceived, is a more considerable barrier to their effective use than was previously considered.","https://ieeexplore.ieee.org/document/4376151/","LOCKED","4376151","Univ. of British Columbia, Vancouver","https://ieeexplore.ieee.org/author/37873130000","1","Heidi Lam","37873130000","IEEE Computer Society","https://ieeexplore.ieee.org/author/37349490300","2","Tamara Munzner","37349490300","IEEE Computer Society","https://ieeexplore.ieee.org/author/37587984100","3","Robert Kincaid","37587984100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","Journals","10.1109/TVCG.2007.70583","1285","https://ieeexplore.ieee.org/document/4376151/","Multiple resolutions","overview use","user study.","","","","","","","","Displays","Electronic mail","Data visualization","History","Object detection","Encoding","","","","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376151","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","69","1278","Overview Use in Multiple Visual Information Resolution Interfaces","13"
"We present a powerful framework for 3D-texture-based rendering of multiple arbitrarily intersecting volumetric datasets. Each volume is represented by a multi-resolution octree-based structure and we use out-of-core techniques to support extremely large volumes. Users define a set of convex polyhedral volume lenses, which may be associated with one or more volumetric datasets. The volumes or the lenses can be interactively moved around while the region inside each lens is rendered using interactively defined multi-volume shaders. Our rendering pipeline splits each lens into multiple convex regions such that each region is homogenous and contains a fixed number of volumes. Each such region is further split by the brick boundaries of the associated octree representations. The resulting puzzle of lens fragments is sorted in front-to-back or back-to-front order using a combination of a view-dependent octree traversal and a GPU-based depth peeling technique. Our current implementation uses slice-based volume rendering and allows interactive roaming through multiple intersecting multi-gigabyte volumes.","https://ieeexplore.ieee.org/document/4376190/","LOCKED","4376190","Bauhaus-Univ. Weimar, Weimar","https://ieeexplore.ieee.org/author/37442670800","1","John Plate","37442670800","Bauhaus-Univ. Weimar, Weimar","https://ieeexplore.ieee.org/author/37085973191","2","Thorsten Holtkaemper","37085973191","Bauhaus-Univ. Weimar, Weimar","https://ieeexplore.ieee.org/author/37282977500","3","Bernd Froehlich","37282977500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","Journals","10.1109/TVCG.2007.70534","1591","https://ieeexplore.ieee.org/document/4376190/","Multi-volume visualization","constructive solid geometry","shading","display algorithms","","","","","","","Lenses","Rendering (computer graphics)","Pipelines","Geometry","Spatial resolution","Petroleum","Graphics","Data visualization","Solids","Displays","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376190","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","70","1584","A Flexible Multi-Volume Shader Framework for Arbitrarily Intersecting Multi-Resolution Datasets","13"
"Spatializations represent non-spatial data using a spatial layout similar to a map. We present an experiment comparing different visual representations of spatialized data, to determine which representations are best for a non-trivial search and point estimation task. Primarily, we compare point-based displays to 2D and 3D information landscapes. We also compare a colour (hue) scale to a grey (lightness) scale. For the task we studied, point-based spatializations were far superior to landscapes, and 2D landscapes were superior to 3D landscapes. Little or no benefit was found for redundantly encoding data using colour or greyscale combined with landscape height. 3D landscapes with no colour scale (height-only) were particularly slow and inaccurate. A colour scale was found to be better than a greyscale for all display types, but a greyscale was helpful compared to height-only. These results suggest that point-based spatializations should be chosen over landscape representations, at least for tasks involving only point data itself rather than derived information about the data space.","https://ieeexplore.ieee.org/document/4376149/","LOCKED","4376149","University of Victoria","https://ieeexplore.ieee.org/author/37275861300","1","Melanie Tory","37275861300","University of Victoria","https://ieeexplore.ieee.org/author/37568763300","2","David Sprague","37568763300","University of Victoria","https://ieeexplore.ieee.org/author/37956239000","3","Fuqu Wu","37956239000","University of Victoria","https://ieeexplore.ieee.org/author/37952248400","4","Wing Yan So","37952248400","University of British Columbia","https://ieeexplore.ieee.org/author/37349490300","5","Tamara Munzner","37349490300","","","","","","","","","","","","","","","","","","","","","24","0","Journals","10.1109/TVCG.2007.70596","1269","https://ieeexplore.ieee.org/document/4376149/","Spatialization","Information Landscape","User Study","Numerosity","3D","2D","Colour","Greyscale","Surface","Points","Data visualization","Surface topography","Encoding","Surface fitting","Two dimensional displays","Visual databases","Three dimensional displays","Spatial databases","Fuel economy","Usability","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376149","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","71","1262","Spatialization Design: Comparing Points and Landscapes","13"
"We present a directed acyclic graph visualisation designed to allow interaction with a set of multiple classification trees, specifically to find overlaps and differences between groups of trees and individual trees. The work is motivated by the need to find a representation for multiple trees that has the space-saving property of a general graph representation and the intuitive parent-child direction cues present in individual representation of trees. Using example taxonomic data sets, we describe augmentations to the common barycenter DAG layout method that reveal shared sets of child nodes between common parents in a clearer manner. Other interactions such as displaying the multiple ancestor paths of a node when it occurs in several trees, and revealing intersecting sibling sets within the context of a single DAG representation are also discussed.","https://ieeexplore.ieee.org/document/4376153/","LOCKED","4376153","IEEE Computer Society","https://ieeexplore.ieee.org/author/37739295500","1","Martin Graham","37739295500","Napier Univ, Edinburgh","https://ieeexplore.ieee.org/author/37334180100","2","Jessie Kennedy","37334180100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","4","Journals","10.1109/TVCG.2007.70556","1301","https://ieeexplore.ieee.org/document/4376153/","Multiple trees","Directed Acyclic Graph.","","","","","","","","","Visualization","Tree graphs","Classification tree analysis","Tree data structures","Testing","Merging","Taxonomy","Feedback","History","Bibliographies","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376153","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","72","1294","Exploring Multiple Trees through DAG Representations","13"
"Multiple spatially-related videos are increasingly used in security, communication, and other applications. Since it can be difficult to understand the spatial relationships between multiple videos in complex environments (e.g. to predict a person's path through a building), some visualization techniques, such as video texture projection, have been used to aid spatial understanding. In this paper, we identify and begin to characterize an overall class of visualization techniques that combine video with 3D spatial context. This set of techniques, which we call contextualized videos, forms a design palette which must be well understood so that designers can select and use appropriate techniques that address the requirements of particular spatial video tasks. In this paper, we first identify user tasks in video surveillance that are likely to benefit from contextualized videos and discuss the video, model, and navigation related dimensions of the contextualized video design space. We then describe our contextualized video testbed which allows us to explore this design space and compose various video visualizations for evaluation. Finally, we describe the results of our process to identify promising design patterns through user selection of visualization features from the design space, followed by user interviews.","https://ieeexplore.ieee.org/document/4376188/","LOCKED","4376188","Center for HCI at Virginia Tech","https://ieeexplore.ieee.org/author/37601156200","1","Yi Wang","37601156200","Robert Bosch Research and Technology Center","https://ieeexplore.ieee.org/author/37391946800","2","David M. Krum","37391946800","Robert Bosch Research and Technology Center","https://ieeexplore.ieee.org/author/37875473700","3","Enylton M. Coelho","37875473700","Center for HCI at Virginia Tech","https://ieeexplore.ieee.org/author/37282977600","4","Doug A. Bowman","37282977600","","","","","","","","","","","","","","","","","","","","","","","","","","24","1","Journals","10.1109/TVCG.2007.70544","1575","https://ieeexplore.ieee.org/document/4376188/","situational awareness","videos","virtual environment models","design space","testbed design and evaluation.","","","","","","Videos","Context modeling","Visualization","Testing","Security","Space technology","Cameras","Buildings","Space exploration","Surveillance","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376188","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","73","1568","Contextualized Videos: Combining Videos with Environment Models to Support Situational Understanding","13"
"Hardware-accelerated volume rendering using the GPU is now the standard approach for real-time volume rendering, although limited graphics memory can present a problem when rendering large volume data sets. Volumetric compression in which the decompression is coupled to rendering has been shown to be an effective solution to this problem; however, most existing techniques were developed in the context of software volume rendering, and all but the simplest approaches are prohibitive in a real-time hardware-accelerated volume rendering context. In this paper we present a novel block-based transform coding scheme designed specifically with real-time volume rendering in mind, such that the decompression is fast without sacrificing compression quality. This is made possible by consolidating the inverse transform with dequantization in such a way as to allow most of the reprojection to be precomputed. Furthermore, we take advantage of the freedom afforded by offline compression in order to optimize the encoding as much as possible while hiding this complexity from the decoder. In this context we develop a new block classification scheme which allows us to preserve perceptually important features in the compression. The result of this work is an asymmetric transform coding scheme that allows very large volumes to be compressed and then decompressed in real-time while rendering on the GPU.","https://ieeexplore.ieee.org/document/4376192/","LOCKED","4376192","Department of Computer Science, University of California, Davis","https://ieeexplore.ieee.org/author/37945247900","1","Nathaniel Fout","37945247900","Department of Computer Science, University of California, Davis","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","0","Journals","10.1109/TVCG.2007.70516","1607","https://ieeexplore.ieee.org/document/4376192/","Volume Compression","Compressed Volume Rendering","Transform Coding","Hardware-accelerated Volume Rendering","","","","","","","Transform coding","Rendering (computer graphics)","Graphics","Hardware","Pipelines","Data visualization","Encoding","Decoding","Resource management","Production","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376192","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","74","1600","Transform Coding for Hardware-accelerated Volume Rendering","13"
"This paper presents a new algorithm for force directed graph layout on the GPU. The algorithm, whose goal is to compute layouts accurately and quickly, has two contributions. The first contribution is proposing a general multi-level scheme, which is based on spectral partitioning. The second contribution is computing the layout on the GPU. Since the GPU requires a data parallel programming model, the challenge is devising a mapping of a naturally unstructured graph into a well-partitioned structured one. This is done by computing a balanced partitioning of a general graph. This algorithm provides a general multi-level scheme, which has the potential to be used not only for computation on the GPU, but also on emerging multi-core architectures. The algorithm manages to compute high quality layouts of large graphs in a fraction of the time required by existing algorithms of similar quality. An application for visualization of the topologies of ISP (Internet service provider) networks is presented.","https://ieeexplore.ieee.org/document/4376155/","LOCKED","4376155","Technion, Israel Institute of Technology","https://ieeexplore.ieee.org/author/37646534300","1","Yaniv Frishman","37646534300","Technion, Israel Institute of Technology","https://ieeexplore.ieee.org/author/37337567000","2","Ayellet Tal","37337567000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","1","Journals","10.1109/TVCG.2007.70580","1319","https://ieeexplore.ieee.org/document/4376155/","Graph layout","GPU","graph partitioning.","","","","","","","","Partitioning algorithms","Acceleration","Application software","Visualization","High performance computing","Parallel programming","Computer architecture","Quality management","Network topology","Web and internet services","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376155","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","75","1310","Multi-Level Graph Layout on the GPU","13"
"Proteins are highly flexible and large amplitude deformations of their structure, also called slow dynamics, are often decisive to their function. We present a two-level rendering approach that enables visualization of slow dynamics of large protein assemblies. Our approach is aligned with a hierarchical model of large scale molecules. Instead of constantly updating positions of large amounts of atoms, we update the position and rotation of residues, i.e., higher level building blocks of a protein. Residues are represented by one vertex only indicating its position and additional information defining the rotation. The atoms in the residues are generated on-the-fly on the GPU, exploiting the new graphics hardware geometry shader capabilities. Moreover, we represent the atoms by billboards instead of tessellated spheres. Our representation is then significantly faster and pixel precise. We demonstrate the usefulness of our new approach in the context of our collaborative bioinformatics project.","https://ieeexplore.ieee.org/document/4376194/","LOCKED","4376194","Christian Michelsen Research, Norway","https://ieeexplore.ieee.org/author/37842366200","1","Ove Daae Lampe","37842366200","Department of Informatics, University of Bergen, Norway","https://ieeexplore.ieee.org/author/37282726800","2","Ivan Viola","37282726800","Computational Biology Unit/BCCS, University of Bergen, Norway","https://ieeexplore.ieee.org/author/37945246100","3","Nathalie Reuter","37945246100","Department of Informatics, University of Bergen, Norway","https://ieeexplore.ieee.org/author/37274158800","4","Helwig Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","","28","0","Journals","10.1109/TVCG.2007.70517","1623","https://ieeexplore.ieee.org/document/4376194/","Molecular visualization","hardware acceleration","protein dynamics.","","","","","","","","Visualization","Proteins","Amino acids","Assembly","Hardware","Computational modeling","Biology computing","Computer Society","Large-scale systems","Graphics","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376194","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","76","1616","Two-Level Approach to Efficient Visualization of Protein Dynamics","13"
"Much of the visualization research has focused on improving the rendering quality and speed, and enhancing the perceptibility of features in the data. Recently, significant emphasis has been placed on focus+context (F+C) techniques (e.g., fisheye views and magnification lens) for data exploration in addition to viewing transformation and hierarchical navigation. However, most of the existing data exploration techniques rely on the manipulation of viewing attributes of the rendering system or optical attributes of the data objects, with users being passive viewers. In this paper, we propose a more active approach to data exploration, which attempts to mimic how we would explore data if we were able to hold it and interact with it in our hands. This involves allowing the users to physically or actively manipulate the geometry of a data object. While this approach has been traditionally used in applications, such as surgical simulation, where the original geometry of the data objects is well understood by the users, there are several challenges when this approach is generalized for applications, such as flow and information visualization, where there is no common perception as to the normal or natural geometry of a data object. We introduce a taxonomy and a set of transformations especially for illustrative deformation of general data exploration. We present combined geometric or optical illustration operators for focus+context visualization, and examine the best means for preventing the deformed context from being misperceived. We demonstrated the feasibility of this generalization with examples of flow, information and video visualization.","https://ieeexplore.ieee.org/document/4376157/","LOCKED","4376157","Department of Electrical and Computer Engineering, Rutgers, The State University of New Jersey","https://ieeexplore.ieee.org/author/37282925900","1","Carlos Correa","37282925900","Department of Electrical and Computer Engineering, Rutgers, The State University of New Jersey","https://ieeexplore.ieee.org/author/37274132700","2","Debora Silver","37274132700","Department of Computer Science, University of Wales, Swansea","https://ieeexplore.ieee.org/author/37280982800","3","Mi Chen","37280982800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","1","Journals","10.1109/TVCG.2007.70565","1327","https://ieeexplore.ieee.org/document/4376157/","Volume deformation","focus+context visualization","interaction techniques","","","","","","","","Data visualization","Focusing","Cognitive science","Silver","Surgery","Information geometry","Geometrical optics","Taxonomy","Lenses","Navigation","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376157","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","77","1320","Illustrative Deformation for Data Exploration","13"
"Today's PCs incorporate multiple CPUs and GPUs and are easily arranged in clusters for high-performance, interactive graphics. We present an approach based on hierarchical, screen-space tiles to parallelizing rendering with level of detail. Adapt tiles, render tiles, and machine tiles are associated with CPUs, GPUs, and PCs, respectively, to efficiently parallelize the workload with good resource utilization. Adaptive tile sizes provide load balancing while our level of detail system allows total and independent management of the load on CPUs and GPUs. We demonstrate our approach on parallel configurations consisting of both single PCs and a cluster of PCs.","https://ieeexplore.ieee.org/document/4376161/","LOCKED","4376161","NVIDIA Corporation","https://ieeexplore.ieee.org/author/37945343600","1","Krzysztof Niski","37945343600","Lawrence Livermore National Laboratory","https://ieeexplore.ieee.org/author/37275763600","2","Jonathan D. Cohen","37275763600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","1","Journals","10.1109/TVCG.2007.70587","1359","https://ieeexplore.ieee.org/document/4376161/","Level of detail","out-of-core","distributed","parallel","geometry image","","","","","","Displays","Personal communication networks","Load management","Rendering (computer graphics)","Parallel processing","Graphics","Resource management","Power system management","Computational geometry","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376161","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","78","1352","Tile-based level of detail for the parallel age","13"
