"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Investigative analysts who work with collections of text documents connect embedded threads of evidence in order to formulate hypotheses about plans and activities of potential interest. As the number of documents and the corresponding number of concepts and entities within the documents grow larger, sense-making processes become more and more difficult for the analysts. We have developed a visual analytic system called Jigsaw that represents documents and their entities visually in order to help analysts examine reports more efficiently and develop theories about potential actions more quickly. Jigsaw provides multiple coordinated views of document entities with a special emphasis on visually illustrating connections between entities across the different documents.","https://ieeexplore.ieee.org/document/4389006/","LOCKED","4389006","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: stasko@cc.gatech.edu","https://ieeexplore.ieee.org/author/37267736900","1","John Stasko","37267736900","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: goerg@cc.gatech.edu","https://ieeexplore.ieee.org/author/37428446300","2","Carsten Gorg","37428446300","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: zcliu@cc.gatech.edu","https://ieeexplore.ieee.org/author/37592993600","3","Zhicheng Liu","37592993600","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: ksinghal@cc.gatech.edu","https://ieeexplore.ieee.org/author/37968367000","4","Kanupriya Singhal","37968367000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","1","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389006","138","https://ieeexplore.ieee.org/document/4389006/","Visual analytics","investigative analysis","intelligence analysis","information visualization","multiple views","","","Information analysis","Performance analysis","Electronic mail","Visual analytics","Algorithm design and analysis","Costs","Embedded computing","Yarn","Data visualization","Information systems","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389006","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","37","131","Jigsaw: Supporting Investigative Analysis through Interactive Visualization"
"Wikipedia is a wiki-based encyclopedia that has become one of the most popular collaborative on-line knowledge systems. As in any large collaborative system, as Wikipedia has grown, conflicts and coordination costs have increased dramatically. Visual analytic tools provide a mechanism for addressing these issues by enabling users to more quickly and effectively make sense of the status of a collaborative environment. In this paper we describe a model for identifying patterns of conflicts in Wikipedia articles. The model relies on users' editing history and the relationships between user edits, especially revisions that void previous edits, known as ""reverts"". Based on this model, we constructed Revert Graph, a tool that visualizes the overall conflict patterns between groups of users. It enables visual analysis of opinion groups and rapid interactive exploration of those relationships via detail drill- downs. We present user patterns and case studies that show the effectiveness of these techniques, and discuss how they could generalize to other systems.","https://ieeexplore.ieee.org/document/4389010/","LOCKED","4389010","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. Email: suh@parc.com","https://ieeexplore.ieee.org/author/37823184000","1","Bongwon Suh","37823184000","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. Email: echi@parc.com","https://ieeexplore.ieee.org/author/37448030800","2","Ed H. Chi","37448030800","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. Email: bp@parc.com","https://ieeexplore.ieee.org/author/37830268500","3","Bryan A. Pendleton","37830268500","Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA 94304. Email: nkittur@ucla.edu","https://ieeexplore.ieee.org/author/37946538100","4","Aniket Kittur","37946538100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389010","170","https://ieeexplore.ieee.org/document/4389010/","Wikipedia","wiki","revert","graph","collaboration","user model","visualization","Wikipedia","Visualization","Collaborative work","Costs","Visual analytics","Collaboration","History","Encyclopedias","Knowledge based systems","Collaborative tools","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389010","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","38","163","Us vs. Them: Understanding Social Dynamics in Wikipedia with Revert Graph Visualizations"
"Using mobile devices for visualization provides a ubiquitous environment for accessing information and effective decision making. These visualizations are critical in satisfying the knowledge needs of operators in areas as diverse as education, business, law enforcement, protective services, medical services, scientific discovery, and homeland security. In this paper, we present an efficient and interactive mobile visual analytic system for increased situational awareness and decision making in emergency response and training situations. Our system provides visual analytics with locational scene data within a simple interface tailored to mobile device capabilities. In particular, we focus on processing and displaying sensor network data for first responders. To verify our system, we have used simulated data of The Station nightclub fire evacuation.","https://ieeexplore.ieee.org/document/4388994/","LOCKED","4388994","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: inside@purdue.edu","https://ieeexplore.ieee.org/author/37404975800","1","Sung Ye Kim","37404975800","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: inside@purdue.edu, jangy@purdue.edu","https://ieeexplore.ieee.org/author/37557344300","2","Yun Jang","37557344300","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: inside@purdue.edu, amellema@purdue.edu","https://ieeexplore.ieee.org/author/37945218200","3","Angela Mellema","37945218200","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: inside@purdue.edu, ebertd@purdue.edu","https://ieeexplore.ieee.org/author/37282598900","4","David S. Ebert","37282598900","Purdue Homeland Security Institute (PHSI), Purdue University, West Lafayette, IN. e-mail:","https://ieeexplore.ieee.org/author/37088052560","5","Timothy Collinss","37088052560","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388994","42","https://ieeexplore.ieee.org/document/4388994/","mobile visualization","visual analytics","emergency response","","","","","Visual analytics","Data visualization","Decision making","Information analysis","Terrorism","Mobile computing","Computer graphics","Sensor systems","Data analysis","Handheld computers","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388994","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","39","35","Visual Analytics on Mobile Devices for Emergency Response"
"Large-scale session log analysis typically includes statistical methods and detailed log examinations. While both methods have merits, statistical methods can miss previously unknown sub- populations in the data and detailed analyses may have selection biases. We therefore built Session Viewer, a visualization tool to facilitate and bridge between statistical and detailed analyses. Taking a multiple-coordinated view approach, Session Viewer shows multiple session populations at the Aggregate, Multiple, and Detail data levels to support different analysis styles. To bridge between the statistical and the detailed analysis levels, Session Viewer provides fluid traversal between data levels and side-by-side comparison at all data levels. We describe an analysis of a large-scale web usage study to demonstrate the use of Session Viewer, where we quantified the importance of grouping sessions based on task type.","https://ieeexplore.ieee.org/document/4389008/","LOCKED","4389008","University of British Columbia, Google, Inc. e-mail: hllam@cs.ubc.ca","https://ieeexplore.ieee.org/author/37873130000","1","Heidi Lam","37873130000","Google, Inc. e-mail: drussell@google.com","https://ieeexplore.ieee.org/author/37065849000","2","Daniel Russell","37065849000","Google, Inc. e-mail: diane@google.com","https://ieeexplore.ieee.org/author/37652594600","3","Diane Tang","37652594600","University of British Columbia. e-mail: tmm@cs.ubc.ca","https://ieeexplore.ieee.org/author/37349490300","4","Tamara Munzner","37349490300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","2","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389008","154","https://ieeexplore.ieee.org/document/4389008/","Web session log analysis","visual exploratory data analysis","information visualization","","","","","Data analysis","Aggregates","Large-scale systems","Statistical analysis","Data visualization","Bridges","Information analysis","Frequency","Buildings","Human computer interaction","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389008","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","40","147","Session Viewer: Visual Exploratory Analysis of Web Session Logs"
"Wikipedia is a large and rapidly growing Web-based collaborative authoring environment, where anyone on the Internet can create, modify, and delete pages about encyclopedic topics. A remarkable property of some Wikipedia pages is that they are written by up to thousands of authors who may have contradicting opinions. In this paper we show that a visual analysis of the ""who revises whom""- network gives deep insight into controversies. We propose a set of analysis and visualization techniques that reveal the dominant authors of a page, the roles they play, and the alters they confront. Thereby we provide tools to understand how Wikipedia authors collaborate in the presence of controversy.","https://ieeexplore.ieee.org/document/4389012/","LOCKED","4389012","Department of Computer & Information Science, University of Konstanz. e-mail: Ulrik.Brandes@uni-konstanz.de","https://ieeexplore.ieee.org/author/37550836200","1","Ulrik Brandes","37550836200","Department of Computer & Information Science, University of Konstanz. e-mail: lerner@inf.uni-konstanz.de","https://ieeexplore.ieee.org/author/37552262100","2","Jurgen Lerner","37552262100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389012","186","https://ieeexplore.ieee.org/document/4389012/","Wikipedia","social network analysis","controversy","","","","","Encyclopedias","Wikipedia","History","Collaboration","Visualization","Information analysis","Information science","Internet","Collaborative tools","Social network services","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389012","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","41","179","Visual Analysis of Controversy in User-generated Encyclopedias"
"We have developed a Web 2.0 thin client visualization framework called GeoBoosttrade. Our framework focuses on geospatial visualization and using scalable vector graphics (SVG), AJAX, RSS and GeoRSS we have built a complete thin client component set. Our component set provides a rich user experience that is completely browser based. It includes maps, standard business charts, graphs, and time-oriented components. The components are live, interactive, linked, and support real time collaboration.","https://ieeexplore.ieee.org/document/4388996/","LOCKED","4388996","SSS Research, Inc, 600 S. Washington, Suite 100, Naperville, IL 60540. eick@sss-research.com","https://ieeexplore.ieee.org/author/37282570100","1","Stephen G. Eick","37282570100","SSS Research, Inc, 600 S. Washington, Suite 100, Naperville, IL 60540","https://ieeexplore.ieee.org/author/38556669100","2","M. Andrew Eick","38556669100","SSS Research, Inc, 600 S. Washington, Suite 100, Naperville, IL 60540","https://ieeexplore.ieee.org/author/38557746300","3","Jesse Fugitt","38557746300","SSS Research, Inc, 600 S. Washington, Suite 100, Naperville, IL 60540","https://ieeexplore.ieee.org/author/38556117300","4","Brian Horst","38556117300","SSS Research, Inc, 600 S. Washington, Suite 100, Naperville, IL 60540","https://ieeexplore.ieee.org/author/38559382900","5","Maxim Khailo","38559382900","SSS Research, Inc, 600 S. Washington, Suite 100, Naperville, IL 60540","https://ieeexplore.ieee.org/author/38559589300","6","Russell A. Lankenau","38559589300","","","","","","","","","","","","","","","","","","","","","14","7","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388996","58","https://ieeexplore.ieee.org/document/4388996/","web 2.0","JavaScript","scalable vector graphics","visualization components","linked view visual analytics","","","Visualization","Collaboration","Graphics","Displays","Java","Application software","Visual analytics","Shape","Streaming media","Portals","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388996","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","42","51","Thin Client Visualization"
"Designing a visualization system capable of processing, managing, and presenting massive data sets while maximizing the user's situational awareness (SA) is a challenging, but important, research question in visual analytics. Traditional data management and interactive retrieval approaches have often focused on solving the data overload problem at the expense of the user's SA. This paper discusses various data management strategies and the strengths and limitations of each approach in providing the user with SA. A new data management strategy, coined Smart Aggregation, is presented as a powerful approach to overcome the challenges of both massive data sets and maintaining SA. By combining automatic data aggregation with user-defined controls on what, how, and when data should be aggregated, we present a visualization system that can handle massive amounts of data while affording the user with the best possible SA. This approach ensures that a system is always usable in terms of both system resources and human perceptual resources. We have implemented our Smart Aggregation approach in a visual analytics system called VIAssist (Visual Assistant for Information Assurance Analysis) to facilitate exploration, discovery, and SA in the domain of Information Assurance.","https://ieeexplore.ieee.org/document/4388998/","LOCKED","4388998","Secure Decisions, a division of Applied Visions Inc. e-mail: dant@securedecisions.avi.com","https://ieeexplore.ieee.org/author/37708756000","1","Daniel R. Tesone","37708756000","Secure Decisions, a division of Applied Visions Inc. e-mail: johng@securedecisions.avi.com","https://ieeexplore.ieee.org/author/37550746600","2","John R. Goodall","37550746600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388998","74","https://ieeexplore.ieee.org/document/4388998/","Data management","visual analytics","data retrieval","information visualization","smart aggregation","situational awareness","","Visual analytics","Human resource management","Information retrieval","Data visualization","Energy management","Displays","Information analysis","Technology management","Databases","Automation","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388998","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","43","67","Balancing Interactive Data Management of Massive Data with Situational Awareness through Smart Aggregation"
"Visualizations of large multi-dimensional data sets, occurring in scientific and commercial applications, often reveal interesting local patterns. Analysts want to identify the causes and impacts of these interesting areas, and they also want to search for similar patterns occurring elsewhere in the data set. In this paper we introduce the Intelligent Visual Analytics Query (IVQuery) concept that combines visual interaction with automated analytical methods to support analysts in discovering the special properties and relations of identified patterns. The idea of IVQuery is to interactively select focus areas in the visualization. Then, according to the characteristics of the selected areas, such as the data dimensions and records, IVQuery employs analytical methods to identify the relationships to other portions of the data set. Finally, IVQuery generates visual representations for analysts to view and refine the results. IVQuery has been applied successfully to different real-world data sets, such as data warehouse performance, product sales, and sever performance analysis, and demonstrates the benefits of this technique over traditional filtering and zooming techniques. The visual analytics query technique can be used with many different types of visual representation. In this paper we show how to use IVQuery with parallel coordinates, visual maps, and scatter plots.","https://ieeexplore.ieee.org/document/4389001/","LOCKED","4389001","Hewlett Packard Laboratories, CA. Electronic Mail: Ming.hao@hp.com","https://ieeexplore.ieee.org/author/37274264300","1","Ming C. Hao","37274264300","Hewlett Packard Laboratories, CA. Electronic Mail: Umeshwar.dayal@hp.com","https://ieeexplore.ieee.org/author/37275646700","2","Umeshwar Dayal","37275646700","University of Konstanz, Germany. Electronic Mail: keim@informatik.uni-konstanz.de","https://ieeexplore.ieee.org/author/37283138700","3","Daniel A. Keim","37283138700","University of Konstanz, Germany. Electronic Mail: Dominik.Morent@uni-konstanz.de","https://ieeexplore.ieee.org/author/37563668400","4","Dominik Morent","37563668400","University of Konstanz, Germany. Electronic Mail: schneide@inf.uni-konstanz.de","https://ieeexplore.ieee.org/author/37669961800","5","Joern Schneidewind","37669961800","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389001","98","https://ieeexplore.ieee.org/document/4389001/","Visual Analytics Query","Similarity Queries","Interactive Queries","","","","","Visual analytics","Data visualization","Pattern analysis","Performance analysis","Visual databases","Filtering","Data warehouses","Marketing and sales","Scattering","Computer graphics","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389001","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","44","91","Intelligent Visual Analytics Queries"
"In this paper, we have developed a novel framework to enable more effective investigation of large-scale news video database via knowledge visualization. To relieve users from the burdensome exploration of well-known and uninteresting knowledge of news reports, a novel interestingness measurement for video news reports is presented to enable users to find news stories of interest at first glance and capture the relevant knowledge in large-scale video news databases efficiently. Our framework takes advantage of both automatic semantic video analysis and human intelligence by integrating with visualization techniques on semantic video retrieval systems. Our techniques on intelligent news video analysis and knowledge discovery have the capacity to enable more effective visualization and exploration of large-scale news video collections. In addition, news video visualization and exploration can provide valuable feedback to improve our techniques for intelligent news video analysis and knowledge discovery.","https://ieeexplore.ieee.org/document/4389003/","LOCKED","4389003","Software Engineering Institute, East China Normal University, Shanghai, China. e-mail: memcache@gmail.com","https://ieeexplore.ieee.org/author/37275772500","1","Hangzai Luo","37275772500","Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA. e-mail: jfan@uncc.edu","https://ieeexplore.ieee.org/author/37271216800","2","Jianping Fan","37271216800","Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA. e-mail: jyang13@uncc.edu","https://ieeexplore.ieee.org/author/37292632600","3","Jing Yang","37292632600","Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA. e-mail: ribarsky@uncc.edu","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","National Institute of Informatics, Tokyo, Japan. e-mail: satoh@nii.ac.jp","https://ieeexplore.ieee.org/author/37266330000","5","Shin'ichi Satoh","37266330000","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389003","114","https://ieeexplore.ieee.org/document/4389003/","Semantic Video Classification","Knowledge Discovery","Knowledge Visualization","","","","","Large-scale systems","Visual databases","Visualization","Information retrieval","Broadcasting","Data mining","Multimedia communication","Artificial intelligence","USA Councils","Displays","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389003","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","45","107","Analyzing Large-Scale News Video Databases to Support Knowledge Visualization and Intuitive Retrieval"
"An architecture for visualizing information extracted from text documents is proposed. In conformance with this architecture, a toolkit, FemaRepViz, has been implemented to extract and visualize temporal, geospatial, and summarized information from FEMA national update reports. Preliminary tests have shown satisfactory accuracy for FEMARepViz. A central component of the architecture is an entity extractor that extracts named entities like person names, location names, temporal references, etc. FEMARepViz is based on FactXtractor, an entity-extractor that works on text documents. The information extracted using FactXtractor is processed using GeoTagger, a geographical name disambiguation tool based on a novel clustering-based disambiguation algorithm. To extract relationships among entities, we propose a machine-learning based algorithm that uses a novel stripped dependency tree kernel. We illustrate and evaluate the usefulness of our system on the FEMA National Situation Updates. Daily reports are fetched by FEMARepViz from the FEMA website, segmented into coherent sections and each section is classified into one of several known incident types. We use concept Vista, Google maps and Google earth to visualize the events extracted from the text reports and allow the user to interactively filter the topics, locations, and time-periods of interest to create a visual analytics toolkit that is useful for rapid analysis of events reported in a large set of text documents.","https://ieeexplore.ieee.org/document/4388991/","LOCKED","4388991","The Pennsylvania State University. e-mail: julianpan@psu.edu","https://ieeexplore.ieee.org/author/37880213000","1","Chi-Chun Pan","37880213000","The Pennsylvania State University. e-mail: pmitra@ist.psu.edu","https://ieeexplore.ieee.org/author/37286730000","2","Prasenjit Mitra","37286730000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388991","18","","visual analytics","geo-temporal visualization","text processing","knowledge discovery","geospatial analytics","","","Visualization","Data mining","Visual analytics","Clustering algorithms","Earth","Information analysis","Decision making","Earthquakes","Tsunami","Decision support systems","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388991","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","46","11","FemaRepViz: Automatic Extraction and Geo-Temporal Visualization of FEMA National Situation Updates"
"In this paper, we introduce NewsLab, an exploratory visualization approach for the analysis of large scale broadcast news video collections containing many thousands of news stories over extended periods of time. A river metaphor is used to depict the thematic changes of the news over time. An interactive lens metaphor allows the playback of fine-grained video segments selected through the river overview. Multi-resolution navigation is supported via a hierarchical time structure as well as a hierarchical theme structure. Themes can be explored hierarchically according to their thematic structure, or in an unstructured fashion using various ranking criteria. A rich set of interactions such as filtering, drill-down/roll-up navigation, history animation, and keyword based search are also provided. Our case studies show how this set of tools can be used to find emerging topics in the news, compare different broadcasters, or mine the news for topics of interest.","https://ieeexplore.ieee.org/document/4389005/","LOCKED","4389005","UNC Charlotte. e-mail: mghoniem@uncc.edu","https://ieeexplore.ieee.org/author/37688563600","1","Mohammad Ghoniem","37688563600","UNC Charlotte. e-mail: dluo2@uncc.edu","https://ieeexplore.ieee.org/author/37545990500","2","Dongning Luo","37545990500","UNC Charlotte. e-mail: jyang13@uncc.edu","https://ieeexplore.ieee.org/author/37292632600","3","Jing Yang","37292632600","UNC Charlotte. e-mail: ribarsky@uncc.edu","https://ieeexplore.ieee.org/author/37300425000","4","William Ribarsky","37300425000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389005","130","https://ieeexplore.ieee.org/document/4389005/","Large data exploration","broadcast video analysis","time filtering","clustering","animation","comparative analysis","","Multimedia communication","Broadcasting","Rivers","Navigation","Visualization","Large-scale systems","Lenses","Filtering","History","Animation","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389005","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","47","123","NewsLab: Exploratory Broadcast News Video Analysis"
"Coordinated animal-human health monitoring can provide an early warning system with fewer false alarms for naturally occurring disease outbreaks, as well as biological, chemical and environmental incidents. This monitoring requires the integration and analysis of multi-field, multi-scale and multi-source data sets. In order to better understand these data sets, models and measurements at different resolutions must be analyzed. To facilitate these investigations, we have created an application to provide a visual analytics framework for analyzing both human emergency room data and veterinary hospital data. Our integrated visual analytic tool links temporally varying geospatial visualization of animal and human patient health information with advanced statistical analysis of these multi-source data. Various statistical analysis techniques have been applied in conjunction with a spatio-temporal viewing window. Such an application provides researchers with the ability to visually search the data for clusters in both a statistical model view and a spatio-temporal view. Our interface provides a factor specification/filtering component to allow exploration of causal factors and spread patterns. In this paper, we will discuss the application of our linked animal-human visual analytics (LAHVA) tool to two specific case studies. The first case study is the effect of seasonal influenza and its correlation with different companion animals (e.g., cats, dogs) syndromes. Here we use data from the Indiana Network for Patient Care (INPC) and Banfield Pet Hospitals in an attempt to determine if there are correlations between respiratory syndromes representing the onset of seasonal influenza in humans and general respiratory syndromes in cats and dogs. Our second case study examines the effect of the release of industrial wastewater in a community through companion animal surveillance.","https://ieeexplore.ieee.org/document/4388993/","LOCKED","4388993","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37396008400","1","Ross Maciejewski","37396008400","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37945189900","2","Benjamin Tyner","37945189900","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37557344300","3","Yun Jang","37557344300","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37959894600","4","Cheng Zheng","37959894600","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37397099000","5","Rimma V. Nehme","37397099000","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37282598900","6","David S. Ebert","37282598900","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37282344300","7","William S. Cleveland","37282344300","Purdue University Regional Visualization and Analytics Center (PURVAC)","https://ieeexplore.ieee.org/author/37374971700","8","Mourad Ouzzani","37374971700","Regenstrief Institute and Indiana University School of Medicine","https://ieeexplore.ieee.org/author/37646590100","9","Shaun J. Grannis","37646590100","Purdue University School of Veterinary Medicine Clinical Epidemiology Group","https://ieeexplore.ieee.org/author/37945190400","10","Lawrence T. Glickman","37945190400","12","1","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388993","34","https://ieeexplore.ieee.org/document/4388993/","","","","","","","","Visual analytics","Humans","Animals","Monitoring","Hospitals","Statistical analysis","Influenza","Cats","Dogs","Alarm systems","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388993","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","48","27","LAHVA: Linked Animal-Human Health Visual Analytics"
