"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The author explores some of the primary problems that face designers of hardware and software for visualization who are attempting to create tools that will be used and widely accepted. He describes possible solutions to some of these challenges that have been incorporated into Fieldview, a commercial tool for increasing engineering productivity in computational fluid dynamics (CFD).<>","https://ieeexplore.ieee.org/document/175833/","LOCKED","175833","Intelligent Light, Fair Lawn, NJ, USA","https://ieeexplore.ieee.org/author/37563084100","1","S.M. Legensky","37563084100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175833","378","Workstations","Computer graphics","Computer aided engineering","Design engineering","Software tools","Productivity","Data visualization","Computational modeling","Power engineering and energy","Computer networks","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175833","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","42","372","Advanced visualization on desktop workstations"
"Current topographical mapping methods and problems associated with mapping are reviewed, and one approach for improving the spatial resolution of scalp recorded EEGs is detailed. In particular, techniques for interpolating the potential distribution and estimating the surface Laplacian from multichannel data are presented and applied to human evoked potential data. Although developed for electroencephalographic data, these spline algorithms can be applied to a variety of fields where visualization of spatial information is desired.<>","https://ieeexplore.ieee.org/document/175800/","LOCKED","175800","Dept. of Biomed. Eng., Tulane Univ., New Orleans, LA, USA","https://ieeexplore.ieee.org/author/37386999400","1","S.K. Law","37386999400","Dept. of Biomed. Eng., Tulane Univ., New Orleans, LA, USA","https://ieeexplore.ieee.org/author/37301346300","2","P.L. Nunez","37301346300","Dept. of Biomed. Eng., Tulane Univ., New Orleans, LA, USA","https://ieeexplore.ieee.org/author/37377532500","3","A.F. Westdorp","37377532500","Dept. of Biomed. Eng., Tulane Univ., New Orleans, LA, USA","https://ieeexplore.ieee.org/author/37378970600","4","A.V. Nelson","37378970600","Dept. of Biomed. Eng., Tulane Univ., New Orleans, LA, USA","https://ieeexplore.ieee.org/author/38161624900","5","K.L. Pilgreen","38161624900","","","","","","","","","","","3","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175800","201","Brain","Electroencephalography","Surface topography","Scalp","Spatial resolution","Humans","Data visualization","Psychology","Physics","Biomedical engineering","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175800","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","43","194","Topographical mapping of brain electrical activity"
"VISUAL 3, a highly interactive environment for the visualization of 3D volumetric scientific data, is described. The volume can be broken up in a structured or unstructured manner, and the problem can be static or unsteady in time. Because the data are volumetric and all the information can be changing, traditional CAD techniques are not appropriate. Therefore, VISUAL3 was developed using intermediate mode-rendering methods. A unique aspect of VISUAL3 is the dimensional windowing approach coupled with cursor mapping, which allows efficient pointing in 3D space. VISUAL3 is composed of a large number of visualization tools that can be generally classified into identification, scanning, and probing techniques.<>","https://ieeexplore.ieee.org/document/175837/","LOCKED","175837","Dept. of Aeronaut. & Astronaut, MIT, Cambridge, MA, USA","https://ieeexplore.ieee.org/author/37282898700","1","R. Haimes","37282898700","Dept. of Aeronaut. & Astronaut, MIT, Cambridge, MA, USA","https://ieeexplore.ieee.org/author/38221993300","2","D. Darmofal","38221993300","","","","","","","","","","","","","","","","","","","","","","","","","","10","2","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175837","397","Computational fluid dynamics","Computer aided software engineering","Workstations","Data visualization","Hardware","Space technology","Graphics","Computer displays","Computer science education","Packaging","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175837","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","44","392","Visualization in computational fluid dynamics: a case study"
"Effective methods for visualizing several sets of volumetric data simultaneously are presented. The methods involve the composition of multiple volumetric rendering techniques. These techniques include contour curves, color-blended contour regions, projection graphs on surfaces, isovalue surface construction, and hypersurface projection graphs.<>","https://ieeexplore.ieee.org/document/175804/","LOCKED","175804","Dept. of Comput. Sci., Arizona State Univ., Tempe, AZ, USA","https://ieeexplore.ieee.org/author/37393753600","1","T.A. Foley","37393753600","Dept. of Comput. Sci., Arizona State Univ., Tempe, AZ, USA","https://ieeexplore.ieee.org/author/37356915500","2","D.A. Lane","37356915500","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175804","225","Data visualization","Displays","Mesh generation","Scattering","Interpolation","Sea surface","Computer science","Geology","Geologic measurements","Sea measurements","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175804","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","45","218","Multi-valued volumetric visualization"
"A survey of 2D and 3D flow visualization techniques is provided. The approach is based on applying volume rendering to flow-visualization data. Linear interpolation and B-spline approximation are used, and several views are given for both. Suggestions for efficient volume rendering are provided.<>","https://ieeexplore.ieee.org/document/175772/","LOCKED","175772","Dept. of Comput. Sci., Colorado Univ., Colorado Springs, CO, USA","https://ieeexplore.ieee.org/author/38227300900","1","P.G. Swann","38227300900","Dept. of Comput. Sci., Colorado Univ., Colorado Springs, CO, USA","https://ieeexplore.ieee.org/author/37938882400","2","S.K. Semwal","37938882400","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175772","32","Optical refraction","Optical sensors","Optical variables control","Data visualization","Computer science","Springs","Interpolation","Spline","Aerospace materials","Image motion analysis","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175772","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","46","25","Volume rendering of flow-visualization point data"
"An improvement to visualization systems that provides a graphics window into an application displaying program data at run-time through an easy-to-use graphical interface is discussed. With little or no instrumentation of the application the user will be able to dynamically select data for graphical display as the program executes on a remote computer system. The data to be displayed and the type of display to be used are chosen interactively while the application is executing. Any data display can be enabled and disabled at any time; it is not necessary to specify the data or graphics technique before compilation as with conventional graphics tools. An architecture for such a remote visualization system is proposed, and an implementation, called Vista, is described. Designed primarily for scientific visualization, Vista or offers an environment for more effective debugging and program development.<>","https://ieeexplore.ieee.org/document/175810/","LOCKED","175810","Center for Supercomput. Res. & Dev., Illinois Univ., Urbana, IL, USA","https://ieeexplore.ieee.org/author/37390089900","1","A. Tuchman","37390089900","Center for Supercomput. Res. & Dev., Illinois Univ., Urbana, IL, USA","https://ieeexplore.ieee.org/author/37671093000","2","D. Jablonowski","37671093000","Center for Supercomput. Res. & Dev., Illinois Univ., Urbana, IL, USA","https://ieeexplore.ieee.org/author/37078835600","3","G. Cybenko","37078835600","","","","","","","","","","","","","","","","","","","","","10","7","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175810","261","Runtime","Data visualization","Computer graphics","Computer displays","Application software","Computer architecture","Algorithms","Libraries","Usability","Humans","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175810","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","47","255","Run-time visualization of program data"
"A description is given of the computer graphics aspects of two architectures designed for imaging and graphics. The two systems use parallel and pipelined architectures for high-performance graphics operations. UWGPSP3 uses only commercially available off-the-shelf chips, and consists of a TM34020 graphics system processor and four TMS34082 floating point coprocessors that can be configured into pipelined or SIMD modes depending on the algorithm. UWGSP4 uses dedicated ASIC chips for higher performance, and consists of two main computational parts: a parallel vector processor with 16 vector processing units, used mainly for image processing, and a graphics subsystem which utilizes a parallel pipelined architecture for image synthesis.<>","https://ieeexplore.ieee.org/document/175776/","LOCKED","175776","Dept. of Electr. Eng., Washington Univ., Seattle, WA, USA","https://ieeexplore.ieee.org/author/38225773500","1","H.W. Park","38225773500","","https://ieeexplore.ieee.org/author/38161597000","2","K.S. Eo","38161597000","","https://ieeexplore.ieee.org/author/37336015300","3","D.L. Kim","37336015300","","https://ieeexplore.ieee.org/author/38226162500","4","B.K. Choi","38226162500","","https://ieeexplore.ieee.org/author/37280925600","5","Y. Kim","37280925600","","https://ieeexplore.ieee.org/author/37349272100","6","T. Alexander","37349272100","","","","","","0","2","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175776","49","Image generation","Computer architecture","Computer graphics","Concurrent computing","Application specific integrated circuits","Application software","High performance computing","Military computing","Pipeline processing","Parallel processing","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175776","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","48","42","Two widely-different architectural approaches to computer image generation"
"Techniques for displaying 3D isovalues of scalar fields such as stress within a solid finite-element model generally involve examining each element for values of interest. An inexpensive, straightforward method is discussed for reducing the number of elements searched for such isovalues. It takes advantage of one traversal of the element data to yield a compact classification of the model by result values and ranges, with no sorting required. This data structure can then relate any scalar isovalue to a set of element groups which are closely inclusive of the isovalue. This method is intended for applications requiring repeated access to the analysis data, such as animation and interactive rendering of isosurfaces and scalar fields. While applicable to general volume visualization problems, it is particularly well suited to optimizing real-valued continuum field results such as those found in finite-element data.<>","https://ieeexplore.ieee.org/document/175780/","LOCKED","175780","Swanson Analysis Systems Inc., Houston, PA, USA","https://ieeexplore.ieee.org/author/38179868800","1","R.S. Gallagher","38179868800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","4","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175780","75","Filtering","Visualization","Finite element methods","Stress","Solid modeling","Sorting","Data structures","Data analysis","Animation","Computer graphics","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175780","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","49","68","Span filtering: an optimization scheme for volume visualization of large finite element models"
"Software developed to deal with differing image file formats, mismatched byte order and word sizes, and confusing hardcopy device interfaces is described. The SDSC Image Tool suite provides a simple, extensible, and portable mechanism for the support of a variety of common image formats so that tool-writers can concentrate on the task in hand, rather than on the quirks of a particular image file format. Users of such tools are able to work with images generated from a variety of sources, without being restricted to an arbitrary standard format. The SDSC Visualization Printing suite creates a unified view of hardcopy devices.<>","https://ieeexplore.ieee.org/document/175814/","LOCKED","175814","San Diego Supercomput. Center, CA, USA","https://ieeexplore.ieee.org/author/37374054100","1","D.R. Nadeau","37374054100","San Diego Supercomput. Center, CA, USA","https://ieeexplore.ieee.org/author/37389499500","2","T.T. Elvins","37389499500","San Diego Supercomput. Center, CA, USA","https://ieeexplore.ieee.org/author/37280473500","3","M.J. Bailey","37280473500","","","","","","","","","","","","","","","","","","","","","5","1","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175814","283","Image storage","Software packages","Hardware","Read-write memory","Data visualization","Packaging machines","Supercomputers","Rendering (computer graphics)","Data structures","Buffer storage","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175814","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","50","276","Image handling in a multi-vendor environment"
"The authors have achieved rates as high as 15 frames per second for interactive direct visualization of 3D data by trading some function for speed, while volume rendering with a full complement of ramp classification capabilities is performed at 1.4 frames per second. These speeds have made the combination of region selection with volume rendering practical for the first time. Semantic-driven selection, rather than geometric clipping, has proved to be a natural means of interacting with 3D data. Internal organs in medical data or other regions of interest can be built from preprocessed region primitives. The resulting combined system has been applied to real 3D medical data with encouraging results.<>","https://ieeexplore.ieee.org/document/175778/","LOCKED","175778","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37418915200","1","T.S. Yoo","37418915200","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37284618000","2","U. Neumann","37284618000","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37285537200","3","H. Fuchs","37285537200","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37284115400","4","S.M. Pizer","37284115400","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/38220609700","5","T. Cullip","38220609700","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/38226866400","6","J. Rhoades","38226866400","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37267322600","7","R. Whitaker","37267322600","10","1","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175778","65","Rendering (computer graphics)","Graphics","Biomedical imaging","Data visualization","Image processing","Computer science","Data mining","Parallel architectures","Writing","Pixel","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175778","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","51","58","Achieving direct volume visualization with interactive semantic region selection"
"Reconstruction of 3D scenes using data from an acoustic imaging sonar is addressed. The acoustic lens is described, and issues concerning underwater 3D scene reconstruction from the lens data are examined. Two methods for visualizing objects in an acoustic snapshot of the ocean are discussed: mathematical morphology and a synthesis of 3D digital imaging with volume rendering.<>","https://ieeexplore.ieee.org/document/175784/","LOCKED","175784","US Naval Res. Lab., Washington, DC, USA","https://ieeexplore.ieee.org/author/37371985200","1","L. Rosenblum","37371985200","US Naval Res. Lab., Washington, DC, USA","https://ieeexplore.ieee.org/author/38275540400","2","B. Kamgar-Parsi","38275540400","","https://ieeexplore.ieee.org/author/37298498100","3","E. Belcher","37298498100","","https://ieeexplore.ieee.org/author/37370696100","4","O. Engelsen","37370696100","","","","","","","","","","","","","","","","6","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175784","101","Acoustic imaging","Image reconstruction","Layout","Underwater acoustics","Lenses","Sonar","Data visualization","Oceans","Morphology","Digital images","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175784","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","52","94","Acoustic imaging: the reconstruction of underwater objects"
"A mathematical data model for scientific visualization that is based on the mathematics of fiber bundles is presented. Previous results are extended to the case of piecewise field representations (associated with grid-based data representations), and a general mathematical model for piecewise representations of fields on irregular grids is presented. The various types of regularity that can be found in computational grids and techniques for compact field representation based on each form of regularity are discussed. These techniques can be combined to obtain efficient methods for representing fields on grids with various regular or partially regular structures.<>","https://ieeexplore.ieee.org/document/175818/","LOCKED","175818","Dept. of Theor. & Appl. Mech., Illinois Univ., Urbana, IL, USA","https://ieeexplore.ieee.org/author/37271377200","1","R.B. Haber","37271377200","","https://ieeexplore.ieee.org/author/37388593200","2","B. Lucas","37388593200","","https://ieeexplore.ieee.org/author/37386981900","3","N. Collins","37386981900","","","","","","","","","","","","","","","","","","","","","33","4","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175818","305","Data models","Data visualization","Software systems","Application software","Mathematical model","Data structures","Data engineering","Mathematics","Grid computing","Object oriented programming","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175818","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","53","298","A data model for scientific visualization with provisions for regular and irregular grids"
"Volumetric rendering is applied to the interpretation of atomic-scale data generated from quantum molecular dynamics computations. In particular, for silicon computations it is found that volumetric visualization of the computed 3D electronic charge density is a valuable tool for identifying defect states in silicon lattices in which oxygen atoms occur as impurities. Rendering of several judiciously selected ranges of charge density in translucent colors provides an effective means of identifying broken or altered molecular bonds and induced charge excesses in the lattice. The resulting 3D images reveal important features missed previously in 2D charge density contour maps. Stereoscopic 'blink comparison' of image pairs is an extremely valuable way to study the structural differences among various configurations, and animation provides significant insight into the molecular dynamics.<>","https://ieeexplore.ieee.org/document/175786/","LOCKED","175786","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/38181564900","1","R.H. Wolfe","38181564900","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/38221911200","2","M. Needels","38221911200","","https://ieeexplore.ieee.org/author/37269957800","3","J.D. Joannopoulos","37269957800","","","","","","","","","","","","","","","","","","","","","3","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175786","115","Oxygen","Silicon","Data visualization","Physics computing","Optical surface waves","Surface morphology","Clouds","Quantum computing","Lattices","Quantum mechanics","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175786","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","54","109","The electronic structure of oxygen in silicon as revealed by volume visualization of Ab initio calculations"
"Two basic principles for interactive visualization of high-dimensional data-focusing and linking-are discussed. Focusing techniques may involve selecting subsets, dimension reduction, or some more general manipulation of the layout information on the page or screen. A consequent of focusing is that each view only conveys partial information about the data and needs to be linked so that the information contained in individual views can be integrated into a coherent image of the data as a whole. Examples are given of how graphical data analysis methods based on focusing and linking are used in applications including linguistics, geographic information systems, time series analysis, and the analysis of multi-channel images arising in radiology and remote sensing.<>","https://ieeexplore.ieee.org/document/175794/","LOCKED","175794","Bellcore, Morristown, NJ, USA","https://ieeexplore.ieee.org/author/37591245700","1","A. Buja","37591245700","","https://ieeexplore.ieee.org/author/37613372700","2","J.A. McDonald","37613372700","","https://ieeexplore.ieee.org/author/38224573600","3","J. Michalak","38224573600","","https://ieeexplore.ieee.org/author/37373699500","4","W. Stuetzle","37373699500","","","","","","","","","","","","","","","","95","5","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175794","163","Data visualization","Joining processes","Focusing","Image analysis","Information analysis","Time series analysis","Data analysis","Geographic Information Systems","Radiology","Remote sensing","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175794","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","55","156","Interactive data visualization using focusing and linking"
"A technique is presented for plotting large multivariate data sets that involves the mapping of n independent variable dimensions on to a single hierarchical horizontal axis with a single dependent variable being plotted on the vertical axis. The emphasis is on visual statistical analysis of either discrete variables or continuous variables that have been sampled on, or binned to, a regular n-dimensional lattice. The general applicability of the technique is discussed, and ways are explored of representing the hierarchical data-driven symbols that are particularly well suited to a variety of visual analysis tasks.<>","https://ieeexplore.ieee.org/document/175796/","LOCKED","175796","Mihalisin Associates, Ambler, PA, USA","https://ieeexplore.ieee.org/author/37314757900","1","T. Mihalisin","37314757900","Mihalisin Associates, Ambler, PA, USA","https://ieeexplore.ieee.org/author/37567607700","2","J. Timlin","37567607700","Mihalisin Associates, Ambler, PA, USA","https://ieeexplore.ieee.org/author/37938366000","3","J. Schwegler","37938366000","","","","","","","","","","","","","","","","","","","","","12","5","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175796","178","Data visualization","Data analysis","Data engineering","Lattices","Finance","Market research","Financial management","Risk management","Engineering management","Computer aided manufacturing","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175796","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","56","171","Visualization and analysis of multi-variate data: a technique for all fields"
"The author describes the interaction between computer graphics students from the computer science department at Rochester Institute of technology and faculty from various disciplines, in their attempts to utilize state-of-the-art computer graphics techniques for the visualization of physical systems. The structure of a computer graphics course designed to act as the vehicle for this interaction is also described.<>","https://ieeexplore.ieee.org/document/175836/","LOCKED","175836","Dept. of Comput. Sci., Rochester Inst. of Technol., NY, USA","https://ieeexplore.ieee.org/author/37387702200","1","N.C. Schaller","37387702200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175836","391","Computer graphics","Computer science","Data visualization","Application software","Beams","Mathematical model","Packaging","Vehicles","Predictive models","Electromagnetic fields","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175836","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","57","387","Experiments with interdisciplinary projects and scientific visualization applications at the undergraduate level"
"Presents the front cover of the proceedings record.","","EPHEMERA","175763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22-25 Oct. 1991","San Diego, CA, USA","Conferences","10.1109/VISUAL.1991.175763","","","","","","","","","","","","4467","0-8186-2245-8","Print ISBN","Historical","0-8186-2245-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=175763","22-25 Oct. 1991","362","Proceeding Visualization '91","1991","IEEE","58","0_1","Proceedings Visualization '91 (Cat. No.91CH3046-0)"
